,ru,en,fr
1402,сектор,segment,secteur
1403,сектор,segment,section
1404,бант,bow,no_equality
1405,бант,knot,no_equality
1406,порвать,break up,rompre
1407,порвать,break up,briser
1408,порвать,break up,rupture
1409,порвать,snap,no_equality
1410,модные товары,fashion goods,no_equality
1411,подпитывать,energize,alimenter
1412,подпитывать,feed,alimenter
1413,подпитывать,feed,nourrir
1414,подпитывать,fuel,alimenter
1415,подпитывать,fuel,nourrir
1416,подпитывать,fuel,attiser
1417,взрывной,explosive,explosif
1418,взрывной,explosive,pyrotechnique
1419,взрывной,blasting,no_equality
1420,взрывной,plosive,no_equality
1421,прийти,come,venir
1422,прийти,come,arriver
1423,прийти,come,aller
1424,прийти,come,passer
1425,прийти,come,rentrer
1426,прийти,get,arriver
1427,прийти,get,aller
1428,прийти,get,trouver
1429,прийти,get,entrer
1430,прийти,cometh,no_equality
1431,прийти,attend,venir
1432,прийти,attend,assister
1433,рекламное сообщение,advertising message,no_equality
1434,рекламное сообщение,advertisement message,no_equality
1435,рекламное сообщение,ad message,no_equality
1436,винодельческое хозяйство,winemaking estate,no_equality
1437,описывать,describe,décrire
1438,описывать,describe,dépeindre
1439,описывать,describe,raconter
1440,описывать,depict,décrire
1441,описывать,depict,dépeindre
1442,описывать,cover,no_equality
1443,описывать,in describing,no_equality
1444,описывать,report,no_equality
1445,описывать,circumscribe,no_equality
1446,описывать,paint,dépeindre
1447,утеплить,insulate,no_equality
1448,утеплить,warm,no_equality
1449,мор,pestilence,peste
1450,мор,pestilence,pestilence
1451,мор,murrain,peste
1452,мор,mor,mor
1453,мор,mpas,no_equality
1454,мор,mpw,no_equality
1455,Мор,Mohr,mohr
1456,не удаваться,fail,no_equality
1457,не удаваться,wrong,no_equality
1458,восемьдесят,eighty,no_equality
1459,восемьдесят,fourscore,quatre-vingt
1460,восемьдесят,eighties,80 ans
1461,аэродром,airfield,aérodrome
1462,аэродром,airfield,aéroport
1463,аэродром,airfield,terrain d'aviation
1464,аэродром,air station,no_equality
1465,аэродром,airstrip,aérodrome
1466,аэродром,airstrip,aéroport
1467,аэродром,airstrip,piste d'atterrissage
1468,аэродром,landing field,piste d'atterrissage
1469,аэродром,landing field,terrain d'aviation
1470,банк-плательщик,paying bank,no_equality
1471,многое,much,no_equality
1472,отдушина,outlet,défouloir
1473,отдушина,vent,no_equality
1474,отдушина,hole,no_equality
1475,сразу,immediately,immédiatement
1476,сразу,immediately,juste
1477,сразу,immediately,directement
1478,сразу,immediately,tout de suite
1479,сразу,immediately,aussitôt
1480,сразу,immediately,vite
1481,сразу,immediately,d'emblée
1482,сразу,directly,immédiatement
1483,сразу,directly,juste
1484,сразу,directly,directement
1485,сразу,directly,droit
1486,сразу,once,après
1487,сразу,immediate,no_equality
1488,сразу,outright,directement
1489,сразу,straightway,tout de suite
1490,сразу,straightway,aussitôt
1491,неизбежный,inevitable,inévitable
1492,неизбежный,inevitable,inéluctable
1493,неизбежный,inevitable,incontournable
1494,неизбежный,inevitable,inévitablement
1495,неизбежный,unavoidable,inévitable
1496,неизбежный,unavoidable,inéluctable
1497,неизбежный,unavoidable,incontournable
1498,неизбежный,unavoidable,inévitablement
1499,неизбежный,necessary,no_equality
1500,неизбежный,fatal,no_equality
1501,круто,abruptly,no_equality
1502,микропроцессорный,microprocessor,no_equality
1503,квалификация,qualification,qualification
1504,квалификация,expertise,no_equality
1505,квалификация,proficiency,qualification
1506,квалификация,qualify,no_equality
1507,квалификация,qualified,no_equality
1508,квалификация,background,no_equality
1509,квалификация,workmanship,no_equality
1510,машина,machine,machine
1511,машина,car,voiture
1512,машина,car,véhicule
1513,машина,car,bagnole
1514,машина,car,auto
1515,машина,car,caisse
1516,машина,engine,machine
1517,тифозный,typhoid,no_equality
1518,тифозный,typhous,no_equality
1519,мировой,world,mondial
1520,мировой,world,international
1521,мировой,global,mondial
1522,мировой,global,international
1523,мировой,global,planétaire
1524,мировой,mondial,mondial
1525,даль,distance,no_equality
1526,даль,give,no_equality
1527,даль,dahl,dahl
1528,даль,expanse,no_equality
1529,хуторянин,farmer,no_equality
1530,балл,point,point
1531,балл,mark,note
1532,балл,mark,point
1533,балл,score,note
1534,балл,grade,note
1535,балл,credit,no_equality
1536,беспокоить,bother,déranger
1537,беспокоить,bother,embêter
1538,беспокоить,bother,inquiéter
1539,беспокоить,bother,ennuyer
1540,беспокоить,bother,importuner
1541,беспокоить,bother,gêner
1542,беспокоить,disturb,déranger
1543,беспокоить,disturb,importuner
1544,беспокоить,disturb,perturber
1545,беспокоить,disturb,gêner
1546,беспокоить,disturb,incommoder
1547,беспокоить,disturb,interrompre
1548,беспокоить,concern,inquiéter
1549,беспокоить,harass,harceler
1550,беспокоить,ail,inquiéter
1551,беспокоить,care,soucier
1552,беспокоить,concerned about,inquiéter
1553,беспокоить,worrisome,no_equality
1554,беспокоить,disquiet,inquiéter
1555,беспокоить,faze,no_equality
1556,беспокоить,inconvenience,déranger
1557,беспокоить,inconvenience,embêter
1558,беспокоить,inconvenience,importuner
1559,беспокоить,inconvenience,gêner
1560,беспокоить,inconvenience,incommoder
1561,беспокоить,discomfort,gêner
1562,беспокоить,discomfort,incommoder
1563,беспокоить,incommode,gêner
1564,движущийся,moving,no_equality
1565,движущийся,mobile,no_equality
1566,движущийся,shifting,no_equality
1567,чувство,feeling,sentiment
1568,чувство,feeling,impression
1569,чувство,feeling,sensation
1570,чувство,feeling,émotion
1571,чувство,feeling,feeling
1572,чувство,feel,sentiment
1573,чувство,feel,sen
1574,чувство,feel,sensation
1575,чувство,sentiment,sentiment
1576,чувство,sentiment,émotion
1577,чувство,affection,sentiment
1578,обшивка,covering,no_equality
1579,обшивка,skin,no_equality
1580,обшивка,casing,no_equality
1581,обшивка,lining,no_equality
1582,обшивка,hull,no_equality
1583,обшивка,sheeting,no_equality
1584,обшивка,boarding,no_equality
1585,обшивка,lagging,no_equality
1586,обшивка,cladding,no_equality
1587,обшивка,trim,no_equality
1588,обшивка,siding,no_equality
1589,обшивка,edging,no_equality
1590,обшивка,ceiling,no_equality
1591,обшивка,binding,no_equality
1592,обшивка,mantel,no_equality
1593,упадок,decline,déclin
1594,упадок,decline,dégradation
1595,упадок,decline,décadence
1596,упадок,decline,régression
1597,упадок,decline,détérioration
1598,упадок,decay,déclin
1599,упадок,decay,dégradation
1600,упадок,decay,décadence
1601,упадок,decay,détérioration
1602,упадок,decay,délabrement
1603,упадок,decadence,décadence
1604,упадок,degradation,dégradation
1605,упадок,degradation,détérioration
1606,упадок,depression,no_equality
1607,упадок,degeneration,dégradation
1608,упадок,degeneration,décadence
1609,упадок,blight,ruine
1610,упадок,ebb,no_equality
1611,упадок,letdown,no_equality
1612,упадок,retrogression,régression
1613,упадок,demise,déclin
1614,упадок,declining,décadence
1615,упадок,declining,détérioration
1616,упадок,wane,déclin
1617,упадок,regress,régression
1618,поврежденный,damaged,endommagé
1619,поврежденный,injured,no_equality
1620,поврежденный,defective,no_equality
1621,поврежденный,impaired,no_equality
1622,поврежденный,crippled,endommagé
1623,поврежденный,damage,no_equality
1624,поврежденный,bad,no_equality
1625,движущая сила,driving force,force motrice
1626,движущая сила,momentum,élan
1627,движущая сила,moving force,force motrice
1628,движущая сила,mover,no_equality
1629,движущая сила,motivating force,force motrice
1630,движущая сила,motivation,no_equality
1631,движущая сила,factor,no_equality
1632,движущая сила,propulsion,no_equality
1633,движущая сила,drive force,force motrice
1634,движущая сила,sinew,no_equality
1635,утятина,duck,no_equality
1636,представить,submit,présenter
1637,представить,submit,fournir
1638,представить,submit,soumettre
1639,представить,submit,communiquer
1640,представить,submit,faire
1641,представить,submit,formuler
1642,представить,submit,produire
1643,представить,submit,remettre
1644,представить,submit,proposer
1645,представить,submit,transmettre
1646,представить,provide,présenter
1647,представить,provide,fournir
1648,представить,provide,communiquer
1649,представить,provide,faire
1650,представить,provide,apporter
1651,представить,provide,produire
1652,представить,provide,proposer
1653,представить,provide,obtenir
1654,представить,introduce,présenter
1655,представить,introduce,apporter
1656,представить,introduce,établir
1657,представить,introduce,proposer
1658,представить,produce,présenter
1659,представить,produce,fournir
1660,представить,produce,établir
1661,представить,produce,produire
1662,представить,produce,obtenir
1663,представить,consider,croire
1664,представить,pose,présenter
1665,костюм,suit,costume
1666,костюм,suit,combinaison
1667,костюм,suit,tenue
1668,костюм,suit,costard
1669,костюм,suit,tailleur
1670,костюм,suit,armure
1671,костюм,suit,complet
1672,костюм,suit,maillot
1673,костюм,ensemble,no_equality
1674,костюм,toilet,no_equality
1675,холод,cold,froid
1676,холод,cold,froideur
1677,холод,cold,froidure
1678,холод,coldness,froid
1679,холод,coldness,froideur
1680,холод,coldness,fraîcheur
1681,ну,well,bon
1682,ну,well,enfin
1683,ну,well,ouais
1684,ну,well,mais
1685,ну,well,ben
1686,ну,so,no_equality
1687,крепость,fortress,forteresse
1688,крепость,fortress,fort
1689,крепость,fortress,château
1690,крепость,fortress,bastion
1691,крепость,fortress,citadelle
1692,крепость,strength,fort
1693,крепость,strength,force
1694,крепость,strength,solidité
1695,крепость,tower,château
1696,крепость,fastness,solidité
1697,крепость,bastille,no_equality
1698,крепость,concentration,no_equality
1699,оборудовать,equip,équiper
1700,оборудовать,equip,aménager
1701,оборудовать,tool,no_equality
1702,оборудовать,outfit,équiper
1703,поднять,rise,lever
1704,поднять,rise,augmenter
1705,поднять,rise,monter
1706,поднять,hold,no_equality
1707,поднять,bring,porter
1708,поднять,bring,amener
1709,поднять,take,no_equality
1710,поднять,put,poser
1711,поднять,cheer,no_equality
1712,поднять,rouse,soulever
1713,поднять,heave,no_equality
1714,поднять,find,relever
1715,отпечаток пальца,fingerprint,empreinte digitale
1716,местечко,place,endroit
1717,местечко,place,place
1718,местечко,place,coin
1719,местечко,place,maison
1720,местечко,township,no_equality
1721,местечко,little place,petit endroit
1722,впитаться,soak,no_equality
1723,впитаться,absorb,no_equality
1724,благоразумие,prudence,prudence
1725,благоразумие,prudence,sagesse
1726,благоразумие,discretion,discrétion
1727,благоразумие,reason,no_equality
1728,благоразумие,reasonableness,no_equality
1729,благоразумие,policy,no_equality
1730,пересечение,intersection,intersection
1731,пересечение,intersection,croisement
1732,пересечение,crossing,intersection
1733,пересечение,crossing,franchissement
1734,пересечение,crossing,traversée
1735,пересечение,crossing,croisement
1736,пересечение,crossover,traversée
1737,пересечение,crossover,croisement
1738,пересечение,intercept,intersection
1739,пересечение,cross,passage
1740,пересечение,cross,traversée
1741,пересечение,cross,croisement
1742,пересечение,overlap,no_equality
1743,пересечение,confluence,no_equality
1744,до этого,before that,auparavant
1745,до этого,before that,avant ça
1746,до этого,heretofore,auparavant
1747,до этого,heretofore,jusque-là
1748,до этого,heretofore,jusqu'à présent
1749,до этого,heretofore,jusqu'alors
1750,до этого,before,auparavant
1751,до этого,until then,jusque-là
1752,до этого,until then,avant ça
1753,до этого,until then,jusqu'à présent
1754,до этого,until then,en attendant
1755,до этого,until then,jusque là
1756,до этого,until then,jusqu'alors
1757,выпускной,outlet,no_equality
1758,выпускной,exhaust,no_equality
1759,выпускной,senior,no_equality
1760,выпускной,final,final
1761,выпускной,final,terminal
1762,выпускной,prom,cavalier
1763,выпускной,graduation,remise des diplômes
1764,выпускной,graduation,cérémonie
1765,выпускной,discharge,no_equality
1766,закрытие,closing,fermeture
1767,закрытие,closure,fermeture
1768,закрытие,closure,clôture
1769,закрытие,closure,bouclage
1770,закрытие,shutdown,fermeture
1771,закрытие,close,fermeture
1772,закрытие,dissolution,no_equality
1773,вставать,stand,se lever
1774,вставать,stand,être debout
1775,вставать,rise,se lever
1776,вставать,face,no_equality
1777,вставать,come,no_equality
1778,вставать,raise,no_equality
1779,вставать,wake,se réveiller
1780,уложить,stow,no_equality
1781,уложить,put,mettre
1782,уложить,pack,no_equality
1783,уложить,bed,coucher
1784,вставка,insert,insertion
1785,вставка,insertion,insertion
1786,вставка,insertion,insérer
1787,вставка,inset,insertion
1788,вставка,inset,encadré
1789,вставка,inlay,insertion
1790,вставка,piece,no_equality
1791,вставка,gusset,no_equality
1792,вставка,intercalation,insertion
1793,провести,spend,passer
1794,провести,spend,rester
1795,провести,spend,mettre
1796,провести,hold,tenir
1797,провести,have,passer
1798,провести,have,faire
1799,провести,make,faire
1800,провести,make,effectuer
1801,провести,make,réaliser
1802,провести,make,mettre
1803,провести,lead,mener
1804,провести,run,faire
1805,провести,run,mener
1806,провести,host,no_equality
1807,провести,draw,faire
1808,провести,convene,tenir
1809,провести,convene,convoquer
1810,провести,arrange,no_equality
1811,передовой,advance,avancée
1812,передовой,leading,pointe
1813,передовой,innovative,no_equality
1814,передовой,progressive,avancé
1815,передовой,progressive,d'avant-garde
1816,передовой,forward,avancée
1817,передовой,forward,avancé
1818,передовой,foremost,no_equality
1819,передовой,industry-leading,de pointe
1820,передовой,cutting-edge,avancée
1821,передовой,cutting-edge,d'avant-garde
1822,передовой,cutting-edge,pointe
1823,передовой,front,no_equality
1824,передовой,modern,no_equality
1825,полностью,fully,pleinement
1826,полностью,fully,entièrement
1827,полностью,fully,complètement
1828,полностью,fully,totalement
1829,полностью,fully,tout
1830,полностью,fully,intégralement
1831,полностью,fully,sans réserve
1832,полностью,fully,parfaitement
1833,полностью,fully,plein
1834,полностью,fully,toute
1835,полностью,completely,pleinement
1836,полностью,completely,entièrement
1837,полностью,completely,complètement
1838,полностью,completely,totalement
1839,полностью,completely,intégralement
1840,полностью,completely,parfaitement
1841,полностью,completely,toute
1842,полностью,completely,vraiment
1843,полностью,completely,complet
1844,полностью,completely,en entier
1845,полностью,completely,du tout au tout
1846,полностью,completely,toute entière
1847,полностью,wholly,pleinement
1848,полностью,wholly,entièrement
1849,полностью,wholly,complètement
1850,полностью,wholly,totalement
1851,полностью,wholly,intégralement
1852,полностью,wholly,parfaitement
1853,полностью,wholly,toute
1854,полностью,wholly,exclusivement
1855,полностью,absolutely,entièrement
1856,полностью,absolutely,complètement
1857,полностью,absolutely,totalement
1858,полностью,absolutely,parfaitement
1859,полностью,absolutely,vraiment
1860,полностью,thoroughly,pleinement
1861,полностью,thoroughly,entièrement
1862,полностью,thoroughly,complètement
1863,полностью,thoroughly,totalement
1864,полностью,thoroughly,parfaitement
1865,полностью,in full,pleinement
1866,полностью,in full,entièrement
1867,полностью,in full,complètement
1868,полностью,in full,totalement
1869,полностью,in full,intégralement
1870,полностью,in full,parfaitement
1871,полностью,in full,en entier
1872,полностью,roundly,fermement
1873,полностью,richly,no_equality
1874,полностью,stark,complètement
1875,рукополагать,ordain,no_equality
1876,ассигнование,appropriation,allocation
1877,ассигнование,assignation,no_equality
1878,действительно,really,vraiment
1879,действительно,really,réellement
1880,действительно,really,effectivement
1881,действительно,really,très
1882,действительно,really,véritablement
1883,действительно,really,en fait
1884,действительно,really,bien
1885,действительно,really,vrai
1886,действительно,really,sincèrement
1887,действительно,indeed,vraiment
1888,действительно,indeed,en effet
1889,действительно,indeed,réellement
1890,действительно,indeed,effectivement
1891,действительно,indeed,en fait
1892,действительно,indeed,bien
1893,действительно,indeed,certes
1894,действительно,indeed,certainement
1895,действительно,true,vraiment
1896,действительно,true,certes
1897,действительно,genuinely,vraiment
1898,действительно,genuinely,réellement
1899,действительно,genuinely,effectivement
1900,действительно,genuinely,véritablement
1901,действительно,genuinely,sincèrement
1902,действительно,genuinely,sérieusement
1903,действительно,genuinely,véritable
1904,действительно,certainly,vraiment
1905,действительно,certainly,effectivement
1906,действительно,certainly,certes
1907,действительно,certainly,certainement
1908,действительно,quite,vraiment
1909,действительно,quite,très
1910,действительно,quite,bien
1911,родная мать,own mother,propre mère
1912,родная мать,native mother,no_equality
1913,троп,trope,no_equality
1914,бобр,beaver,castor
1915,артикул,article,no_equality
1916,артикул,article number,no_equality
1917,артикул,part number,no_equality
1918,простой,simple,simple
1919,простой,simple,facile
1920,простой,simple,ordinaire
1921,простой,straightforward,simple
1922,простой,straightforward,facile
1923,простой,Prime,no_equality
1924,простой,uncomplicated,simple
1925,простой,uncomplicated,facile
1926,простой,simply,no_equality
1927,простой,basic,simple
1928,простой,basic,basique
1929,простой,elementary,simple
1930,простой,pure,simple
1931,простой,humble,simple
1932,простой,primitive,no_equality
1933,простой,unsophisticated,simple
1934,простой,bare,simple
1935,простой,rustic,no_equality
1936,простой,austere,no_equality
1937,простой,silly,no_equality
1938,простой,childlike,no_equality
1939,простой,severe,no_equality
1940,простой,downtime,no_equality
1941,простой,idle,no_equality
1942,простой,bald,simple
1943,простой,native,no_equality
1944,угон,hijacking,no_equality
1945,угон,theft,volé
1946,угон,hijack,détourné
1947,угон,carjacking,carjacking
1948,угон,rustling,no_equality
1949,вентилятор,fan,ventilateur
1950,вентилятор,fan,ventilo
1951,отдаленность,remoteness,éloignement
1952,отдаленность,remoteness,isolement
1953,чисто,purely,purement
1954,чисто,purely,strictement
1955,чисто,purely,uniquement
1956,чисто,purely,exclusivement
1957,чисто,purely,proprement
1958,чисто,purely,simplement
1959,чисто,cleanly,proprement
1960,чисто,clearly,net
1961,родители,people,no_equality
1962,престарелый,aged,no_equality
1963,престарелый,senile,no_equality
1964,престарелый,old,no_equality
1965,престарелый,senior,no_equality
1966,престарелый,aged people,no_equality
1967,бесповоротный,irrevocable,irrévocable
1968,чаяние,hope,no_equality
1969,чаяние,aspiration,aspiration
1970,чаяние,expectation,no_equality
1971,изрядный,hefty,no_equality
1972,изрядный,pretty,bien
1973,изрядный,generous,no_equality
1974,изрядный,fair,no_equality
1975,изрядный,considerable,no_equality
1976,смысл,meaning,sen
1977,смысл,meaning,signification
1978,смысл,meaning,importance
1979,смысл,point,sen
1980,смысл,point,but
1981,смысл,point,raison
1982,смысл,point,intérêt
1983,смысл,point,point
1984,смысл,purport,sen
1985,смысл,purport,signification
1986,смысл,mean,sen
1987,смысл,context,no_equality
1988,смысл,way,sen
1989,смысл,term,no_equality
1990,смысл,meaningless,no_equality
1991,смысл,respect,point
1992,смысл,extent,point
1993,смысл,extent,importance
1994,смысл,spirit,no_equality
1995,смысл,sound,no_equality
1996,смысл,force,no_equality
1997,смысл,denotation,no_equality
1998,группировка,group,groupe
1999,группировка,group,groupement
2000,группировка,groupment,no_equality
2001,группировка,constellation,constellation
2002,накренить,tilt,no_equality
2003,отдельный,separate,distinct
2004,отдельный,separate,séparé
2005,отдельный,separate,spécifique
2006,отдельный,separate,propre
2007,отдельный,specific,spécifique
2008,отдельный,specific,particulier
2009,отдельный,specific,certain
2010,отдельный,specific,propre
2011,отдельный,single,individuel
2012,отдельный,distinct,distinct
2013,отдельный,distinct,séparé
2014,отдельный,distinct,spécifique
2015,отдельный,distinct,propre
2016,отдельный,discrete,distinct
2017,отдельный,discrete,séparé
2018,отдельный,discrete,individuel
2019,отдельный,some,no_equality
2020,отдельный,select,no_equality
2021,отдельный,detached,séparé
2022,отдельный,isolated,no_equality
2023,отдельный,dividual,no_equality
2024,слышать,hear,entendre
2025,слышать,hear,savoir
2026,слышать,hear,entendre parler
2027,слышать,hear,écouter
2028,слышать,hear,apprendre
2029,слышать,hear,entendre dire
2030,повторять,repeat,répéter
2031,повторять,repeat,reproduire
2032,повторять,repeat,refaire
2033,повторять,repeat,rappeler
2034,повторять,repeat,réitérer
2035,повторять,repeat,redire
2036,повторять,repeat,reprendre
2037,повторять,repeat,recommencer
2038,повторять,recur,no_equality
2039,повторять,follow,no_equality
2040,повторять,chant,no_equality
2041,повторять,tell,répéter
2042,повторять,echo,reprendre
2043,повторять,repetitive,no_equality
2044,повторять,iterate,réitérer
2045,повторять,rehearse,répéter
2046,повторять,recapitulate,no_equality
2047,повторять,renew,refaire
2048,повторять,renew,réitérer
2049,повторять,renew,reprendre
2050,указывать,indicate,indiquer
2051,указывать,indicate,dire
2052,указывать,indicate,préciser
2053,указывать,indicate,mentionner
2054,указывать,indicate,montrer
2055,указывать,indicate,signaler
2056,указывать,indicate,désigner
2057,указывать,indicate,pointer du doigt
2058,указывать,indicate,inscrire
2059,указывать,state,indiquer
2060,указывать,state,dire
2061,указывать,state,préciser
2062,указывать,state,spécifier
2063,указывать,tell,indiquer
2064,указывать,tell,dire
2065,указывать,identify,indiquer
2066,указывать,identify,préciser
2067,указывать,identify,désigner
2068,указывать,note,mentionner
2069,указывать,note,signaler
2070,указывать,say,indiquer
2071,указывать,say,dire
2072,указывать,say,préciser
2073,указывать,denote,indiquer
2074,указывать,denote,désigner
2075,указывать,name,indiquer
2076,влюбляться,fall in love,tomber amoureux
2077,влюбляться,fall in love,tomber amoureuse
2078,влюбляться,fall in love,aimer
2079,влюбляться,fall in love,craquer
2080,влюбляться,fall in love,être amoureuse
2081,въехать,drive,no_equality
2082,сломаться,break down,craquer
2083,сломаться,break down,tomber en panne
2084,сломаться,crash,no_equality
2085,тысячный,thousandth,millième
2086,тысячный,thousand,no_equality
2087,тысячный,millesimal,no_equality
2088,плита,plate,plaque
2089,плита,plate,dalle
2090,плита,slab,plaque
2091,плита,slab,dalle
2092,плита,cooker,cuisinière
2093,плита,cooker,four
2094,плита,cooker,réchaud
2095,плита,cooker,fourneau
2096,плита,cooker,gazinière
2097,плита,board,plaque
2098,плита,flag,dalle
2099,плита,table,no_equality
2100,лампочка,bulb,ampoule
2101,входное устройство,input device,no_equality
2102,входное устройство,input unit,no_equality
2103,львица,lioness,lionne
2104,ленточный,ribbon,no_equality
2105,ленточный,belt,no_equality
2106,ленточный,band,no_equality
2107,обмахивать,fan,éventer
2108,украсть,steal,voler
2109,украсть,steal,piquer
2110,украсть,steal,dérober
2111,украсть,steal,kidnapper
2112,украсть,nick,no_equality
2113,украсть,pinch,piquer
2114,украсть,pilfer,no_equality
2115,украсть,sneak,voler
2116,украсть,scrounge,voler
2117,кокосовая пальма,coconut palm,no_equality
2118,кокосовая пальма,Coco palm,no_equality
2119,кокосовая пальма,Coco,no_equality
2120,верно,true,c'est vrai
2121,верно,correctly,bien
2122,верно,correctly,bon
2123,верно,correctly,correctement
2124,верно,surely,no_equality
2125,верно,faithfully,fidèlement
2126,верно,right,non
2127,верно,right,n'est-ce pas
2128,верно,right,hein
2129,верно,right,c'est ça
2130,верно,right,d'accord
2131,верно,right,bien
2132,верно,right,ok
2133,край,edge,bord
2134,край,edge,rebord
2135,край,edge,extrémité
2136,край,edge,bordure
2137,край,region,pay
2138,край,region,région
2139,край,end,bout
2140,край,end,extrémité
2141,край,Kray,no_equality
2142,край,margin,bord
2143,край,margin,bordure
2144,край,rim,bord
2145,край,rim,rebord
2146,край,rim,bordure
2147,край,brink,bord
2148,край,border,bord
2149,край,border,bordure
2150,край,fringe,bord
2151,край,fringe,bordure
2152,край,brim,bord
2153,край,brim,rebord
2154,край,brim,bordure
2155,край,hem,bordure
2156,край,land,pay
2157,край,land,terre
2158,край,lip,bord
2159,край,lip,rebord
2160,край,lip,bordure
2161,край,extremity,extrémité
2162,край,ledge,bord
2163,край,ledge,rebord
2164,край,clime,no_equality
2165,край,ridge,rebord
2166,край,edging,bord
2167,край,edging,rebord
2168,край,edging,bordure
2169,относительно,on,concernant
2170,относительно,on,selon
2171,относительно,with respect,à propos
2172,относительно,with respect,en vue
2173,относительно,with respect,au sujet
2174,относительно,respecting,concernant
2175,относительно,touching,no_equality
2176,относительно,relatively,relativement
2177,относительно,relatively,assez
2178,экипировать,equip,no_equality
2179,экипировать,outfit,no_equality
2180,пневматика,Pneumatics,no_equality
2181,раскрыть,disclose,révéler
2182,раскрыть,disclose,dévoiler
2183,раскрыть,disclose,divulguer
2184,раскрыть,disclose,dénoncer
2185,раскрыть,deploy,no_equality
2186,раскрыть,solve,résoudre
2187,раскрыть,expose,révéler
2188,раскрыть,expose,découvrir
2189,раскрыть,expose,dévoiler
2190,раскрыть,expose,divulguer
2191,раскрыть,expose,exposer
2192,раскрыть,expose,démasquer
2193,раскрыть,expose,dénoncer
2194,согреть,warm,réchauffer
2195,согреть,warm,chauffer
2196,эксплуатация,operation,exploitation
2197,эксплуатация,operation,utilisation
2198,эксплуатация,exploitation,exploitation
2199,эксплуатация,exploitation,utilisation
2200,эксплуатация,exploitation,exploiter
2201,эксплуатация,operating,utilisation
2202,эксплуатация,operate,no_equality
2203,эксплуатация,exploit,exploitation
2204,эксплуатация,exploitative,exploitation
2205,электроизмерительный,electric,no_equality
2206,испуганный,scared,effrayé
2207,испуганный,scared,apeuré
2208,испуганный,scared,terrifié
2209,испуганный,scared,terrorisé
2210,испуганный,fearful,effrayé
2211,испуганный,awesome,no_equality
2212,испуганный,blue,no_equality
2213,испуганный,afraid,effrayé
2214,испуганный,afraid,apeuré
2215,испуганный,afraid,effrayée
2216,скрывать,hide,cacher
2217,скрывать,hide,dissimuler
2218,скрывать,hide,masquer
2219,скрывать,hide,occulter
2220,скрывать,hide,retenir
2221,скрывать,cover,cacher
2222,скрывать,cover,couvrir
2223,скрывать,keep,garder
2224,скрывать,keep,retenir
2225,скрывать,obscure,cacher
2226,скрывать,obscure,dissimuler
2227,скрывать,obscure,masquer
2228,скрывать,obscure,occulter
2229,скрывать,mask,cacher
2230,скрывать,mask,dissimuler
2231,скрывать,mask,masquer
2232,скрывать,mask,occulter
2233,скрывать,withhold,cacher
2234,скрывать,withhold,dissimuler
2235,скрывать,withhold,retenir
2236,скрывать,veil,dissimuler
2237,скрывать,suppress,dissimuler
2238,скрывать,dissemble,no_equality
2239,скрывать,dissimulate,dissimuler
2240,транспорт,transport,transport
2241,заказывать,order,commander
2242,заказывать,book,réserver
2243,поесть,have a meal,no_equality
2244,поесть,meal,no_equality
2245,беспристрастный,impartial,impartial
2246,беспристрастный,impartial,impartialité
2247,беспристрастный,fair,impartial
2248,беспристрастный,equitable,no_equality
2249,беспристрастный,neutral,impartialité
2250,беспристрастный,candid,no_equality
2251,беспристрастный,objective,impartial
2252,беспристрастный,impersonal,no_equality
2253,беспристрастный,detached,no_equality
2254,беспристрастный,judicial,no_equality
2255,мотоцикл,motorcycle,moto
2256,мотоцикл,motorcycle,motocycle
2257,мотоцикл,motorcycle,motocyclette
2258,мотоцикл,motorcycle,bécane
2259,мотоцикл,motorcycle,mobylette
2260,побудительный,incentive,no_equality
2261,побудительный,stimulating,no_equality
2262,стенка,wall,mur
2263,стенка,side,no_equality
2264,далече,far,no_equality
2265,откорректировать,revise,corriger
2266,откорректировать,adjust,corriger
2267,откорректировать,correct,corriger
2268,откорректировать,modify,no_equality
2269,событие,event,événement
2270,событие,event,occasion
2271,событие,event,évènement
2272,событие,event,manifestation
2273,событие,development,évolution
2274,событие,incident,événement
2275,событие,occurrence,événement
2276,событие,happening,événement
2277,событие,thing,chose
2278,событие,thing,important
2279,событие,adventure,no_equality
2280,прорубать,cut,no_equality
2281,прорубать,hack,no_equality
2282,пельмень,dumpling,no_equality
2283,противодействие,counteraction,no_equality
2284,противодействие,resistance,opposition
2285,противодействие,resistance,résistance
2286,противодействие,reaction,no_equality
2287,противодействие,countercheck,no_equality
2288,противодействие,counter,no_equality
2289,противодействие,oppose,no_equality
2290,противодействие,fighting,lutte contre
2291,противодействие,fighting,lutter contre
2292,противодействие,fighting,combattre
2293,противодействие,counterwork,résistance
2294,фанатский,fanatskiy,no_equality
2295,фанатский,fan,no_equality
2296,признать,recognize,reconnaître
2297,признать,recognize,admettre
2298,признать,recognize,constater
2299,признать,recognize,tenir compte
2300,признать,recognize,saluer
2301,признать,admit,reconnaître
2302,признать,admit,admettre
2303,признать,admit,accepter
2304,признать,admit,avouer
2305,признать,admit,dire
2306,признать,admit,constater
2307,признать,declare,dire
2308,признать,declare,constater
2309,признать,declare,déclarer
2310,почта,mail,courrier
2311,почта,mail,poste
2312,почта,mail,e-mail
2313,почта,mail,courriel
2314,почта,mail,correspondance
2315,почта,mail,messagerie
2316,почта,post office,courrier
2317,почта,post office,poste
2318,интенсивность,intensity,intensité
