,fr,ru,en,vote
1078,réellement,в самом деле,indeed,1
1079,réellement,в самом деле,for real,1
1080,réellement,впрямь,really,1
1081,réellement,впрямь,actually,1
1082,réellement,впрямь,truly,1
1083,réellement,впрямь,indeed,1
1084,effectivement,действительно,actually,2
1085,effectivement,действительно,really,1
1086,effectivement,на самый дело,actually,1
1087,effectivement,на самый дело,really,1
1088,effectivement,реально,actually,1
1089,effectivement,реально,really,1
1090,effectivement,фактически,actually,3
1091,effectivement,фактически,effectively,1
1092,effectivement,фактически,indeed,1
1093,effectivement,поистине,really,1
1094,effectivement,эффективно,effectively,1
1095,effectivement,эффективно,meaningfully,1
1096,véritablement,действительно,actually,2
1097,véritablement,действительно,truly,1
1098,véritablement,реально,actually,1
1099,véritablement,реально,truly,1
1100,véritablement,фактически,actually,1
1101,véritablement,подлинно,truly,2
1102,véritablement,подлинно,really,1
1103,véritablement,подлинно,genuinely,1
1104,véritablement,подлинно,real,1
1105,véritablement,подлинно,true,1
1106,véritablement,подлинно,genuine,1
1107,véritablement,подлинно,fully,1
1108,véritablement,подлинно,authentically,1
1109,véritablement,поистине,truly,2
1110,véritablement,поистине,really,1
1111,véritablement,поистине,genuinely,1
1112,véritablement,поистине,real,1
1113,véritablement,поистине,true,1
1114,véritablement,поистине,indeed,1
1115,véritablement,искренне,truly,1
1116,véritablement,полностью,truly,1
1117,véritablement,истинно,truly,1
1118,vraiment,действительно,actually,3
1119,vraiment,действительно,really,2
1120,vraiment,действительно,truly,1
1121,vraiment,действительно,real,1
1122,vraiment,действительно,definitely,1
1123,vraiment,действительно,indeed,1
1124,vraiment,действительно,seriously,1
1125,vraiment,действительно,genuinely,1
1126,vraiment,действительно,certainly,1
1127,vraiment,на самый дело,actually,1
1128,vraiment,на самый дело,really,1
1129,vraiment,реально,actually,1
1130,vraiment,реально,really,1
1131,vraiment,вправду,actually,1
1132,vraiment,правда,actually,1
1133,vraiment,правда,really,1
1134,vraiment,вообще-то,actually,1
1135,vraiment,очень,really,1
1136,vraiment,очень,quite,1
1137,vraiment,очень,very,1
1138,vraiment,совсем,really,1
1139,vraiment,совсем,quite,1
1140,vraiment,совсем,very,1
1141,vraiment,совсем,exactly,1
1142,vraiment,так,really,1
1143,vraiment,серьёзно,really,1
1144,vraiment,точно,really,2
1145,vraiment,точно,exactly,2
1146,vraiment,точно,definitely,1
1147,vraiment,точно,just,1
1148,vraiment,точно,certainly,1
1149,vraiment,просто,really,1
1150,vraiment,сильно,really,1
1151,vraiment,сильно,quite,1
1152,vraiment,сильно,very,1
1153,vraiment,особо,really,1
1154,vraiment,по-настоящему,really,1
1155,vraiment,довольно,quite,1
1156,vraiment,поистине,really,1
1157,vraiment,поистине,truly,1
1158,vraiment,поистине,real,1
1159,vraiment,поистине,indeed,1
1160,vraiment,поистине,genuinely,1
1161,vraiment,серьезно,really,1
1162,vraiment,серьезно,real,1
1163,vraiment,серьезно,seriously,1
1164,vraiment,честно,really,1
1165,vraiment,честно,truly,1
1166,vraiment,честно,actually,1
1167,vraiment,честно,seriously,1
1168,vraiment,честно,sincerely,1
1169,vraiment,право,no_equality,1
1170,en fait,действительно,actually,1
1171,en fait,фактически,actually,2
1172,en fait,фактически,in fact,1
1173,en fait,фактически,indeed,1
1174,en fait,фактически,in effect,1
1175,en fait,фактически,basically,1
1176,en fait,фактически,in reality,1
1177,en fait,фактически,in actual fact,1
1178,en fait,фактически,de facto,1
1179,en fait,вообще-то,actually,1
1180,en fait,по существу,actually,1
1181,en fait,на деле,in fact,1
1182,en fait,на деле,actually,1
1183,en fait,на деле,indeed,1
1184,en fait,на деле,really,1
1185,en fait,на деле,in effect,1
1186,en fait,на деле,in reality,1
1187,en fait,на деле,in actual fact,1
1188,bien,действительно,actually,1
1189,bien,правильно,right,1
1190,bien,правильно,properly,1
1191,bien,правда,right,1
1192,bien,хорошо,right,1
1193,bien,хорошо,well,3
1194,bien,хорошо,good,2
1195,bien,хорошо,fine,2
1196,bien,хорошо,okay,2
1197,bien,хорошо,great,2
1198,bien,хорошо,nice,2
1199,bien,хорошо,all right,2
1200,bien,хорошо,alright,2
1201,bien,довольно,quite,1
1202,bien,даже,even,1
1203,bien,хотя,even,1
1204,bien,хотя,although,1
1205,bien,гораздо,even,1
1206,bien,гораздо,far,3
1207,bien,гораздо,well,2
1208,bien,гораздо,much,2
1209,bien,благо,benefit,1
1210,bien,благо,good,2
1211,bien,благо,asset,2
1212,bien,значительно,far,1
1213,bien,легко,easily,1
1214,bien,удобно,easily,1
1215,bien,ладный,well,1
1216,bien,так,well,1
1217,bien,отлично,well,1
1218,bien,хороший,well,3
1219,bien,хороший,good,2
1220,bien,хороший,fine,2
1221,bien,хороший,okay,2
1222,bien,хороший,nice,2
1223,bien,прекрасно,well,1
1224,bien,нормальный,properly,1
1225,bien,добро,good,2
1226,bien,добро,okay,2
1227,bien,все же,though,2
1228,bien,верно,right,2
1229,bien,верно,okay,2
1230,bien,туго,no_equality,2
1231,bien,очень,well,2
1232,bien,очень,good,2
1233,bien,очень,great,2
1234,bien,очень,very,2
1235,bien,очень,really,2
1236,bien,много,much,2
1237,bien,много,many,2
1238,bien,хорошенько,well,2
1239,bien,хорошенько,good,2
1240,bien,хорошенько,really,2
1241,bien,ладно,well,2
1242,bien,ладно,fine,2
1243,bien,ладно,okay,2
1244,bien,ладно,all right,2
1245,bien,ладно,alright,2
1246,bien,порядком,no_equality,2
1247,bien,исправно,no_equality,2
1248,bien,порядочно,no_equality,2
1249,bien,ловко,no_equality,2
1250,bien,складно,no_equality,2
1251,bien,вещь,no_equality,2
1252,bien,имущество,property,2
1253,bien,имущество,asset,2
1254,bien,имущество,estate,2
1255,bien,имущество,possession,2
1256,bien,товар,good,2
1257,bien,товар,commodity,2
1258,bien,ценности,property,2
1259,bien,достояние,property,2
1260,bien,достояние,asset,2
1261,bien,материальная ценность,no_equality,2
1262,bien,угодье,no_equality,2
1263,en effet,действительно,actually,2
1264,en effet,действительно,indeed,1
1265,en effet,действительно,in fact,1
1266,en effet,действительно,effectively,1
1267,en effet,фактически,actually,1
1268,en effet,по существу,actually,1
1269,en effet,подлинно,no_equality,1
1270,en réalité,фактически,actually,2
1271,en réalité,фактически,in fact,1
1272,en réalité,фактически,in reality,1
1273,en réalité,фактически,indeed,1
1274,en réalité,фактически,in actual fact,1
1275,en réalité,фактически,in effect,1
1276,en réalité,фактически,in practice,1
1277,en réalité,фактически,effectively,1
1278,en réalité,вообще-то,actually,1
1279,en réalité,в действительности,in fact,1
1280,en réalité,в действительности,actually,1
1281,en réalité,в действительности,in reality,1
1282,en réalité,в действительности,really,1
1283,en réalité,в действительности,indeed,1
1284,en réalité,в действительности,in actual fact,1
1285,en réalité,в действительности,in effect,1
1286,en réalité,в действительности,in practice,1
1287,en réalité,в действительности,in truth,1
1288,en réalité,в действительности,effectively,1
1289,en réalité,в действительности,as a matter of fact,1
1290,en réalité,в действительности,in actuality,1
1291,en réalité,действительно,in fact,1
1292,en réalité,действительно,actually,1
1293,en réalité,действительно,really,1
1294,en réalité,действительно,indeed,1
1295,en réalité,действительно,effectively,1
1296,en réalité,наяву,no_equality,1
1297,même,фактически,actually,1
1298,même,даже,even,4
1299,même,даже,just,1
1300,même,даже,indeed,1
1301,même,вообще,even,2
1302,même,же,similarly,1
1303,même,же,still,1
1304,même,же,similar,1
1305,même,же,same,1
1306,même,тот же,similar,1
1307,même,одинаковый,similar,1
1308,même,одинаковый,equal,1
1309,même,одинаковый,same,1
1310,ailleurs,фактически,actually,1
1311,ailleurs,no_equality,furthermore,1
1312,ailleurs,no_equality,else,1
1313,ailleurs,в друг место,elsewhere,1
1314,ailleurs,в другой место,elsewhere,1
1315,ailleurs,повсюду,elsewhere,1
1316,ailleurs,другой место,elsewhere,1
1317,ailleurs,другой страна,elsewhere,1
1318,ailleurs,другой район,elsewhere,1
1319,ailleurs,где-то ещё,elsewhere,1
1320,ailleurs,другой регион,elsewhere,1
1321,ailleurs,кстати,besides,1
1322,ailleurs,между прочить,besides,1
1323,ailleurs,в другом месте,elsewhere,1
1324,ailleurs,в другом месте,somewhere else,1
1325,ailleurs,в другом месте,someplace else,1
1326,ailleurs,в другое место,elsewhere,1
1327,ailleurs,в другое место,somewhere else,1
1328,ailleurs,в другое место,someplace else,1
1329,plutôt,вообще-то,actually,1
1330,plutôt,довольно,quite,2
1331,plutôt,довольно,rather,2
1332,plutôt,довольно,pretty,1
1333,plutôt,довольно,kind of,1
1334,plutôt,довольно,fairly,1
1335,plutôt,довольно,somewhat,1
1336,plutôt,довольно,kinda,1
1337,plutôt,скорее,rather,2
1338,plutôt,скорее,instead,1
1339,plutôt,скорее,sooner,1
1340,plutôt,очень,rather,1
1341,plutôt,весьма,rather,1
1342,plutôt,достаточно,rather,1
1343,plutôt,наоборот,rather,1
1344,plutôt,напротив,rather,1
1345,plutôt,даже,rather,1
1346,plutôt,точнее,rather,1
1347,plutôt,а не,instead of,1
1348,plutôt,скорей,no_equality,1
1349,plutôt,раньше,sooner,1
1350,plutôt,раньше,first,1
1351,plutôt,довольно-таки,rather,1
1352,plutôt,довольно-таки,pretty,1
1353,plutôt,довольно-таки,quite,1
1354,plutôt,довольно-таки,fairly,1
1355,plutôt,лучше,rather,1
1356,plutôt,лучше,better,1
1357,justement,вообще-то,actually,1
1358,justement,именно,precisely,2
1359,justement,именно,exactly,3
1360,justement,именно,just,1
1361,justement,именно,specifically,1
1362,justement,именно,indeed,1
1363,justement,как раз,precisely,2
1364,justement,как раз,exactly,3
1365,justement,как раз,just,1
1366,justement,как раз,actually,1
1367,justement,вот,exactly,1
1368,justement,справедливо,rightly,2
1369,justement,справедливо,correctly,2
1370,justement,справедливо,just,1
1371,justement,справедливо,fairly,1
1372,justement,справедливо,justly,1
1373,justement,справедливо,rightfully,1
1374,justement,заслуженно,rightly,1
1375,justement,заслуженно,justly,1
1376,justement,заслуженно,rightfully,1
1377,justement,не без основания,no_equality,1
1378,vrai dire,вообще-то,actually,1
1379,devant,впереди,front,1
1380,devant,впереди,before,3
1381,devant,впереди,ahead,2
1382,devant,впереди,in front of,1
1383,devant,впереди,ahead of,1
1384,devant,вперёд,front,1
1385,devant,вперёд,ahead,1
1386,devant,спереди,front,1
1387,devant,прямо,front,1
1388,devant,перед,front,1
1389,devant,перед,before,1
1390,devant,пред,before,2
1391,devant,пред,in front of,1
1392,devant,передо,before,1
1393,devant,мимо,past,1
1394,devant,мимо,over,1
1395,devant,мимо,through,1
1396,devant,к,no_equality,1
1397,devant,при,under,1
1398,devant,в присутствии,in front of,1
1399,devant,в присутствии,before,1
1400,devant,передняя часть,no_equality,1
1401,avant,перед,before,3
1402,avant,перед,prior to,1
1403,avant,перед,in front of,1
1404,avant,ранее,before,2
1405,avant,ранее,prior,1
1406,avant,ранее,prior to,1
1407,avant,прежде,before,4
1408,avant,прежде,first,1
1409,avant,ранний,before,2
1410,avant,пока,before,2
1411,avant,прежде чем,before,3
1412,avant,прежде чем,prior,1
1413,avant,прежде чем,prior to,1
1414,avant,до тот,before,2
1415,avant,до наступление,before,2
1416,avant,до,before,1
1417,avant,раньше,before,1
1418,avant,в преддверии,before,1
1419,avant,до наступления,before,1
1420,avant,прежде нежели,before,1
1421,avant,вперед,ahead,1
1422,avant,передний,front,1
1423,avant,передняя часть,front,1
1424,avant,фронт,front,1
1425,avant,нос,forward,1
1426,avant,нос,bow,1
1427,avant,форвард,forward,1
1428,avant,форвард,foreward,1
1429,avant,игрок передней линии,no_equality,1
1430,auparavant,ранее,before,3
1431,auparavant,ранее,previously,2
1432,auparavant,ранее,earlier,1
1433,auparavant,ранее,formerly,1
1434,auparavant,ранее,past,1
1435,auparavant,ранее,prior,1
1436,auparavant,ранее,once,1
1437,auparavant,ранее,former,1
1438,auparavant,ранее,hitherto,1
1439,auparavant,ранее,heretofore,1
1440,auparavant,прежде,before,3
1441,auparavant,прежде,previously,1
1442,auparavant,до это,before,2
1443,auparavant,до это,previously,1
1444,auparavant,до,before,1
1445,auparavant,раньше,before,1
1446,auparavant,до этого,before,2
1447,auparavant,до этого,previously,1
1448,auparavant,до этого,earlier,1
1449,auparavant,до этого,formerly,1
1450,auparavant,до этого,ago,1
1451,auparavant,до этого,beforehand,1
1452,auparavant,до этого,hitherto,1
1453,auparavant,до этого,heretofore,1
1454,auparavant,прежде нежели,before,1
1455,auparavant,назад,previously,1
1456,auparavant,назад,ago,1
1457,précédemment,ранее,before,2
1458,précédemment,ранее,previously,2
1459,précédemment,ранее,earlier,2
1460,précédemment,ранее,above,1
1461,précédemment,ранее,formerly,1
1462,précédemment,ранее,past,1
1463,précédemment,ранее,already,1
1464,précédemment,ранее,prior,1
1465,précédemment,ранее,hitherto,1
1466,précédemment,прежде,before,2
1467,précédemment,прежде,previously,1
1468,précédemment,ранний,before,1
1469,précédemment,ранний,previously,1
1470,précédemment,ранний,earlier,1
1471,précédemment,раньше,before,1
1472,précédemment,выше,previously,2
1473,précédemment,выше,earlier,2
1474,précédemment,выше,above,1
1475,précédemment,no_equality,previous,1
1476,précédemment,перед этим,beforehand,1
1477,précédemment,в прошлом,previously,1
1478,précédemment,в прошлом,earlier,1
1479,précédemment,в прошлом,before,1
1480,précédemment,в прошлом,formerly,1
1481,déjà,прежде,before,1
1482,déjà,раньше,before,1
1483,déjà,прежде нежели,before,1
1484,déjà,уже,already,2
1485,déjà,уже,previously,1
1486,déjà,уже,now,1
1487,déjà,уже,before,1
1488,déjà,уже,existing,1
1489,déjà,так,already,1
1490,déjà,ранее,already,1
1491,déjà,давно,already,1
1492,déjà,уж,no_equality,1
1493,passé,прежде,before,1
1494,passé,раньше,before,1
1495,passé,прошлое,past,2
1496,passé,прошлое,background,2
1497,passé,прошлое,last,1
1498,passé,прошлое,history,1
1499,passé,прошлое,time,1
1500,passé,прошлое,bygones,1
1501,passé,прошлое,bygone,1
1502,passé,прошлый,past,2
1503,passé,прошлый,last,1
1504,passé,уже,past,1
1505,passé,позади,past,1
1506,passé,история,background,1
1507,passé,прошедший,past,1
1508,passé,прошедший,last,1
1509,passé,прошедшее,past,1
1510,passé,проведенный,no_equality,1
1511,passé,прежний,no_equality,1
1512,passé,блеклый,no_equality,1
1513,passé,после,no_equality,1
1514,passé,минувшее,past,1
1515,passé,прошедшее время,past tense,1
1516,passé,былое,past,1
1517,passé,время подготовки,no_equality,1
1518,avant que,пока,before,1
1519,avant que,прежде чем,before,1
1520,précédant,до,before,1
1521,juste avant,накануне,before,1
1522,virer,no_equality,turn,1
1523,virer,увольнять,fire,1
1524,virer,лавировать,tack,1
1525,virer,уволить,fire,1
1526,virer,уволить,sack,1
1527,virer,уволить,lay off,1
1528,virer,делать поворот,no_equality,1
1529,virer,переводить,transfer,1
1530,virer,поворачивать,turn,1
1531,virer,поворачиваться,turn,1
1532,virer,тонировать,no_equality,1
1533,virer,развернуться,no_equality,1
1534,alcool,алкоголь,alcohol,3
1535,alcool,алкоголь,liquor,1
1536,alcool,алкоголь,booze,1
1537,alcool,алкоголь,drinking,1
1538,alcool,алкоголь,drink,1
1539,alcool,алкоголь,spirit,1
1540,alcool,алкоголь,alcoholic,1
1541,alcool,выпивка,alcohol,1
1542,alcool,спиртное,alcohol,1
1543,alcool,спирт,alcohol,3
1544,alcool,спирт,spirit,1
1545,alcool,алкогольный напиток,alcohol,1
1546,alcool,алкоголизм,alcohol,1
1547,alcool,спиртное напиток,alcohol,1
1548,alcool,водка,no_equality,1
1549,alcool,крепкий напиток,liquor,1
1550,boire,алкоголь,alcohol,1
1551,boire,алкоголь,booze,1
1552,boire,алкоголь,liquor,1
1553,boire,пиво,beer,1
1554,boire,выпить,drink,1
1555,boire,пить,drink,2
1556,boire,пить,sober,1
1557,boire,пить,imbibe,1
1558,boire,попить,drink,1
1559,boire,напиться,drink,2
1560,boire,выпивать,drink,1
1561,boire,выпивка,drink,1
1562,boire,пила,drink,1
1563,boire,пила,drunk,1
1564,boire,напиток,drink,1
1565,boire,пить вино,no_equality,1
1566,boire,поить,no_equality,1
1567,boire,сильно пить,drink,1
1568,boire,распить,no_equality,1
1569,boire,утолять жажду,no_equality,1
1570,boire,впитать,no_equality,1
1571,boire,хлебать,no_equality,1
1572,boire,пропускать,no_equality,1
1573,boire,питие,no_equality,1
1574,alcoolisme,алкоголизм,alcohol,1
1575,alcoolisme,алкоголизм,alcoholism,2
1576,alcoolisme,алкоголизм,alcohol abuse,1
1577,alcoolisme,алкоголизм,drinking,1
1578,histoire,история,history,2
1579,histoire,история,story,2
1580,histoire,история,background,2
1581,histoire,история,thing,1
1582,histoire,история,tale,1
1583,histoire,история,whole,1
1584,histoire,история,narratif,1
1585,histoire,история,historical,1
1586,histoire,история,about,1
1587,histoire,прошлое,history,1
1588,histoire,прошлое,background,1
1589,histoire,исторический,history,1
1590,histoire,рассказ,story,1
1591,histoire,сказка,story,1
1592,histoire,дело,story,1
1593,histoire,статья,story,1
1594,histoire,сюжет,story,1
1595,histoire,версия,story,1
1596,histoire,роман,story,1
1597,histoire,легенда,story,1
1598,histoire,вещь,thing,1
1599,histoire,вещь,stuff,1
1600,histoire,приключение,no_equality,1
1601,histoire,предание,no_equality,1
1602,histoire,сложность,no_equality,1
1603,histoire,неприятность,no_equality,1
1604,historique,история,history,1
1605,historique,история,background,1
1606,historique,предыстория,history,1
1607,historique,предыстория,no_equality,1
1608,historique,исторический,historic,1
1609,historique,исторический,no_equality,1
1610,historique,справочная информация,background,1
1611,historique,история вопроса,background,1
1612,historique,общие сведения,background,1
1613,historique,историческая справка,no_equality,1
1614,historique,историзм,no_equality,1
1615,historique,история болезни,no_equality,1
1616,historique,статистика,no_equality,1
1617,historique,обзор,no_equality,1
1618,historique,повествование,no_equality,1
1619,pile,куча,stack,1
1620,pile,стопка,stack,1
1621,pile,стопка,pile,1
1622,pile,батарейка,battery,2
1623,pile,как раз,exactly,1
1624,pile,свая,pile,1
1625,pile,свая,pier,1
1626,pile,решка,no_equality,1
1627,pile,элемент,no_equality,1
1628,pile,фотоэлемент,no_equality,1
1629,pile,гальванический элемент,no_equality,1
1630,pile,поленница,no_equality,1
1631,pile,опора,no_equality,1
1632,pile,стопа,no_equality,1
1633,pile,чан,no_equality,1
1634,pile,решетка,no_equality,1
1635,pile,столб,no_equality,1
1636,pile,ровно,exactly,1
1637,pile,ровно,flat,1
1638,pile,резко,sharp,1
1639,unique,единый,unique,2
1640,unique,единый,single,2
1641,unique,единый,one,1
1642,unique,единый,sole,1
1643,unique,единый,unified,1
1644,unique,единый,uniform,1
1645,unique,уникальный,unique,2
1646,unique,уникальный,one-of-a-kind,1
1647,unique,единственный,unique,2
1648,unique,единственный,single,2
1649,unique,единственный,sole,1
1650,unique,единственный,one and only,1
1651,unique,неповторимый,unique,1
1652,unique,один,single,2
1653,unique,единичный,singular,1
1654,unique,одиночный,single,1
1655,unique,единородный,no_equality,1
1656,unique,единовременный,one-time,1
1657,unique,несравненный,no_equality,1
1658,unique,редкостный,no_equality,1
1659,unique,чудной,no_equality,1
1660,seul,единый,single,1
1661,seul,единый,sole,1
1662,seul,единственный,single,2
1663,seul,единственный,alone,4
1664,seul,единственный,sole,2
1665,seul,единственный,unique,1
1666,seul,один,single,2
1667,seul,один,alone,4
1668,seul,один,only,1
1669,seul,один,just,1
1670,seul,один,by myself,1
1671,seul,один,by yourself,1
1672,seul,один,by himself,1
1673,seul,одинокий,single,1
1674,seul,одинокий,alone,3
1675,seul,наедине,alone,2
1676,seul,самостоятельно,alone,2
1677,seul,одиноко,alone,1
1678,seul,единственно,only,1
1679,seul,единственно,solely,1
1680,seul,самостоятельный,separate,1
1681,seul,сиротливый,no_equality,1
1682,seul,только,only,1
1683,seul,только,alone,1
1684,seul,только,one,1
1685,seul,только,just,1
1686,seul,только,solely,1
1687,seul,сиротливо,no_equality,1
1688,exposer,разоблачить,expose,1
1689,exposer,разоблачить,exposer,1
1690,exposer,подвергать,expose,1
1691,exposer,подвергать,exposed,1
1692,exposer,подвергать,exposer,1
1693,exposer,подвергать,put,1
1694,exposer,подвергать,endanger,1
1695,exposer,no_equality,showcase,1
1696,exposer,изложить,explain,2
1697,exposer,изложить,present,1
1698,exposer,изложить,outline,1
1699,exposer,изложить,set out,1
1700,exposer,изложить,state,1
1701,exposer,изложить,describe,1
1702,exposer,изложить,express,1
1703,exposer,изложить,expound,1
1704,exposer,изложить,set forth,1
1705,exposer,выставить,exposer,1
1706,exposer,выставить,exhibit,1
1707,exposer,выставить,display,1
1708,exposer,выставить,put,1
1709,exposer,выставляться,no_equality,1
1710,exposer,экспонировать,exposer,1
1711,exposer,подвергать воздействию,exposer,1
1712,exposer,подвергать воздействию,put,1
1713,exposer,подвергать действию,exposer,1
1714,exposer,подвергать действию,put,1
1715,exposer,облучать,irradiate,1
1716,locomotive,локомотив,locomotive,2
1717,locomotive,локомотив,engine,2
1718,locomotive,паровозик,train,1
1719,locomotive,движущая сила,driving force,1
1720,locomotive,лидер,no_equality,1
1721,doigt,палец,finger,4
1722,doigt,палец,fingertip,1
1723,doigt,палец,digit,1
1724,doigt,палец,thumb,1
1725,doigt,палец,toe,1
1726,doigt,пальчик,finger,2
1727,doigt,мизинец,finger,2
1728,doigt,рука,finger,1
1729,doigt,рычаг,no_equality,1
1730,doigt,штифт,pin,1
1731,doigt,дюйм,no_equality,1
1732,doigt,отросток,no_equality,1
1733,index,палец,finger,1
1734,index,индекс,index,2
1735,index,индекс,indicator,1
1736,index,указатель,index,1
1737,index,указательный палец,index finger,1
1738,index,указательный палец,forefinger,1
1739,index,указательный палец,trigger finger,1
1740,index,алфавитный указатель,no_equality,1
1741,index,маркер,no_equality,1
1742,index,оглавление,no_equality,1
1743,index,указательная стрелка,no_equality,1
1744,index,деление,no_equality,1
1745,siècle,век,century,4
1746,siècle,век,age,1
1747,siècle,столетие,century,2
1748,siècle,сто год,century,2
1749,siècle,100 год,century,2
1750,siècle,столетье,century,1
1751,siècle,эпоха,age,1
1752,siècle,мир,world,1
1753,siècle,целый век,no_equality,1
1754,siècle,очень долгое время,no_equality,1
1755,époque,век,century,1
1756,époque,век,era,1
1757,époque,время,time,2
1758,époque,время,era,1
1759,époque,время,period,1
1760,époque,время,day,1
1761,époque,время,point,1
1762,époque,период,time,1
1763,époque,период,era,1
1764,époque,эпоха,era,2
1765,époque,эпоха,period,1
1766,époque,эпоха,age,1
1767,époque,эпоха,epoch,1
1768,époque,эра,era,1
1769,époque,година,no_equality,1
1770,bandeau,no_equality,headband,1
1771,bandeau,повязка,band,1
1772,bandeau,повязка,headband,1
1773,bandeau,повязка,blindfold,1
1774,bandeau,повязка,bandage,1
1775,bandeau,повязка,eyepatch,1
1776,bandeau,оголовье,no_equality,1
1777,bandeau,заставка,no_equality,1
1778,bandeau,полоска,band,1
1779,bandeau,полоска,strip,1
1780,bandeau,пояс,no_equality,1
1781,bandeau,заголовок,no_equality,1
1782,bandeau,завеса,no_equality,1
1783,repas,еда,meal,2
1784,repas,еда,food,1
1785,repas,еда,dinner,1
1786,repas,еда,eating,1
1787,repas,обед,meal,1
1788,repas,обед,dinner,1
1789,repas,ужин,meal,1
1790,repas,питание,meal,1
1791,repas,блюдо,meal,1
1792,repas,пища,meal,1
1793,repas,трапеза,meal,2
1794,repas,трапеза,supper,1
1795,repas,трапеза,repast,1
1796,repas,приём пища,meal,1
1797,repas,торжественный обед,dinner,1
1798,repas,завтрак,meal,1
1799,repas,завтрак,lunch,1
1800,repas,завтрак,luncheon,1
1801,nettement,значительно,significantly,2
1802,nettement,значительно,considerably,2
1803,nettement,значительно,far,2
1804,nettement,значительно,much,1
1805,nettement,значительно,substantially,1
1806,nettement,значительно,markedly,1
1807,nettement,значительно,well,1
1808,nettement,значительно,greatly,1
1809,nettement,значительно,dramatically,1
1810,nettement,существенно,significantly,1
1811,nettement,существенно,considerably,1
1812,nettement,гораздо,significantly,1
1813,nettement,гораздо,considerably,1
1814,nettement,гораздо,far,1
1815,nettement,намного,significantly,1
1816,nettement,намного,considerably,1
1817,nettement,заметно,significantly,1
1818,nettement,заметно,considerably,1
1819,nettement,резко,significantly,2
1820,nettement,резко,considerably,1
1821,nettement,резко,markedly,1
1822,nettement,резко,sharply,1
1823,nettement,резко,greatly,1
1824,nettement,резко,strongly,1
1825,nettement,резко,dramatically,1
1826,nettement,значительный,significantly,1
1827,nettement,значительный,considerably,1
1828,nettement,отчетливо,clearly,1
1829,nettement,отчетливо,clear,1
1830,nettement,решительно,strongly,1
1831,nettement,решительно,decidedly,1
1832,nettement,чисто,clear,1
1833,nettement,дочиста,no_equality,1
1834,nettement,четко,clearly,1
1835,nettement,четко,well,1
1836,nettement,четко,clear,1
1837,nettement,прямо,clearly,1
1838,faculté,факультет,faculty,2
1839,faculté,факультет,school,2
1840,faculté,факультет,college,1
1841,faculté,факультет,department,1
1842,faculté,школа,school,1
1843,faculté,способность,faculty,1
1844,faculté,способность,ability,1
1845,faculté,способность,power,1
1846,faculté,способность,capacity,1
1847,faculté,право,option,1
1848,faculté,право,power,1
1849,faculté,право,right,1
1850,faculté,право,empowered,1
1851,faculté,свойство,no_equality,1
1852,décoller,взлететь,take off,1
1853,décoller,взлетать,take off,2
1854,décoller,вылететь,fly,1
1855,décoller,отклеить,unstick,1
1856,décoller,отклеиваться,no_equality,1
1857,décoller,снимать,take off,1
1858,décoller,подняться в воздух,no_equality,1
1859,décoller,оторваться от земли,no_equality,1
1860,décoller,слезать,no_equality,1
1861,décoller,отслаивать,delaminate,1
1862,décoller,отрываться,no_equality,1
1863,décoller,разлепить,no_equality,1
1864,décoller,расклеить,no_equality,1
1865,décoller,худеть,no_equality,1
1866,décoller,отправляться,depart,1
1867,décoller,отвлекаться,no_equality,1
1868,zone,зона,area,2
1869,zone,зона,zone,2
1870,zone,зона,region,1
1871,zone,зона,zona,1
1872,zone,зона,spot,1
1873,zone,район,area,1
1874,zone,район,zone,1
1875,zone,область,area,1
1876,zone,область,field,1
1877,zone,территория,area,1
1878,zone,местность,area,1
1879,zone,место,area,1
1880,zone,участок,area,1
1881,zone,площадь,area,1
1882,zone,регион,area,1
1883,zone,поле,field,2
1884,zone,поле,box,1
1885,zone,пояс,zone,1
1886,zone,пояс,belt,1
1887,zone,полоса,belt,1
1888,zone,ареал,area,1
1889,zone,ареал,range,1
1890,zone,пустыри,no_equality,1
1891,région,зона,area,1
1892,région,зона,region,1
1893,région,район,area,1
1894,région,район,region,1
1895,région,область,area,1
1896,région,область,region,1
1897,région,местность,area,2
1898,région,местность,district,1
1899,région,местность,country,1
1900,région,местность,locality,1
1901,région,регион,area,2
1902,région,регион,region,2
1903,région,регион,regional,1
1904,région,регион,part,1
1905,région,округа,region,1
1906,région,округ,region,1
1907,région,загородная местность,countryside,1
1908,région,край,region,1
1909,région,край,area,1
1910,région,край,province,1
1911,domaine,область,area,2
1912,domaine,область,field,3
1913,domaine,область,domain,1
1914,domaine,область,sphere,1
1915,domaine,область,sector,1
1916,domaine,область,realm,1
1917,domaine,область,scope,1
1918,domaine,область,arena,1
1919,domaine,область,purview,1
1920,domaine,область,province,1
1921,domaine,сфера,area,1
1922,domaine,сфера,field,1
1923,domaine,направление,area,1
1924,domaine,вопрос,area,1
1925,domaine,поле,field,1
1926,domaine,домен,domain,1
1927,domaine,домен,demesne,1
1928,domaine,достояние,domain,1
1929,domaine,достояние,property,1
1930,domaine,интервал,range,1
1931,domaine,винодельческое хозяйство,sector,1
1932,domaine,государственное имущество,no_equality,1
1933,maîtrise,магистр,master,1
1934,maîtrise,знание дела,expertise,1
1935,maîtrise,степень магистра,master's degree,1
1936,maîtrise,степень магистра,masters,1
1937,maîtrise,степень магистра,ma,1
1938,maîtrise,освоение,mastery,1
1939,maîtrise,освоение,management,1
