"translate","trans_rating","translation_id","word_id","ref_id"
"аэропорт",70872,1,2425,1
"засуха",70819,1,13447,1
"получать",70817,4,17769,1
"фейерверк",70809,1,16123,1
"весь",70781,2,2539,1
"стены",70772,1,51822,1
"норка",70768,1,25854,1
"крокодил",70766,1,10391,1
"разделять",70760,3,36713,1
"разнообразие",70692,1,43946,1
"сталкиваться",70634,1,8770,1
"коза",70631,1,18035,1
"заслуженный",70565,1,11813,1
"понял",70540,1,55233,1
"сентябрь",70505,1,1320,1
"красочно",70493,1,699104,1
"умеренный",70485,1,25716,1
"кулак",70475,1,16187,1
"семейство",70440,2,15470,1
"по",70388,4,41140,1
"сова",70368,1,28949,1
"совершенно",70363,2,33045,1
"позвоночник",70326,2,38376,1
"бык",70313,1,28957,1
"рассредоточиваться",70303,2,191027,1
"обнаруживать",70261,3,16014,1
"плакать",70197,1,10531,1
"обожать",70176,1,2048,1
"усиливать",70158,1,16823,1
"приземляться",70147,1,334590,1
"сложный",70146,1,9061,1
"произошло",70104,1,53186,1
"основанный",70100,1,50595,1
"короткий",70067,1,6163,1
"необычный",70062,3,10666,1
"получать",70053,2,33577,1
"суета",70025,1,43910,1
"месть",70011,1,34499,1
"следовательно",69999,1,9418,1
"честь",69929,1,19943,1
"искусственный",69887,1,3565,1
"жёсткий",69887,2,34970,1
"мнение",69875,1,28287,1
"испытывать",69866,2,15125,1
"зарплата",69855,1,44540,1
"сцена",69806,1,35710,1
"положить",69754,3,32789,1
"сознание",69731,1,9402,1
"сладости",69718,1,55960,1
"движущий",69698,1,26487,1
"забавный",69681,1,17246,1
"кольцо",69635,1,34700,1
"жертва",69607,1,44227,1
"банка",69567,1,31531,1
"любительский",69557,1,2707,1
"живот",69537,1,1596,1
"благодарный",69533,1,18323,1
"курьер",69528,1,25526,1
"навыки",69524,1,55004,1
"модельер",69478,1,474243,1
"особый",69473,2,38245,1
"состояние",69473,1,16832,1
"котлета",69465,1,10746,1
"быстро",69406,1,32983,1
"прояснять",69400,1,8217,1
"бык",69371,1,6387,1
"глупо",69337,1,52079,1
"дворняга",69322,1,26190,1
"газель",69295,1,17619,1
"мечта",69283,1,13326,1
"совершенно",69240,1,13210,1
"гамак",69238,1,18956,1
"Бог",69205,1,18052,1
"обнаруживать",69200,1,16868,1
"вид",69179,1,38254,1
"нести",69170,3,7139,1
"раздирать",69161,1,502111,1
"мероприятие",69131,1,1920,1
"дополнительный",69045,2,15242,1
"внезапно",69029,1,28845,1
"неуместный",69022,1,20971,1
"исключительно",69021,1,37932,1
"обычай",69017,1,10728,1
"захватывающий",69009,1,104134,1
"парикмахерская",69002,1,224783,1
"удовлетворять",68959,1,35537,1
"свободный",68941,1,24321,1
"овца",68923,1,36764,1
"дыры",68915,1,51616,1
"пробка",68902,1,188571,1
"ливень",68898,1,13209,1
"скоро",68885,1,36968,1
"необходимый",68832,1,34269,1
"прятать",68824,1,420739,1
"пресный",68797,2,5358,1
"крыло",68736,1,45470,1
"капюшон",68727,1,19953,1
"кружево",68722,1,23124,1
"положить",68647,3,23499,1
"бизон",68621,1,5259,1
"грейпфрут",68618,1,129155,1
"наибольший",68608,1,52860,1
"особенный",68586,1,29831,1
"яркий",68534,1,44405,1
"толкать",68527,1,32765,1
"оставлять",68484,3,23581,1
"настаивать",68472,1,21709,1
"солнечный",68472,1,39728,1
"китайский",68415,1,316,1
"гамадрил",68409,1,238690,1
"просматривать",68408,1,178091,1
"хамелеон",68406,1,7581,1
"интеллект",68396,1,21827,1
"ткать",68384,1,17047266,1
"виноград",68373,1,51564,1
"божественный",68368,1,12856,1
"сомневаться",68350,2,13169,1
"соперник",68343,1,9034,1
"квартал",68335,2,5453,1
"след",68334,1,41752,1
"осанка",68288,1,31528,1
"седой",68281,1,18433,1
"включая",68281,1,21055,1
"горе",68280,1,45588,1
"разнообразие",68271,2,43946,1
"правильно",68269,1,9881,1
"шиншилла",68252,1,7860,1
"счастливый",68240,2,5408,1
"вдохновлять",68227,1,21733,1
"бревно",68142,1,24216,1
"авария",68107,1,1776,1
"делать",68100,1,228458,1
"виски",68097,1,45259,1
"решение",68087,1,54441,1
"пули",68082,1,57679,1
"ударять",68006,1,39343,1
"горилла",68006,1,18165,1
"награда",68003,1,4009,1
"волейбол",67992,1,130890,1
"блюдо",67978,1,12523,1
"лестница",67946,1,23163,1
"узкий",67898,3,26817,1
"препятствие",67889,1,27864,1
"курица",67885,1,19507,1
"гнилой",67858,2,34960,1
"сокращать",67840,1,37025,1
"превращаться",67838,1,191017,1
"сценарий",67836,1,35896,1
"шептать",67825,1,54235,1
"выходить",67804,2,178030,1
"сзади",67799,2,4825,1
"товары",67794,1,18138,1
"земля",67787,1,13732,1
"шкаф",67778,1,8403,1
"взрывать",67777,1,5372,1
"колесо",67759,1,45162,1
"медленно",67755,1,53829,1
"улучшать",67725,2,20903,1
"решил",67722,2,11207,1
"крыльцо",67682,1,31399,1
"обычный",67640,2,3973,1
"шить",67633,1,487428,1
"предпоследний",67607,1,30003,1
"игуана",67595,1,47236,1
"дал",67564,1,17610,1
"трамвай",67534,1,41862,1
"изобретать",67529,1,22113,1
"смело",67503,1,58253,1
"свинья",67492,1,40055,1
"свободный",67421,2,16972,1
"точно",67395,1,31725,1
"жест",67391,1,17768,1
"замысловатый",67365,1,22057,1
"сахар",67352,1,39620,1
"добрый",67332,3,22894,1
"широкий",67319,1,6203,1
"галерея",67297,1,17383,1
"прогноз",67282,1,16689,1
"неудачный",67275,1,51691,1
"перо",67261,1,15649,1
"гостиная",67255,1,37299,1
"цена",67251,1,9959,1
"натирать",67238,1,35032,1
"карта",67224,1,24969,1
"худой",67195,2,40999,1
"образ",67188,2,7642,1
"птица",67181,1,5221,1
"проблемы",67141,2,42220,1
"скрести",67126,1,1313,1
"неловкий",67118,2,8458,1
"разумный",67082,1,36417,1
"выражения",67056,1,58584,1
"сознательно",67051,1,55614,1
"пума",67009,1,32648,1
"продолжить",66994,1,32125,1
"повернулся",66993,2,42439,1
"остальное",66983,2,34376,1
"великий",66948,3,18368,1
"колбаса",66936,2,35559,1
"лифт",66923,1,23863,1
"мясник",66906,1,6543,1
"уверять",66893,1,3706,1
"похоронить",66833,1,6511,1
"открытка",66816,1,31488,1
"сознательный",66812,1,57222,1
"позиция",66794,2,3831,1
"избегать",66767,1,211406,1
"рассказчик",66765,2,26816,1
"грудина",66757,1,6093,1
"дыня",66727,1,25396,1
"роса",66713,1,11989,1
"неминуемый",66705,1,21363,1
"плита",66684,2,39181,1
"воскресенье",66682,1,1375,1
"сделал",66664,1,24638,1
"репетиция",66652,1,33964,1
"скамья",66642,1,4898,1
"слава",66593,2,17967,1
"следовательно",66541,1,19516,1
"взлетать",66493,1,180383,1
"кошка",66477,1,7253,1
"видеомагнитофон",66471,1,474145,1
"прослушивание",66459,1,24049,1
"скольжение",66446,1,37542,1
"коала",66388,1,47328,1
"определённый",66374,1,11409,1
"радостный",66362,1,17872,1
"сидя",66342,1,37298,1
"хомяк",66332,1,18960,1
"зебра",66324,1,45989,1
"сауна",66320,1,35554,1
"побежденный",66295,1,58876,1
"прошлый",66276,3,23402,1
"грустный",66270,2,35219,1
"кожа",66258,1,23571,1
"размышление",66255,1,25341,1
"нужда",66230,2,26965,1
"косметолог",66224,1,9944,1
"жуткий",66184,1,35692,1
"произношение",66160,1,32304,1
"эффективность",66158,1,453,1
"хирург",66131,1,39877,1
"сопровождать",66120,1,1796,1
"достопримечательность",66101,2,3836,1
"перестань",66092,2,13044,1
"просмотр",66081,2,34524,1
"неряшливый",66058,1,25533,1
"оценка",66053,1,3672,1
"благородный",66046,1,27319,1
"управлять",66025,2,18993,1
"организовать",66005,1,51862,1
"выбрасывать",66001,1,36910,1
"вычитаемое",65991,1,39552,1
"завоевали",65981,2,57438,1
"порознь",65930,3,3151,1
"язык",65927,1,23333,1
"ниже",65925,2,4908,1
"гражданский",65906,1,8165,1
"варенье",65866,1,22393,1
"великодушный",65852,3,17680,1
"апельсин",65804,2,1073,1
"рутина",65786,1,35163,1
"мел",65785,1,7571,1
"невинность",65784,1,21608,1
"перец",65755,1,30013,1
"пуговица",65743,1,6566,1
"клёво",65743,1,4017,1
"курс",65738,1,10101,1
"трость",65736,1,6891,1
"идти",65723,3,18018,1
"целый",65709,3,14472,1
"лихорадка",65709,1,15840,1
"отдалённый",65698,1,34109,1
"корабль",65686,1,36850,1
"довольно",65670,2,14416,1
"волкодав",65668,1,45598,1
"открывалка",65644,1,46403,1
"последствие",65635,1,9415,1
"спотыкаться",65629,1,69799,1
"оборудование",65613,1,14614,1
"лениво",65609,1,60399,1
"прежде",65593,2,4788,1
"предчувствовать",65576,1,3065,1
"предложение",65551,1,36429,1
"скучать",65523,1,26009,1
"племянница",65522,2,27195,1
"небеса",65489,1,62577,1
"подозрительный",65481,1,39930,1
"велосипед",65456,1,5085,1
"поднялся",65454,1,51651,1
"прощайте!",65428,1,15524,1
"отношение",65421,1,34013,1
"охотно",65416,1,45402,1
"озабоченный",65411,1,3137,1
"зарплата",65352,1,35315,1
"ад",65349,1,19464,1
"непрожаренный",65328,2,33327,1
"центр",65327,1,9799,1
"тарелка",65323,1,30934,1
"гордо",65319,1,32454,1
"недавний",65309,3,33585,1
"смородина",65255,1,10680,1
"обдумывает",65221,1,74136,1
"связанный",65220,1,53252,1
"доброта",65196,1,22903,1
"общий",65181,1,54403,1
"исчез",65177,1,53926,1
"прихлебнуть",65169,1,421913,1
"ломать",65152,3,6072,1
"вершина",65070,1,41567,1
"посвящать",65067,1,11980,1
"утаивать",65059,3,9132,1
"климат",65053,1,8327,1
"сценарист",65050,1,35865,1
"медсестра",65037,1,27694,1
"хранить",65001,1,22805,1
"внешний",64994,1,15225,1
"высокомерный",64988,1,3539,1
"доставлять",64970,3,6190,1
"надежды",64964,1,51162,1
"погибать",64954,1,30126,1
"страх",64937,1,13323,1
"проблемы",64934,1,54536,1
"предсказывать",64838,1,31759,1
"поправка",64781,1,2750,1
"серый",64750,2,18433,1
"воротник",64725,1,8746,1
"покупать",64725,1,32706,1
"запах",64700,1,37654,1
"красотка",64675,1,46282,1
"бросать",64663,2,33041,1
"блестящий",64659,3,6176,1
"международный",64644,1,684,1
"отвратительный",64602,1,12522,1
"могила",64582,1,18336,1
"на",64575,3,28164,1
"осень",64560,1,3955,1
"угри",64553,1,238700,1
"воскликнуть",64549,3,191030,1
"плевать",64548,1,38411,1
"завидовать",64542,1,14524,1
"исполнение",64515,1,30077,1
"бесконечный",64512,1,30183,1
"человечество",64497,1,24916,1
"руководство",64464,4,23522,1
"достаточный",64461,1,39609,1
"чашка",64438,1,10625,1
"помощь",64427,1,2334,1
"приятель",64423,1,6342,1
"биение",64414,1,4694,1
"сосок",64402,1,27282,1
"радиоприемник",64382,1,474144,1
"напиток",64370,2,13387,1
"разрушать",64361,1,11869,1
"тщеславие",64361,2,43910,1
"сатира",64351,2,35529,1
"сливочный",64333,2,10280,1
"верблюд",64321,1,6817,1
"выиграть",64290,2,487456,1
"подходящий",64263,2,39641,1
"жара",64256,1,19346,1
"состязаться",64253,1,9027,1
"относиться",64243,1,34009,1
"достигать",64214,1,50626,1
"оценивать",64133,1,14743,1
"собака",64126,1,12927,1
"хостел",64110,1,20103,1
"согласно",64109,1,1804,1
"ананас",64101,1,30703,1
"через",64087,5,41140,1
"безнадёжный",64085,1,19997,1
"корень",64081,1,34898,1
"незнакомец",64077,1,39214,1
"проходить",64076,2,29557,1
"никто",64023,1,27463,1
"наследница",63989,2,19445,1
"мой",63981,2,26717,1
"на",63944,1,28215,1
"полагать",63940,1,15954,1
"слишком",63936,2,41543,1
"пекарня",63912,1,4220,1
"яркий",63891,1,36846,1
"себя",63873,1,28542,1
"лучше",63854,2,33368,1
"в",63823,1,3754,1
"означать",63781,4,25255,1
"бурундук",63725,1,7869,1
"текущий",63712,1,10682,1
"жертва",63709,1,41490,1
"эстрада",63704,1,38680,1
"чердак",63685,1,153,1
"кролик",63680,1,33082,1
"вина",63671,1,15611,1
"горстка",63636,1,18983,1
"ряд",63603,1,35016,1
"прибыль",63597,1,32198,1
"брюки",63589,1,42234,1
"лампа",63549,1,23246,1
"шансы",63542,1,27958,1
"холостяк",63541,2,4086,1
"экстраординарный",63524,1,15259,1
"достоверность",63514,1,3902,1
"приукрашивание",63497,1,14152,1
"одежда",63483,1,8410,1
"шедевр",63478,1,25119,1
"чистый",63461,2,38511,1
"развиваться",63401,1,14895,1
"волнение",63315,1,14972,1
"ответ",63285,2,66184,1
"четверг",63235,1,1414,1
"радовать",63201,1,33998,1
"обман",63188,1,11188,1
"хитрость",63171,1,42093,1
"блузка",63149,1,5513,1
"кульминация",63089,3,8330,1
"крик",63063,1,35852,1
"описательный",63054,2,11803,1
"доверие",63028,2,15416,1
"приобретать",63003,1,1887,1
"рысь",62999,1,24575,1
"проволока",62995,1,45508,1
"вместе",62988,2,2630,1
"мощный",62977,1,31618,1
"стирать",62968,1,14636,1
"похожий",62949,4,23913,1
"возвращать",62920,1,34485,1
"веснушки",62916,1,87134,1
"такса",62875,1,10819,1
"признавать",62858,1,1869,1
"ерунда",62845,2,27472,1
"страхи",62830,1,56282,1
"скрывать",62822,2,19627,1
"промежуток",62799,1,17471,1
"близко",62751,2,8390,1
"счёт",62716,1,1811,1
"дорога",62703,1,34768,1
"держать",62674,1,19841,1
"грешный",62611,1,45349,1
"проводить",62601,1,9234,1
"неловкий",62589,1,14113,1
"перемещение",62556,1,36821,1
"пекарь",62555,1,4218,1
"выше",62551,3,28710,1
"общество",62545,1,37865,1
"введение",62543,1,22067,1
"борющийся",62535,1,52608,1
"выручить",62535,2,188585,1
"небоскреб",62522,1,104140,1
"разнообразие",62515,1,12841,1
"тахта",62515,1,12823,1
"оно",62510,3,22309,1
"отвлекать",62496,1,12770,1
"позвонок",62489,2,44134,1
"метро",62445,1,39563,1
"натыкаться",62410,2,57107,1
"пицца",62396,1,47787,1
"приносить",62359,1,15818,1
"вроде",62347,1,122534,1
"решающий",62339,1,10476,1
"разведённый",62239,1,46808,1
"макароны",62236,1,24593,1
"отступaть",62225,2,246438,1
"независимый",62224,1,21210,1
"фен",62196,1,474138,1
"крутой",62155,1,38896,1
"искра",62109,1,38200,1
"предметы",62097,2,50627,1
"беспокойство",62067,2,3136,1
"каток",62050,1,34719,1
"цепь",61933,1,7550,1
"нетренированный",61922,1,43598,1
"бухгалтер",61900,1,1815,1
"костюм",61801,1,39640,1
"беспокойство",61789,2,42054,1
"пробовать",61784,1,78768,1
"беспокоиться",61742,2,7057,1
"сознание",61723,1,50672,1
"нежный",61706,1,17703,1
"кетчуп",61698,2,22823,1
"прокричал",61677,1,51755,1
"цитировать",61676,2,33069,1
"цена",61667,2,45757,1
"спелый",61653,1,34728,1
"влажный",61652,2,45123,1
"ругаться",61641,2,10689,1
"каждый",61568,4,37235,1
"медленный",61558,3,37588,1
"содержать",61544,1,9523,1
"клюв",61541,1,4661,1
"понемногу",61519,2,18220,1
"грусть",61484,2,35240,1
"отсутствие",61468,1,1687,1
"кипеть",61461,1,5654,1
"умалчивать",61450,4,9132,1
"маскировать",61426,5,9132,1
"говорить",61414,2,40655,1
"помочь",61413,3,188585,1
"вид",61393,1,38062,1
"удовлетворять",61386,2,35537,1
"дополнение",61367,1,1955,1
"удерживать",61362,1,50657,1
"заграничный",61338,1,28873,1
"смущение",61337,1,14115,1
"для",61327,4,16651,1
"перекрёсток",61327,1,10444,1
"навсегда",61319,1,16749,1
"вывод",61318,1,45552,1
"враг",61307,1,14341,1
"вынужден",61225,1,16672,1
"немедленный",61219,1,20692,1
"голос",61206,1,44434,1
"значительный",61182,1,9428,1
"перчатки",61174,1,55936,1
"почва",61165,1,37903,1
"проход",61158,1,29559,1
"должен",61123,2,26671,1
"макака",61116,1,24592,1
"правильно",61098,3,39192,1
"косоглазие",61079,1,38649,1
"перчатка",61079,1,17978,1
"отказаться",61078,1,57872,1
"будить",61077,2,417593,1
"закрывать",61076,1,37049,1
"крупнейший",61064,1,51610,1
"заплевывать",61029,1,502105,1
"рубашка",61024,1,36875,1
"зритель",61016,1,38267,1
"цели",60979,1,54704,1
"вор",60971,1,40988,1
"напоминать",60958,2,34083,1
"упрямый",60934,1,39356,1
"толстый",60918,1,15576,1
"мечтательно",60915,1,13331,1
"представлять",60910,2,53845,1
"поддерживать",60909,1,39835,1
"жаловаться",60893,1,53128,1
"толкнул",60862,1,54199,1
"проверка",60788,2,7710,1
"основной",60763,2,9799,1
"потрепанный",60737,1,68779,1
"церкви",60732,1,59427,1
"просыпаться",60718,1,4006,1
"болезненный",60677,1,29078,1
"почта",60677,1,180274,1
"взлетать",60663,1,1042458,1
"планетоход",60661,1,51079,1
"слышал",60649,2,19308,1
"рис",60616,1,34611,1
"подчиняться",60611,1,27792,1
"ведро",60603,1,6324,1
"обычный",60584,2,43780,1
"иголка",60562,1,26967,1
"состояние",60554,1,9221,1
"зола",60511,1,8049,1
"участие",60509,1,29508,1
"родинки",60468,1,110789,1
"хохот",60463,2,23446,1
"камень",60449,1,34805,1
"ошибочный",60422,2,45827,1
"торнадо",60402,1,41633,1
"адвокат",60392,1,3833,1
"через",60374,4,6585,1
"долг",60373,1,11143,1
"смывающий",60361,1,44734,1
"подобный",60343,5,23913,1
"весь",60336,2,45316,1
"пляж",60279,1,4645,1
"инициатива",60269,5,23522,1
"предупреждать",60265,1,44684,1
"усы",60255,2,26673,1
"покорность",60231,1,20253,1
"театр",60211,1,40879,1
"цель",60181,1,40440,1
"рисовать",60161,3,13293,1
"тайный",60130,2,19626,1
"снимать",60124,3,180383,1
"поднос",60121,1,42002,1
"жеребёнок",60081,1,16539,1
"фехтование",60075,1,15755,1
"захватывать",60072,1,27913,1
"собранный",60065,1,50874,1
"зонт",60044,1,1709133,1
"сострадание",60031,1,9010,1
"летать",59953,2,420731,1
"быстро",59922,1,32289,1
"температура",59916,1,40675,1
"артерия",59915,1,3554,1
"живот",59914,2,1596,1
"понимание",59912,1,38542,1
"обычный",59879,1,10733,1
"гольф",59875,1,18099,1
"телёнок",59839,2,6741,1
"наполненный",59839,1,50724,1
"исчезать",59824,1,43906,1
"бессознательный",59816,1,42865,1
"раб",59813,1,37474,1
"местоположение",59812,1,24171,1
"наткнулся",59794,1,61403,1
"единый",59786,5,37235,1
"мизинец",59754,2,224505,1
"месяц",59747,2,26271,1
"общительный",59713,1,37851,1
"льстить",59708,1,16303,1
"надеяться",59706,3,19992,1
"бороться",59683,2,15940,1
"внутри",59644,2,45561,1
"бронирование",59642,1,34296,1
"ягодицы",59638,1,6565,1
"обманывать",59633,1,11190,1
"терпеть",59631,2,39603,1
"возможно",59594,2,32105,1
"безвкусный",59590,2,40466,1
"ужасный",59579,3,1695774,1
"блуждать",59573,1,44631,1
"гибкий",59568,1,16370,1
"светлый",59540,3,23870,1
"намёк",59538,1,10581,1
"лошадь",59532,1,20033,1
"смешной",59430,2,17246,1
"заезжать",59420,2,178113,1
"туда",59407,4,40919,1
"ночник",59370,1,88443,1
"посреди",59366,1,25688,1
"вести",59365,1,18627,1
"сумасшедший",59342,1,10268,1
"укрывать",59326,6,9132,1
"декорации",59319,1,35715,1
"ценность",59283,3,45757,1
"гамак",59262,2,18956,1
"зло",59243,1,14879,1
"жираф",59211,1,17847,1
"ненадежный",59197,1,21674,1
"ежемесячно",59190,1,26272,1
"цирк",59186,1,8129,1
"тащить",59186,1,13247,1
"таз",59182,1,4529,1
"впечатленный",59177,1,59311,1
"разговаривать",59128,1,38234,1
"оставаться",59122,1,34067,1
"объяснение",59101,1,15145,1
"глазунья",59084,3,224571,1
" зуб",59057,1,41551,1
"смерть",59053,1,11095,1
"Адаптированный",59050,1,60869,1
"польза",59046,1,35298,1
"вздох",59041,1,37123,1
"каштановый",58977,1,7780,1
"ушедший",58968,1,18113,1
"ошибки",58959,1,54487,1
"подниматься",58910,2,487458,1
"режиссёр",58895,1,12312,1
"автостоянка",58891,1,29437,1
"тяжелоатлет",58891,1,45017,1
"ведущий",58880,1,23536,1
"потенциально",58875,1,54682,1
"подразумевать",58873,1,20835,1
"жизнерадостный",58863,1,34323,1
"сострадание",58847,1,25479,1
"бастовать",58841,1,219798,1
"ярко",58835,1,55958,1
"представитель",58793,1,34225,1
"крышка",58791,1,23820,1
"невредимый",58786,1,43173,1
"угроза",58786,1,41082,1
"справиться",58764,1,9743,1
"безрассудный",58745,1,16600,1
"зима",58735,1,45493,1
"действия",58728,1,12991,1
"такси",58723,1,40501,1
"обычный",58713,3,43780,1
"подниматься",58685,2,417561,1
"ожидал",58630,1,51604,1
"подметать",58620,1,40008,1
"обязательно",58616,1,26929,1
"кружка",58572,1,26524,1
"пропавший",58563,1,26014,1
"салат",58531,1,35305,1
"сарказм",58526,2,35490,1
"противостоять",58506,1,9304,1
"второй",58482,1,36083,1
"знающий",58478,2,4010,1
"изумленный",58461,1,58016,1
"доставлять",58459,1,39834,1
"тусоваться",58450,1,174798,1
"чрезвычайно",58438,1,15270,1
"конверт",58383,1,14511,1
"женатый",58380,1,25050,1
"бросать",58372,1,7221,1
"башня",58360,1,41727,1
"доверять",58358,3,42292,1
"председатель",58343,1,7562,1
"гостиная",58337,1,24116,1
"пол",58314,2,16426,1
"делал",58260,1,12107,1
"доберман",58236,1,1042395,1
"десятилетия",58212,1,54537,1
"через",58206,1,44184,1
"сквозь",58205,2,1906,1
"побеждать",58194,3,487456,1
"излечимый",58186,1,10643,1
"удача",58184,2,39565,1
"китайцы",58172,2,316,1
"влажность",58151,1,10887,1
"различный",58135,4,12134,1
"унаследованный",58124,1,21534,1
"надоедливый",58123,1,2968,1
"опрометчиво",58121,1,52922,1
"безоговорочно",58120,1,20831,1
"густой",58117,1,11638,1
"полет",58105,1,16380,1
"ярлык",58104,1,40281,1
"задержка",58099,1,11473,1
"владеть",58046,1,31463,1
"рисковать",58009,1,38715,1
"пространство",58001,1,38156,1
"солдат",57999,1,37923,1
" рот",57992,2,26471,1
"подсказка",57974,1,41357,1
"немедленно",57972,1,21746,1
"откладывание",57966,1,32146,1
"осёл",57963,1,13054,1
"доход",57927,1,21068,1
"задание",57916,2,3683,1
"гепарды",57906,1,131180,1
"неинтересный",57886,1,141323,1
"устойчивый",57885,1,54724,1
"подлинный",57880,2,17719,1
"сосок",57857,2,27282,1
"нога",57855,2,23619,1
"идет",57854,1,50928,1
"тренировка",57826,1,13380,1
"выстрел",57825,1,36972,1
"трудный",57799,2,41699,1
"открытый",57774,2,28239,1
"шрамы",57718,1,55404,1
"забывает",57701,2,52049,1
"ужасный",57667,4,1695774,1
"ненависть",57651,1,19182,1
"поздравляю",57605,1,75628,1
"амбиции",57604,1,46362,1
"ребяческий",57578,1,7831,1
"дымка",57574,1,19239,1
"какао",57572,1,8604,1
"бриллианты",57558,1,59626,1
"бросил",57537,1,51858,1
"банк",57524,1,4342,1
"граница",57515,1,5894,1
"плакать",57501,1,45000,1
"подпись",57491,1,37137,1
"правительство",57455,1,18194,1
"заинтересован",57412,1,60155,1
"курьер",57408,1,10100,1
"приводить",57387,1,23596,1
"персонаж",57350,3,7642,1
"отвечать",57349,1,34370,1
"использовать",57347,1,15157,1
"обезьяна",57305,1,26202,1
"предыдущий",57304,1,31975,1
"вне",57292,3,28546,1
"редко",57285,2,36202,1
"преувеличивать",57270,1,14914,1
"вянет",57253,3,52049,1
"истреблять",57237,1,15234,1
"украшать",57217,1,17511,1
"мошенничество",57174,1,16961,1
"освобождать",57170,2,11516,1
"яснее",57169,1,49760,1
"семья",57141,3,15470,1
"принуждать",57113,1,53577,1
"песец",57030,1,31189,1
"сюжет",57010,2,31051,1
"лавина",57002,1,3962,1
"пропорциональный",56934,1,45079,1
"огромный",56932,1,20696,1
"выпускник",56880,1,18221,1
"подделка",56851,1,15421,1
"ячмень",56841,1,39411,1
"дюжина",56838,1,13231,1
"пустой",56799,1,19854,1
"ремонтировать",56790,1,34160,1
"всплеск",56740,1,38423,1
"бородавки",56732,1,90769,1
"парк",56731,1,29434,1
"интенсивный",56718,3,13701,1
"многие",56712,1,52157,1
"ноготь",56705,1,26759,1
"бензин",56623,1,17565,1
"горло",56561,3,41131,1
"альпинизм",56561,1,26460,1
"завоёвывать",56560,1,9390,1
"трясти",56551,2,417566,1
"учитывая",56529,1,17863,1
"удивление",56509,1,3724,1
"косить",56498,2,487422,1
"складывать",56417,1,16561,1
"весь",56384,4,14472,1
"нищий",56365,1,4799,1
"непопулярный",56328,1,43360,1
"шлем",56272,1,19477,1
"вниз",56270,2,13200,1
"ползти",56270,2,487407,1
"простой",56247,2,30876,1
"посвящать",56221,2,11322,1
"замок",56218,1,7235,1
"лачуга",56206,1,6624,1
"утомительный",56170,1,41384,1
"Характер",56126,1,18716,1
"освобождать",56121,1,34626,1
"пуловер",56115,1,184671,1
"смятение",56087,1,9309,1
"лестница",56082,1,38714,1
"загорелый",56080,1,149757,1
"остерегаться",56079,1,5039,1
"племянник",56067,2,27036,1
"исполнять",56015,1,30076,1
"степень",55996,1,11450,1
"врозь",55994,4,3151,1
"вернуться",55981,1,212324,1
"нежный",55976,1,40707,1
"моргать",55952,1,5431,1
"при",55942,5,6585,1
"готовый",55931,2,33488,1
"защищать",55928,1,32413,1
"понимать",55927,2,33509,1
"мрамор",55906,1,24982,1
"поэтому",55899,3,37819,1
"возражать",55881,3,66184,1
"мука",55880,1,16458,1
"умно",55842,1,55512,1
"требуется",55828,1,51777,1
"тихий",55809,2,32997,1
"приятный",55788,1,14393,1
"искать",55765,1,178090,1
"перематывать",55742,1,48081,1
"но",55741,4,6540,1
"петух",55733,1,34897,1
"боксёр",55725,1,230,1
"достижение",55702,1,1855,1
"смутный",55679,1,43848,1
"кровать",55672,1,4718,1
"моющий",55657,2,44734,1
"вся",55633,3,2539,1
"закуска",55619,1,3252,1
"богатство",55582,2,44929,1
"место",55575,1,36064,1
"никто",55544,1,27328,1
"принадлежность",55530,1,4885,1
"постоянный",55526,2,38855,1
"получает",55490,1,50936,1
"пещера",55489,1,7384,1
"моллюск",55461,1,180911,1
"плавать",55436,1,40046,1
"говорить",55418,2,38234,1
"потливость",55416,1,30232,1
"нервный",55412,1,27055,1
"фифа",55396,2,46282,1
"взять",55390,2,40307,1
"ранее",55348,2,2648,1
"свинина",55340,2,31404,1
"узнавать",55331,2,12457,1
"поклон",55315,1,5914,1
"словари",55290,1,64476,1
"разыскивать",55283,2,36164,1
"шершавый",55278,3,34970,1
"исчерпывающий",55273,1,15045,1
"побуждение",55268,1,43753,1
"дующий",55251,1,5523,1
"имущество",55222,1,32328,1
"окруженный",55220,1,51715,1
"мой",55204,1,25810,1
"напряженный",55196,1,40728,1
"оскорблять",55194,1,21790,1
"свободный",55181,3,16972,1
"непослушный",55143,1,26875,1
"движение",55140,1,26481,1
"сложный",55137,1,38033,1
"испытание",55110,1,42066,1
"ноутбук",55084,1,47338,1
"луч",55077,1,4664,1
"слуга",55073,1,3819,1
"правильный",55010,2,9877,1
"свежий",55004,1,17016,1
"перекрёсток",54993,1,76928,1
"колоть,толкать",54986,1,487452,1
"подавлять",54959,1,39846,1
"меховой",54958,1,17252,1
"большой",54944,3,23369,1
"возникать",54932,1,3460,1
"мирный",54926,1,29747,1
"кувшин",54915,1,22651,1
"вездесущий",54837,1,42604,1
"вообще",54833,1,45158,1
"чрезвычайно",54823,1,43804,1
"умолять",54817,1,52124,1
"портал",54778,1,234983,1
"креветка",54767,2,31671,1
"нырять",54739,1,12827,1
"коктейль",54733,2,8600,1
"потрясающе",54708,2,4017,1
"печатать",54704,1,42569,1
"регистрироваться",54685,2,180675,1
"неофициальный",54672,1,21465,1
"стирающий",54656,3,44734,1
"процент",54614,1,47738,1
"крайность",54597,1,28818,1
"хлопать",54584,1,37443,1
"ледолазание",54580,1,217949,1
