,ru,fr,en
964,разведка,recherche,investigation
965,разведка,enquête,survey
966,разведка,enquête,investigation
967,разведка,campagne,no_equality
968,разведка,travail de recherche,no_equality
969,разведка,sonde,no_equality
970,разведка,éclairage,no_equality
971,пронзить,transpercer,pierce
972,пронзить,transpercer,stab
973,пронзить,pénétrer,no_equality
974,носить,porter,wear
975,носить,porter,carry
976,носить,porter,bear
977,носить,porter,take
978,носить,s'habiller,wear
979,носить,s'habiller,dress
980,носить,promener,no_equality
981,носить,coltiner,no_equality
982,подход,approche,approach
983,подход,approche,way
984,подход,approche,perspective
985,подход,attitude,approach
986,подход,attitude,attitude
987,подход,attitude,spirit
988,подход,traitement,treatment
989,подход,point de vue,approach
990,подход,point de vue,perspective
991,подход,manière d'aborder,no_equality
992,подход,accès,no_equality
993,подход,abord,approach
994,подход,manière de voir,view
995,подход,percée,no_equality
996,подход,voie d'abord,no_equality
997,подход,grille,no_equality
998,подход,accostage,no_equality
999,пункт,paragraphe,paragraph
1000,пункт,paragraphe,para
1001,пункт,paragraphe,item
1002,пункт,paragraphe,point
1003,пункт,paragraphe,clause
1004,пункт,paragraphe,section
1005,пункт,paragraphe,subparagraph
1006,пункт,paragraphe,subsection
1007,пункт,point,paragraph
1008,пункт,point,item
1009,пункт,point,point
1010,пункт,point,section
1011,пункт,point,location
1012,пункт,point,issue
1013,пункт,disposition,clause
1014,пункт,disposition,section
1015,пункт,lieu,point
1016,пункт,lieu,site
1017,пункт,lieu,location
1018,пункт,lieu,station
1019,пункт,bureau,no_equality
1020,пункт,endroit,point
1021,пункт,endroit,site
1022,пункт,endroit,location
1023,пункт,station,site
1024,пункт,station,station
1025,поворачиваться,pivoter,rotate
1026,поворачиваться,se tourner,turn
1027,поворачиваться,se rouler,no_equality
1028,поворачиваться,se présenter,no_equality
1029,согласоваться,concorder,be consistent
1030,согласоваться,s'accorder,no_equality
1031,лаврак,bar,sea bass
1032,продвинутый,avancé,advanced
1033,продвинутый,promu,no_equality
1034,конфликтовать,être en conflit,conflict
1035,суета,agitation,fuss
1036,суета,agitation,commotion
1037,суета,agitation,fussing
1038,суета,remue-ménage,fuss
1039,суета,remue-ménage,commotion
1040,суета,affairement,no_equality
1041,суета,vide,no_equality
1042,суета,cirque,fuss
1043,промежуток,intervalle,interval
1044,промежуток,intervalle,gap
1045,промежуток,intervalle,span
1046,промежуток,intervalle,distance
1047,промежуток,espacement,gap
1048,промежуток,espacement,distance
1049,промежуток,espace intermédiaire,gap
1050,промежуток,entre-deux,no_equality
1051,промежуток,pause,no_equality
1052,промежуток,jeu,no_equality
1053,промежуток,intermède,interval
1054,установки,dispositifs,device
1055,установки,élément,unit
1056,завершать,terminer,complete
1057,завершать,terminer,conclude
1058,завершать,terminer,finalize
1059,завершать,terminer,finish
1060,завершать,terminer,close
1061,завершать,finaliser,complete
1062,завершать,finaliser,conclude
1063,завершать,finaliser,finalize
1064,завершать,finaliser,finish
1065,завершать,accomplir,complete
1066,завершать,accomplir,accomplish
1067,завершать,consommer,no_equality
1068,завершать,liquider,no_equality
1069,холодный,froid,cold
1070,холодный,froid,cool
1071,холодный,froid,chilly
1072,холодный,froid,chilled
1073,холодный,frigide,no_equality
1074,холодный,réfrigérant,no_equality
1075,холодный,non chauffé,no_equality
1076,холодный,algide,no_equality
1077,холодный,pincé,no_equality
1078,холодный,de marbre,no_equality
1079,холодный,académique,no_equality
1080,послушно,docilement,obediently
1081,послушно,consciencieusement,dutifully
1082,поддержание,maintien,maintenance
1083,поддержание,maintien,maintaining
1084,поддержание,maintien,support
1085,поддержание,maintien,keeping
1086,поддержание,maintien,preservation
1087,поддержание,maintien,maintained
1088,поддержание,manutention,maintenance
1089,сексуальность,sexualité,sexuality
1090,сексуальность,sexualité,sexiness
1091,опорная плоскость,référence,no_equality
1092,опорная плоскость,plan d'appui,no_equality
1093,лучший,meilleur,best
1094,лучший,meilleur,better
1095,лучший,meilleur,greatest
1096,лучший,meilleur,good
1097,лучший,meilleur,finest
1098,лучший,meilleur,top
1099,лучший,le meilleur,no_equality
1100,лучший,haut de gamme,no_equality
1101,лучший,optimal,best
1102,лучший,optimal,perfect
1103,лучший,de première,top
1104,лучший,de premier choix,no_equality
1105,тест,test,quiz
1106,тест,test,testing
1107,тест,test,test
1108,тест,test,tested
1109,тест,test,exam
1110,тест,test,examination
1111,выудить,soutirer,no_equality
1112,выудить,pêcher,no_equality
1113,ступени,escalier,step
1114,ступени,escalier,ladder
1115,холодильный транспорт,transport frigorifique,no_equality
1116,холодильный транспорт,transport réfrigéré,no_equality
1117,холодильный транспорт,transport,transport
1118,холодильный транспорт,transport,transportation
1119,холодильный транспорт,transport,traffic
1120,селекция,sélection,breeding
1121,селекция,sélection,selection
1122,селекция,séparation,no_equality
1123,наряду,à côté,in addition
1124,наряду,également,as well
1125,наряду,également,further
1126,наряду,également,equally
1127,наряду,de pair,in parallel
1128,наряду,de pair,in tandem
1129,наряду,de pair,in conjunction
1130,интимно,intimement,intimate
1131,интимно,intimement,intimately
1132,кстати,au fait,by the way
1133,кстати,au fait,actually
1134,кстати,au fait,incidentally
1135,кстати,au fait,in fact
1136,кстати,au fait,anyway
1137,кстати,à propos,by the way
1138,кстати,à propos,incidentally
1139,кстати,à propos,by the by
1140,кстати,à propos,apropos
1141,кстати,fait,no_equality
1142,кстати,à point nommé,no_equality
1143,кстати,à point,no_equality
1144,кстати,à plomb,no_equality
1145,кстати,de saison,no_equality
1146,процент,pour cent,per cent
1147,процент,pour cent,percentage
1148,процент,pour cent,percent
1149,процент,pourcentage,per cent
1150,процент,pourcentage,percentage
1151,процент,pourcentage,percent
1152,процент,pourcentage,rate
1153,процент,pourcentage,ratio
1154,процент,pour-cent,per cent
1155,процент,pour-cent,percentage
1156,процент,pour-cent,percent
1157,процент,intérêt,interest
1158,процент,intérêts,interest
1159,процент,loyer,no_equality
1160,процент,tantième,percentage
1161,отвезти,emmener,take
1162,отвезти,emmener,drive
1163,отвезти,emmener,ride
1164,отвезти,emmener,bring
1165,отвезти,emmener,fly
1166,отвезти,emmener,lift
1167,отвезти,conduire,take
1168,отвезти,conduire,drive
1169,отвезти,conduire,ride
1170,отвезти,conduire,bring
1171,отвезти,reconduire,drive
1172,отвезти,reconduire,ride
1173,отвезти,porter,take
1174,отвезти,porter,bring
1175,общий смысл,contexte,no_equality
1176,экзаменационный,d'examen,examination
1177,экзаменационный,d'examen,examining
1178,слоник,éléphant,elephant
1179,электроэнергия,énergie électrique,electricity
1180,электроэнергия,énergie électrique,electric power
1181,электроэнергия,énergie électrique,electrical power
1182,электроэнергия,Electricité,no_equality
1183,экстремальный,extrême,extreme
1184,выездной,de sortie,exit
1185,допускать,admettre,allow
1186,допускать,admettre,admit
1187,допускать,admettre,accept
1188,допускать,admettre,assume
1189,допускать,admettre,grant
1190,допускать,passer,take
1191,допускать,accepter,allow
1192,допускать,accepter,permit
1193,допускать,accepter,tolerate
1194,допускать,accepter,admit
1195,допускать,accepter,accept
1196,допускать,accepter,take
1197,допускать,permettre,allow
1198,допускать,permettre,permit
1199,допускать,permettre,let
1200,допускать,permettre,allow for
1201,допускать,permettre,permit of
1202,допускать,présumer,assume
1203,допускать,mettre,take
1204,допускать,convenir,admit
1205,допускать,introduire,no_equality
1206,допускать,consentir,allow
1207,допускать,consentir,accept
1208,допускать,consentir,grant
1209,допускать,laisser faire,allow
1210,допускать,laisser faire,let
1211,занимать,occuper,occupy
1212,занимать,occuper,hold
1213,занимать,occuper,serve
1214,занимать,détenir,hold
1215,занимать,durer,take
1216,занимать,remplir,occupy
1217,занимать,manger,consume
1218,занимать,coloniser,no_equality
1219,требовать,exiger,require
1220,требовать,exiger,demand
1221,требовать,exiger,claim
1222,требовать,exiger,request
1223,требовать,exiger,ask
1224,требовать,exiger,call for
1225,требовать,exiger,hold
1226,требовать,exiger,insist
1227,требовать,exiger,expect
1228,требовать,exiger,take
1229,требовать,exiger,exact
1230,требовать,avoir besoin,require
1231,требовать,avoir besoin,be required
1232,требовать,avoir besoin,need
1233,требовать,avoir besoin,want
1234,требовать,vouloir,seek
1235,требовать,vouloir,want
1236,требовать,prendre,take
1237,требовать,requérante,no_equality
1238,требовать,dicter,no_equality
1239,требовать,crier,no_equality
1240,требовать,convoquer,hold
1241,требовать,mander,no_equality
1242,гениальность,génialité,genius
1243,тыкаться,essuyer,no_equality
1244,слезать,éplucher,no_equality
1245,слезать,décoller,no_equality
1246,слезать,descendre,get off
1247,слезать,descendre,come down
1248,историзм,historisme,no_equality
1249,историзм,méthode historique,no_equality
1250,историзм,historique,no_equality
1251,замещающий,suppléant,replacement
1252,замещающий,suppléant,substitute
1253,вымыть,laver,wash
1254,вымыть,laver,clean
1255,вымыть,laver,bath
1256,вымыть,laver,scrub
1257,вымыть,creuser,no_equality
1258,очень много,beaucoup,a lot of
1259,очень много,beaucoup,much
1260,очень много,beaucoup,very much
1261,очень много,beaucoup,many
1262,очень много,beaucoup,great deal
1263,очень много,infiniment,very much
1264,очень много,un max,no_equality
1265,очень,très,very
1266,очень,très,really
1267,очень,très,pretty
1268,очень,très,very much
1269,очень,très,great
1270,очень,très,real
1271,очень,très,extremely
1272,очень,très,quite
1273,очень,très,highly
1274,очень,très,well
1275,очень,très,way
1276,очень,extrêmement,great
1277,очень,extrêmement,extremely
1278,очень,extrêmement,highly
1279,очень,tout,very
1280,очень,tout,quite
1281,очень,assez,pretty
1282,очень,assez,quite
1283,очень,super,really
1284,очень,super,great
1285,очень,super,good
1286,очень,super,super
1287,очень,tellement,really
1288,очень,tellement,very much
1289,очень,fortement,great
1290,очень,fortement,highly
1291,очень,quelque chose de,really
1292,очень,hautement,great
1293,очень,hautement,extremely
1294,очень,hautement,highly
1295,очень,plein de,no_equality
1296,очень,plaire beaucoup,a lot
1297,очень,joliment,pretty
1298,поприще,carrière,no_equality
1299,поприще,champ d'action,no_equality
1300,прокол,crevaison,puncture
1301,прокол,crevaison,flat
1302,прокол,crevaison,blowout
1303,прокол,trou,puncture
1304,прокол,trou d'épingle,no_equality
1305,прокол,gaffe,blunder
1306,прокол,problème,no_equality
1307,прокол,raté,screw-up
1308,воображаемый,imaginaire,imaginary
1309,воображаемый,imaginaire,fantasy
1310,воображаемый,idéal,no_equality
1311,подниматься,lever,rise
1312,подниматься,lever,come up
1313,подниматься,lever,get up
1314,подниматься,se lever,rise
1315,подниматься,se lever,come up
1316,подниматься,se lever,get up
1317,подниматься,s'élever,climb
1318,подниматься,s'élever,rise
1319,подниматься,s'élever,soar
1320,подниматься,s'élever,ascend
1321,подниматься,s'envoler,soar
1322,подниматься,se relever,rise
1323,подниматься,se relever,be raised
1324,подниматься,se relever,get up
1325,подниматься,se dresser,no_equality
1326,подниматься,se hisser,no_equality
1327,подниматься,se hausser,no_equality
1328,подниматься,s'enlever,no_equality
1329,застывать,se figer,freeze
1330,застывать,se solidifier,no_equality
1331,застывать,figer,freeze
1332,застывать,solidifier,no_equality
1333,застывать,épaissir,no_equality
1334,перестать,cesser,stop
1335,перестать,cesser,desist
1336,перестать,cesser,no longer
1337,перестать,raccrocher,no_equality
1338,образец,échantillon,sample
1339,образец,échantillon,specimen
1340,образец,échantillon,swab
1341,образец,échantillon,probe
1342,образец,prototype,model
1343,образец,prototype,prototype
1344,образец,prototype,archetype
1345,образец,exemplaire,sample
1346,образец,exemplaire,model
1347,образец,exemplaire,specimen
1348,образец,exemplaire,example
1349,образец,exemplaire,exemplar
1350,образец,témoin,no_equality
1351,образец,type,model
1352,образец,parangon,paragon
1353,образец,moule,no_equality
1354,образец,comparaison,no_equality
1355,образец,barre,no_equality
1356,искусственность,artificialité,no_equality
1357,искусственность,facticité,no_equality
1358,искусственность,affectation,no_equality
1359,искусственность,manière,no_equality
1360,график работ,calendrier,schedule
1361,график работ,calendrier,timetable
1362,отклеиваться,se décoller,no_equality
1363,отклеиваться,décoller,no_equality
1364,фронт,front,front
1365,фронт,front,war
1366,фронт,front,front line
1367,фронт,avant,front
1368,фронт,groupe d'armées,no_equality
1369,фронт,front avant,no_equality
1370,фронт,wavefront,no_equality
1371,условие,condition,condition
1372,условие,condition,requirement
1373,условие,condition,stipulation
1374,условие,condition,essential
1375,условие,condition,qualification
1376,условие,condition,proviso
1377,условие,environnement,no_equality
1378,условие,contrat,no_equality
1379,условие,clause,condition
1380,условие,clause,requirement
1381,условие,clause,term
1382,условие,clause,stipulation
1383,условие,clause,provision
1384,условие,clause,clause
1385,условие,clause,proviso
1386,условие,critère,requirement
1387,условие,cause,no_equality
1388,электричество,électricité,electricity
1389,электричество,électricité,power
1390,электричество,électricité,blackout
1391,электричество,électricité,energy
1392,электричество,électricité,electrical
1393,электричество,E,no_equality
1394,электричество,EL,no_equality
1395,там,là,there
1396,там,là,up
1397,там,là,out
1398,там,là,back
1399,там,là-bas,there
1400,там,là-bas,over there
1401,там,par là,there
1402,известия,bulletin d'informations,no_equality
1403,пальчик,doigt,finger
1404,пальчик,doigt,toe
1405,нужное,nécessaire,desired
1406,нужное,nécessaire,appropriate
1407,свет,lumière,light
1408,свет,lumière,lighting
1409,свет,luminosité,light
1410,свет,luminosité,lighting
1411,свет,luminosité,daylight
1412,свет,luminosité,glow
1413,свет,monde,world
1414,свет,clair,light
1415,свет,Eclairage,no_equality
1416,свет,jour,light
1417,свет,jour,daylight
1418,свет,éclairement,light
1419,свет,éclairement,lighting
1420,свет,clarté,light
1421,свет,clarté,daylight
1422,свет,radiation visible,no_equality
1423,путешествовать,voyager,travel
1424,путешествовать,voyager,trip
1425,путешествовать,voyager,journey
1426,путешествовать,être en voyage,no_equality
1427,путешествовать,faire un voyage,travel
1428,путешествовать,faire un voyage,journey
1429,путешествовать,aller et venir,no_equality
1430,путешествовать,se balader,no_equality
1431,небесное светило,astre,heavenly body
1432,сбрасывание,largage,drop
1433,сбрасывание,largage,dropping
1434,сбрасывание,largage,dumping
1435,сбрасывание,lâcher,no_equality
1436,сбрасывание,écart,no_equality
1437,сбрасывание,lancement,no_equality
1438,заказная почта,courrier,no_equality
1439,подходить,convenir,be suitable
1440,подходить,convenir,fit
1441,подходить,convenir,suit
1442,подходить,approcher,approach
1443,подходить,approcher,go near
1444,подходить,approcher,come near
1445,подходить,approcher,come up to
1446,подходить,s'approcher,approach
1447,подходить,s'approcher,come
1448,подходить,s'approcher,go near
1449,подходить,s'approcher,come near
1450,подходить,s'approcher,come up to
1451,подходить,aller,fit
1452,подходить,aller,suit
1453,подходить,se prêter,be suitable
1454,подходить,cadrer,fit
1455,подходить,cadrer,suit
1456,подходить,coller,no_equality
1457,подходить,faire l'affaire,no_equality
1458,подходить,arranger,no_equality
1459,подходить,s'assortir,match
1460,подходить,faire pendant,match
1461,подходить,être de mise,no_equality
1462,подходить,donner satisfaction,no_equality
1463,глухой,sourd,deaf
1464,глухой,sourd,deaf person
1465,глухой,son creux,no_equality
1466,глухой,dur d'oreille,no_equality
1467,глухой,lointain,remote
1468,глухой,épais,no_equality
1469,светское государство,laïque,no_equality
1470,рычаг,levier,lever
1471,рычаг,levier,leverage
1472,рычаг,levier,switch
1473,рычаг,levier,arm
1474,рычаг,levier,stick
1475,рычаг,levier,shifter
1476,рычаг,bras,arm
1477,рычаг,levier de commande,no_equality
1478,рычаг,barre,no_equality
1479,рычаг,biellette,no_equality
1480,рычаг,balancier,no_equality
1481,рычаг,pince,no_equality
1482,рычаг,doigt,no_equality
1483,рычаг,gaffe,no_equality
1484,переполошить,alarmer,alarm
1485,занятие,leçon,class
1486,занятие,leçon,lesson
1487,занятие,occupation,occupation
1488,занятие,occupation,activity
1489,занятие,occupation,employment
1490,занятие,occupation,occupancy
1491,занятие,occupation,occupying
1492,занятие,cours,class
1493,занятие,cours,lesson
1494,занятие,pratique,no_equality
1495,занятие,exercice,exercise
1496,занятие,passe-temps,pastime
1497,занятие,passe-temps,pursuit
1498,занятие,partie,no_equality
1499,занятие,commerce,business
1500,занятие,obligation,no_equality
1501,оглавление,table des matières,table of contents
1502,оглавление,table des matières,contents list
1503,оглавление,table,no_equality
1504,оглавление,sommaire,table of contents
1505,включать,comprendre,include
1506,включать,comprendre,incorporate
1507,включать,comprendre,involve
1508,включать,comprendre,comprise
1509,включать,comprendre,contain
1510,включать,comprendre,encompass
1511,включать,passer,switch
1512,включать,mettre,no_equality
1513,включать,activer,switch
1514,включать,activer,enable
1515,включать,activer,activate
1516,включать,couvrir,include
1517,включать,couvrir,encompass
1518,включать,couvrir,cover
1519,включать,figurer,include
1520,включать,figurer,contain
1521,включать,figurer,feature
1522,включать,figurer,inclusion
1523,включать,regrouper,include
1524,включать,regrouper,integrate
1525,включать,mettre en marche,turn on
1526,включать,mettre en marche,switch on
1527,включать,mettre en marche,activate
1528,включать,inscrire,include
1529,включать,ouvrir,turn on
1530,включать,connecter,plug
1531,достоинство,dignité,dignity
1532,достоинство,dignité,honour
1533,достоинство,dignité,pride
1534,достоинство,dignité,decency
1535,достоинство,dignité,worth
1536,достоинство,dignité,worthiness
1537,достоинство,avantage,virtue
1538,достоинство,avantage,advantage
1539,достоинство,valeur,merit
1540,достоинство,valeur,worth
1541,достоинство,fierté,dignity
1542,достоинство,fierté,honour
1543,достоинство,fierté,pride
1544,достоинство,considération,no_equality
1545,достоинство,nominal,no_equality
1546,достоинство,hauteur,no_equality
1547,взломать,pirater,hack
1548,взломать,pirater,crack
1549,взломать,pirater,break into
1550,взломать,craquer,crack
1551,взломать,casser,crack
1552,взломать,casser,break in
1553,отовсюду,de toutes parts,from everywhere
1554,отовсюду,de toutes parts,from all over
1555,отовсюду,de toutes parts,from all quarters
1556,отовсюду,de partout,from everywhere
1557,отовсюду,de partout,from anywhere
1558,отовсюду,de tous côtés,no_equality
1559,выходить,sortir,go out
1560,выходить,sortir,come out
1561,выходить,sortir,leave
1562,выходить,sortir,get out
1563,выходить,sortir,exit
1564,выходить,sortir,step out
1565,выходить,sortir,emerge
1566,выходить,sortir,escape
1567,выходить,donner,no_equality
1568,выходить,prendre,go
1569,выходить,ouvrir,no_equality
1570,выходить,s'échapper,go
1571,выходить,s'échapper,get out
1572,выходить,s'échapper,escape
1573,выходить,échapper,get out
1574,выходить,échapper,escape
1575,выходить,élever,no_equality
1576,выходить,déboucher,come out
1577,выходить,déboucher,emerge
1578,выходить,sauver,escape
1579,выходить,aboutir à,reach
1580,читать с листа,lire,no_equality
1581,сектор,secteur,sector
1582,сектор,secteur,industry
1583,сектор,secteur,branch
1584,сектор,secteur,area
1585,сектор,secteur,segment
1586,сектор,activités,no_equality
1587,сектор,branches,industry
1588,сектор,branches,branch
1589,сектор,section,section
1590,сектор,section,branch
1591,сектор,section,area
1592,сектор,section,unit
1593,сектор,section,segment
1594,сектор,S.,no_equality
1595,сектор,Sect.,section
1596,сектор,poche,no_equality
1597,бант,archet,bow
1598,бант,noeud,bow
1599,бант,nœud de ruban,bow
1600,бант,nœud,bow
1601,бант,ruban,bow
1602,бант,ruban,ribbon
1603,бант,rosette,bow
1604,порвать,rompre avec,no_equality
1605,порвать,déchirer,rip
1606,порвать,déchirer,tear
1607,порвать,déchirer,shred
1608,порвать,craquer,tear
1609,модные товары,articles de mode,no_equality
1610,модные товары,mode,fashion
1611,модные товары,mode,trendy
1612,модные товары,mode,fashionable
1613,подпитывать,nourrir,fuel
1614,подпитывать,nourrir,feed
1615,подпитывать,nourrir,nurture
1616,подпитывать,nourrir,nourish
1617,подпитывать,attiser,fuel
1618,взрывной,explosif,explosive
1619,взрывной,explosif,explosion
1620,взрывной,explosive,explosive
1621,взрывной,explosion,blast
1622,взрывной,explosion,explosive
1623,взрывной,explosion,explosion
1624,прийти,venir,come
1625,прийти,venir,go
1626,прийти,venir,show up
1627,прийти,venir,visit
1628,прийти,venir,attend
1629,прийти,venir,turn up
1630,прийти,sortir,no_equality
1631,прийти,retrouver,turn up
1632,прийти,apparaître,show up
1633,прийти,apparaître,turn up
1634,прийти,se pointer,show up
1635,прийти,se pointer,turn up
1636,рекламное сообщение,message publicitaire,advertising message
1637,винодельческое хозяйство,domaine,sector
1638,описывать,décrire,describe
1639,описывать,décrire,characterize
1640,описывать,décrire,depict
1641,описывать,détailler,describe
1642,описывать,relater,no_equality
1643,описывать,peindre,depict
1644,утеплить,isoler,no_equality
1645,мор,pestilence,pestilence
1646,не удаваться,manquer,fail
1647,аэродром,aérodrome,airfield
1648,аэродром,aérodrome,airport
1649,аэродром,aérodrome,airstrip
1650,аэродром,aérodrome,aerodrome
1651,аэродром,terrain d'aviation,airfield
1652,банк-плательщик,banquier tiré,bank
1653,банк-плательщик,tiré,no_equality
1654,доброе,bon,good
1655,доброе,bon,kind
1656,многое,beaucoup,great deal
1657,отдушина,soupirail,no_equality
1658,отдушина,évent,blowhole
1659,отдушина,exutoire,outlet
1660,отдушина,bouche,no_equality
1661,отдушина,issue,outlet
1662,сразу,à la fois,at once
1663,сразу,à la fois,both
1664,сразу,aussitôt,at once
1665,сразу,aussitôt,right away
1666,сразу,aussitôt,instantly
1667,сразу,aussitôt,then
1668,сразу,aussitôt,quickly
1669,сразу,directement,right away
1670,сразу,directement,straight
1671,сразу,directement,directly
1672,сразу,d'emblée,at once
1673,сразу,d'emblée,right away
1674,сразу,d'un coup,at once
1675,сразу,d'abord,first
1676,сразу,du premier coup,right away
1677,сразу,tout d'un coup,suddenly
1678,сразу,d'entrée,no_equality
1679,сразу,du coup,at once
1680,сразу,du coup,now
1681,сразу,du coup,then
1682,сразу,du coup,suddenly
1683,сразу,au premier coup,at a glance
1684,сразу,cash,no_equality
1685,сразу,à première vue,at a glance
1686,сразу,sur place,on the spot
1687,сразу,d'auto,no_equality
1688,сразу,tout de go,on the spot
1689,сразу,d'un bloc,no_equality
1690,сразу,sans autres,no_equality
1691,неизбежный,inévitable,inevitable
1692,неизбежный,inévitable,unavoidable
1693,неизбежный,inévitable,inescapable
1694,неизбежный,nécessaire,no_equality
1695,неизбежный,sacramentel,no_equality
1696,неизбежный,infaillible,no_equality
1697,круто,abruptement,no_equality
1698,круто,super,great
1699,круто,super,awesome
1700,круто,super,good
1701,круто,super,nice
1702,круто,super,amazing
1703,круто,super,hot
1704,круто,super,fun
1705,круто,super,cool
1706,круто,super,rad
1707,круто,rapidement,no_equality
1708,круто,sévèrement,no_equality
1709,квалификация,qualification,qualification
1710,квалификация,qualification,characterization
1711,квалификация,qualification,qualified
1712,квалификация,qualification,classification
1713,квалификация,qualification,skill
1714,квалификация,qualification,qualifying
1715,квалификация,compétence,qualification
1716,квалификация,compétence,expertise
1717,квалификация,compétence,skill
1718,квалификация,aptitude,qualification
1719,квалификация,aptitude,skill
1720,квалификация,niveau professionnel,no_equality
1721,машина,machine,machine
1722,машина,machine,engine
1723,машина,machine,machinery
1724,машина,machine,mach
1725,машина,voiture,car
1726,машина,voiture,vehicle
1727,машина,voiture,truck
1728,машина,voiture,ride
1729,машина,agrafeuse,no_equality
1730,машина,caisse,car
1731,машина,caisse,ride
1732,машина,taxi,car
1733,машина,taxi,ride
1734,машина,taxi,cab
1735,машина,moto,machine
1736,машина,moto,ride
1737,машина,métier,no_equality
1738,машина,mécanisme,machinery
1739,машина,toto,no_equality
1740,тифозный,typhoïde,no_equality
1741,тифозный,typhique,no_equality
1742,мировой,mondial,world
1743,мировой,mondial,global
1744,мировой,mondial,international
1745,мировой,mondial,worldwide
1746,мировой,mondial,world-wide
1747,мировой,global,global
1748,мировой,de paix,peace
1749,мировой,super,no_equality
1750,мировой,admirable,no_equality
1751,мировой,vache,no_equality
1752,мировой,transactionnel,no_equality
1753,мировой,World,international
1754,даль,lointain,far
1755,даль,lointain,distance
1756,хуторянин,fermier,no_equality
1757,балл,score,score
1758,балл,point,point
1759,балл,point,mark
1760,беспокоить,déranger,bother
1761,беспокоить,déranger,disturb
1762,беспокоить,déranger,trouble
1763,беспокоить,déranger,be disturbed
1764,беспокоить,déranger,bug
1765,беспокоить,déranger,interrupt
1766,беспокоить,importuner,bother
1767,беспокоить,importuner,disturb
1768,беспокоить,importuner,trouble
1769,беспокоить,tourmenter,no_equality
1770,беспокоить,craindre,concern
1771,беспокоить,molester,no_equality
1772,беспокоить,fatiguer,no_equality
1773,беспокоить,chiffonner,no_equality
1774,движущийся,en mouvement,no_equality
1775,движущийся,mouvant,moving
1776,движущийся,mobile,moving
1777,движущийся,en marche,moving
1778,чувство,sentiment,sense
1779,чувство,sentiment,feeling
1780,чувство,sentiment,emotion
1781,чувство,sentiment,sentiment
1782,чувство,sentiment,sensation
1783,чувство,sens,sense
1784,чувство,sens,feeling
1785,чувство,connaissance,no_equality
1786,чувство,affect,no_equality
1787,чувство,page blanche,no_equality
1788,обшивка,placage,plating
1789,обшивка,lambris,sheathing
1790,обшивка,coque,casing
1791,обшивка,coque,hull
1792,обшивка,couverture,no_equality
1793,обшивка,bordage,plating
1794,обшивка,bande,no_equality
1795,упадок,déclin,decline
1796,упадок,déclin,declining
1797,упадок,déclin,decay
1798,упадок,déclin,demise
1799,упадок,déclin,declined
1800,упадок,délabrement,decay
1801,упадок,délabrement,disrepair
1802,упадок,délabrement,dilapidated
1803,упадок,dégradation,decline
1804,упадок,dégradation,declining
1805,упадок,dégradation,decay
1806,упадок,dégradation,breakdown
1807,упадок,dégradation,degradation
1808,упадок,dégradation,degraded
1809,упадок,abâtardissement,no_equality
1810,упадок,régression,decline
1811,упадок,régression,declining
1812,упадок,régression,retrogression
1813,упадок,contraction,decline
1814,упадок,anémie,no_equality
1815,упадок,penchant,no_equality
1816,поврежденный,abîmé,damaged
1817,поврежденный,blessé,no_equality
1818,поврежденный,forcé,no_equality
1819,поврежденный,délabré,damaged
1820,поврежденный,intéressé,no_equality
1821,поврежденный,entamé,no_equality
1822,выпускать в свет,publier,issue
1823,выпускать в свет,publier,publish
1824,движущая сила,force motrice,driving force
1825,движущая сила,force motrice,motive power
1826,движущая сила,moteur,driving force
1827,движущая сила,moteur,mover
1828,движущая сила,énergie motrice,driving force
1829,движущая сила,énergie motrice,motive power
1830,движущая сила,puissance motrice,motive power
1831,движущая сила,facteur,no_equality
1832,движущая сила,pivot,no_equality
1833,движущая сила,impulsion,driving force
1834,движущая сила,impulsion,momentum
1835,движущая сила,agent moteur,no_equality
1836,движущая сила,force propulsive,driving force
1837,движущая сила,mobile,no_equality
1838,представить,présenter,submit
1839,представить,présenter,provide
1840,представить,présenter,present
1841,представить,présenter,introduce
1842,представить,présenter,make
1843,представить,présenter,give
1844,представить,présenter,produce
1845,представить,présenter,represent
1846,представить,présenter,pose
1847,представить,se représenter,imagine
1848,представить,se représenter,picture
1849,представить,se représenter,represent
1850,представить,introduire,submit
1851,представить,introduire,introduce
1852,представить,s'imaginer,imagine
1853,представить,s'imaginer,think
1854,представить,décrire,represent
1855,представить,montrer,see
1856,представить,illustrer,make
1857,представить,illustrer,represent
1858,представить,se figurer,imagine
1859,представить,faire des présentations,no_equality
1860,костюм,costume,suit
1861,костюм,costume,costume
1862,костюм,costume,outfit
1863,костюм,costume,clothes
1864,костюм,costume,dress
1865,костюм,costume,uniform
1866,костюм,costume,attire
1867,костюм,costume,suit of clothes
1868,костюм,costume,dressed
1869,костюм,vêtement,suit
1870,костюм,vêtement,outfit
1871,костюм,vêtement,clothes
1872,костюм,vêtement,dress
1873,костюм,vêtement,attire
1874,костюм,vêtement,wear
1875,костюм,complet,suit
1876,костюм,mise,no_equality
1877,костюм,costar,suit
1878,костюм,sape,no_equality
1879,холод,froid,cold
1880,холод,froid,chill
1881,холод,froid,coldness
1882,холод,froid,freezing
1883,холод,réfrigération,cold
1884,холод,réfrigération,freezing
1885,холод,frigo,no_equality
1886,холод,F,no_equality
1887,ну,eh bien,yeah
1888,ну,eh bien,then
1889,ну,eh bien,i mean
1890,ну,mais,but
1891,ну,mais,it's
