,fr,en,ru
1057,comment,how,как
1058,comment,how,откуда
1059,comment,how,какой образ
1060,comment,how,насколько
1061,comment,how,как именно
1062,baisse,drop,снижение
1063,baisse,drop,сокращение
1064,baisse,drop,падение
1065,baisse,drop,спад
1066,saisir,enter,ввести
1067,saisir,enter,вводить
1068,saisir,seize,воспользоваться
1069,saisir,seize,использовать
1070,saisir,seize,схватить
1071,saisir,seize,конфисковать
1072,tasse,cup,чашка
1073,tasse,cup,чашечка
1074,tasse,cup,кружка
1075,tasse,cup,кофе
1076,tasse,cup,стакан
1077,essuyer,wipe,вытереть
1078,essuyer,wipe away,no_equality
1079,essuyer,MOP,no_equality
1080,vide,empty,пустой
1081,vide,empty,пустота
1082,vide,vacuum,вакуум
1083,vide,vacuum,пустота
1084,vide,blank,пустой
1085,vide,blank,пусто
1086,chaleureusement,warmly,искренне
1087,chaleureusement,warmly,от весь душа
1088,chaleureusement,warmly,тепло
1089,chaleureusement,warmly,горячо
1090,chaleureusement,warm welcome,no_equality
1091,baisser,lower,снижаться
1092,baisser,lower,опустить
1093,baisser,lower,понизить
1094,baisser,lower,снижение
1095,baisser,lower,сокращение
1096,baisser,drop,снижаться
1097,baisser,drop,падать
1098,baisser,drop,снижение
1099,baisser,drop,сокращение
1100,baisser,decline,снижаться
1101,baisser,decline,сокращаться
1102,baisser,decline,сократиться
1103,baisser,decline,снижение
1104,baisser,decline,сокращение
1105,baisser,decrease,снижаться
1106,baisser,decrease,сокращаться
1107,baisser,decrease,сократиться
1108,baisser,decrease,снижение
1109,baisser,decrease,сокращение
1110,baisser,cut,сокращение
1111,additionnel,supplementary,дополнительный
1112,exercer,exercise,осуществлять
1113,exercer,exercise,осуществить
1114,exercer,exercise,выполнять
1115,exercer,exercise,пользоваться
1116,exercer,exercise,проявлять
1117,exercer,carry,no_equality
1118,exercer,perform,осуществлять
1119,exercer,perform,выполнять
1120,exercer,perform,заниматься
1121,exercer,perform,работать
1122,exercer,perform,выполнение
1123,exercer,practice,осуществлять
1124,exercer,practice,заниматься
1125,cursus,curriculum,no_equality
1126,manquer,lack,не хватать
1127,humblement,humbly,смиренно
1128,sécheresse,drought,засуха
1129,sécheresse,dryness,no_equality
1130,chambre,room,комната
1131,chambre,room,палата
1132,chambre,room,номер
1133,chambre,guest room,no_equality
1134,poisson,fish,рыба
1135,poisson,fish,рыбка
1136,apprendre,learn,узнать
1137,apprendre,learn,научиться
1138,apprendre,learn,научить
1139,apprendre,learn,учиться
1140,apprendre,learn,учить
1141,apprendre,learn,выучить
1142,apprendre,learn,узнавать
1143,apprendre,learn,изучать
1144,apprendre,learn,понять
1145,apprendre,learn,знать
1146,apprendre,learn,изучить
1147,puissance,power,держава
1148,puissance,power,сила
1149,puissance,power,мощь
1150,puissance,power,мощность
1151,puissance,power,энергия
1152,puissance,power,власть
1153,puissance,power,могущество
1154,danse,dance,танец
1155,but,goal,цель
1156,but,goal,задача
1157,but,goal,гол
1158,but,purpose,цель
1159,but,purpose,задача
1160,but,purpose,смысл
1161,but,purpose,предназначение
1162,but,purpose,назначение
1163,but,objective,цель
1164,but,objective,задача
1165,sélection,selection,отбор
1166,sélection,selection,выбор
1167,sélection,selection,подбор
1168,sélection,selection,выделение
1169,sélection,selection,избрание
1170,percer,drill,no_equality
1171,percer,pierce,no_equality
1172,percer,boring,no_equality
1173,ordonner,order,приказать
1174,ordonner,order,предписывать
1175,sport,sport,спорт
1176,sport,sport,вид спорт
1177,sport,sports,спорт
1178,prescrire,prescribe,no_equality
1179,quitter,leave,покинуть
1180,quitter,leave,покидать
1181,quitter,leave,бросить
1182,quitter,leave,оставить
1183,quitter,leave,бросать
1184,quitter,leave,оставлять
1185,quitter,leave,уходить
1186,quitter,leave,уезжать
1187,quitter,exit,покинуть
1188,quitter,exit,выйти
1189,troupe,troop,отряд
1190,troupe,troupe,труппа
1191,expertise,expertise,опыт
1192,expertise,expertise,экспертиза
1193,expertise,expertise,специалист
1194,taille,size,размер
1195,taille,size,рост
1196,taille,size,численность
1197,taille,size,масштаб
1198,taille,size,объём
1199,taillé,carved,no_equality
1200,contexte,context,контекст
1201,contexte,context,обстановка
1202,contexte,context,условие
1203,contexte,context,ситуация
1204,contexte,context,фон
1205,contexte,context,учёт
1206,contexte,context,план
1207,simplement,simply,просто
1208,simplement,simply,только
1209,simplement,simply,исключительно
1210,simplement,simply,простой
1211,simplement,simply,попросту
1212,simplement,simply,просто-напросто
1213,test,test,тест
1214,test,test,проверка
1215,test,test,анализ
1216,test,test,испытание
1217,test,test,тестирование
1218,test,test,экзамен
1219,crise,crisis,кризис
1220,crise,crisis,кризисный ситуация
1221,information,information,информация
1222,information,information,дать
1223,information,information,информирование
1224,information,information,сведение
1225,information,information,материал
1226,information,information,информационный
1227,départ,departure,отъезд
1228,départ,departure,уход
1229,départ,departure,выезд
1230,départ,departure,вылет
1231,départ,departure,выход
1232,départ,departure,отбытие
1233,départ,depart,no_equality
1234,question,question,вопрос
1235,question,question,проблема
1236,question,issue,вопрос
1237,question,issue,проблема
1238,question,issue,тема
1239,question,issue,пункт
1240,question,issue,аспект
1241,question,issue,связь
1242,question,issue,задача
1243,retrait,withdrawal,вывод
1244,retrait,withdrawal,уход
1245,retrait,withdrawal,снятие
1246,retrait,withdrawal,отзыв
1247,retrait,withdrawal,отмена
1248,retrait,withdrawal,отвод
1249,retrait,withdrawal,лишение
1250,retrait,withdrawal,аннулирование
1251,retrait,withdrawal,отказ
1252,retrait,withdrawal,свёртывание
1253,retrait,remove,no_equality
1254,beaucoup,many,много
1255,beaucoup,many,множество
1256,beaucoup,lot,куча
1257,beaucoup,lot,большой количество
1258,beaucoup,lot,многий
1259,beaucoup,much,гораздо
1260,beaucoup,much,намного
1261,beaucoup,much,очень
1262,beaucoup,much,значительно
1263,beaucoup,much,часто
1264,beaucoup,much,большой
1265,beaucoup,much,значительный
1266,beaucoup,much,немало
1267,beaucoup,much,очень много
1268,beaucoup,much,весьма
1269,beaucoup,greatly,гораздо
1270,beaucoup,greatly,намного
1271,beaucoup,greatly,очень
1272,beaucoup,greatly,значительно
1273,beaucoup,greatly,весьма
1274,membre,member,сотрудник
1275,membre,member,участник
1276,membre,member,состав
1277,membre,member,представитель
1278,membre,member,членство
1279,membre,member,входить
1280,membre,member,член
1281,père,father,отец
1282,père,father,папа
1283,père,father,папаша
1284,père,father,папочка
1285,père,father,батюшка
1286,père,parent,отец
1287,singulier,singular,no_equality
1288,singulier,peculiar,no_equality
1289,tableau,table,таблица
1290,tableau,array,no_equality
1291,tableau,chart,таблица
1292,tir,shooting,выстрел
1293,tir,shooting,стрельба
1294,tir,shooting,огонь
1295,tir,shooting,стрелять
1296,déjeuner,breakfast,завтрак
1297,déjeuner,breakfast,позавтракать
1298,déjeuner,breakfast,завтракать
1299,déjeuner,lunch,обед
1300,déjeuner,lunch,завтрак
1301,déjeuner,lunch,ланч
1302,déjeuner,lunch,ленч
1303,déjeuner,lunch,пообедать
1304,déjeuner,lunch,обедать
1305,déjeuner,lunch,перекусить
1306,déjeuner,lunch,поесть
1307,guère,hardly,вряд ли
1308,guère,hardly,едва ли
1309,guère,hardly,мало
1310,lire,read,читать
1311,lire,read,прочитать
1312,lire,read,прочесть
1313,lire,read,почитать
1314,lire,read,зачитать
1315,lire,read,разобрать
1316,lire,read,чтение
1317,lire,reading,чтение
1318,mouche,fly,муха
1319,facilement,easily,легко
1320,facilement,easily,вполне
1321,facilement,easily,запросто
1322,facilement,easily,быстро
1323,facilement,easily,без труд
1324,facilement,easily,свободно
1325,facilement,easily,лёгкость
1326,facilement,easy,no_equality
1327,besoin,need,нужный
1328,besoin,need,нуждаться
1329,besoin,need,потребоваться
1330,besoin,need,требоваться
1331,besoin,need,понадобиться
1332,besoin,need,необходимый
1333,annonce,ad,объявление
1334,annonce,ad,реклама
1335,annonce,announcement,объявление
1336,annonce,announcement,заявление
1337,annonce,announcement,сообщение
1338,annonce,announcement,уведомление
1339,annoncé,declared,заявить
1340,annoncé,declared,объявить
1341,plaque,plate,номер
1342,plaque,plate,табличка
1343,plaque,plate,пластина
1344,plaque,plate,номерной знак
1345,plaqué,plywood,no_equality
1346,rupture,break,разрыв
1347,rupture,rupture,разрыв
1348,briser,break,разбить
1349,briser,break,сломать
1350,briser,break,разрушить
1351,briser,break,разорвать
1352,briser,break,сломить
1353,briser,break,нарушить
1354,briser,break,разбивать
1355,briser,break,нарушать
1356,briser,break,ломать
1357,briser,breaking,no_equality
1358,OGM,GMOs,гио
1359,OGM,GMOs,гмо
1360,débuter,start,начаться
1361,débuter,start,начать
1362,débuter,launch,начать
1363,laïc,lay,no_equality
1364,disque,disk,диск
1365,principalement,mainly,главное образ
1366,principalement,mainly,прежде всего
1367,principalement,mainly,преимущественно
1368,principalement,mainly,особенно
1369,principalement,mainly,основный
1370,principalement,mainly,один очередь
1371,incendie,fire,пожар
1372,incendie,fire,поджог
1373,incendie,fire,огонь
1374,incendie,fire,пожарный
1375,aventure,adventure,приключение
1376,aventure,adventure,путешествие
1377,aventure,adventure,авантюра
1378,petit,small,маленький
1379,petit,small,небольшой
1380,petit,small,мелкий
1381,petit,small,малое
1382,petit,little,маленький
1383,petit,little,небольшой
1384,petit,little,мелкий
1385,petit,little,малый
1386,petit,little,кое-что
1387,petit,low,маленький
1388,petit,low,небольшой
1389,petit,low,малый
1390,petit,low,малое
1391,lancement,launch,запуск
1392,lancement,launch,развёртывание
1393,lancement,launch,презентация
1394,lancement,launch,открытие
1395,lancement,launch,создание
1396,lancement,begin,no_equality
1397,bien,well,хорошо
1398,bien,well,ладный
1399,bien,well,так
1400,bien,well,отлично
1401,bien,well,хороший
1402,bien,well,прекрасно
1403,bien,although,хотя
1404,bien,properly,правильно
1405,bien,properly,нормальный
1406,bien,even,хотя
1407,bien,even,гораздо
1408,Biên,bien,no_equality
1409,huitième,eighth,восемь
1410,huitième,eight,восемь
1411,encore,yet,ещё
1412,encore,yet,до сей пора
1413,encore,yet,пока ещё
1414,encore,yet,хотя
1415,encore,yet,весь ещё
1416,encore,still,ещё
1417,encore,still,по-прежнему
1418,encore,still,до сей пора
1419,encore,still,пока ещё
1420,encore,still,весь равно
1421,encore,still,весь ещё
1422,extrêmement,extremely,чрезвычайно
1423,extrêmement,extremely,крайне
1424,extrêmement,extremely,весьма
1425,extrêmement,extremely,очень
1426,extrêmement,extremely,исключительно
1427,extrêmement,extremely,невероятно
1428,extrêmement,extremely,особо
1429,extrêmement,extremely,особенно
1430,extrêmement,extremely,необычайно
1431,extrêmement,extremely,крайний
1432,extrêmement,very,чрезвычайно
1433,extrêmement,very,крайне
1434,extrêmement,very,весьма
1435,extrêmement,very,очень
1436,extrêmement,hugely,чрезвычайно
1437,extrêmement,tremendously,чрезвычайно
1438,baril,barrel,бочка
1439,baril,barrel,баррель
1440,baril,barrel,за баррель
1441,cultivateur,grower,no_equality
1442,cultivateur,cultivator,no_equality
1443,député,deputy,депутат
1444,député,deputy,заместитель
1445,député,MP,депутат
1446,député,MP,член парламент
1447,commande,command,команда
1448,maman,mom,мама
1449,maman,mom,мамочка
1450,maman,mom,мать
1451,maman,mom,мамуля
1452,maman,mom,мамаша
1453,maman,mom,ма
1454,maman,mom,мамин
1455,maman,mommy,мама
1456,maman,mommy,мамочка
1457,maman,mommy,мамуля
1458,maman,mommy,мамаша
1459,scolaire,school,школьный
1460,scolaire,school,учебный
1461,scolaire,school,образование
1462,scolaire,school,школа
1463,scolaire,school,обучение
1464,scolaire,educational,учебный
1465,danser,dance,танцевать
1466,danser,dance,потанцевать
1467,danser,dance,станцевать
1468,danser,dancing,no_equality
1469,mieux,better,хороший
1470,mieux,better,больший
1471,mieux,better,улучшение
1472,étoile,star,звезда
1473,étoile,star,звёздочка
1474,mériter,deserve,заслужить
1475,mériter,deserve,заслуживать
1476,mériter,worth,no_equality
1477,mériter,deserved,заслужить
1478,mériter,deserved,заслуживать
1479,News,news,ньюс
1480,News,news,новость
1481,entier,whole,целый
1482,entier,whole,полный
1483,entier,whole,всего
1484,entier,whole,целиком
1485,entier,whole,полностью
1486,entier,whole,целое
1487,entier,whole,весь
1488,entier,whole,целовать
1489,entier,worldwide,no_equality
1490,entier,integer,no_equality
1491,merveilleux,wonderful,замечательный
1492,merveilleux,wonderful,прекрасный
1493,merveilleux,wonderful,чудесный
1494,merveilleux,wonderful,удивительный
1495,merveilleux,wonderful,великолепно
1496,merveilleux,wonderful,чудесно
1497,merveilleux,wonderful,здорово
1498,merveilleux,wonderful,чудо
1499,merveilleux,marvellous,чудесный
1500,merveilleux,marvellous,чудесно
1501,merveilleux,marvelous,чудесный
1502,merveilleux,marvelous,чудесно
1503,merveilleux,beautiful,замечательный
1504,merveilleux,beautiful,прекрасный
1505,merveilleux,beautiful,чудесный
1506,merveilleux,beautiful,великолепно
1507,merveilleux,beautiful,чудесно
1508,merveilleux,lovely,замечательный
1509,merveilleux,lovely,прекрасный
1510,merveilleux,lovely,чудесный
1511,merveilleux,lovely,чудесно
1512,peu,little,мало
1513,peu,little,слегка
1514,peu,little,несколько
1515,peu,little,слишком
1516,peu,little,чуть
1517,peu,little,почти
1518,peu,little,немножко
1519,peu,bit,немножко
1520,peu,bit,немного
1521,peu,low,мало
1522,peu,short,мало
1523,Orient,East,восток
1524,Orient,orient,no_equality
1525,Orient,middle East,no_equality
1526,correct,correct,правильный
1527,correct,proper,правильный
1528,correct,proper,надлежащий
1529,correct,proper,правильно
1530,correct,proper,нормальный
1531,correct,incorrect,неправильно
1532,bar,bar,бар
1533,bar,bar,кафе
1534,bar,pub,бар
1535,bar,pub,паб
1536,consultation,consultation,консультация
1537,consultation,consultation,консультирование
1538,consultation,advisory,консультация
1539,consultation,advisory,консультирование
1540,froid,cold,холодный
1541,froid,cold,холод
1542,froid,cold,замёрзлый
1543,froid,cold,замёрзнуть
1544,froid,cold,остылый
1545,froid,chilly,холодный
1546,froid,chill,холод
1547,est,be,быть
1548,est,be,являться
1549,est,be,иметь
1550,est,be,не
1551,est,be,заключаться
1552,est,be,находиться
1553,est,East,восточный
1554,est,East,восток
1555,profit,profit,прибыль
1556,profit,profit,прибыть
1557,profit,profit,выгода
1558,profit,profit,доход
1559,réfugié,refugee,беженец
1560,droit,right,право
1561,droit,right,правый
1562,droit,right,прямо
1563,droit,right,сразу
1564,égal,equal,равный
1565,égal,equal,равноправный
1566,égal,equal,одинаковый
1567,européen,European,европейский
1568,européen,European,общеевропейский
1569,européen,European,европеец
1570,européen,European,европа
1571,européen,Europe,европейский
1572,équitable,fair,справедливый
1573,équitable,equitable,справедливый
1574,équitable,equitable,равноправный
1575,équitable,equitable,равный
1576,équitable,equitable,справедливость
1577,équitable,equitable,сбалансированный
1578,équitable,equitable,равномерный
1579,beau,beautiful,красивый
1580,beau,beautiful,прекрасный
1581,beau,beautiful,отличный
1582,beau,nice,красивый
1583,beau,nice,прекрасный
1584,beau,nice,хороший
1585,beau,nice,отличный
1586,beau,nice,симпатичный
1587,beau,nice,милый
1588,beau,nice,мило
1589,beau,nice,классный
1590,beau,fine,прекрасный
1591,beau,fine,хороший
1592,beau,fine,отличный
1593,beau,fine,прекрасно
1594,beau,pleasant,no_equality
1595,rencontre,meeting,встреча
1596,rencontre,meeting,совещание
1597,rencontre,meeting,заседание
1598,rencontre,meeting,мероприятие
1599,rencontre,meeting,встретиться
1600,rencontre,meet,no_equality
1601,rencontre,Convention,no_equality
1602,conduite,driving,вождение
1603,conduite,driving,движение
1604,conduite,conduct,поведение
1605,conduite,conduct,проведение
1606,conduite,conduct,ведение
1607,conduite,conduct,руководство
1608,conduite,conduct,действие
1609,conduite,conduct,осуществление
1610,conduite,sedan,no_equality
1611,approuver,approve,утвердить
1612,approuver,approve,одобрить
1613,approuver,approve,утверждать
1614,approuver,approve,одобрять
1615,approuver,approve,утверждение
1616,approuver,approve,одобрение
1617,mondial,global,глобальный
1618,mondial,global,мировой
1619,mondial,global,всемирный
1620,mondial,global,общемировой
1621,mondial,world,мировой
1622,mondial,world,всемирный
1623,mondial,world,мир
1624,mondial,globally,no_equality
1625,sommet,summit,саммит
1626,sommet,summit,встреча на высокий уровень
1627,sommet,summit,вершина
1628,facilité,ease,лёгкость
1629,facilité,ease,простота
1630,intelligent,intelligent,умный
1631,intelligent,intelligent,разумный
1632,intelligent,clever,умный
1633,intelligent,clever,умно
1634,hormis,apart,no_equality
1635,hormis,except,за исключение
1636,hormis,except,кроме
1637,hormis,except,помимо
1638,hormis,except for,за исключение
1639,hormis,except for,если не считать
1640,hormis,except for,кроме
1641,définitif,final,окончательный
1642,définitif,final,заключительный
1643,définitif,definitive,окончательный
1644,définitif,definitive,окончательно
1645,flamme,flame,пламя
1646,flamme,flame,огонь
1647,sujet,subject,вопрос
1648,sujet,subject,тема
1649,sujet,subject,повод
1650,sujet,subject,счёт
1651,sujet,subject,предмет
1652,sujet,subject,субъект
1653,sujet,subject,объект
1654,sujet,about it,no_equality
1655,largement,widely,активно
1656,largement,widely,повсеместно
1657,largement,widely,широко
1658,largement,widely,широкий
1659,largement,largely,в многое
1660,largement,largely,значительно
1661,largement,largely,существенно
1662,largement,largely,главное образ
1663,largement,largely,широко
1664,largement,extensively,активно
1665,largement,extensively,широко
1666,largement,extensively,широкий
1667,essentiellement,mainly,главное образ
1668,essentiellement,mainly,прежде всего
1669,essentiellement,mainly,преимущественно
1670,essentiellement,mainly,особенно
1671,essentiellement,mainly,основный
1672,essentiellement,essentially,главное образ
1673,essentiellement,essentially,прежде всего
1674,essentiellement,essentially,преимущественно
1675,essentiellement,essentially,по существо
1676,essentiellement,essentially,по суть
1677,essentiellement,basically,главное образ
1678,essentiellement,basically,по существо
1679,essentiellement,basically,по суть
1680,transport,transport,перевозка
1681,transport,transport,транспорт
1682,transport,transport,транспортировка
1683,transport,transport,перенос
1684,transport,transport,доставка
1685,transport,transport,груз
1686,transport,transport,проезд
1687,avis,notice,уведомление
1688,avis,notice,объявление
1689,avis,notice,извещение
1690,avis,opinion,мнение
1691,avis,opinion,точка зрение
1692,avis,opinion,взгляд
1693,avis,opinion,заключение
1694,séculier,secular,no_equality
1695,fin,end,конец
1696,fin,end,прекращение
1697,fin,end,окончание
1698,fin,end,завершение
1699,fin,end,цель
1700,fin,end,концовка
1701,fin,end,закончиться
1702,fin,end,заканчиваться
1703,fin,late,конец
1704,fin,late,поздний
1705,enfin,finally,наконец
1706,enfin,finally,в заключение
1707,enfin,finally,наконец-то
1708,région,region,регион
1709,région,region,район
1710,région,region,область
1711,région,region,округа
1712,région,region,округ
1713,région,region,зона
1714,région,area,регион
1715,région,area,район
1716,région,area,область
1717,région,area,местность
1718,région,area,зона
1719,renvoyer,return,вернуть
1720,renvoyer,return,возвращать
1721,renvoyer,refer,передать
1722,renvoyer,refer,передавать
1723,renvoyer,refer,передача
1724,suffisamment,enough,достаточно
1725,suffisamment,enough,настолько
1726,suffisamment,enough,хватить
1727,suffisamment,enough,довольно
1728,suffisamment,enough,достаточный количество
1729,suffisamment,sufficiently,достаточно
1730,suffisamment,sufficiently,настолько
1731,suffisamment,sufficiently,должное образ
1732,suffisamment,sufficiently,надлежащий образ
1733,suffisamment,sufficient,no_equality
1734,suffisamment,ample,no_equality
1735,commencement,beginning,начать
1736,commencement,beginning,начало
1737,assiette,plate,тарелка
1738,assiette,dish,тарелка
1739,enrichir,enrich,обогатить
1740,enrichir,enrich,обогащать
1741,enrichir,enrich,обогащение
1742,bientôt,soon,скоро
1743,bientôt,soon,вскоре
1744,bientôt,soon,увидеться
1745,bientôt,soon,скорый
1746,bientôt,soon,скорый время
1747,bientôt,soon,ближний будущее
1748,désengagement,disengagement,разъединение
1749,désengagement,disengagement,размежевание
1750,désengagement,disengagement,уход
1751,route,road,дорога
1752,route,road,путь
1753,route,road,шоссе
1754,numéro,number,номер
1755,numéro,number,телефон
1756,numéro,number,число
1757,gagner,win,выиграть
1758,gagner,win,победить
1759,gagner,win,завоевать
1760,gagner,win,выигрывать
1761,gagner,win,получить
1762,gagner,win,заслужить
1763,gagner,win,побеждать
1764,gagner,winning,no_equality
1765,mettre,put,положить
1766,mettre,put,поставить
1767,mettre,put,надеть
1768,mettre,put,ставить
1769,mettre,put,поместить
1770,mettre,put,оставить
1771,mettre,put,засунуть
1772,mettre,put,посадить
1773,mettre,put,класть
1774,mettre,put,сажать
1775,mettre,set,поставить
1776,mettre,set,использовать
1777,mettre,set,ставить
1778,mettre,set,установить
1779,mettre,update,no_equality
1780,mettre,bring,положить
1781,mettre,bring,привести
1782,mettre,introduce,установить
1783,chaud,hot,горячий
1784,chaud,hot,жаркий
1785,chaud,hot,жар
1786,chaud,hot,жаркое
1787,chaud,warm,горячий
1788,chaud,warm,тёплый
1789,chaud,warm,тепло
1790,inquiéter,worry,волноваться
1791,inquiéter,worry,беспокоиться
1792,inquiéter,worry,переживать
1793,inquiéter,worry,беспокоить
1794,inquiéter,worry,волновать
1795,inquiéter,worry about,беспокоить
1796,inquiéter,worry about,волновать
1797,inquiéter,fret,волноваться
1798,inquiéter,fret,беспокоиться
1799,inquiéter,concerned about,беспокоить
1800,inquiéter,concerned about,волновать
1801,gosse,kid,ребёнок
1802,gosse,kid,парень
1803,gosse,kid,пацан
1804,gosse,kid,мальчик
1805,gosse,kid,мальчишка
1806,gosse,kid,сын
1807,gosse,kid,парнишка
1808,gosse,kid,малыш
1809,gosse,kid,паренёк
1810,justice,justice,правосудие
1811,justice,justice,справедливость
1812,justice,justice,юстиция
1813,justice,justice,суд
1814,justice,justice,судебный
1815,justice,justice,судопроизводство
1816,déclencher,trigger,вызвать
1817,déclencher,trigger,спровоцировать
1818,déclencher,trigger,привести к
1819,déclencher,spark,no_equality
1820,chacun,each,каждый
1821,chacun,everyone,каждый
1822,chacun,everyone,весь
1823,chacun,every,каждый
1824,chacun,every,весь
1825,chacun,every,люба
1826,table,table,стол
1827,table,table,столик
1828,table,table,таблица
1829,alcoolisme,alcoholism,алкоголизм
1830,hasard,chance,случайность
1831,hasard,chance,случай
1832,hasard,random,no_equality
1833,incroyable,incredible,невероятный
1834,incroyable,incredible,потрясать
1835,incroyable,incredible,удивительный
1836,incroyable,incredible,невероятно
1837,allocation,allocation,распределение
1838,allocation,allocation,выделение
1839,allocation,allocation,ассигнование
1840,allocation,allowance,пособие
1841,allocation,allowance,надбавка
1842,fichier,file,файл
1843,fichier,file,досье
1844,laver,wash,помыть
1845,laver,wash,мыть
1846,laver,wash,вымыть
1847,laver,wash,стирать
1848,laver,wash,постирать
1849,laver,wash,мыться
1850,laver,wash,умыться
1851,laver,wash,помыться
1852,laver,washing,no_equality
1853,laver,washing machine,no_equality
1854,déclin,decline,упадок
1855,déclin,decline,спад
1856,déclin,decline,снижение
1857,déclin,decline,падение
1858,déclin,decline,уменьшение
1859,déclin,decline,сокращение
1860,rater,miss,пропустить
1861,rater,miss,упустить
1862,rater,miss,пропускать
1863,meilleur,best,хороший
1864,meilleur,best,оптимальный
1865,stade,stage,этап
1866,stade,stage,стадия
1867,stade,stadium,стадион
1868,noter,note,отметить
1869,noter,note,отмечать
1870,noter,note,заметить
1871,noter,note,учесть
1872,noter,please note,no_equality
1873,noter,noted,отметить
1874,noter,noted,отмечать
1875,noter,noted,указать
1876,noter,noted,отмечаться
1877,rêver,dream,мечтать
1878,rêver,dream,видеть сон
1879,rêver,dream of,мечтать
1880,rêver,dream about,no_equality
1881,rêver,daydream,no_equality
1882,actualité,topical,no_equality
1883,actualité,actuality,no_equality
1884,enfant,child,ребёнок
1885,enfant,child,дитя
1886,enfant,child,мальчик
1887,enfant,child,девочка
1888,enfant,child,дочь
1889,enfant,child,детский
1890,enfant,infant,ребёнок
1891,enfant,infant,младенец
1892,secteur,sector,сектор
1893,secteur,sector,сфера
1894,secteur,sector,область
1895,secteur,sector,отрасль
1896,secteur,sector,система
1897,secteur,sector,секторальный
1898,expérience,experience,опыт
1899,expérience,experience,практика
1900,expérience,experience,переживание
1901,expérience,experience,знание
1902,expérience,experience,стаж
1903,escalier,stairs,лестница
1904,escalier,stairs,по лестница
1905,sonnerie,ringtone,рингтон
1906,élément,element,элемент
1907,élément,element,компонент
1908,élément,element,фактор
1909,élément,element,аспект
1910,élément,element,значение
1911,élément,element,стихия
1912,élément,element,составлять
1913,élément,component,элемент
1914,élément,component,компонент
1915,élément,component,часть
1916,élément,component,аспект
1917,élément,component,составлять
1918,fortuit,fortuitous,no_equality
1919,fortuit,incidental,no_equality
1920,fortuit,accidental,no_equality
1921,fortuit,adventitious,no_equality
1922,fortuit,by chance,no_equality
1923,bébé,baby,ребёнок
1924,bébé,baby,малыш
1925,bébé,baby,детка
1926,bébé,baby,младенец
1927,bébé,baby,крошка
1928,bébé,baby,дитя
1929,bébé,baby,девочка
1930,bébé,baby,роды
1931,bébé,baby,малышок
1932,nombre,number,число
1933,nombre,number,количество
1934,nombre,number,ряд
1935,nombre,number,численность
1936,nombre,number,цифра
1937,nombre,number,показатель
1938,nombre,number,сколько
1939,nombre,amount,количество
1940,nombre,amount,объесть
1941,finale,final,окончательный
1942,finale,final,заключительный
1943,finale,final,конечный
1944,finale,final,последний
1945,finale,final,финал
1946,attiser,Stoke,no_equality
1947,lointain,distant,далёкий
1948,lointain,distant,отдалённый
1949,lointain,far,далёкий
1950,lointain,far away,no_equality
1951,force,force,сила
1952,force,force,полиция
1953,force,strength,сила
1954,force,strength,мощь
1955,force,strength,контингент
1956,force,strength,потенциал
1957,forcé,forced,принудительный
1958,forcé,forced,насильственный
1959,forcé,compulsory,принудительный
1960,ingénieur,engineer,инженер
1961,résistance,resistance,сопротивление
1962,résistance,resistance,устойчивость
1963,résistance,resistance,прочность
1964,résistance,resistance,сопротивляемость
1965,résistance,resistance,стойкость
1966,résistance,resistance,резистентность
1967,résistance,resistance,противодействие
1968,résistance,strength,прочность
1969,coïncider,coincide,совпадать
1970,Académie,Academy,академия
1971,supplément,surcharge,no_equality
1972,supplément,supplement,дополнение
1973,supplément,additional cost,no_equality
1974,véritablement,truly,действительно
1975,véritablement,truly,подлинно
1976,véritablement,truly,поистине
1977,véritablement,truly,реально
1978,véritablement,truly,искренне
1979,véritablement,truly,полностью
1980,véritablement,truly,истинно
1981,véritablement,actually,действительно
1982,véritablement,actually,реально
1983,Pointure,shoe size,no_equality
1984,aérer,ventilate,no_equality
1985,café,coffee,кофе
1986,café,coffee,кафе
1987,café,coffee,кофейный
1988,café,cafe,кафе
1989,compétence,skill,компетентность
1990,compétence,skill,опыт
1991,compétence,skill,навык
1992,compétence,skill,умение
1993,surtout,especially,особенно
1994,surtout,especially,прежде всего
1995,surtout,especially,тем более
1996,surtout,especially,особо
1997,surtout,mainly,особенно
1998,surtout,mainly,прежде всего
1999,surtout,mainly,главное образ
2000,surtout,mainly,в основное
2001,surtout,mainly,преимущественно
2002,surtout,above,no_equality
2003,surtout,above all,прежде всего
2004,surtout,above all,главное образ
2005,surtout,above all,большой всего
2006,feu,fire,огонь
2007,feu,fire,пожар
2008,feu,fire,костёр
2009,feu,fire,пламя
2010,feu,fire,стрельба
2011,feu,fire,поджог
2012,feu,lights,огонь
2013,feu,lights,светофор
2014,feu,lights,фара
2015,feu,firewall,no_equality
2016,exclusivement,exclusively,исключительно
2017,exclusivement,exclusively,только
2018,exclusivement,exclusively,полностью
2019,exclusivement,exclusively,чисто
2020,exclusivement,solely,исключительно
2021,exclusivement,solely,только
2022,exclusivement,solely,полностью
2023,exclusivement,solely,чисто
2024,dossier,folder,папка
2025,dossier,folder,каталог
2026,voyager,travel,путешествовать
2027,voyager,travel,ехать
2028,voyager,travel,перемещаться
2029,voyager,travel,ездить
2030,voyager,travel,поехать
2031,voyager,travelling,no_equality
2032,voyager,travelled,путешествовать
2033,voyager,travelled,ездить
