,word,local_word,pos,eng_handled
57828,wished,пожелавший,participle,False
58062,shared,общий,adjective,False
58063,shared,общедоступный,adjective,False
58064,shared,разделенный,participle,False
58065,shared,совместного пользования,noun,False
58066,shared,общий доступ,noun,False
58151,thrilled,взволнованный,participle,False
58152,thrilled,заинтригованный,participle,False
58401,stored,хранящийся,participle,False
58402,stored,хранившийся,participle,False
58403,stored,накопленный,participle,False
58404,stored,складированный,participle,False
58405,stored,запасенный,participle,False
58406,stored,заготовленный,participle,False
58407,stored,сохраняется,verb,False
58408,stored,на хранении,adverb,False
58454,resume negotiations,возобновить переговоры,verb,False
58505,associated,связанный,participle,False
58506,associated,ассоциированный,participle,False
58507,associated,объединенный,participle,False
58508,associated,сопутствующий,participle,False
58509,associated,присоединенный,participle,False
58510,associated,взаимодействующий,participle,False
58511,associated,соответствующий,adjective,False
58512,associated,дочерний,adjective,False
58513,associated,ассоциативный,adjective,False
58556,crossed,скрещенный,participle,False
58557,crossed,перечеркнутый,participle,False
58558,crossed,пересекаемый,participle,False
58559,crossed,перекрещенный,participle,False
58560,crossed,вычеркнутый,participle,False
58561,crossed,пересекший,participle,False
58562,crossed,крестообразный,adjective,False
58668,long lashes,длинные ресницы,noun,False
58689,expecting,ожидающий,participle,False
58690,expecting,рассчитывающий,participle,False
58691,expecting,чающий,participle,False
58692,expecting,ожидание,noun,False
58693,forbidden,под запретом,adverb,False
58694,forbidden,запрещенный,participle,False
58695,forbidden,запретный,adjective,False
58696,forbidden,заповедный,adjective,False
58708,brought,доведенный,participle,False
58709,brought,привезенный,participle,False
58710,brought,внесенный,participle,False
58711,brought,взятый,participle,False
58712,brought,вызванный,participle,False
58713,brought,воспитанный,participle,False
58714,brought,привлеченный,participle,False
58715,brought,принесший,participle,False
58716,brought,подведенный,participle,False
58717,brought,вынесенный,participle,False
58718,brought,привозимый,participle,False
58719,brought,принесшийся,participle,False
58720,brought,поднесенный,participle,False
58721,brought,заносимый,participle,False
58881,broke,разоренный,participle,False
58882,broke,разорившийся,participle,False
58883,broke,разориться,verb,False
58884,broke,ворваться,verb,False
58885,broke,бедный,adjective,False
58886,broke,без гроша,adverb,False
58926,arguing,спорящий,participle,False
58927,arguing,утверждающий,participle,False
58928,arguing,высказавшийся,participle,False
58929,arguing,обсуждение,noun,False
58930,arguing,утверждение,noun,False
58931,arguing,аргументирование,noun,False
59012,lighting,освещение,noun,False
59013,lighting,осветительная аппаратура,noun,False
59014,lighting,светильник,noun,False
59015,lighting,зажигание,noun,False
59016,lighting,светотехника,noun,False
59017,lighting,осветление,noun,False
59018,lighting,светосигнальное оборудование,noun,False
59019,lighting,осветительный,adjective,False
59020,lighting,освещающий,participle,False
59021,lighting,зажигающий,participle,False
59104,lived,прожитый,participle,False
59105,lived,доживший,participle,False
59106,lived,переживаемый,participle,False
59107,lived,поживший,participle,False
59229,surrounding,близлежащий,adjective,False
59230,surrounding,окрестность,noun,False
59231,surrounding,окружение,noun,False
59232,surrounding,окружающий,participle,False
59233,surrounding,опоясывающий,participle,False
59234,surrounding,обрамляющий,participle,False
59563,washing,стиральный,adjective,False
59564,washing,моечный,adjective,False
59565,washing,мытье,noun,False
59566,washing,белье,noun,False
59567,washing,омовение,noun,False
59568,washing,вымывание,noun,False
59569,washing,омывание,noun,False
59570,washing,размывание,noun,False
59571,washing,омывающий,participle,False
59572,washing,смывающий,participle,False
59720,Rio Grande,Рио Гранде,noun,False
59753,snowboarding,сноуборд,noun,False
59759,solving,решение,noun,False
59760,solving,раскрытие,noun,False
59761,solving,разгадывание,noun,False
59762,solving,решающий,participle,False
59876,soft launch,мягкий запуск,noun,False
59879,primates,приматы,noun,False
59994,advertising,реклама,noun,False
59995,advertising,рекламный бизнес,noun,False
59996,advertising,рекламная деятельность,noun,False
59997,advertising,рекламный,adjective,False
59998,advertising,рекламирующий,participle,False
60149,spoken,произносить,verb,False
60150,spoken,разговорный,adjective,False
60151,spoken,сказанный,participle,False
60152,spoken,высказанный,participle,False
60153,spoken,разговариваемый,participle,False
60208,steamed,пропаренный,participle,False
60209,steamed,распаренный,participle,False
60210,steamed,выпаренный,participle,False
60211,steamed,паровой,adjective,False
60212,steamed,пареный,adjective,False
60234,existed,просуществовавший,participle,False
60515,drenched,залитый,participle,False
60516,drenched,промокший,participle,False
60517,drenched,орошенный,participle,False
60799,hotfix,пакет исправлений,noun,False
60801,blender,смеситель,noun,False
60870,oz,унция,noun,False
61048,computing,вычислительный,adjective,False
61049,computing,вычислительная техника,noun,False
61050,computing,расчет,noun,False
61051,computing,вычисления,noun,False
61052,computing,обработка,noun,False
61053,computing,компьютеризация,noun,False
61137,schemes,плести интриги,verb,False
61224,saints,лик святых,noun,False
61235,on Mondays,по понедельникам,adverb,False
61279,free range,свободный выгул,noun,False
61280,denying,отрицающий,participle,False
61281,denying,отказывающий,participle,False
61282,denying,запрещающий,participle,False
61283,denying,отрицание,noun,False
61321,lights,огни,noun,False
61322,lights,подсветка,noun,False
61323,lights,лампочка,noun,False
61324,lights,осветительные приборы,noun,False
61325,lights,светофор,noun,False
61326,lights,фонарик,noun,False
61327,lights,гирлянда,noun,False
61328,lights,световая сигнализация,noun,False
61329,lights,светлый,adjective,False
61330,lights,светящийся,participle,False
61338,Okavango,Окаванго,noun,False
61349,muffled,закутанный,participle,False
61350,muffled,заглушенный,participle,False
61351,muffled,приглушенный,adjective,False
61352,muffled,глуховатый,adjective,False
61417,undone,расстегнутый,participle,False
61418,undone,развязанный,participle,False
61563,largest,наибольший,adjective,False
61564,largest,величайший,participle,False
61628,left Luggage,оставленный багаж,noun,False
61702,cross-browser,кросс-браузерный,adjective,False
61703,cross-browser,кроссбраузерный,adjective,False
61851,fascinated,очарованный,participle,False
61852,fascinated,увлеченный,participle,False
61853,fascinated,восхищенный,participle,False
61909,crops,зерновые,adjective,False
61910,crops,масличный,adjective,False
61911,crops,культурные растения,noun,False
61912,crops,растительные культуры,noun,False
61913,crops,насаждения,noun,False
62241,punished,наказан,participle,False
62242,punished,наказываемый,participle,False
62358,arranged,организованный,participle,False
62359,arranged,аранжированный,participle,False
62360,arranged,расположенный,participle,False
62361,arranged,обставленный,participle,False
62362,arranged,упорядоченный,participle,False
62363,arranged,подготовленный,participle,False
62364,arranged,разложенный,participle,False
62365,arranged,подстроенный,participle,False
62366,arranged,систематизированный,participle,False
62367,arranged,устроивший,participle,False
62368,arranged,устроившийся,participle,False
62369,arranged,благоустроенный,adjective,False
62370,arranged,условленный,adjective,False
62398,boxing,бокс,noun,False
62399,boxing,боксирование,noun,False
62400,boxing,боксирующий,participle,False
62401,boxing,боксерский,adjective,False
62424,opinions,чужие мнения,noun,False
62425,opinions,отклики,noun,False
62671,photojournalist,фотожурналист,noun,False
62696,miles,Майлс,noun,False
62697,miles,морских миль,noun,False
62698,miles,многие километры,noun,False
62737,news,новость,noun,False
62738,news,весточка,noun,False
62739,news,Ньюс,noun,False
62740,news,новинка,noun,False
62741,news,выпуск новостей,noun,False
62742,news,известия,noun,False
62743,news,новостной,adjective,False
62755,spelling,правописание,noun,False
62756,spelling,проверка орфографии,noun,False
62757,spelling,орфографические ошибки,noun,False
62758,spelling,орфографический,adjective,False
62912,shades,градаций,noun,False
62913,shades,темные очки,noun,False
62914,shades,полутона,noun,False
62947,rescued,спасенный,participle,False
62976,waiting,ожидание,noun,False
62977,waiting,выжидательный,adjective,False
62978,waiting,ожидающий,participle,False
62979,waiting,стоявший,participle,False
62980,waiting,выжидающий,participle,False
62981,waiting,выжидающе,adverb,False
63004,established,установленный,participle,False
63005,established,признанный,participle,False
63006,established,установившийся,participle,False
63007,established,основанный,participle,False
63008,established,образованный,participle,False
63009,established,налаженный,participle,False
63010,established,образовавшийся,participle,False
63011,established,укоренившийся,participle,False
63012,established,упрочившийся,participle,False
63013,established,общепринятый,adjective,False
63014,established,авторитетный,adjective,False
63015,followed,сопровождаемый,participle,False
63016,followed,использовавшийся,participle,False
63017,followed,продолженный,participle,False
63018,followed,применяемый,participle,False
63019,followed,соблюдаемый,participle,False
63020,followed,проходимый,participle,False
63096,itching,зудящий,participle,False
63097,itching,зуд,noun,False
63179,consumed,потребляемый,participle,False
63180,consumed,расходуемый,participle,False
63181,consumed,использованный,participle,False
63182,consumed,потребленный,participle,False
63183,consumed,снедаемый,participle,False
63184,consumed,употребляемый,participle,False
63185,consumed,поедаемый,participle,False
63186,consumed,расходный,adjective,False
63298,hearing,слушание,noun,False
63299,hearing,слух,noun,False
63300,hearing,прослушивание,noun,False
63301,hearing,рассмотрение,noun,False
63302,hearing,судебное заседание,noun,False
63303,hearing,нарушение слуха,noun,False
63304,hearing,заслушивание,noun,False
63305,hearing,слышимость,noun,False
63306,hearing,слышание,noun,False
63307,hearing,разбирательство дела,noun,False
63308,hearing,проведение слушаний,noun,False
63309,hearing,допрос,noun,False
63310,hearing,заслушание,noun,False
63311,hearing,слуховое восприятие,noun,False
63312,hearing,устное разбирательство,noun,False
63313,hearing,острота слуха,noun,False
63314,hearing,слышащий,participle,False
63405,hunched,сгорбленный,participle,False
63406,hunched,сутулый,adjective,False
63463,might,мочь,verb,False
63464,might,мог бы,verb,False
63465,might,быть может,verb,False
63466,might,возможно,adverb,False
63467,might,мощь,noun,False
63468,might,вероятно,adjective,False
63469,might,способный,adjective,False
63470,might,можно,predicative,False
63549,rubbed,натертый,participle,False
63608,added,добавлен,participle,False
63609,added,добавляемый,participle,False
63610,added,дополненный,participle,False
63611,added,внесенный,participle,False
63612,added,прибавленный,participle,False
63613,added,добавившийся,participle,False
63614,added,дополнительный,adjective,False
63615,added,приставной,adjective,False
63616,added,дополнительно,adverb,False
63799,wattled,плетеный,adjective,False
63835,backed,поддержанный,participle,False
63836,backed,поддерживать,verb,False
63920,inquired,запрошенный,participle,False
63982,collected,собранный,participle,False
63983,collected,накопленный,participle,False
63984,collected,набранный,participle,False
63985,collected,собравший,participle,False
63986,collected,забранный,participle,False
63987,collected,взысканный,participle,False
63988,collected,набравший,participle,False
63989,collected,инкассированный,participle,False
63998,kinds,всевозможный,adjective,False
63999,kinds,всевозможные виды,noun,False
64000,kinds,всяческий,pronoun,False
64018,blows,побои,noun,False
64019,blows,драка,noun,False
64027,Dating,датировка,noun,False
64028,Dating,знакомства,noun,False
64029,Dating,датируя,adverbial participle,False
64030,Dating,датирующийся,participle,False
64067,bushy eyebrows,густые брови,noun,False
64140,rested,отдохнувший,participle,False
64141,rested,упертый,participle,False
64218,hiding,сокрытие,noun,False
64219,hiding,порка,noun,False
64220,hiding,тайник,noun,False
64221,hiding,тайное убежище,noun,False
64222,hiding,скрытность,noun,False
64223,hiding,упрятывание,noun,False
64224,hiding,прятание,noun,False
64225,hiding,скрывающийся,participle,False
64226,hiding,скрывающий,participle,False
64227,hiding,укрывавшийся,participle,False
64228,hiding,укрывающий,participle,False
64338,triggered,вызванный,participle,False
64339,triggered,запущенный,participle,False
64340,triggered,запущен,adjective,False
64341,danger,опасность,noun,False
64342,danger,опасный,adjective,False
64363,torn,сорваться,verb,False
64364,torn,терзать,verb,False
64365,torn,разорванный,participle,False
64366,torn,оборванный,participle,False
64367,torn,оторванный,participle,False
64368,torn,раздираемый,participle,False
64369,torn,изорванный,participle,False
64370,torn,разодранный,participle,False
64371,torn,рвущийся,participle,False
64372,torn,порвавшийся,participle,False
64373,torn,истрепанный,participle,False
64374,torn,рваный,adjective,False
64452,wishing,желающий,participle,False
64453,wishing,изъявивший,participle,False
64454,wishing,желание,noun,False
64463,declined,отклоненный,participle,False
64473,diamonds,добывать алмазы,verb,False
64660,strawberries,ягода,noun,False
64661,ovule,яйцеклетка,noun,False
64662,ovule,созревание яйцеклетки,noun,False
64683,jokes,баек,noun,False
64842,giving,дающий,participle,False
64843,giving,дарящий,participle,False
64844,giving,придающий,participle,False
64845,giving,отдающий,participle,False
64846,giving,поддающийся,participle,False
64847,giving,выдающий,participle,False
64848,giving,создающий,participle,False
64849,giving,подающий,participle,False
64850,giving,вводящий,participle,False
64851,giving,задающий,participle,False
64852,giving,выдаваемый,participle,False
64853,giving,предоставление,noun,False
64854,giving,придание,noun,False
64855,giving,подача,noun,False
64856,giving,дача,noun,False
64857,giving,дарение,noun,False
64858,giving,давание,noun,False
64866,hurting,страдающий,participle,False
64867,hurting,повреждение,noun,False
64868,hurting,причинение боли,noun,False
64885,avoided,избежавший,participle,False
64913,condemned,осужденный,participle,False
64914,condemned,засуженный,participle,False
65085,begging,нищенство,noun,False
65086,begging,милостыни,noun,False
65087,begging,просьба,noun,False
65088,begging,вымаливание,noun,False
65089,begging,упрашивание,noun,False
65090,begging,нищенствующий,participle,False
65091,begging,просящий,participle,False
65092,begging,выпрашивающий,participle,False
65105,knives,холодное оружие,noun,False
65180,whispering,перешептывание,noun,False
65181,whispering,шепот,noun,False
65182,whispering,нашептывание,noun,False
65183,whispering,шепчущий,participle,False
65184,whispering,шепчущийся,participle,False
65190,burns,Бернс,noun,False
65191,burns,прижигания,noun,False
65402,understood,понятно,adjective,False
65403,understood,понятый,participle,False
65404,understood,понявший,participle,False
65420,revealing,показательный,adjective,False
65421,revealing,разоблачительный,adjective,False
65422,revealing,откровенный,adjective,False
65423,revealing,разоблачающий,participle,False
65424,revealing,раскрывающий,participle,False
65425,revealing,открывающий,participle,False
65426,revealing,показывающий,participle,False
65427,revealing,проявляющийся,participle,False
65428,revealing,обнаруживающий,participle,False
65429,revealing,выявивший,participle,False
65430,revealing,выявление,noun,False
65431,revealing,обнажение,noun,False
65516,jumper,прыгун,noun,False
65517,jumper,перемычка,noun,False
65518,jumper,джемпер,noun,False
65519,jumper,шлямбур,noun,False
65520,jumper,переключатель,noun,False
65521,jumper,парашютист,noun,False
65522,jumper,толстовка,noun,False
65523,jumper,малица,noun,False
65524,jumper,ошиновка,noun,False
65525,jumper,кроссовый,adjective,False
65526,jumper,кроссировочный,adjective,False
65584,earlier,выше,adverb,False
65585,earlier,более предыдущий,adjective,False
65595,heist,ограбление,noun,False
65885,Hudson bay,Гудзонов залив,noun,False
65921,bowed,согбенный,participle,False
65922,bowed,искривленный,participle,False
65923,bowed,смычковый,adjective,False
65936,dhow,Дау,noun,False
65945,invited,приглашенный,participle,False
65946,invited,званый,adjective,False
65998,handed,врученный,participle,False
65999,handed,вручивший,participle,False
66153,deeper,более глубокий,adjective,False
66154,deeper,тесный,adjective,False
66199,thrilling,захватывающий,participle,False
66200,thrilling,трепещущий,participle,False
66201,thrilling,увлекательный,adjective,False
66225,introduced,введенный,participle,False
66226,introduced,представленный,participle,False
66395,tougher,более жесткий,adjective,False
66396,tougher,ужесточение,noun,False
66555,steps,лестница,noun,False
66556,steps,стопы,noun,False
66660,increased,увеличенный,participle,False
66661,increased,возросший,participle,False
66662,increased,выросший,participle,False
66663,increased,умноженный,participle,False
66664,increased,приумноженный,participle,False
66665,increased,повышенный,adjective,False
66695,sobbing,рыдающий,participle,False
66696,sobbing,рыдания,noun,False
66697,sobbing,всхлип,noun,False
66698,sobbing,всхлипывания,noun,False
66704,supplies,предметы снабжения,noun,False
66705,supplies,снаряжение,noun,False
66830,occasions,случаи жизни,noun,False
66831,occasions,некоторые случаи,noun,False
66927,exhausted,истощенный,participle,False
66928,exhausted,использованный,participle,False
66929,exhausted,уставший,participle,False
66930,exhausted,обессилевший,participle,False
66931,exhausted,отработанный,participle,False
66932,exhausted,изнемогающий,participle,False
66933,exhausted,истомленный,participle,False
66934,exhausted,изможденный,adjective,False
66935,exhausted,усталый,adjective,False
66936,exhausted,изнеможенный,adjective,False
67032,counted,рассчитанный,participle,False
67033,counted,засчитанный,participle,False
67034,counted,посчитанный,participle,False
67035,counted,отсчитываемый,participle,False
67036,counted,просчитанный,participle,False
67037,counted,сосчитанный,participle,False
67038,counted,исчисляемый,participle,False
67067,passing,мимолетный,adjective,False
67068,passing,попутный,adjective,False
67069,passing,ближний,adjective,False
67070,passing,прохождение,noun,False
67071,passing,переход,noun,False
67072,passing,сдача,noun,False
67073,passing,кончина,noun,False
67074,passing,пропускание,noun,False
67075,passing,проходящий,participle,False
67076,passing,переходящий,participle,False
67077,passing,проходящий мимо,participle,False
67078,passing,проезжавший мимо,participle,False
67079,passing,пролетающий,participle,False
67080,passing,пропускающий,participle,False
67081,passing,проплывающий мимо,participle,False
67082,passing,мимоходом,adverb,False
67310,attending,посещающий,participle,False
67311,attending,присутствовавший,participle,False
67312,attending,обслуживающий,participle,False
67313,attending,обучающийся,participle,False
67314,attending,сопровождающий,participle,False
67315,attending,пришедший,participle,False
67316,attending,посещение,noun,False
67317,attending,сопровождение,noun,False
67318,happy face,счастливое лицо,noun,False
67334,elder,старший,adjective,False
67335,elder,бузинный,adjective,False
67336,elder,старейшина,noun,False
67337,elder,бузина,noun,False
67338,elder,старшой,noun,False
67339,elder,старшина,noun,False
67352,improved,улучшенный,participle,False
67353,improved,усовершенствованный,participle,False
67354,improved,совершенствующийся,participle,False
67355,improved,улучшившийся,participle,False
67356,improved,оздоровленный,participle,False
67357,improved,благоустроенный,adjective,False
67501,wounded,раненый,adjective,False
67502,wounded,уязвленный,participle,False
67503,wounded,раненный,participle,False
67504,wounded,пораненный,participle,False
67647,wages,заработная плата,noun,False
67648,wages,возмездие,noun,False
67649,wages,фонд заработной платы,noun,False
67650,wages,уровень зарплат,noun,False
67651,wages,заработный,adjective,False
67729,soaked,пропитанный,participle,False
67730,soaked,размоченный,participle,False
67731,soaked,впитанный,participle,False
67732,soaked,мокнущий,participle,False
67733,soaked,впитываемый,participle,False
67734,soaked,моченый,adjective,False
67791,pike perch,Судак,noun,False
67792,pike-perch,Судак,noun,False
67854,right back,обратно,adverb,False
67855,right back,правый защитник,noun,False
68148,annoying,раздражающий,participle,False
68149,annoying,надоевший,participle,False
68150,annoying,досаждающий,participle,False
68151,annoying,надоедливый,adjective,False
68152,annoying,неприятный,adjective,False
68153,annoying,приставучий,adjective,False
68154,annoying,раздражение,noun,False
68169,dared,посмевший,participle,False
68170,dared,решившийся,participle,False
68177,underlying,основной,adjective,False
68178,underlying,основополагающий,adjective,False
68179,underlying,глубинный,adjective,False
68180,underlying,нижележащий,adjective,False
68181,underlying,подспудный,adjective,False
68182,underlying,лежащий,participle,False
68183,underlying,лежащий в основе,participle,False
68184,underlying,подстилающий,participle,False
68185,underlying,подлежащий,participle,False
68186,underlying,скрытый,participle,False
68187,underlying,лежащий ниже,participle,False
68188,underlying,подчеркивающий,participle,False
68189,locals,коренные жители,noun,False
68190,locals,жители района,noun,False
68242,forbidden forest,запретный лес,noun,False
68256,caught,уловленный,participle,False
68257,caught,уличенный,participle,False
68258,caught,задержанный,participle,False
68259,caught,охваченный,participle,False
68260,caught,зажатый,participle,False
68261,caught,отловленный,participle,False
68262,caught,поймавший,participle,False
68263,caught,улавливаемый,participle,False
68264,caught,вылавливаемый,participle,False
68265,caught,захватываемый,participle,False
68362,baffled,озадаченный,participle,False
68363,baffled,сбитый с толку,participle,False
68364,baffled,недоуменный,adjective,False
68377,later,позже,adverb,False
68378,later,затем,adverb,False
68379,later,далее,adverb,False
68380,later,ниже,adverb,False
68381,later,в последующем,adverb,False
68382,later,после,preposition,False
68383,later,более поздний,adjective,False
68444,survived,выживший,participle,False
68445,survived,пережитый,participle,False
68519,lists,включенный,participle,False
68593,started,начатый,participle,False
68594,started,начинаемый,participle,False
68595,started,стартовавший,participle,False
68610,divorced,разведенный,participle,False
68611,divorced,оторванный,participle,False
68612,divorced,в разводе,adverb,False
68634,hours,несколько часов,noun,False
68795,divided,разделенный,participle,False
68796,divided,распределенный,participle,False
68797,divided,расколотый,participle,False
68798,divided,разобщенный,participle,False
68799,divided,разделившийся,participle,False
68800,divided,рассеченный,participle,False
68801,divided,раздельный,adjective,False
68808,recognized,признанный,participle,False
68809,recognized,распознанный,participle,False
68810,recognized,воспринятый,participle,False
68811,recognized,общепризнанный,adjective,False
68812,recognized,известный,adjective,False
68868,plunged,погруженный,participle,False
68869,plunged,окунувшийся,participle,False
68870,plunged,ввергнутый,participle,False
68932,corpulence,тучность,noun,False
68933,corpulence,полнота,noun,False
68934,Monson,Монсону,noun,False
69226,guessed,угаданный,participle,False
69227,guessed,предполагаемый,participle,False
69241,bothering,беспокойство,noun,False
69242,bothering,беспокоящий,participle,False
69243,bothering,надоедающий,participle,False
69303,halvah,халва,noun,False
69397,constructed,построенный,participle,False
69398,constructed,сконструированный,participle,False
69399,constructed,изготовленный,participle,False
69400,constructed,построивший,participle,False
69529,treating,лечение,noun,False
69530,treating,рассмотрение,noun,False
69531,treating,обработка,noun,False
69532,treating,лечащий,participle,False
69533,treating,трактующий,participle,False
69534,treating,обрабатывающий,participle,False
69535,treating,рассматривающий,participle,False
69536,treating,обращающийся,participle,False
69571,screwed,пьяный,adjective,False
69572,screwed,резьбовой,adjective,False
69573,screwed,привинченный,participle,False
69574,screwed,ввернутый,participle,False
69575,screwed,ввинченный,participle,False
69576,screwed,ввинчиваемый,participle,False
69577,screwed,подвыпивший,participle,False
69578,screwed,навинченный,participle,False
69762,swirling,вихревой,adjective,False
69763,swirling,завихряющийся,adjective,False
69764,swirling,водоворот,noun,False
69765,swirling,кружение,noun,False
69766,swirling,циркуляция,noun,False
69767,swirling,бурление,noun,False
69768,swirling,закручивание,noun,False
69769,swirling,крутящийся,participle,False
69770,swirling,закрученный,participle,False
69771,swirling,циркулирующий,participle,False
69772,swirling,бурлящий,participle,False
69773,swirling,закручивающий,participle,False
69777,moving,движущийся,participle,False
69778,moving,скользящий,participle,False
69779,moving,волнующий,participle,False
69780,moving,перемещавшийся,participle,False
69781,moving,продвигающийся,participle,False
69782,moving,бегущий,participle,False
69783,moving,перемещающий,participle,False
69784,moving,переезжающий,participle,False
69785,moving,подвижной,adjective,False
69786,moving,трогательный,adjective,False
69787,moving,двигательный,adjective,False
69788,moving,перемещение,noun,False
69789,moving,переход,noun,False
69790,moving,расселение,noun,False
69791,moving,сдвигание,noun,False
69792,overjoyed,переполненный радостью,participle,False
69891,gathering,сбор,noun,False
69892,gathering,скопление,noun,False
69893,gathering,митинг,noun,False
69894,gathering,сборище,noun,False
69895,gathering,комплектование,noun,False
69896,gathering,сход,noun,False
69897,gathering,собирательство,noun,False
69898,gathering,посиделки,noun,False
69899,gathering,съезд,noun,False
69900,gathering,сходка,noun,False
69901,gathering,уборка,noun,False
69902,gathering,тусовка,noun,False
69903,gathering,собирающий,participle,False
69904,gathering,набирающий,participle,False
70051,programming,программирование,noun,False
70052,programming,программирования,noun,False
70053,programming,планирование,noun,False
70054,programming,разработка программ,noun,False
70055,programming,программный,adjective,False
70056,programming,программирующий,participle,False
70059,regarded,признанный,participle,False
70060,regarded,рассматриваемый,participle,False
70061,regarded,почитаемый,participle,False
70062,regarded,расцениваемый,participle,False
70063,regarded,считанный,participle,False
70064,regarded,ценившийся,participle,False
70065,regarded,оцениваемый,participle,False
70204,stunned,ошеломленный,participle,False
70205,stunned,огорошенный,participle,False
70208,coins,нумизматика,noun,False
70209,coins,чеканка,noun,False
70319,mocking,насмешливый,adjective,False
70320,mocking,насмешка,noun,False
70321,mocking,насмехающийся,participle,False
70415,Horcrux,Хоркрукс,noun,False
70532,dying,умирающий,participle,False
70533,dying,угасающий,participle,False
70534,dying,умирание,noun,False
70535,dying,смерть,noun,False
70536,dying,крашение,noun,False
70537,dying,предсмертный,adjective,False
70538,dying,затухающий,adjective,False
70623,drunk,пьяный,adjective,False
70624,drunk,опьяненный,participle,False
70625,drunk,выпивший,participle,False
70626,drunk,выпитый,participle,False
70627,drunk,пьющийся,participle,False
70628,drunk,пьянь,noun,False
70629,drunk,пьянство,noun,False
70630,drunk,опьянеть,verb,False
70631,drunk,в нетрезвом состоянии,adverb,False
70632,drunk,навеселе,adverb,False
70633,thrown,заброшенный,participle,False
70634,thrown,кинутый,participle,False
70635,thrown,отброшенный,participle,False
70636,thrown,перекинутый,participle,False
70637,thrown,подброшенный,participle,False
70638,thrown,вброшенный,participle,False
70639,thrown,бросаемый,participle,False
70640,thrown,наброшенный,participle,False
70641,thrown,бросивший,participle,False
70642,thrown,закинутый,participle,False
70643,thrown,вбрасываемый,participle,False
70644,thrown,метнувший,participle,False
70645,thrown,перекинувшийся,participle,False
70646,thrown,кидающийся,participle,False
70661,disappointed,разочарованный,participle,False
70662,disappointed,огорченный,participle,False
70693,lips,половые губы,noun,False
70749,last week,прошлая неделя,noun,False
70750,last week,на прошлой неделе,adverb,False
70956,poss,вероятный,adjective,False
70964,rates,цены,noun,False
71015,assembled,собранный,participle,False
71016,assembled,смонтированный,participle,False
71017,assembled,ассемблированный,participle,False
71018,assembled,сборный,adjective,False
71019,assembled,в сборке,adverb,False
71059,denied,отвергнутый,participle,False
71060,denied,отрицаемый,participle,False
71134,letting,выпускающий,participle,False
71135,letting,позволяющий,participle,False
71136,letting,впустивший,participle,False
71137,letting,сдача в аренду,noun,False
71138,letting,позволение,noun,False
71139,letting,в аренду,adverb,False
71212,its,свой,pronoun,False
71221,notes,Примечания,noun,False
71222,notes,конспект,noun,False
71238,involved,вовлеченный,participle,False
71239,involved,связанный,participle,False
71240,involved,привлеченный,participle,False
71241,involved,занятый,participle,False
71242,involved,замешанный,participle,False
71243,involved,включенный,participle,False
71244,involved,работающий,participle,False
71245,involved,втянутый,participle,False
71246,involved,затронутый,participle,False
71247,involved,вовлекаемый,participle,False
71248,involved,сложный,adjective,False
71360,missing,недостающий,adjective,False
71361,missing,пропавший,participle,False
71362,missing,отсутствующие,participle,False
71363,missing,пропущенный,participle,False
71364,missing,упущенный,participle,False
71365,missing,пропускающий,participle,False
71366,missing,пропадающий,participle,False
71367,missing,упускающий,participle,False
71368,missing,пропажа,noun,False
71369,missing,отсутствие,noun,False
71370,missing,пропуск,noun,False
71371,missing,промах,noun,False
71372,missing,пропускание,noun,False
71478,stripy,полосатый,adjective,False
71593,weeping,плач,noun,False
71594,weeping,запотевание,noun,False
71595,weeping,слезы,noun,False
71596,weeping,мокнутие,noun,False
71597,weeping,плачущий,participle,False
71598,weeping,мокнущий,participle,False
71599,weeping,плакучий,adjective,False
71911,surprised,удивленный,participle,False
71912,surprised,удивившийся,participle,False
71913,surprised,удививший,participle,False
72016,backwards,назад,adverb,False
72017,backwards,в обратном направлении,adverb,False
72018,backwards,наоборот,adverb,False
72019,backwards,задом,adverb,False
72020,backwards,навзничь,adverb,False
72021,backwards,обратное направление,noun,False
72022,backwards,обратный,adjective,False
72267,threatening,грозный,adjective,False
72268,threatening,угрожающий,participle,False
72269,threatening,грозящий,participle,False
72270,threatening,ставящий под угрозу,participle,False
72271,threatening,угроза,noun,False
72501,tights,колготки,noun,False
72502,tights,женские колготки,noun,False
72513,submitted,представлен,participle,False
72514,submitted,предоставленный,participle,False
72515,submitted,отправленный,participle,False
72516,submitted,предоставляемый,participle,False
72679,threatened,угрожаемый,adjective,False
72680,threatened,угрожающий,participle,False
72681,threatened,запуганный,participle,False
72754,ceiling,потолок,noun,False
72755,ceiling,перекрытие,noun,False
72756,ceiling,предел,noun,False
72757,ceiling,предельный уровень,noun,False
72758,ceiling,плафон,noun,False
72759,ceiling,предельная высота,noun,False
72760,ceiling,подшивной потолок,noun,False
72761,ceiling,потолочное покрытие,noun,False
72762,ceiling,потолочина,noun,False
72763,ceiling,практический потолок,noun,False
72764,ceiling,потолочный,adjective,False
72765,ceiling,предельный,adjective,False
72777,nagging,нытье,noun,False
72778,nagging,ворчание,noun,False
72779,nagging,ноющий,participle,False
72780,nagging,ворчливый,adjective,False
72781,nagging,назойливый,adjective,False
72782,nagging,придирчивый,adjective,False
72783,nagging,мучительный,adjective,False
72784,exercises,проведение учений,noun,False
72790,boots,обувь,noun,False
72791,boots,боты,noun,False
72853,sour cream,сметана,noun,False
72854,sour-cream,сметана,noun,False
