,word,local_word,pos,examples,local_examples
1880,основательный,robust,adjective,[],[]
1881,основательный,staunch,adjective,[],[]
1882,зарабатывать,earn,verb,['зарабатывать на жизнь'],['earn a living']
1883,зарабатывать,make,verb,['зарабатывать очки'],['gain points']
1884,зарабатывать,make money,verb,[],[]
1885,область,area,noun,"['приоритетная область', 'активная область', 'область применения', 'область деятельности', 'область существования', 'локальная область']","['priority area', 'active region', 'field of application', 'sphere of activity', 'realm of existence', 'local scope']"
1886,область,oblast,noun,['автономная область'],['autonomous oblast']
1887,область,domain,noun,['временная область'],['time domain']
1888,область,province,noun,[],[]
1889,область,pane,noun,['нижняя область'],['lower pane']
1890,область,territory,noun,[],[]
1891,область,direction,noun,[],[]
1892,область,country,noun,[],[]
1893,область,department,noun,[],[]
1894,область,ground,noun,[],[]
1895,область,purview,noun,[],[]
1896,область,circle,noun,[],[]
1897,совершать,make,verb,"['совершать паломничества', 'совершать подвиги']","['make pilgrimage', 'do exploits']"
1898,совершать,commit,verb,"['совершать ошибки', 'совершать насилие']","['commit mistakes', 'perpetrate violence']"
1899,совершать,perform,verb,['совершать жертвоприношение'],['perform sacrifice']
1900,совершать,undertake,verb,['совершать сделки'],['conduct transactions']
1901,совершать,effect,verb,[],[]
1902,тренинг,training,noun,['ментальный тренинг'],['mental training']
1903,тренинг,coaching,noun,[],[]
1904,выходной,output,adjective,"['выходное напряжение', 'выходной зрачок', 'выходное отверстие']","['output voltage', 'exit pupil', 'outlet opening']"
1905,выходной,weekends,adjective,[],[]
1906,выходной,weekend,adjective,['прошлый выходной'],['last weekend']
1907,выходной,target,adjective,['выходной сигнал'],['target signal']
1908,выходной,outgoing,adjective,['выходной контроль'],['outgoing inspection']
1909,предоставить,provide,verb,"['предоставить посетителям', 'предоставить слово', 'предоставленный кредит']","['provide visitors', 'give the floor', 'granted credit']"
1910,предоставить,submit,verb,['предоставить документы'],['submit documentation']
1911,предоставить,allow,verb,['предоставить пользователям'],['allow users']
1912,предоставить,supply,verb,['предоставить доказательства'],['supply proof']
1913,предоставить,render,verb,[],[]
1914,отказ,refusal,noun,"['мотивированный отказ', 'отказ оборудования', 'сознательный отказ', 'отказ от иммунитета', 'добровольный отказ']","['motivated refusal', 'equipment failure', 'conscious rejection', 'waiver of immunity', 'voluntary abandonment']"
1915,отказ,denial,noun,['отказ в обслуживании'],['denial of service']
1916,отказ,fault,noun,['дерево отказов'],['fault tree']
1917,отказ,renunciation,noun,[],[]
1918,отказ,disclaimer,noun,['следующий отказ'],['following disclaimer']
1919,отказ,refusing,noun,[],[]
1920,отказ,refuse,noun,['причина для отказа'],['reason to refuse']
1921,отказ,crack,noun,[],[]
1922,отказ,bounce,noun,['показатель отказов'],['bounce rate']
1923,отказ,refused,noun,[],[]
1924,отказ,surrender,noun,[],[]
1925,отказ,negative,noun,[],[]
1926,отказ,disallowance,noun,[],[]
1927,маска,mask,noun,['маска подсети'],['subnet mask']
1928,маска,netmask,noun,[],[]
1929,маска,wildcard,noun,[],[]
1930,маска,facemask,noun,[],[]
1931,маска,visor,noun,[],[]
1932,маска,cover,noun,[],[]
1933,ленч,lunch,noun,['поздний ленч'],['late lunch']
1934,стая,flock,noun,['целая стая'],['whole herd']
1935,стая,pack,noun,['волчья стая'],['wolf pack']
1936,стая,flight,noun,['стая птиц'],['flight of birds']
1937,стая,shoal,noun,['большая стая'],['large shoal']
1938,стая,horde,noun,[],[]
1939,стая,bevy,noun,[],[]
1940,стая,covey,noun,[],[]
1941,стая,school,noun,['стая рыб'],['school of fish']
1942,стая,bunch,noun,['стая обезьян'],['bunch of monkeys']
1943,стая,band,noun,[],[]
1944,электро,electro,noun,[],[]
1945,электро,electrical,noun,[],[]
1946,статист,extra,noun,[],[]
1947,статист,supernumerary,noun,[],[]
1948,статист,mute,noun,[],[]
1949,статист,figurant,noun,[],[]
1950,статист,statist,noun,[],[]
1951,карикатура,caricature,noun,['политическая карикатура'],['political caricature']
1952,школьный,school,adjective,"['школьный округ', 'школьная программа']","['school district', 'schools programme']"
1953,школьный,schooling,adjective,['школьный возраст'],['schooling age']
1954,лев,lion,noun,['морской лев'],['sea lion']
1955,лев,Lev,noun,[],[]
1956,тротуар,sidewalk,noun,['кирпичный тротуар'],['brick sidewalk']
1957,тротуар,footway,noun,[],[]
1958,тротуар,causeway,noun,[],[]
1959,приказывать,order,verb,['приказывать снова'],['order again']
1960,приказывать,command,verb,[],[]
1961,приказывать,require,verb,[],[]
1962,приказывать,tell,verb,[],[]
1963,приказывать,enjoin,verb,[],[]
1964,приказывать,direct,verb,[],[]
1965,определенно,definitely,adverb,[],[]
1966,определенно,specifically,adverb,[],[]
1967,определенно,distinctly,adverb,[],[]
1968,определенно,positively,adverb,[],[]
1969,определенно,definitively,adverb,[],[]
1970,обстрелять,bombard,verb,[],[]
1971,обстрелять,fire,verb,[],[]
1972,обстрелять,rake,verb,[],[]
1973,страх,fear,noun,"['страх божий', 'ночной страх', 'суеверный страх', 'великий страх', 'комната страха']","['fear of god', 'night terror', 'superstitious dread', 'great fright', 'chamber of horrors']"
1974,страх,pavor,noun,[],[]
1975,страх,awe,noun,[],[]
1976,страх,anxiety,noun,[],[]
1977,страх,angst,noun,[],[]
1978,страх,afraid,noun,['страх смерти'],['afraid of death']
1979,страх,intimidation,noun,[],[]
1980,мило,nicely,adverb,[],[]
1981,мило,nice,adverb,[],[]
1982,мило,lovely,adverb,[],[]
1983,мило,pretty,adverb,[],[]
1984,художественная литература,fiction,noun,[],[]
1985,художественная литература,imaginative literature,noun,[],[]
1986,художественная литература,belletristic literature,noun,[],[]
1987,художественная литература,artistic literature,noun,[],[]
1988,художественная литература,fiction literature,noun,[],[]
1989,выгода,benefit,noun,"['экономическая выгода', 'взаимная выгода']","['economic benefit', 'mutual advantage']"
1990,выгода,gain,noun,"['личная выгода', 'упущенная выгода']","['personal gain', 'lost profit']"
1991,выгода,interest,noun,[],[]
1992,выгода,catch,noun,[],[]
1993,выгода,avail,noun,[],[]
1994,выгода,convenience,noun,[],[]
1995,выгода,account,noun,[],[]
1996,выгода,spoil,noun,[],[]
1997,явственный,distinct,adjective,[],[]
1998,форма,form,noun,"['новая форма', 'геометрическая форма', 'форма насилия', 'форма обучения']","['new form', 'geometric shape', 'kind of violence', 'mode of study']"
1999,форма,uniform,noun,['школьная форма'],['school uniform']
2000,форма,format,noun,['цифровая форма'],['digital format']
2001,форма,mold,noun,"['керамическая форма', 'стальные формы']","['ceramic mold', 'steel moulds']"
2002,форма,way,noun,['интересная форма'],['interesting way']
2003,форма,manner,noun,['приемлемая форма'],['acceptable manner']
2004,форма,pattern,noun,['форма собственности'],['pattern of ownership']
2005,форма,shaped,noun,[],[]
2006,форма,configuration,noun,[],[]
2007,форма,state,noun,[],[]
2008,форма,matrix,noun,[],[]
2009,форма,writing,noun,[],[]
2010,форма,conformation,noun,[],[]
2011,форма,make,noun,[],[]
2012,закоулок,corner,noun,"['темный закоулок', 'темные закоулки']","['dark corner', 'dark nooks']"
2013,закоулок,back street,noun,[],[]
2014,аэропорт,airport,noun,['международный аэропорт'],['international airport']
2015,поединок,duel,noun,"['словесный поединок', 'судебный поединок', 'финальный поединок', 'поединки гладиаторов', 'боксерский поединок']","['verbal duel', 'judicial combat', 'final battle', 'gladiator fights', 'boxing bout']"
2016,поединок,single combat,noun,[],[]
2017,одеваемый,dressed,participle,[],[]
2018,одеваемый,worn,participle,[],[]
2019,одеваемый,put,participle,[],[]
2020,мытье,washing,noun,"['мытье рук', 'мытье полов']","['hand washing', 'cleaning floors']"
2021,мытье,wash,noun,['мытье волос'],['hair wash']
2022,аппарат,apparatus,noun,"['государственный аппарат', 'коммутационный аппарат', 'доильный аппарат', 'электрические аппараты', 'слуховой аппарат']","['state apparatus', 'switching device', 'milking unit', 'electric appliances', 'hearing instrument']"
2023,аппарат,machine,noun,"['летательный аппарат', 'дыхательный аппарат']","['flying machine', 'breathing equipment']"
2024,аппарат,phone,noun,['музыкальный аппарат'],['music phone']
2025,аппарат,vehicle,noun,[],[]
2026,аппарат,spacecraft,noun,['новый аппарат'],['new spacecraft']
2027,аппарат,mechanism,noun,[],[]
2028,надземный,overhead,adjective,[],[]
2029,надземный,aboveground,adjective,['надземная часть'],['aboveground part']
2030,надземный,elevated,adjective,[],[]
2031,надземный,above ground,adjective,[],[]
2032,надземный,supermundane,adjective,[],[]
2033,заседание,meeting,noun,['пленарное заседание'],['plenary meeting']
2034,заседание,session,noun,[],[]
2035,заседание,sitting,noun,['совместное заседание'],['joint sitting']
2036,заседание,proceeding,noun,['публичное заседание'],['public hearing']
2037,заседание,seance,noun,[],[]
2038,держава,empire,noun,[],[]
2039,держава,orb,noun,[],[]
2040,держава,power,noun,['великая держава'],['great power']
2041,держава,superpower,noun,['энергетическая держава'],['energy superpower']
2042,аккуратно,neatly,adverb,[],[]
2043,аккуратно,accurately,adverb,[],[]
2044,аккуратно,carefully,adverb,[],[]
2045,аккуратно,shipshape,adverb,[],[]
2046,порожняк,empty,noun,[],[]
2047,выслушать,listen,verb,"['выслушать людей', 'выслушать ответ']","['listen to people', 'hear the answer']"
2048,выслушать,audience,verb,[],[]
2049,высший,high,adjective,"['высшее образование', 'высшее учебное заведение', 'высшее руководство', 'высший сорт', 'высший приоритет']","['higher education', 'higher educational institution', 'upper management', 'superior grade', 'top priority']"
2050,высший,Supreme,adjective,['высшая истина'],['ultimate truth']
2051,высший,senior,adjective,[],[]
2052,высший,maximum,adjective,['высшая проба'],['maximum test']
2053,высший,paramount,adjective,['высшая ценность'],['paramount value']
2054,высший,imperial,adjective,[],[]
2055,синхрофазотрон,synchrophasotron,noun,[],[]
2056,синхрофазотрон,synchrotron,noun,[],[]
2057,до наступления,before the onset,adverb,[],[]
2058,до наступления,before,adverb,[],[]
2059,до наступления,until nightfall,adverb,[],[]
2060,массив,array,noun,['элемент массива'],['array element']
2061,массив,massif,noun,['горный массив'],['mountain massif']
2062,массив,solid,noun,['массив дерева'],['solid wood']
2063,массив,file,noun,['информационный массив'],['information file']
2064,массив,mass,noun,['породный массив'],['rock mass']
2065,массив,massive,noun,[],[]
2066,массив,tract,noun,['лесной массив'],['forest tract']
2067,осуществление,implementation,noun,"['успешное осуществление', 'практическое осуществление', 'постепенное осуществление']","['successful implementation', 'practical realization', 'progressive realisation']"
2068,осуществление,exercise,noun,['полное осуществление'],['full exercise']
2069,осуществление,execution,noun,"['осуществление операций', 'осуществление прав человека']","['execution of operations', 'fulfilment of human rights']"
2070,осуществление,enjoyment,noun,['эффективное осуществление'],['effective enjoyment']
2071,осуществление,implemented,noun,[],[]
2072,осуществление,carrying,noun,['осуществление действий'],['carrying out the acts']
2073,осуществление,realize,noun,[],[]
2074,осуществление,performing,noun,[],[]
2075,осуществление,fruition,noun,[],[]
2076,осуществление,materialization,noun,[],[]
2077,хищение,theft,noun,"['хищение имущества', 'крупное хищение']","['property theft', 'grand larceny']"
2078,хищение,embezzlement,noun,['хищение государственного имущества'],['embezzlement of state property']
2079,хищение,stealage,noun,[],[]
2080,хищение,plunder,noun,[],[]
2081,земля,land,noun,"['святая земля', 'жизнь на земле', 'уровень земли', 'родная земля']","['holy land', 'life on earth', 'ground level', 'native soil']"
2082,земля,Terra,noun,[],[]
2083,земля,territory,noun,['исконные земли'],['ancestral territories']
2084,земля,dirt,noun,['свежая земля'],['fresh dirt']
2085,земля,sod,noun,[],[]
2086,облаченный,robed,participle,[],[]
2087,реализовать,realize,verb,"['реализованная прибыль', 'реализовать идею', 'реализовать проект']","['realized gain', 'implement the idea', 'realise the project']"
2088,реализовать,execute,verb,[],[]
2089,реализовать,sell,verb,['реализовать более'],['sell over']
2090,реализовать,exercise,verb,[],[]
2091,реализовать,fulfil,verb,[],[]
2092,реализовать,actualize,verb,[],[]
2093,реализовать,materialize,verb,[],[]
2094,реализовать,negotiate,verb,[],[]
2095,опрос,survey,noun,['телефонный опрос'],['telephone survey']
2096,опрос,poll,noun,"['опрос общественного мнения', 'интервал опроса']","['opinion poll', 'polling interval']"
2097,опрос,interrogation,noun,"['сигнал опроса', 'социологический опрос', 'предварительный опрос']","['interrogation signal', 'sociological inquiry', 'initial questioning']"
2098,опрос,interview,noun,['личный опрос'],['personal interview']
2099,опрос,quiz,noun,[],[]
2100,опрос,consultation,noun,[],[]
2101,закат,sunset,noun,['красивый закат'],['beautiful sunset']
2102,закат,decline,noun,['закат империи'],['decline of the empire']
2103,закат,nightfall,noun,[],[]
2104,закат,set,noun,[],[]
2105,закат,demise,noun,[],[]
2106,усугублять,aggravate,verb,['усугублять проблемы'],['aggravate the problem']
2107,усугублять,deepen,verb,[],[]
2108,усугублять,accentuate,verb,[],[]
2109,усугублять,compound,verb,[],[]
2110,разъяснять,explain,verb,['разъяснять людям'],['explain to people']
2111,разъяснять,clear,verb,[],[]
2112,разъяснять,expound,verb,[],[]
2113,разъяснять,illuminate,verb,[],[]
2114,уменьшение,reduction,noun,"['уменьшение размера', 'резкое уменьшение', 'постепенное уменьшение']","['size reduction', 'sharp decrease', 'gradual diminution']"
2115,уменьшение,mitigation,noun,[],[]
2116,уменьшение,decrement,noun,[],[]
2117,уменьшение,reduce,noun,"['уменьшение неопределенности', 'уменьшение масштаба']","['reduce uncertainty', 'diminished scale']"
2118,уменьшение,declining,noun,[],[]
2119,уменьшение,downturn,noun,[],[]
2120,уменьшение,remission,noun,[],[]
2121,экспертный,expert,adjective,"['экспертный совет', 'экспертный центр']","['expert council', 'center of expertise']"
2122,сушь,dry,noun,[],[]
2123,получить,get,verb,"['получить назад', 'полученная информация', 'полученный результат', 'получить пулю', 'получить документы', 'получить поддержку']","['get back', 'received information', 'obtained result', 'take a bullet', 'retrieve documents', 'find support']"
2124,получить,gain,verb,"['получить независимость', 'получить навыки']","['gain independence', 'acquire skills']"
2125,получить,win,verb,['получить награду'],['win the award']
2126,получить,achieve,verb,['получить спасение'],['achieve salvation']
2127,получить,earn,verb,['получить степень'],['earn a degree']
2128,излагать,state,verb,[],[]
2129,излагать,expound,verb,[],[]
2130,излагать,pose,verb,['излагать факты'],['present the facts']
2131,излагать,set,verb,[],[]
2132,излагать,express,verb,['излагать мысли'],['express thoughts']
2133,излагать,explain,verb,[],[]
2134,излагать,recount,verb,[],[]
2135,излагать,recite,verb,[],[]
2136,излагать,develop,verb,[],[]
2137,излагать,couch,verb,[],[]
2138,сезон,season,noun,['летний сезон'],['summer season']
2139,граненый,cut,adjective,['граненый хрусталь'],['cut crystal']
2140,граненый,faceted,adjective,[],[]
2141,фермерша,farmwife,noun,[],[]
2142,резон,sense,noun,[],[]
2143,резон,reason,noun,['прямой резон'],['direct reason']
2144,зайти,visit log,verb,[],[]
2145,зайти,go,verb,"['зайти настолько', 'зайти вчера']","['go so', 'come yesterday']"
2146,зайти,enter,verb,[],[]
2147,зайти,stop,verb,['зайти сюда'],['stop here']
2148,зайти,drop,verb,[],[]
2149,зайти,login,verb,[],[]
2150,чемпион,Champ,noun,"['титул чемпиона мира', 'абсолютный чемпион']","['world championship title', 'overall champion']"
2151,поворот,turn,noun,"['поворот событий', 'минимальный радиус поворота', 'поворот судьбы']","['turn of events', 'minimum turning radius', 'reversal of fortune']"
2152,поворот,rotation,noun,['угол поворота'],['angle of rotation']
2153,поворот,twist,noun,['неожиданный поворот'],['unexpected twist']
2154,поворот,corner,noun,['крутой поворот'],['sharp corner']
2155,поворот,swing,noun,['новый поворот'],['new swing']
2156,поворот,turnabout,noun,[],[]
2157,поворот,rotate,noun,"['скорость поворота', 'точка поворота']","['rotating speed', 'pivot point']"
2158,поворот,turnaround,noun,['драматический поворот'],['dramatic turnaround']
2159,поворот,winding,noun,[],[]
2160,поворот,switch,noun,[],[]
2161,поворот,slew,noun,[],[]
2162,консалтинг,consulting,noun,"['управленческий консалтинг', 'инвестиционный консалтинг']","['management consultancy', 'investment advice']"
2163,огонек,twinkle,noun,['огонек в глазах'],['twinkle in the eyes']
2164,огонек,light,noun,['оранжевый огонек'],['orange light']
2165,огонек,flame,noun,['крошечный огонек'],['tiny flame']
2166,огонек,spark,noun,['голубой огонек'],['blue spark']
2167,огонек,glint,noun,[],[]
2168,предпринимать,undertake,verb,"['предпринимать усилия', 'предпринимать решительные действия']","['undertake efforts', 'take decisive action']"
2169,предпринимать,undertaking,verb,[],[]
2170,предпринимать,embark,verb,[],[]
2171,предпринимать,launch,verb,[],[]
2172,предпринимать,attack,verb,[],[]
2173,естество,nature,noun,['божественное естество'],['divine nature']
2174,Бельгия,Belgium,noun,[],[]
2175,моторизованный,motorized,adjective,[],[]
2176,позыв,urge,noun,['сильный позыв'],['strong urge']
2177,позыв,impulse,noun,[],[]
2178,студеный,cold,adjective,[],[]
2179,студеный,icy,adjective,[],[]
2180,студеный,bitter,adjective,[],[]
2181,студеный,ice cold,adjective,[],[]
2182,студеный,gelid,adjective,[],[]
2183,удалять,remove,verb,"['удалять грязь', 'безвозвратно удалять']","['remove dirt', 'permanently delete']"
2184,удалять,extract,verb,['удалять зубы'],['extract teeth']
2185,удалять,purge,verb,[],[]
2186,удалять,expel,verb,[],[]
2187,удалять,prune,verb,[],[]
2188,колокольчик,bell,noun,['свадебный колокольчик'],['wedding bell']
2189,колокольчик,bluebell,noun,[],[]
2190,колокольчик,harebell,noun,[],[]
2191,отзывчивый,responsive,adjective,"['отзывчивое управление', 'отзывчивое сердце']","['responsive handling', 'sympathetic heart']"
2192,отзывчивый,nice,adjective,[],[]
2193,отзывчивый,compassionate,adjective,[],[]
2194,отзывчивый,kindhearted,adjective,[],[]
2195,отзывчивый,charitable,adjective,[],[]
2196,отзывчивый,understanding,adjective,[],[]
2197,отзывчивый,soft,adjective,[],[]
2198,выбирать,choose,verb,"['свободно выбирать', 'выбирать только', 'выбирать победителей']","['freely choose', 'select only', 'pick winners']"
2199,выбирать,selected,verb,[],[]
2200,выбирать,elect,verb,['выбирать президента'],['elect a president']
2201,выбирать,choice,verb,['выбирать школу'],['choice of schools']
2202,выбирать,take,verb,[],[]
2203,выбирать,excerpt,verb,[],[]
2204,выбирать,extract,verb,[],[]
2205,выбирать,single,verb,[],[]
2206,тонкий конец,tip,noun,[],[]
2207,тонкий конец,thin end,noun,[],[]
2208,отмывать,wash,verb,[],[]
2209,отмывать,launder,verb,['отмывать деньги'],['launder money']
2210,нетрудно,easily,predicative,[],[]
2211,завет,covenant,noun,['новый завет'],['new covenant']
2212,завет,behest,noun,[],[]
2213,отрываться,come off,verb,[],[]
2214,отрываться,rive,verb,[],[]
2215,в действительности,in fact,adverb,[],[]
2216,в действительности,in effect,adverb,[],[]
2217,в действительности,in itself,adverb,[],[]
2218,в действительности,in practice,adverb,[],[]
2219,супер,super,adjective,['супер спорт'],['super sport']
2220,финансовый год,fiscal year,noun,[],[]
2221,аккорд,chord,noun,[],[]
2222,аккорд,accord,noun,['финальный аккорд'],['final accord']
2223,пустотелый,hollow,adjective,['пустотелый кирпич'],['hollow brick']
2224,каким образом,how,noun,[],[]
2225,чрезвычайный,emergency,adjective,['чрезвычайная помощь'],['emergency relief']
2226,чрезвычайный,extraordinary,adjective,"['чрезвычайная мера', 'чрезвычайные обстоятельства']","['extraordinary measure', 'exceptional circumstances']"
2227,чрезвычайный,extreme,adjective,['чрезвычайная редкость'],['extreme rarity']
2228,чрезвычайный,deadly,adjective,[],[]
2229,разучивать,rehearse,verb,[],[]
2230,разучивать,learn,verb,[],[]
2231,рука,hand,noun,"['правая рука', 'левая рука', 'железная рука']","['right hand', 'left arm', 'iron fist']"
2232,рука,paw,noun,[],[]
2233,рука,mitt,noun,[],[]
2234,завтракать,breakfast,verb,[],[]
2235,завтракать,have breakfast,verb,[],[]
2236,подкачать,let us down,verb,[],[]
2237,подкачать,pump up,verb,[],[]
2238,послание,message,noun,['бюджетное послание'],['budget message']
2239,послание,epistle,noun,"['последнее послание', 'любовное послание']","['last epistle', 'love letter']"
2240,послание,missive,noun,[],[]
2241,послание,messaging,noun,[],[]
2242,послание,pastoral,noun,[],[]
2243,основы,basics,noun,[],[]
2244,затрагивать,affect,verb,[],[]
2245,затрагивать,touch,verb,[],[]
2246,затрагивать,involve,verb,[],[]
2247,затрагивать,address,verb,[],[]
2248,затрагивать,cover,verb,[],[]
2249,затрагивать,mention,verb,[],[]
2250,объяснить,explain,verb,['объяснить феномены'],['explain the phenomena']
2251,объяснить,tell,verb,['объяснить царю'],['tell the king']
2252,воссоединение,reunification,noun,"['воссоединение семьи', 'счастливое воссоединение', 'воссоединение германии']","['family reunification', 'happy reunion', 'unification of germany']"
2253,воссоединение,reunite,noun,['воссоединение семей'],['reuniting families']
2254,воссоединение,reconnection,noun,[],[]
2255,муха,fly,noun,['фруктовая муха'],['fruit fly']
2256,муха,bluebottle,noun,[],[]
2257,регистрировать,register,verb,['регистрировать данные'],['register data']
2258,регистрировать,record,verb,['регистрирующая система'],['recording system']
2259,регистрировать,log,verb,['регистрировать информацию'],['log information']
2260,регистрировать,enroll,verb,[],[]
2261,регистрировать,detect,verb,[],[]
2262,регистрировать,enter,verb,[],[]
2263,регистрировать,incorporate,verb,[],[]
2264,регистрировать,notify,verb,[],[]
2265,регистрировать,calendar,verb,[],[]
2266,море,sea,noun,"['черное море', 'бирюзовое море']","['black sea', 'turquoise ocean']"
2267,море,water,noun,[],[]
2268,море,tide,noun,[],[]
2269,море,flood,noun,[],[]
2270,море,blue,noun,[],[]
2271,море,deep,noun,[],[]
2272,целить,aim,verb,[],[]
2273,сговориться,conspire,verb,[],[]
2274,эра,era,noun,['новая эра'],['new era']
2275,эра,age,noun,['космическая эра'],['space age']
2276,уезжать,leave,verb,['уезжать никуда'],['leave anywhere']
2277,уезжать,go,verb,[],[]
2278,уезжать,move,verb,[],[]
2279,уезжать,drive away,verb,[],[]
2280,уезжать,departure,verb,[],[]
2281,сочинить,compose,verb,['сочинить песню'],['compose a song']
2282,сочинить,invent,verb,[],[]
2283,совокупность,set,noun,['совокупность переменных'],['set of variables']
2284,совокупность,aggregate,noun,[],[]
2285,совокупность,totality,noun,[],[]
2286,совокупность,combination,noun,['совокупность признаков'],['combination of features']
2287,совокупность,collection,noun,['совокупность объектов'],['collection of objects']
2288,совокупность,population,noun,['генеральная совокупность'],['general population']
2289,совокупность,complex,noun,[],[]
2290,совокупность,sum,noun,[],[]
2291,совокупность,body,noun,['совокупность знаний'],['body of knowledge']
2292,совокупность,universe,noun,[],[]
2293,совокупность,altogether,noun,[],[]
2294,совокупность,plurality,noun,[],[]
2295,совокупность,collectively,noun,[],[]
2296,совокупность,combined,noun,[],[]
2297,самостоятельный,independent,adjective,"['самостоятельная работа', 'самостоятельное юридическое лицо']","['independent work', 'separate legal entity']"
2298,самостоятельный,Autonomous,adjective,['самостоятельная программа'],['standalone program']
2299,самостоятельный,alone,adjective,[],[]
2300,самостоятельный,itself,adjective,[],[]
2301,самостоятельный,distinct,adjective,['самостоятельный вид'],['distinct species']
2302,самостоятельный,solo,adjective,[],[]
2303,самостоятельный,substantive,adjective,[],[]
2304,сухой,dry,adjective,['сухая кожа'],['dry skin']
2305,сухой,arid,adjective,[],[]
2306,сухой,dead,adjective,[],[]
2307,сухой,dried,adjective,[],[]
2308,сухой,cool,adjective,[],[]
2309,сухой,sec,adjective,[],[]
2310,сухой,distant,adjective,[],[]
2311,сухой,dusty,adjective,[],[]
2312,сухой,fine,adjective,[],[]
2313,сухой,brut,adjective,[],[]
2314,скорый,fast,adjective,"['скорый поезд', 'скорая победа', 'скорое возвращение', 'скорый фильтр']","['fast train', 'quick victory', 'swift return', 'rapid filter']"
2315,скорый,near,adjective,[],[]
2316,скорый,early,adjective,['скорое освобождение'],['early release']
2317,скорый,speedy,adjective,['скорый суд'],['speedy trial']
2318,скорый,soon,adjective,[],[]
2319,скорый,short,adjective,[],[]
2320,скорый,imminent,adjective,['скорый приход'],['imminent arrival']
2321,скорый,forthcoming,adjective,[],[]
2322,холостой ход,idling,noun,[],[]
2323,холостой ход,idle running,noun,[],[]
2324,холостой ход,no load,noun,[],[]
2325,холостой ход,idle run,noun,[],[]
2326,холостой ход,idle,noun,[],[]
2327,полный,full,adjective,"['полная информация', 'полный спектр', 'полный цикл']","['full information', 'entire spectrum', 'whole cycle']"
2328,полный,complete,adjective,"['полный список', 'полное уничтожение']","['complete list', 'utter annihilation']"
2329,полный,total,adjective,"['полная ликвидация', 'полная стоимость', 'полная свобода']","['total elimination', 'overall cost', 'absolute freedom']"
2330,полный,comprehensive,adjective,"['полный доклад', 'полное высыхание']","['comprehensive report', 'thorough drying']"
2331,полный,perfect,adjective,['полный квадрат'],['perfect square']
2332,полный,fully,adjective,['полное имя'],['fully qualified name']
2333,полный,flush,adjective,[],[]
2334,полный,plump,adjective,"['полные щеки', 'полный человек']","['plump cheeks', 'stout person']"
2335,полный,clear,adjective,[],[]
2336,полный,outright,adjective,['полный запрет'],['outright ban']
2337,полный,profound,adjective,['полное незнание'],['profound ignorance']
2338,полный,integral,adjective,[],[]
2339,полный,crowded,adjective,[],[]
2340,полный,blanket,adjective,[],[]
2341,полный,unabridged,adjective,[],[]
2342,полный,plenary,adjective,[],[]
2343,полный,portly,adjective,[],[]
2344,полный,direct,adjective,[],[]
2345,полный,radical,adjective,[],[]
2346,полный,implicit,adjective,[],[]
2347,полный,dead,adjective,[],[]
2348,полный,integrate,adjective,[],[]
2349,полный,blank,adjective,[],[]
2350,полный,round,participle,[],[]
2351,оголовье,headband,noun,[],[]
2352,численность персонала,number of personnel,noun,[],[]
2353,численность персонала,staff number,noun,[],[]
2354,в конфликт,into conflict,adverb,[],[]
2355,поджечь,set fire,verb,['поджечь дом'],['fire to a house']
2356,поджечь,burn,verb,['поджечь город'],['burn the city']
2357,поджечь,on fire,verb,[],[]
2358,поджечь,torch,verb,[],[]
2359,поджечь,set on fire,verb,[],[]
2360,стиль,style,noun,"['архитектурный стиль', 'вокальный стиль', 'международный стиль']","['architectural style', 'vocal styling', 'international flair']"
2361,стиль,lifestyle,noun,"['городской стиль', 'чувство стиля', 'стиль одежды']","['urban lifestyle', 'sense of fashion', 'manner of dress']"
2362,стиль,taste,noun,[],[]
2363,стиль,pattern,noun,[],[]
2364,стиль,tone,noun,[],[]
2365,стиль,language,noun,[],[]
2366,стиль,writing,noun,[],[]
2367,стиль,turn,noun,[],[]
2368,досье,dossier,noun,['полное досье'],['complete dossier']
2369,досье,file,noun,['кредитное досье'],['credit file']
2370,досье,record,noun,['полицейское досье'],['police record']
2371,перевозка,transportation,noun,"['автомобильная перевозка', 'грузовая перевозка', 'морская перевозка']","['road haulage', 'freight traffic', 'ocean freight']"
2372,перевозка,carriage,noun,['международная перевозка'],['international carriage']
2373,перевозка,shipment,noun,"['контейнерная перевозка', 'перевозка грузов']","['container shipment', 'shipping goods']"
2374,перевозка,carry,noun,[],[]
2375,перевозка,carrying,noun,['перевозка пассажиров'],['carrying passengers']
2376,перевозка,transfer,noun,['незаконная перевозка'],['illegal transfer']
2377,перевозка,freightage,noun,[],[]
2378,насильственный,violent,adjective,"['насильственное преступление', 'насильственный захват', 'насильственные меры']","['violent crime', 'forcible seizure', 'forceful measures']"
2379,насильственный,forced,adjective,['насильственный брак'],['forced marriage']
2380,насильственный,abusive,adjective,['насильственное поведение'],['abusive behaviour']
2381,умно,intelligently,adverb,[],[]
2382,температура,temperature,noun,['комнатная температура'],['room temperature']
2383,температура,heat,noun,['высокая температура'],['high heat']
2384,температура,fever,noun,['субфебрильная температура'],['low grade fever']
2385,общеевропейский,pan-European,adjective,[],[]
2386,общеевропейский,european,adjective,['общеевропейский дом'],['common european home']
2387,общеевропейский,all-european,adjective,[],[]
2388,общеевропейский,europe-wide,adjective,[],[]
2389,общеевропейский,european-wide,adjective,[],[]
2390,хореография,choreography,noun,['современная хореография'],['modern choreography']
