,English text,train_type,en_fr_translate,fr_en_translate,correct
90,They were sitting around the table.,past_continuous,Ils étaient assis autour de la table.,They were sitting around the table.,True
93,He was looking at the car.,past_continuous,Il était à la recherche à la voiture.,He was looking at the car.,True
94,He was looking at the river.,past_continuous,Il était à la recherche à la rivière.,He was looking at the river.,True
96,I was sitting on the chair.,past_continuous,J'étais assis sur la chaise.,I was sitting on the chair.,True
97,They were looking for the wolf.,past_continuous,Ils étaient à la recherche pour le loup.,They were looking for the wolf.,True
101,He was standing on a ladder.,past_continuous,Il se tenait sur une échelle.,He was standing on a ladder.,True
103,He was dancing with another girl.,past_continuous,Il dansait avec une autre fille.,He was dancing with another girl.,True
105,They were standing by a fountain.,past_continuous,Ils étaient debout près d'une fontaine.,They were standing by a fountain.,True
106,She was looking for a man.,past_continuous,Elle cherchait un homme.,She was looking for a man.,True
107,She was looking for that bakery.,past_continuous,Elle cherchait cette boulangerie.,She was looking for that bakery.,True
109,I was looking for the bathroom.,past_continuous,Je cherchais la salle de bain.,I was looking for the bathroom.,True
110,I was looking for a van.,past_continuous,J'étais à la recherche d'un van.,I was looking for a van.,True
111,They were talking about the weather.,past_continuous,Ils étaient en train de parler au sujet de la météo.,They were talking about the weather.,True
112,He was sitting on a bench.,past_continuous,Il était assis sur un banc.,He was sitting on a bench.,True
113,He was sitting on the sand.,past_continuous,Il était assis sur le sable.,He was sitting on the sand.,True
114,I was talking about the car.,past_continuous,Je parlais de la voiture.,I was talking about the car.,True
120,We were sitting on a bridge.,past_continuous,Nous étions assis sur un pont.,We were sitting on a bridge.,True
124,I was working on a project.,past_continuous,Je travaillais sur un projet.,I was working on a project.,True
129,I was thinking about the sea.,past_continuous,Je pensais à la mer.,I was thinking about the sea.,True
130,I was looking for a book.,past_continuous,Je cherchais un livre.,I was looking for a book.,True
132,We were dancing in the dark.,past_continuous,Nous dansions dans l'obscurité.,We were dancing in the dark.,True
135,You were talking about the truth.,past_continuous,Vous parliez de la vérité.,You were talking about the truth.,True
136,He was waiting in the car.,past_continuous,Il attendait dans la voiture.,He was waiting in the car.,True
137,I was looking for the key.,past_continuous,J'étais à la recherche de la clé.,I was looking for the key.,True
140,They were standing in the water.,past_continuous,Ils étaient debout dans l'eau.,They were standing in the water.,True
141,I was looking at the floor.,past_continuous,Je regardais le sol.,I was looking at the floor.,True
142,I was staying in a hotel.,past_continuous,Je logeais dans un hôtel.,I was staying in a hotel.,True
144,They were looking in another direction.,past_continuous,Ils regardaient dans une autre direction.,They were looking in another direction.,True
145,They were waiting by the pool.,past_continuous,Ils attendaient au bord de la piscine.,They were waiting by the pool.,True
146,I was dancing in a restaurant.,past_continuous,J'étais en train de danser dans un restaurant.,I was dancing in a restaurant.,True
147,She was looking for a job.,past_continuous,Elle était à la recherche d'un emploi.,She was looking for a job.,True
151,He was waiting for an answer.,past_continuous,Il attendait une réponse.,He was waiting for an answer.,True
155,I was waiting for a bus.,past_continuous,J'ai été en attente pour un bus.,I was waiting for a bus.,True
160,My friends were waiting.,past_continuous,Mes amis l'attendaient.,My friends were waiting.,True
161,Your lips were moving.,past_continuous,Vos lèvres bougeaient.,Your lips were moving.,True
165,His hands were shaking.,past_continuous,Ses mains tremblaient.,His hands were shaking.,True
169,Their eyes were shining.,past_continuous,Leurs yeux brillaient.,Their eyes were shining.,True
171,My soldiers were sleeping,past_continuous,Mes soldats étaient en train de dormir,My soldiers were sleeping,True
172,My brothers were sleeping.,past_continuous,Mes frères étaient en train de dormir.,My brothers were sleeping.,True
175,My values were changing.,past_continuous,Mes valeurs étaient en train de changer.,My values were changing.,True
177,My thoughts were boiling.,past_continuous,Mes pensées étaient en ébullition.,My thoughts were boiling.,True
180,It was raining when we left London.,past_continuous,Il pleuvait quand on a quitté Londres.,It was raining when we left London.,True
181,She was leaving when she saw Alice.,past_continuous,Elle partait quand elle a vu Alice.,She was leaving when she saw Alice.,True
182,He was having such a good time!,past_continuous,Il a été d'avoir un si bon moment!,He was having such a good time!,True
186,He was leaving for Washington the next day.,past_continuous,Il partait pour Washington le lendemain.,He was leaving for Washington the next day.,True
192,The days were getting longer.,past_continuous,Les journées étaient de plus en plus longues.,The days were getting longer.,True
195,He was looking for a job in finance.,past_continuous,Il cherchait un emploi dans la finance.,He was looking for a job in finance.,True
197,I had no idea who he was talking about.,past_continuous,Je n'avais aucune idée de qui il parlait.,I had no idea who he was talking about.,True
198,He had no idea what they were talking about.,past_continuous,Il n'avait aucune idée de quoi ils parlent.,He had no idea what they were talking about.,True
200,I think he was looking at me!,past_continuous,Je pense qu'il me regardait!,I think he was looking at me!,True
201,She was holding the phone very tightly.,past_continuous,Elle était de tenir le téléphone de manière très serrée.,She was holding the phone very tightly.,True
202,I forgot you were waiting for me!,past_continuous,J'ai oublié que vous avez été en attente pour moi!,I forgot you were waiting for me!,True
203,He knew they were talking about him.,past_continuous,Il savait qu'ils étaient en train de parler de lui.,He knew they were talking about him.,True
204,I knew he was playing with us.,past_continuous,Je savais qu'il était en train de jouer avec nous.,I knew he was playing with us.,True
205,She thought I was laughing at her.,past_continuous,Elle pensait que j'étais rire à elle.,She thought I was laughing at her.,True
206,I knew he was talking about me.,past_continuous,Je savais qu'il parlait de moi.,I knew he was talking about me.,True
207,I knew exactly what they were doing.,past_continuous,Je savais exactement ce qu'ils faisaient.,I knew exactly what they were doing.,True
208,He knew exactly what we were doing.,past_continuous,Il savait exactement ce que nous faisions.,He knew exactly what we were doing.,True
210,I knew this day was coming.,past_continuous,Je savais que ce jour allait venir.,I knew this day was coming.,True
1,What a good guy!,"Артикли a, an",Ce qu'est un bon gars!,What a good guy!,True
3,What a nice woman!,"Артикли a, an",Quelle gentille femme!,What a nice woman!,True
5,What a beautiful dress!,"Артикли a, an",Quelle belle robe!,What a beautiful dress!,True
18,We're not a family.,"Артикли a, an",Nous ne sommes pas une famille.,We're not a family.,True
20,I'm not a cook.,"Артикли a, an",Je ne suis pas un cuisinier.,I'm not a cook.,True
21,He was a great pilot.,"Артикли a, an",Il était un grand pilote.,He was a great pilot.,True
22,I'm not a writer.,"Артикли a, an",Je ne suis pas un écrivain.,I'm not a writer.,True
26,He was a great writer,"Артикли a, an",Il était un grand écrivain,He was a great writer,True
27,It was a short letter.,"Артикли a, an",C'était une courte lettre.,It was a short letter.,True
29,He was a bad man.,"Артикли a, an",Il était un mauvais homme.,He was a bad man.,True
30,I had a loving family.,"Артикли a, an",J'ai eu une famille aimante.,I had a loving family.,True
31,You were a beautiful boy.,"Артикли a, an",Vous avez été un beau garçon.,You were a beautiful boy.,True
32,It was a beautiful day.,"Артикли a, an",C'était une belle journée.,It was a beautiful day.,True
33,He was a strange boy.,"Артикли a, an",Il était un étrange garçon.,He was a strange boy.,True
34,He saw an old woman.,"Артикли a, an",Il vit une vieille femme.,He saw an old woman.,True
37,It was a long book.,"Артикли a, an",C'était un long livre.,It was a long book.,True
38,He was a good brother.,"Артикли a, an",Il a été un bon frère.,He was a good brother.,True
40,He had a good song.,"Артикли a, an",Il avait une bonne chanson.,He had a good song.,True
43,My son was a singer.,"Артикли a, an",Mon fils était un chanteur.,My son was a singer.,True
45,My mom was a writer.,"Артикли a, an",Ma maman était un écrivain.,My mom was a writer.,True
46,My father was a sportsman.,"Артикли a, an",Mon père était un sportif.,My father was a sportsman.,True
49,You're a good friend.,"Артикли a, an",Tu es un bon ami.,You're a good friend.,True
50,My father had a boat.,"Артикли a, an",Mon père avait un bateau.,My father had a boat.,True
53,My father found a job.,"Артикли a, an",Mon père a trouvé un emploi.,My father found a job.,True
54,My dad wrote a song.,"Артикли a, an",Mon père a écrit une chanson.,My dad wrote a song.,True
55,We have a job for you.,"Артикли a, an",Nous avons un emploi pour vous.,We have a job for you.,True
56,I have a surprise for them.,"Артикли a, an",J'ai une surprise pour eux.,I have a surprise for them.,True
57,I have a task for him.,"Артикли a, an",J'ai une tâche pour lui.,I have a task for him.,True
58,We have a message for you,"Артикли a, an",Nous avons un message pour vous,We have a message for you,True
59,I have a letter for you.,"Артикли a, an",J'ai une lettre pour vous.,I have a letter for you.,True
65,They have an interesting job.,"Артикли a, an",Ils ont un travail intéressant.,They have an interesting job.,True
67,I'm a rich man.,"Артикли a, an",Je suis un homme riche.,I'm a rich man.,True
68,I'm a good worker.,"Артикли a, an",Je suis un bon travailleur.,I'm a good worker.,True
70,I have a girlfriend.,"Артикли a, an",J'ai une petite amie.,I have a girlfriend.,True
71,You have a son.,"Артикли a, an",Vous avez un fils.,You have a son.,True
73,We have an idea.,"Артикли a, an",Nous avons une idée.,We have an idea.,True
74,I have a farm.,"Артикли a, an",J'ai une ferme.,I have a farm.,True
75,I have a boat.,"Артикли a, an",J'ai un bateau.,I have a boat.,True
76,I want a cookie.,"Артикли a, an",Je veux un cookie.,I want a cookie.,True
77,We have a plan!,"Артикли a, an",On a un plan!,We have a plan!,True
80,I'm a good teacher.,"Артикли a, an",Je suis un bon professeur.,I'm a good teacher.,True
81,We are a happy family,"Артикли a, an",Nous sommes une famille heureuse,We are a happy family,True
83,You're a famous man.,"Артикли a, an",Tu es un homme célèbre.,You're a famous man.,True
84,You're a great husband.,"Артикли a, an",Tu es un mari génial.,You're a great husband.,True
85,You're a lucky man!,"Артикли a, an",Vous êtes un homme chanceux!,You're a lucky man!,True
86,I know a new song.,"Артикли a, an",Je connais une nouvelle chanson.,I know a new song.,True
88,You're a different person.,"Артикли a, an",Tu es une personne différente.,You're a different person.,True
89,We have a small car.,"Артикли a, an",Nous avons une petite voiture.,We have a small car.,True
90,You're a wonderful person.,"Артикли a, an",Tu es une personne merveilleuse.,You're a wonderful person.,True
93,I have an important question!,"Артикли a, an",J'ai une question importante!,I have an important question!,True
94,You're a strong man.,"Артикли a, an",Tu es un homme fort.,You're a strong man.,True
96,You're a good singer.,"Артикли a, an",Tu es une bonne chanteuse.,You're a good singer.,True
97,I have a different plan.,"Артикли a, an",J'ai un plan différent.,I have a different plan.,True
98,We have a new order.,"Артикли a, an",Nous avons une nouvelle commande.,We have a new order.,True
100,I see a beautiful city,"Артикли a, an",Je vois une belle ville,I see a beautiful city,True
103,I have a wonderful idea.,"Артикли a, an",J'ai une merveilleuse idée.,I have a wonderful idea.,True
104,You have a beautiful family.,"Артикли a, an",Vous avez une belle famille.,You have a beautiful family.,True
106,You have a black car.,"Артикли a, an",Vous avez une voiture noire.,You have a black car.,True
107,I have a new plan.,"Артикли a, an",J'ai un nouveau plan.,I have a new plan.,True
109,I'm a dancer.,"Артикли a, an",Je suis un danseur.,I'm a dancer.,True
110,We have a garden.,"Артикли a, an",Nous avons un jardin.,We have a garden.,True
111,They have a car.,"Артикли a, an",Ils ont une voiture.,They have a car.,True
113,I have a bag.,"Артикли a, an",J'ai un sac.,I have a bag.,True
114,You have an office,"Артикли a, an",Vous avez un bureau,You have an office,True
115,You're a gardener.,"Артикли a, an",Vous êtes un jardinier.,You're a gardener.,True
117,They have a book.,"Артикли a, an",Ils ont un livre.,They have a book.,True
118,You're an engineer.,"Артикли a, an",Vous êtes un ingénieur.,You're an engineer.,True
126,You're a passenger.,"Артикли a, an",Vous êtes un passager.,You're a passenger.,True
127,You're an actor!,"Артикли a, an",Vous êtes un acteur!,You're an actor!,True
128,You use a knife.,"Артикли a, an",Vous utilisez un couteau.,You use a knife.,True
130,You have an office.,"Артикли a, an",Vous avez un bureau.,You have an office.,True
132,We have a cake.,"Артикли a, an",Nous avons un gâteau.,We have a cake.,True
133,I'm an adult.,"Артикли a, an",Je suis un adulte.,I'm an adult.,True
137,We have a daughter.,"Артикли a, an",Nous avons une fille.,We have a daughter.,True
138,I'm a tourist.,"Артикли a, an",Je suis un touriste.,I'm a tourist.,True
141,It's a car.,"Артикли a, an",C'est une voiture.,It's a car.,True
142,He has a sister.,"Артикли a, an",Il a une soeur.,He has a sister.,True
143,It's a dictionary.,"Артикли a, an",C'est un dictionnaire.,It's a dictionary.,True
144,He has a friend.,"Артикли a, an",Il a un ami.,He has a friend.,True
145,She has a key.,"Артикли a, an",Elle a une clé.,She has a key.,True
146,It's a tree.,"Артикли a, an",C'est un arbre.,It's a tree.,True
147,She's a singer.,"Артикли a, an",Elle est un chanteur.,She's a singer.,True
150,It's a pen.,"Артикли a, an",C'est un stylo.,It's a pen.,True
153,He's a writer.,"Артикли a, an",Il est un écrivain.,He's a writer.,True
154,It's a secret.,"Артикли a, an",C'est un secret.,It's a secret.,True
155,It's a train.,"Артикли a, an",C'est un train.,It's a train.,True
158,It's a town.,"Артикли a, an",C'est une ville.,It's a town.,True
159,It's a dress.,"Артикли a, an",C'est une robe.,It's a dress.,True
161,She has a plan.,"Артикли a, an",Elle a un plan.,She has a plan.,True
162,It's a letter.,"Артикли a, an",C'est une lettre.,It's a letter.,True
163,It's a rabbit.,"Артикли a, an",C'est un lapin.,It's a rabbit.,True
164,He is a pilot.,"Артикли a, an",Il s'agit d'un pilote.,He is a pilot.,True
165,It's a bottle.,"Артикли a, an",C'est une bouteille.,It's a bottle.,True
168,He's a football player.,"Артикли a, an",Il est un joueur de football.,He's a football player.,True
170,It's an animal.,"Артикли a, an",C'est un animal.,It's an animal.,True
171,It's a spider!,"Артикли a, an",C'est une araignée!,It's a spider!,True
172,It's a song.,"Артикли a, an",C'est une chanson.,It's a song.,True
173,She's a student.,"Артикли a, an",Elle est étudiante.,She's a student.,True
174,She's a teenager.,"Артикли a, an",Elle est un adolescent.,She's a teenager.,True
175,It's a gift.,"Артикли a, an",C'est un don.,It's a gift.,True
176,He's a businessman.,"Артикли a, an",Il est un homme d'affaires.,He's a businessman.,True
177,She has a son.,"Артикли a, an",Elle a un fils.,She has a son.,True
178,It's a boy.,"Артикли a, an",C'est un garçon.,It's a boy.,True
179,It's a chair.,"Артикли a, an",C'est une chaise.,It's a chair.,True
180,It's an island.,"Артикли a, an",C'est une île.,It's an island.,True
9,You're not going to avoid change.,to_be_going_to neg,Tu ne vas pas éviter le changement.,You're not going to avoid change.,True
10,I'm not going to jump today.,to_be_going_to neg,Je ne vais pas sauter aujourd'hui.,I'm not going to jump today.,True
12,I'm not going to arrest anybody.,to_be_going_to neg,Je ne vais pas arrêter personne.,I'm not going to arrest anybody.,True
14,We're not going to see the palace.,to_be_going_to neg,On ne va pas voir le palais.,We're not going to see the palace.,True
20,You're not going to save the world.,to_be_going_to neg,Vous n'allez pas sauver le monde.,You're not going to save the world.,True
30,And I'm not going to pretend!,to_be_going_to neg,Et je ne vais pas faire semblant!,And I'm not going to pretend!,True
35,We're not going to publish your book.,to_be_going_to neg,Nous n'allons pas publier votre livre.,We're not going to publish your book.,True
39,But I'm not going to sleep!,to_be_going_to neg,Mais je ne vais pas dormir!,But I'm not going to sleep!,True
61,We're not going to live apart.,to_be_going_to neg,Nous n'allons pas vivre à l'écart.,We're not going to live apart.,True
64,I'm not going to write immediately.,to_be_going_to neg,Je ne vais pas écrire immédiatement.,I'm not going to write immediately.,True
70,I'm not going to live there.,to_be_going_to neg,Je ne vais pas y vivre.,I'm not going to live there.,True
75,We're not going to look inside.,to_be_going_to neg,Nous n'allons pas regarder à l'intérieur.,We're not going to look inside.,True
77,I'm not going to work tonight.,to_be_going_to neg,Je ne vais pas travailler ce soir.,I'm not going to work tonight.,True
111,I'm not going to work today.,to_be_going_to neg,Je ne vais pas travailler aujourd'hui.,I'm not going to work today.,True
115,You're not going to work today.,to_be_going_to neg,Vous n'allez pas au travail aujourd'hui.,You're not going to work today.,True
117,You're not going to say goodbye.,to_be_going_to neg,Vous n'allez pas dire au revoir.,You're not going to say goodbye.,True
133,They weren't going to leave without them.,to_be_going_to neg,Ils n'allaient pas partir sans eux.,They weren't going to leave without them.,True
136,He wasn't going to make that mistake.,to_be_going_to neg,Il n'allait pas faire cette erreur.,He wasn't going to make that mistake.,True
141,He wasn't going to cancel the deal.,to_be_going_to neg,Il n'allait pas annuler la transaction.,He wasn't going to cancel the deal.,True
142,I wasn't going to say anything!,to_be_going_to neg,Je n'allais pas dire n'importe quoi!,I wasn't going to say anything!,True
144,I wasn't going to promise anything.,to_be_going_to neg,Je n'allais pas à promettre quoi que ce soit.,I wasn't going to promise anything.,True
146,They weren't going to change anything.,to_be_going_to neg,Ils n'allaient pas changer quoi que ce soit.,They weren't going to change anything.,True
147,I wasn't going to do anything.,to_be_going_to neg,Je n'allais pas faire n'importe quoi.,I wasn't going to do anything.,True
149,She wasn't going to do anything.,to_be_going_to neg,Elle n'allait pas faire n'importe quoi.,She wasn't going to do anything.,True
6,We won't be seeing him again.,future_continuous neg,Nous ne serons pas en le voyant de nouveau.,We won't be seeing him again.,True
39,She won't be joining,future_continuous neg,Elle ne sera pas rejoindre,She won't be joining,True
41,You won't be riding.,future_continuous neg,Vous ne serez pas en équitation.,You won't be riding.,True
51,He won't be joining us.,future_continuous neg,Il ne sera pas vous joindre à nous.,He won't be joining us.,True
52,You won't be following me.,future_continuous neg,Vous ne serez pas à me suivre.,You won't be following me.,True
60,You won't be using a laptop.,future_continuous neg,Vous ne serez pas à l'aide d'un ordinateur portable.,You won't be using a laptop.,True
67,You won't be leaving with me,future_continuous neg,Vous ne serez pas partir avec moi,You won't be leaving with me,True
72,We won't be coming for you,future_continuous neg,Nous ne serons pas à venir pour vous,We won't be coming for you,True
84,You won't be laughing long.,future_continuous neg,Vous ne rirez pas longtemps.,You won't be laughing long.,True
85,He won't be staying long.,future_continuous neg,Il ne sera pas rester longtemps.,He won't be staying long.,True
10,I won't be with you.,future_simple neg,Je ne serai pas avec vous.,I won't be with you.,True
20,He won't talk about it.,future_simple neg,Il ne sera pas en parler.,He won't talk about it.,True
25,He won't be with us.,future_simple neg,Il ne sera pas avec nous.,He won't be with us.,True
27,She won't talk about it.,future_simple neg,Elle ne sera pas en parler.,She won't talk about it.,True
38,He won't play with me!,future_simple neg,Il ne jouera pas avec moi!,He won't play with me!,True
48,She won't look at me.,future_simple neg,Elle ne veut pas me regarder.,She won't look at me.,True
55,He won't look at me.,future_simple neg,Il ne me regardera pas.,He won't look at me.,True
63,I won't hesitate next time.,future_simple neg,Je n'hésiterai pas la prochaine fois.,I won't hesitate next time.,True
79,You won't stop us.,future_simple neg,Vous ne nous arrêterez pas.,You won't stop us.,True
81,We won't forget you.,future_simple neg,Nous ne vous oublierons pas.,We won't forget you.,True
85,I won't bother you.,future_simple neg,Je ne vais pas vous ennuyer.,I won't bother you.,True
91,You won't believe it!,future_simple neg,Vous ne le croirez pas!,You won't believe it!,True
93,She won't help you.,future_simple neg,Elle ne vous aidera pas.,She won't help you.,True
95,She won't touch them.,future_simple neg,Elle ne sera pas les toucher.,She won't touch them.,True
96,We won't find him.,future_simple neg,Nous ne trouverons pas de lui.,We won't find him.,True
98,They won't find him.,future_simple neg,Ils ne trouveront pas de lui.,They won't find him.,True
99,They won't protect you.,future_simple neg,Ils ne te protégeront pas.,They won't protect you.,True
103,You won't tell them.,future_simple neg,Tu ne leur diras pas.,You won't tell them.,True
104,You won't forget it.,future_simple neg,Vous n'aurez pas l'oublier.,You won't forget it.,True
107,You won't tell him.,future_simple neg,Vous n'aurez pas le lui dire.,You won't tell him.,True
108,She won't find you.,future_simple neg,Elle ne trouverez pas de vous.,She won't find you.,True
113,You won't catch me.,future_simple neg,Vous n'aurez pas me rattraper.,You won't catch me.,True
118,They won't help you.,future_simple neg,Ils ne vous aideront pas.,They won't help you.,True
129,He won't arrest you.,future_simple neg,Il ne sera pas vous arrêter.,He won't arrest you.,True
131,We won't lose her.,future_simple neg,On ne la perdra pas.,We won't lose her.,True
136,You won't support me.,future_simple neg,Tu ne me soutiendras pas.,You won't support me.,True
142,They won't help us.,future_simple neg,Ils ne nous aideront pas.,They won't help us.,True
146,She won't tell us.,future_simple neg,Elle ne veut pas nous le dire.,She won't tell us.,True
152,He won't believe me.,future_simple neg,Il ne me croirez pas.,He won't believe me.,True
162,She won't believe me!,future_simple neg,Elle ne me croira pas!,She won't believe me!,True
163,They won't let you.,future_simple neg,Ils ne vous laisseront pas.,They won't let you.,True
171,He won't let you.,future_simple neg,Il ne permettra pas que vous.,He won't let you.,True
174,You won't have any friends soon.,future_simple neg,Vous n'aurez pas de amis bientôt.,You won't have any friends soon.,True
177,You won't believe what I did today.,future_simple neg,Vous ne croirez pas ce que j'ai fait aujourd'hui.,You won't believe what I did today.,True
178,He won't be back until next week.,future_simple neg,Il ne sera pas de retour avant la semaine prochaine.,He won't be back until next week.,True
185,I'm sure that won't be necessary.,future_simple neg,Je suis sûr que ce ne sera pas nécessaire.,I'm sure that won't be necessary.,True
188,I'm afraid they won't like me.,future_simple neg,J'ai peur qu'ils ne seront pas comme moi.,I'm afraid they won't like me.,True
189,I'm afraid they won't believe me.,future_simple neg,J'ai peur qu'ils ne me croirez pas.,I'm afraid they won't believe me.,True
193,I'm sure they won't help you.,future_simple neg,Je suis sûr qu'ils ne vous aideront pas.,I'm sure they won't help you.,True
10,I'm making a mess.,present_continuous,Je suis en train de faire un gâchis.,I'm making a mess.,True
12,They're coming this way.,present_continuous,Ils arrivent de cette façon.,They're coming this way.,True
16,I'm writing a book.,present_continuous,Je suis en train d'écrire un livre.,I'm writing a book.,True
17,You're making a scene.,present_continuous,Vous faites de la scène.,You're making a scene.,True
21,I'm leaving this morning.,present_continuous,Je pars ce matin.,I'm leaving this morning.,True
25,You're missing the point.,present_continuous,Il vous manque le point.,You're missing the point.,True
27,I'm having an affair.,present_continuous,Je vais avoir une liaison.,I'm having an affair.,True
33,We're looking for a ladybug.,present_continuous,Nous sommes à la recherche pour une coccinelle.,We're looking for a ladybug.,True
34,I'm looking for a husband.,present_continuous,Je suis à la recherche d'un mari.,I'm looking for a husband.,True
35,You're acting like a child.,present_continuous,Vous agissez comme un enfant.,You're acting like a child.,True
36,You're waiting for a train.,present_continuous,Vous êtes en attente d'un train.,You're waiting for a train.,True
38,You're shaking like a leaf.,present_continuous,Vous êtes à trembler comme une feuille.,You're shaking like a leaf.,True
43,I'm looking for a man.,present_continuous,Je suis à la recherche d'un homme.,I'm looking for a man.,True
44,I'm standing on the edge,present_continuous,Je suis debout sur le bord,I'm standing on the edge,True
45,I'm living in the past,present_continuous,Je suis en train de vivre dans le passé,I'm living in the past,True
46,I'm looking for a friend.,present_continuous,Je suis à la recherche d'un ami.,I'm looking for a friend.,True
47,I'm waiting for a sign,present_continuous,Je suis en attente d'un signe,I'm waiting for a sign,True
48,We're looking for a man,present_continuous,Nous sommes à la recherche pour un homme,We're looking for a man,True
49,I'm talking to myself.,present_continuous,Je parle à moi-même.,I'm talking to myself.,True
51,I'm standing in the rain,present_continuous,Je suis debout sous la pluie,I'm standing in the rain,True
58,You're going on a date.,present_continuous,Vous allez sur une date.,You're going on a date.,True
59,I'm talking about freedom,present_continuous,Je parle de la liberté,I'm talking about freedom,True
62,I'm looking for something.,present_continuous,Je suis à la recherche de quelque chose.,I'm looking for something.,True
63,I'm waiting for someone.,present_continuous,Je suis en attente pour quelqu'un.,I'm waiting for someone.,True
66,I'm marrying that girl.,present_continuous,Je suis d'épouser cette fille.,I'm marrying that girl.,True
69,You're lying to me.,present_continuous,Vous mentez à moi.,You're lying to me.,True
71,I am listening to you.,present_continuous,Je suis à l'écoute de vous.,I am listening to you.,True
73,My eyes are watering.,present_continuous,Mes yeux sont d'arrosage.,My eyes are watering.,True
74,My arms are shaking.,present_continuous,Mes bras tremblent.,My arms are shaking.,True
75,Your hands are shaking.,present_continuous,Vos mains tremblent.,Your hands are shaking.,True
76,His hands are shaking.,present_continuous,Ses mains tremblent.,His hands are shaking.,True
78,You're talking to yourself.,present_continuous,Vous parlez à vous-même.,You're talking to yourself.,True
79,My hands are shaking.,present_continuous,Mes mains tremblent.,My hands are shaking.,True
80,Your parents are coming.,present_continuous,Tes parents arrivent.,Your parents are coming.,True
81,You're lying to yourself.,present_continuous,Vous mentez à vous-même.,You're lying to yourself.,True
83,People are staring.,present_continuous,Les gens sont à la regarder fixement.,People are staring.,True
84,Things are happening.,present_continuous,Il se passe des choses.,Things are happening.,True
85,Things are changing.,present_continuous,Les choses sont en train de changer.,Things are changing.,True
86,People are watching.,present_continuous,Les gens regardent.,People are watching.,True
87,People are waiting.,present_continuous,Les gens sont en attente.,People are waiting.,True
89,Our fears are disappearing,present_continuous,Nos peurs sont en train de disparaître,Our fears are disappearing,True
91,I'm leaving today.,present_continuous,Je pars aujourd'hui.,I'm leaving today.,True
95,We're losing hope.,present_continuous,Nous sommes en train de perdre espoir.,We're losing hope.,True
96,I'm saving money.,present_continuous,Je suis en économisant de l'argent.,I'm saving money.,True
97,I'm ordering breakfast.,present_continuous,Je commande le petit déjeuner.,I'm ordering breakfast.,True
98,They're filming something.,present_continuous,Ils êtes en train de filmer quelque chose.,They're filming something.,True
102,I'm having fun!,present_continuous,Je m'amuse!,I'm having fun!,True
103,We're wasting time!,present_continuous,Nous sommes de perdre du temps!,We're wasting time!,True
105,I'm walking home.,present_continuous,Je vais à pied à la maison.,I'm walking home.,True
106,You're leaving tomorrow.,present_continuous,Vous partez demain.,You're leaving tomorrow.,True
107,They're planning something.,present_continuous,Ils prévoient quelque chose.,They're planning something.,True
108,They're leaving tomorrow.,present_continuous,Ils vont partir demain.,They're leaving tomorrow.,True
121,You're driving too fast.,present_continuous,Vous conduisez trop vite.,You're driving too fast.,True
125,We're going home now.,present_continuous,Nous allons à la maison maintenant.,We're going home now.,True
126,I'm talking too much.,present_continuous,Je suis trop parler.,I'm talking too much.,True
130,I'm looking for a beautiful young woman.,present_continuous,Je suis à la recherche d'une belle jeune femme.,I'm looking for a beautiful young woman.,True
131,I'm working on the next big breakthrough.,present_continuous,Je travaille sur la prochaine grande découverte.,I'm working on the next big breakthrough.,True
136,I'm expecting a very important package.,present_continuous,J'attends un paquet très important.,I'm expecting a very important package.,True
137,The world is facing a new problem.,present_continuous,Le monde est confronté à un nouveau problème.,The world is facing a new problem.,True
139,The wind is steering the ship.,present_continuous,Le vent est de gouverner le navire.,The wind is steering the ship.,True
147,We're looking for his father too.,present_continuous,Nous sommes à la recherche de son père aussi.,We're looking for his father too.,True
152,She doesn't know what she's doing.,present_continuous,Elle ne sait pas ce qu'elle fait.,She doesn't know what she's doing.,True
153,He doesn't understand what he's doing.,present_continuous,Il ne comprend pas ce qu'il fait.,He doesn't understand what he's doing.,True
157,I'm writing a story about schools.,present_continuous,Je suis en train d'écrire une histoire sur les écoles.,I'm writing a story about schools.,True
162,The boy is riding a bike.,present_continuous,Le garçon est de faire du vélo.,The boy is riding a bike.,True
164,The dream is becoming a reality.,present_continuous,Le rêve est en train de devenir une réalité.,The dream is becoming a reality.,True
172,My body is getting stronger.,present_continuous,Mon corps devient plus fort.,My body is getting stronger.,True
177,The company is laying a new pipeline.,present_continuous,La compagnie pose un nouveau pipeline.,The company is laying a new pipeline.,True
0,Everyone seems very friendly.,indefinite_pronouns,Tout le monde semble très sympathique.,Everyone seems very friendly.,True
2,You work hard all the time.,indefinite_pronouns,"Vous travaillez dur, tout le temps.",You work hard all the time.,True
4,Everything seems so new,indefinite_pronouns,Tout semble si nouveau,Everything seems so new,True
9,Everything is so important.,indefinite_pronouns,Tout est si important.,Everything is so important.,True
11,Everything seems very strange,indefinite_pronouns,Tout semble très étrange,Everything seems very strange,True
12,Everyone is so unhappy!,indefinite_pronouns,Tout le monde est tellement malheureux!,Everyone is so unhappy!,True
13,Everything's so dirty.,indefinite_pronouns,Tout est tellement sale.,Everything's so dirty.,True
14,Everything is so interesting.,indefinite_pronouns,Tout est si intéressant.,Everything is so interesting.,True
18,Everything is very simple.,indefinite_pronouns,Tout est très simple.,Everything is very simple.,True
20,They come here all the time.,indefinite_pronouns,Ils viennent ici tout le temps.,They come here all the time.,True
21,I'm here all the time,indefinite_pronouns,Je suis ici tout le temps,I'm here all the time,True
