,word,rus_word,local_word,examples,local_examples
505,tell,рассказать,raconter,to tell interrogators|to tell their friends|to tell their stories|to tell a story,dire aux interrogateurs|pour dire à leurs amis|pour raconter leurs histoires|pour raconter une histoire
506,tell,говорить,dire,to tell my students|to tell students|to often tell young coaches|to tell the guy,dire à mes étudiants|pour dire les étudiants|dire souvent aux jeunes entraîneurs|pour dire le gars
507,tell,заявить,déclarer,to tell the court|to tell Dawn|to tell journalists|to tell K News,pour dire à la cour|dire à l'Aube|pour dire les journalistes|dire à K News
508,tell,рассказывать,raconter,to tell stories|to tell the patient,pour raconter des histoires|dire au patient
509,tell,сообщать,signaler,,
510,international,международный,international,,
511,international,интернациональный,international,,
512,international,мировой,mondial,,
513,international,международный матч,match international,,
514,stand,стенд,stand,national stand|large stand|exclusive stand,position nationale|grand stand|stand exclusif
515,stand,позиция,position,united stand|active stand|decisive stand|principled stand,royaume-stand|actif en attente|résolument|position de principe
516,stand,остановка,arrêt,bus stand,l'arrêt de bus
517,stand,трибуна,tribune,duma stand,stand de la Douma
518,stand,стойка,bar,,
519,stand,подставка,socle,,
520,stand,киоск,kiosque,news stand,kiosque à journaux
521,stand,стоянка,parking,taxi stand|cab stand,station de taxi|cabine stand
522,stand,клеть,caisse,,
523,stand,постоять,rester debout,to stand still|to stand there|to stand here|to stand in these legs,pour rester immobile|rester là|ici|à se dans ces jambes
524,stand,стоить,coûter,,
525,stand,выступать,prendre la parole,,
526,stand,находиться,se trouver,,
527,stand,встать,se lever,,
528,stand,остановиться,arrêter,,
529,stand,выдержать,supporter,to stand the test of reality,pour résister à l'épreuve de la réalité
530,stand,составлять,représenter,,
531,stand,терпеть,tolérer,,
532,stand up,встать,se lever,,
533,stand up,подняться,monter,,
534,stand up,постоять,rester debout,,
535,stand up,вставать,se lever,,
536,stand up,выступить,prendre la parole,,
537,stand up,восстать,se révolter,,
538,stand up,подниматься,lever,,
539,stand up,окрепнуть,devenir plus fort,,
540,stand up,отстаивать,défendre,,
541,stand out,выделяться,se détacher,,
542,stand out,выделиться,se distinguer,,
543,stand out,отличаться,différer,,
544,stand out,заинтересовать,motiver,,
545,stand out,превосходить,surpasser,,
546,stand by,придерживаться,s'en tenir à,,
547,stand by,стоять в стороне,debout à côté,,
548,fish,рыбный,de poisson,,
549,fish,рыба,poisson,fresh fish|raw fish|freshwater fish|wild fish,le poisson frais|le poisson cru|poissons d'eau douce|poissons sauvages
550,fish,рыбка,poisson,little white fish|gold fish|white fish,petit poisson blanc|poisson d'or|poisson blanc
551,fish,рыбачить,être pêcheur,,
552,fish,ловить рыбу,pêcher,,
553,fish,удить,pêche,,
554,fish,выловить,pêcher,,
555,fish,ловить,attraper,,
556,benefit,выгода,avantage,economic benefit|potential benefit|social benefit|maximum benefit,avantage économique|l'avantage potentiel|avantages sociaux|le maximum d'avantages
557,benefit,преимущество,avantage,additional benefit|main benefit|benefits of globalization|obvious benefit,avantage supplémentaire|principal avantage|avantages de la mondialisation|avantage évident
558,benefit,польза,avantage,real benefit|benefits of slowness|moral benefit|societal benefit,un réel avantage|bienfaits de la lenteur|avantage moral|l'intérêt de la société
559,benefit,пособие,allocation,welfare benefit|Parent’s Benefit|retirement benefit|government benefit,des prestations d'aide sociale|Prestation aux parents|des prestations de retraite|prestation du gouvernement
560,benefit,льгота,allégement,tax benefit|pension benefit|housing benefit|special benefit,avantage fiscal|prestations de retraite|l'allocation de logement|prestation spéciale
561,benefit,благо,bienfait,material benefit|free benefit|joint benefit,avantage matériel|libre prestation|joint de prestations
562,benefit,прибыль,bénéfice,net benefit|huge benefit,l'avantage net|énorme avantage
563,benefit,выплата,paiement,social insurance benefit|monetary benefit,versées par les assurances sociales|avantage monétaire
564,benefit,выиграть,gagner,,
565,benefit,принести пользу,apporter des avantages,,
566,benefit,извлечь выгоду,tirer profit,,
567,benefit,выигрывать,gagner,,
568,benefit,извлекать выгоду,exploiter,,
569,benefit,приносить пользу,servir,,
570,benefit,извлечь пользу,bénéficier,,
571,benefit,получать выгоду,bénéficier,,
572,benefit,получить выгоду,obtenir un avantage,,
573,intelligent,умный,intelligent,most intelligent,le plus intelligent
574,intelligent,интеллектуальный,intellectuel,,
575,intelligent,разумный,raisonnable,,
576,intelligent,интеллигентный,intelligent,,
577,intelligent,грамотный,alphabétisé,,
578,follow,следовать,suivre,to follow the on-screen instructions|to follow the instructions|to follow the signs|to follow the rules,suivre les instructions à l'écran|suivre les instructions|suivre les panneaux indicateurs|suivre les règles de la
579,follow,последовать,suivre,to follow suit|to follow the troop deployment|to follow that advice,emboîter|suivre le déploiement des troupes|pour suivre les conseils
580,follow,соблюдать,respecter,to follow any comments|to follow any comments here,pour suivre tous les commentaires|pour suivre tout commentaire ici
581,follow,следить,surveiller,to follow our news|to follow my cards,pour suivre nos actualités|pour suivre mes cartes
582,follow,придерживаться,s'en tenir à,to follow policy,de suivre la politique
583,follow,выполнить,exécuter,,
584,follow,идти,aller,,
585,follow,вытекать,découler,to follow from inequality,à suivre à partir de l'inégalité
586,follow,предшествовать,précéder,,
587,follow up,проконсультироваться,consulter,,
588,journey,путешествие,voyage,fascinating journey|musical journey|vagina journey|continuous journey,voyage fascinant|voyage musical|vagin voyage|voyage continu
589,journey,путь,chemin,life journey|long journey|journey of suffering|long journey of suffering,parcours de vie|long voyage|chemin de la souffrance|le long voyage de la souffrance
590,journey,поездка,voyage,rail journey,voyage en train
591,news,новость,nouvelle,good news|bad news|weekly news|international news,bonne nouvelle|mauvaise nouvelle|nouvelles hebdomadaires|nouvelles internationales
592,news,ньюз,Newz,,
593,news,известие,nouvelle,welcome news,bienvenue news
594,news,Ньюз,Newz,news international,news international
595,news,собщение,sobriété,,
596,write,писать,écrire,to write software|to write a book|to write here|to write off the West,pour écrire un logiciel|pour écrire un livre|pour écrire ici|à la radiation de l'Ouest
597,write,написать,écrire,to write this page|to write a program|to write this book|to write an article,pour écrire cette page|pour écrire un programme|pour écrire ce livre|pour écrire un article
598,write,записать,enregistrer,to write those stories,pour écrire ces histoires
599,write,записывать,enregistrer,to write the genetic code|to write messages,pour écrire le code génétique|pour écrire des messages
600,write,сочинять,composer,,
601,write,писаться,être écrit,,
602,write down,записать,enregistrer,,
603,write down,записывать,enregistrer,,
604,write down,списать,radier,,
605,write down,выписать,prescrire,,
606,approbation,апробация,approbation,clinical approbation,l'approbation clinique
607,read,чтение,lecture,read ahead,lire à l'avance
608,read,читать,lire,to read more|to read more here|to read full article|to read books,lire plus|pour en lire plus ici|pour lire l'article complet|pour lire des livres
609,read,прочитать,lire,to read the book|to read this message|to read a book|to read that chapter,pour lire le livre|pour lire ce message|pour lire un livre|à lire ce chapitre
610,read,прочесть,lire,to read all your essays|to read the letter|to read our technical documents|to read this article,lire tous vos essais|pour lire la lettre|pour lire nos documents techniques|pour lire cet article
611,read,почитать,vénérer,to read the newspaper,pour lire le journal
612,read,ознакомиться,se familiariser avec,,
613,read,узнать,apprendre,,
614,read,читаться,être lu,,
615,read,зачитать,donner lecture de,,
616,read,гласить,dire,,
617,hear,слышать,entendre,to hear yesterday|to hear a lot|to hear music|to regularly hear often,pour entendre hier|à entendre beaucoup de choses|pour entendre la musique|régulièrement entendre souvent
618,hear,услышать,entendre,to hear the song|to hear a few weird songs|to hear the sound|to hear gunfire,pour entendre la chanson|pour entendre quelques chansons bizarres|pour entendre le son|pour entendre des coups de feu
619,hear,слушать,écouter,,
620,hear,узнать,apprendre,,
621,hear,послушать,écouter,,
622,hear,заслушать,entendre,,
623,hear,выслушать,écouter,,
624,hear of,слышать,entendre,,
625,feel,ощущение,sensation,,
626,feel,чувствовать,sentir,to feel pain|to feel God's love|to feel the need|to feel pressure,pour ressentir la douleur|pour ressentir l'amour de Dieu|pour ressentir le besoin|pour sentir la pression
627,feel,почувствовать,sentir,,
628,feel,ощутить,ressentir,,
629,feel,считать,croire,,
630,feel,испытывать,éprouver,to feel some happiness,pour ressentir un peu de bonheur
631,feel,казаться,sembler,,
632,feel,ощутиться,ressenti,,
633,feel,полезть,grimper,,
634,feel,прибавить,ajouter,,
635,be,быть,être,to be in CG|to be here|to be there,pour être en CG|d'être ici|d'être là
636,be,стать,devenir,,
637,be,иметь,avoir,,
638,be,являться,être,,
639,be,находиться,se trouver,,
640,be,заключаться,résider,,
641,be,оказаться,s'avérer,,
642,be,нести,assumer,,
643,be,остаться,rester,,
644,be worth,стоить,coûter,to be worth a thousand words|to be worth the candle|to be worth the struggle,pour être une image vaut mille mots|pour être en vaut la chandelle|pour être en valent largement la peine
645,be worth,постоять,rester debout,to be worth less,à moins de valeur
646,be worth,оцениваться,se chiffrer,,
647,be worth,следовать,suivre,,
648,be worth,заслуживать,mériter,,
649,right,правильный,correct,,
650,right,правый,droit,far right,l'extrême droite
651,right,нужный,nécessaire,,
652,right,верный,fidèle,intuitively right,intuitivement droit
653,right,правоцентристский,правоцентристский,,
654,right,прямо,directement,,
655,right,правильно,correctement,,
656,right,непосредственно,directement,,
657,right,право,droit,women's right|property right|civil right|political right,le droit des femmes|droit de propriété|droit civil|droit politique
658,guru,гура,Gura,,
659,guru,gurus,gurus,,
660,guru,светило,lumière,,
661,guru,зубр,bison,,
662,beginner,новичек,novice,,
663,beginner,beginners,beginners,,
664,collide,сталкиваться,se heurter,,
665,collide,конфликтовать,être en conflit,,
666,collide,сталкивать,entrechoquer,,
667,genetically,генетический,génétique,,
668,precedent,прецедент,précédent,historical precedent|international precedent|legal precedent|powerful precedent,précédent historique|internationale précédent|précédent juridique|puissant précédent
669,refugee,беженец,réfugié,Uzbek refugee|Iraqi refugee|Pakistani refugee|political refugee,Ouzbek réfugiés|Réfugiés irakiens|De réfugiés pakistanais|réfugié politique
670,refugee,делам беженцев,les réfugiés,,
671,secular,светский,laïque,,
672,secular,мирский,mondain,,
673,secular,вековой,séculaire,,
674,secular,долговременный,à long terme,,
675,pasta,паста,pâte,homemade pasta,les pâtes maison
676,pasta,макароны,macaroni,,
677,pasta,макаронные изделия,pâtes alimentaires,,
678,pasta,спагетти,spaghetti,,
679,pasta,пасть,tomber,,
680,beaver,бобр,castor,,
681,beaver,бивер,castor,,
682,tiger,тигр,gros chat,asian tiger|Tamil Tiger|white tiger|Swat Tiger,tigre de l'asie|Des Tigres Tamouls|tigre blanc|Swat Tiger
683,tiger,тигрица,tigresse,,
684,tiger,tigers,tigers,,
685,lion,лев,lion,sea lion|golden lion|young lion,lion de mer|lion d'or|jeune lion
686,lion,lions,lions,,
687,lion,львица,lionne,,
688,pen,ручка,poignée,ball-point pen,stylo à bille
689,pen,перо,stylet,sea pen,mer pen
690,pen,загон,enclos,,
691,pen,pens,pens,,
692,pen,авторучка,stylo,,
693,pen,карандаш,crayon,,
694,pen,дрожь,frisson,,
695,coconut,кокосовый орех,noix de coco,,
696,coconut,кокос,coco,,
697,dynamite,динамит,dynamite,,
698,spoon,ложок,cuillère,measuring spoon,cuillère à mesurer
699,spoon,ложка,cuillère,,
700,spoon,ложечка,cuillère,,
701,spoon,вилок,prise mâle,,
702,ocean,океан,océan,pacific ocean|world ocean|Arctic Ocean|open ocean,Pacifique|l'océan mondial|Océan Arctique|ouvert sur l'océan
703,mug,кружок,cercle,beer mug,chope de bière
704,mug,морда,museau,,
705,mug,кружка,tasse,,
706,shampoo,шампунь,shampooing,,
707,buzzer,зуммер,buzzer,,
708,buzzer,гудок,tonalité,,
709,meet,встретиться,rencontrer,to meet again|to meet last week|to meet that woman|to meet next week,pour se rencontrer à nouveau|à rencontrer la semaine dernière|pour rencontrer cette femme|pour répondre à la semaine prochaine
710,meet,встретить,rencontrer,to meet people|to meet here|to meet a Vietnamese lady|to meet a theater director,pour rencontrer des gens|pour se rencontrer ici|rencontrer une Vietnamienne|rencontrer un directeur de théâtre
711,meet,соответствовать,correspondre à,to meet international standards|to meet your needs|to meet your expectations|to meet your requirements,répondre aux normes internationales|pour répondre à vos besoins|pour répondre à vos attentes|pour répondre à vos exigences
712,meet,отвечать,répondre,to meet the highest demands|to meet safety standards,pour répondre aux demandes les plus élevées|répond aux normes de sécurité
713,meet,встречаться,rencontrer,to meet regularly|to meet the sea|to meet with her husband|to meet slaveholders,se réunir régulièrement|pour répondre à la mer|pour rencontrer son mari|pour satisfaire les esclavagistes
714,meet,удовлетворить,satisfaire,to meet that request|to meet these conditions|to meet the demand,pour répondre à cette demande|pour répondre à ces conditions|pour répondre à la demande
715,meet,встречать,rencontrer,,
716,meet,удовлетворять,satisfaire,to meet donors' demands,répondre aux demandes des donateurs
717,meet,выполнить,exécuter,to meet these basic responsibilities|to meet their obligations,s'acquitter de ces responsabilités fondamentales|respecter leurs obligations
718,meeting,встреча,rencontre,business meeting|first meeting|next meeting|annual meeting,réunion d'affaires|première réunion|prochaine réunion|réunion annuelle
719,meeting,конференц-зал,salle de réunion,,
720,meeting,заседание,séance,cabinet meeting|joint meeting|third meeting|plenary meeting,réunion du cabinet|réunion conjointe|troisième réunion|réunion plénière
721,meeting,собрание,réunion,general meeting|public meeting|political meeting|staff meeting,assemblée générale|réunion publique|réunion politique|réunion du personnel
722,meeting,совещание,réunion,emergency meeting|small meeting|spring meeting|high-level meeting,réunion d'urgence|de réunion pour petits|réunion de printemps|réunion de haut niveau
723,meeting,митинг,rassemblement,,
724,actually,на самом деле,en réalité,,
725,actually,фактический,réel,,
726,actually,действительно,En effet,,
727,actually,в действительности,en réalité,,
728,actually,собственно,proprement,,
729,actually,вообще-то,"en fait,",,
730,earring,серьга,boucle d'oreille,diamond earring,boucle d'oreille en diamant
731,add,добавить,ajouter,to add present-hedonism|to add funds|to add sites|added later,ajouter le présent-hédonisme|pour ajouter des fonds|pour ajouter des sites|ajouté plus tard
732,add,добавлять,ajouter,to add comments|to add photos|to add another level,pour ajouter des commentaires|pour ajouter des photos|pour ajouter un autre niveau
733,add,отметить,noter,,
734,add,отмечать,célébrer,,
735,add up,сводиться,ramenant,,
736,add up,складываться,se replier,,
737,add up,сложить,plier,,
738,adjective,многочисленными характеристиками,nombreuses caractéristiques,,
739,draw,рисовать,dessiner,to draw a picture of God|to draw the story|to draw a steering wheel,dessiner une image de Dieu|pour dessiner l'histoire|pour dessiner un volant
740,draw,привлечь,attirer,to draw attention,pour attirer l'attention
741,draw,нарисовать,dessiner,to draw this article|to draw a sheep|to draw a little car,pour dessiner cet article|pour dessiner un mouton|pour dessiner une petite voiture
742,draw,провести,tenir,to draw a line|to draw a distinction|to draw a parallel,pour dessiner une ligne|pour faire une distinction|pour faire un parallèle
743,draw,привлекать,attirer,,
744,draw,вызвать,appeler,,
745,draw,обратить,tourner,,
746,draw,извлечь,extraire,,
747,draw,обращать,tourner,,
748,draw out,вытягивать,tirer,,
749,draw out,вынуть,enlever,,
750,draw down,выводить,afficher,,
751,draw up,разработать,développer,,
752,draw up,составить,compiler,,
753,draw up,оформить,décorer,,
754,draw up,вырабатывать,produire,,
755,draw up,заключать,conclure,,
756,draw up,разрабатываться,être à l'étude,,
757,drawing,рисунок,figure,pencil drawing|children's drawings|famous drawing|vector drawing,dessin au crayon|des dessins d'enfants|célèbre dessin|de dessin vectoriel
758,drawing,чертеж,dessin,technical drawing|detailed drawing,dessin technique|dessin détaillé
759,drawing,рисование,dessin,,
760,drawing,жеребьевка,tirage au sort,,
761,drawing,розыгрыш,tirage,,
762,drawing,заимствование,emprunt,,
763,drawing,графика,graphique,,
764,drawing,втягивание,rétraction,drawing into an aggressive bloc|drawing into a conflict,dessin dans un bloc agressif|dessin dans un conflit
765,drawing,вытяжка,hotte,,
766,dream,сказочный,fabuleux,,
767,dream,мечта,rêve,american dream|european dream|distant dream|first dream,rêve américain|le rêve européen|rêve lointain|premier rêve
768,dream,сон,sommeil,sweet dream|Underworld Dreams|pleasant dream,doux rêve|Underworld Rêves|agréable rêve
769,dream,соня,loir,bad dream,mauvais rêve
770,dream,dreams,dreams,,
771,dream,мечтание,rêve,,
772,dream,сновидение,rêve,,
773,dream,мечтать,rêver,,
774,dream,сниться,rêver,,
775,dress,одеваться,s'habiller,,
776,dress,одеть,habiller,,
777,dress,одевать,habiller,,
778,dress,одеться,s'habiller,,
779,dress,оделиться,оделиться,,
780,dress,переодеться,se déguiser,,
781,dress,оделить,habiller,,
782,dress up,наряжаться,se pomponner,,
783,dress up,одеваться,s'habiller,,
784,dress up,нарядиться,se parer,,
785,dress up,одеть,habiller,,
786,dress up,одеться,s'habiller,,
787,dress up,наряжать,pomponner,,
788,drive,доехать,gagner,,
789,drive,водить,mener,,
790,drive,ехать,aller,to drive home,pour conduire à la maison
791,drive,управлять,gérer,to drive cars,de conduire des voitures
792,drive,ездить,rouler,,
793,drive,привести,amener,,
794,drive,вести,aller,,
795,drive,приводить,amener,,
796,drive,проехать,traverser,,
797,drive away,доехать,gagner,,
798,drive away,отгонять,chasser,,
799,drive away,отпугнуть,effrayer,,
800,drive away,выгнать,chasser,,
801,drive back,уехать назад,partir en arrière,,
802,drive off,отъехать,s'éloigner,,
803,drive out,изгнать,chasser,,
804,drive out,вытеснить,supplanter,,
805,drive out,вытеснять,évincer,,
806,drive out,выгнать,chasser,,
807,driving,ведущий,général,,
808,driving,движущий,mouvant,,
809,driving,приводной,d'entraînement,,
810,driving,возбуждающий,excitatif,,
811,driving,вождение,conduite,,
812,drum,барабан,tambour,war drum|Turkish drum|tin drum,tambour de guerre|Tambour Turc|tambour
813,drum,перкуссия,percussion,,
814,drum,валик,rouleau,,
815,drum,ударная установка,batterie,,
816,dry,сухой,sec,,
817,dry,засушливый,aride,,
818,dry,сушить,sécher,to dry fruit,les fruits secs
819,dry,сохнуть,sécher,,
820,dry,высохнуть,sécher,,
821,dry,высыхать,sécher,,
822,dry,высушить,sécher,,
823,dry,высушивать,sécher,,
824,dry,просушить,sécher,,
825,dry,закрепляться,fixant,,
826,dry,вытереть,essuyer,,
827,dry up,иссякать,tarir,,
828,dry up,высохнуть,sécher,,
829,dry up,иссякнуть,s'épuiser,,
830,dry up,пересыхать,tarir,,
831,duck,уток,trame,,
832,duck,утка,canard,,
833,duck,парусина,toile à voile,,
834,advance,продвинуться,avancer,,
835,advance,выйти,sortir,,
836,advance,пройти,passer,,
837,advance,продвигать,promouvoir,,
838,advance,развиваться,se développer,,
839,advance,продвигаться,progresser,,
840,advance,продвинуть,avancer,,
841,advance,выслать,envoyer,,
842,advance,выдвигать,mettre en avant,,
843,advanced,развитой,développé,,
844,advanced,передовой,de pointe,,
845,advanced,передов,avant,,
846,advanced,опытный,expérimenté,,
847,advanced,перспективный,prometteur,,
848,advanced,прогрессивный,progressif,,
849,advanced,новейший,récent,,
850,advanced,предварительный,préliminaire,,
851,during,во время,lors de,,
852,during,в течение,au cours de,,
853,during,за,pour,,
854,during,при,pour,,
855,earn,зарабатывать,gagner,to earn money|to earn more|to earn ten times more today,pour gagner de l'argent|pour gagner plus|pour gagner dix fois plus aujourd'hui
856,earn,заработать,gagner,to earn more money|to earn foreign exchange|to earn extra money,pour gagner plus d'argent|pour gagner des devises|pour gagner de l'argent supplémentaire
857,earn,получить,recevoir,to earn for being here|to earn a nice profit,de gagner pour être ici|pour gagner un joli bénéfice
858,earn,получать,recevoir,,
859,earn,завоевать,conquérir,,
860,earn,заслужить,mériter,,
861,earn,принести,apporter,,
862,earn,набрать,taper,,
863,singular,единичный,unitaire,,
864,singular,единственное число,singulier,,
865,easily,легко,facile,,
866,easily,с легкостью,couramment,,
867,easily,без труда,sans peine,,
868,east,восточный,oriental,,
869,east,истый,vrai,,
870,east,восток,est,far east|Arabian east,extrême-orient|Arabie orient
871,east,восточная сторона,côté est,,
872,adventure,приключение,aventure,epic adventure|dangerous adventure|exciting adventure,aventure épique|aventure dangereuse|aventure passionnante
873,adventure,авантюра,aventure,foreign adventure|arm adventure|caudillist adventures,étrangères aventure|bras aventure|caudillist aventures
874,adventure,тура,tour,,
875,adventure,adventures,adventures,,
876,adverb,наречие,adverbe,,
877,electric,электрический,électrique,,
878,electric,электр,electre,,
879,advertisement,реклама,publicité,outdoor advertisement|visual advertisement|complete advertisement|banner advertisement,la publicité extérieure|visuel de la publicité|complète de la publicité|publicité des bannières
880,advertisement,объявление,annonce,,
881,advertisement,рекламный ролик,spot publicitaire,,
882,century,веко,paupière,century of our era|twentieth centuries|american century|past century,siècle de notre ère|xxe siècles|américain siècle|depuis un siècle
883,century,столетие,siècle,next century|long century|century of war|third century,prochain siècle|long siècle|siècle de guerre|troisième siècle
884,century,век,siècle,Centuries of Financial Folly,Des siècles de folie financière
885,size,размер,taille,file size|different size|family size|maximum size,la taille du fichier|de taille différente|la taille de la famille|taille maximale
886,size,объем,volume,total size|memory size|size of the losses,taille totale|la taille de la mémoire|la taille des pertes
887,size,величина,valeur,various size,de tailles différentes
888,size,площадь,superficie,,
889,size,масштаб,échelle,sizes of attacks,les tailles des attaques
890,size,типоразмер,modèle,size aa,taille aa
891,electricity,электроэнергия,énergie électrique,Tajik electricity|turkmen electricity|cheap electricity|Kyrgyz electricity,L'électricité tadjike|électricité au Turkménistan|électricité bon marché|Kirghize de l'électricité
892,electricity,электричество,électricité,static electricity,l'électricité statique
893,electricity,энергия,énergie,solar electricity,l'électricité solaire
894,electricity,электроснабжение,alimentation électrique,,
895,elephant,слон,éléphant,white elephant,éléphant blanc
896,else,иначе,sinon,,
897,else,в другом месте,ailleurs,,
898,empty,пустой,vide,almost empty|completely empty,presque vide|complètement vide
899,empty,бессодержательный,dépourvu d'idées,,
900,empty,опустошить,dévaster,to empty the bottle,pour vider la bouteille
901,empty,очистить,nettoyer,,
902,empty,вылить,verser,,
903,empty,почистить,nettoyer,,
904,engine,двигатель,moteur,diesel engine|internal combustion engine|steam engine|engine of growth,moteur diesel|moteur à combustion interne|moteur à vapeur|le moteur de la croissance
905,engine,движок,curseur,graphics engine|script engine,moteur graphique|moteur de script
906,engine,мотор,moteur,,
907,engine,engines,engines,,
908,engine,локомотив,locomotive,operating engines,d'exploitation moteurs
909,engineer,инженер,ingénieur,naval engineer,ingénieur naval
910,engineer,инженерных кадров,personnel d'Ingénierie,,
911,engineer,engineers,engineers,,
912,engineer,сапер,sapeur,,
913,engineer,изобретатель,inventeur,different engineers,différents ingénieurs
914,engineer,сконструировать,construire,,
915,engineer,конструировать,concevoir,,
916,enough,достаточно,assez,,
917,enough,настолько,tant,,
918,enough,недостаточно,pas assez,,
919,enough,достаточно,assez,I've seen enough,J'en ai assez vu
920,enough,довольно,assez,She was pale enough so everybody wondered what was going wrong,Elle était assez pâle pour que tout le monde se demande ce qui allait mal.
921,enter,ввести,taper,to enter later in the process|to enter the other account|to enter keywords|to enter the number,pour entrer plus tard dans le processus|pour entrer dans le compte d'autres|pour entrer des mots clés|pour entrer le numéro de
922,enter,войти,entrer,to enter the room|to enter the building|to enter the old city|to enter the house,pour entrer dans la chambre|pour entrer dans le bâtiment|pour entrer dans la vieille ville|pour entrer dans la maison
923,enter,входить,entrer,,
924,enter,вступить,prendre pied,to enter into force,pour entrer en vigueur
925,enter,вводить,introduire,,
926,enter,вступать,entrer,,
927,enter,проникнуть,pénétrer,to enter the mosques|to enter the airport,pour entrer dans les mosquées|pour entrer dans l'aéroport
928,enter,указать,indiquer,to Please enter your Postal index|to enter your Postal index,Veuillez entrer votre code Postal|pour entrer votre index Postal
929,enter,поступить,recevoir,,
930,entrance,вход,entrée,private entrance|free entrance|entrance to the mine|main entrance,entrée privée|entrée libre|entrée de la mine|l'entrée principale
931,entrance,въезд,entrée,northern entrance,entrée nord
932,entrance,подезд,подезд,sixth entrance,sixième entrée
933,entrance,поступление,recette,Annual entrance,D'entrée annuelle
934,entrance,выход,sortie,,
935,entrance,вступление,entrée,,
936,advice,совет,Soviet,good advice|professional advice|IMF advice|practical advice,de bons conseils|conseils de professionnels|Les conseils du FMI|conseils pratiques
937,advice,консультация,consultation,legal advice|technical advice|just such advice|financial advice,conseils juridiques|conseils techniques|de tels conseils|conseils financiers
938,advice,рекомендация,recommandation,specific advice|trading advice|irresponsible advice|medical advice,des conseils spécifiques|des conseils de trading|irresponsable conseils|conseils médicaux
939,advice,консультирование,conseiller,psychological advice,psychologique
940,aeroplane,аэроплан,aéroplane,,
941,envelope,конверт,enveloppe,sealed envelope,enveloppe scellée
942,envelope,оболочка,coquille,,
943,envelope,огибающая,enveloppe,,
944,envelope,конвертик,enveloppe,,
945,especially,особенно,particulièrement,,
946,especially,в особенности,surtout,,
947,especially,специально,spécialement,,
948,especially,в частности,en particulier,,
949,euro,европейский,européen,,
950,euro,евро,euro,casino euro|strong euro,casino euro|la force de l'euro
951,euro,еврозона,zone Euro,,
952,even,четный,pair,,
953,even,ровный,lisse,,
954,even,равномерный,uniforme,,
955,even,еще,encore,,
956,even,выровнять,aligner,,
957,everyone,каждый / любой,tout le monde / tout le monde,Everyone could use it,Tout le monde peut l'utiliser
958,against,против,contre,,
959,against,по отношению к,par rapport à,,
960,everything,весь / всё,tout / tous les,Everything else doesn't matter,Tout le reste n'a pas d'importance
961,everywhere,везде,partout,,
962,everywhere,повсюду,partout,,
963,everywhere,повсеместно,omniprésent,,
964,everywhere,во всем мире,partout dans le monde,,
965,everywhere,всюду,partout,,
966,age,стареть,vieillir,,
967,age,постареть,vieillir,,
968,age,состарить где-то,vieillir quelque part,,
969,exactly,точно,exactement,,
970,exactly,именно,Exactement,,
971,exactly,в точности,exactement,,
972,exactly,совсем,tout à fait,,
973,exactly,ровно,exactement,,
974,exactly,как раз,juste,,
975,exam,экзамен,examen,entrance exam|state exam|final exam|important exam,examen d'entrée|examen d'état|examen final|examen important
976,exam,осмотр,inspection,free exam|medical exam,libre examen|examen médical
977,exam,обследование,enquête,,
978,examination,экзамен,examen,entrance examination|dele examination|final examination|intermediate examination,examen d'entrée|l'examen dele|examen final|examen intermédiaire
979,examination,исследование,étude,roentgenologic examination|economic examination|thorough examination|most definitive examination,examen roentgenologique|économique de l'examen|examen approfondi|examen le plus définitif
980,examination,обследование,enquête,relevant examination|medical examination|far examination|free medical examination,examen|l'examen médical|loin d'examen|libre examen médical
981,examination,экспертиза,examen,forensic examination|selective examination,examen médico-légal|un examen sélectif
982,examination,проверка,vérification,serious examination,sérieux examen
983,examination,осмотр,inspection,physical examination,l'examen physique
984,examination,рассмотрение,examen,careful examination,un examen attentif
985,examination,изучение,étude,critical examination,l'examen critique
986,examination,освидетельствование,examen,,
987,excellent,отличный,excellent,,
988,excellent,прекрасный,beau,,
989,excellent,превосходный,excellent,,
990,excellent,великолепный,magnifique,,
991,excellent,замечательный,merveilleux,,
992,excellent,удобный,confortable,,
993,excellent,первоклассный,de premier ordre,,
994,excellent,безупречный,impeccable,,
995,except,кроме,sauf,,
996,except for,кроме,sauf,,
997,exercise,учение,doctrine,joint exercise|counter-terrorism exercise|naval exercise|peacekeeping exercise,l'exercice conjoint|exercice de lutte contre le terrorisme|l'exercice naval|de maintien de la paix de l'exercice
998,exercise,упражнение,exercice,ballet exercises|exercise of power|cynical exercise|beautiful exercise,exercices de ballet|l'exercice du pouvoir|cynique exercice|bel exercice
999,exercise,занятие,leçon,practical exercise,exercice pratique
1000,exercise,тренировка,entraînement,,
1001,exercise,физические упражнения,exercices physiques,physical exercise,l'exercice physique
1002,exercise,осуществлять,exercer,,
1003,exercise,проявлять,manifester,,
1004,exercise,тренироваться,s'entraîner,,
1005,exercise,осуществить,réaliser,to exercise their right,pour l'exercice de leur droit
1006,exercise,позаниматься,travailler,,
1007,exercise,отрабатываться,travailler dur,,
1008,exercise,тренировать,entraîner,,
1009,exercise,поупражняться,s'entraîner,,
1010,exercise,руководствоваться,s'inspirer,,
1011,exit,выход,sortie,emergency exit|exit from the eurozone|exit from the monetary union|possible exit,sortie de secours|sortie de la zone euro|sortie de l'union monétaire|sortie possible
1012,exit,выезд,départ,second exit,deuxième sortie
