,eng_word,l1,l1_context,l2,l2_context
580,start up,démarrer,start | boot | start | begin | launch | up-~-start up | initiate | ,запускать,run | launch | execute | launch | fly | run | fire | start up | fire up | 
581,start up,démarrer,start | boot | start | begin | launch | up-~-start up | initiate | ,запускаться,run | start | start up | launch | 
582,start up,démarrer,start | boot | start | begin | launch | up-~-start up | initiate | ,запуститься,boot | start up | 
583,start up,redémarrer l'ascenseur,,no_equality,
584,start up,démarrer,start | boot | start | begin | launch | up-~-start up | initiate | ,запускать,run | launch | execute | launch | fly | run | fire | start up | fire up | 
585,start up,démarrer,start | boot | start | begin | launch | up-~-start up | initiate | ,запускаться,run | start | start up | launch | 
586,start up,no_equality,,вновь запустить,
587,start up,démarrer,start | boot | start | begin | launch | up-~-start up | initiate | ,запуститься,boot | start up | 
588,start off,repartir,go back | start again | walk away | go home | go away | drive off | go again | set out again | ,начать,to start off with wine first|start | begin | launch | initiate | open | 
589,start off,commencer,start | begin | commence | start | begin | initiate | ,начать,to start off with wine first|start | begin | launch | initiate | open | 
590,start off,repartir,go back | start again | walk away | go home | go away | drive off | go again | set out again | ,начать,to start off with wine first|start | begin | launch | initiate | open | 
591,start off,commencer,start | begin | commence | start | begin | initiate | ,начать,to start off with wine first|start | begin | launch | initiate | open | 
592,tip,conseil,health tips|safety tips|tool tips|troubleshooting tips|council | board | advice | commission | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
593,tip,se renverser,overturn | spill | ,опрокинуть,overturn | knock | spill | 
594,tip,basculer,switch | toggle | fail over | tilt | shift | migrate | switch | ,толкнуть,push | 
595,tip,astuce,search tip|general search tips|Resolution tip|html tip|trick | hint | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
596,tip,pointe,tip of the iceberg|southern tip|northern tip|tip of the sternum|edge | peak | breakthrough | rush | spike | cutting edge | leading edge | surge | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
597,tip,extrémité,tip of the needle|tip of the syringe|distal tip|western tip|end | extremity | edge | far end | endpoint | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
598,tip,truc,tip for consumer|easy tips|practical tip|thing | stuff | trick | gizmo | hint | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
599,tip,pourboire,tip of the same amount|tips plus salary|small tip|gratuity | baksheesh | tipper | ,no_equality,
600,tip,bout,elongated tip|tip of my tongue|tip of the penis|north-western tip|end | piece | bit | toe | grip | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
601,tip,embout,disposable tip|dropper tip|pipette tip|dropper tip of the bottle|mouthpiece | nozzle | end cap | ferrule | narrow part | prong | end fitting | ,no_equality,
602,tip,pencher,to tip the scales|tilt | lean | incline | err | cock | sway | bend | perch | ,no_equality,
603,tip,incliner,tilt | slant | incline | bow | angle | cant | tilt | tempt | ,no_equality,
604,tip,culminer,culminate | peak | peak | culminate | tower | top out | climax | top | ,no_equality,
605,tip,déverser,dump | discharge | spill | pour | dump | out-~-pour out | discharge | spout | pour | ,no_equality,
606,tip,conseil,health tips|safety tips|tool tips|troubleshooting tips|council | board | advice | commission | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
607,tip,astuce,search tip|general search tips|Resolution tip|html tip|trick | hint | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
608,tip,pointe,tip of the iceberg|southern tip|northern tip|tip of the sternum|edge | peak | breakthrough | rush | spike | cutting edge | leading edge | surge | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
609,tip,extrémité,tip of the needle|tip of the syringe|distal tip|western tip|end | extremity | edge | far end | endpoint | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
610,tip,truc,tip for consumer|easy tips|practical tip|thing | stuff | trick | gizmo | hint | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
611,tip,bout,elongated tip|tip of my tongue|tip of the penis|north-western tip|end | piece | bit | toe | grip | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
612,tip,no_equality,,наводка,tip-off | 
613,tip,no_equality,,подсказка,small tip|prompt | hint | clue | cue | tooltip | helpful hint | MailTip | tooltips | 
614,tip,no_equality,,опрокидывать,to tip the cow|
615,tip,se renverser,overturn | spill | ,опрокинуть,overturn | knock | spill | 
616,tip,basculer,switch | toggle | fail over | tilt | shift | migrate | switch | ,толкнуть,push | 
617,tip,no_equality,,повергнуть,plunge | 
618,apologize,excuser,excuse | forgive | condone | pardon | ,извиняться,beg your pardon | 
619,apologize,présenter des excuses,,no_equality,
620,apologize,présenter mes excuses,,no_equality,
621,apologize,présenter ses excuses,,no_equality,
622,apologize,demander pardon,,no_equality,
623,apologize,s'excuser,to apologise to the Commissioner|to apologise to the interpreters|to apologize to the Presidency|to apologize to the member|excuse | ,извиняться,beg your pardon | 
624,apologize,no_equality,,извиниться,
625,apologize,excuser,excuse | forgive | condone | pardon | ,извиняться,beg your pardon | 
626,apologize,s'excuser,to apologise to the Commissioner|to apologise to the interpreters|to apologize to the Presidency|to apologize to the member|excuse | ,извиняться,beg your pardon | 
627,apologize,no_equality,,приносить извинения,
628,apologize,no_equality,,принести извинения,
629,apologize,no_equality,,приносить свои извинения,
630,apologize,no_equality,,принести свои извинения,
631,apologize,no_equality,,попросить прощение,
632,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
633,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приходить,to come again|to come over here|to now come to power|to come quickly|arrive | come in | come up | 
634,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,быть,to come down|to come over|have | be | include | feature | get | go | offer | become | 
635,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приехать,to come here again|to come from somewhere|arrive | travel | come out | 
636,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,прислать,to come in yesterday|send | arrive | agree | submit | 
637,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приезжать,to come from all over the world|arrive | travel | come here | 
638,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
639,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,идти,go | walk | go | move | keep | run | walk | follow | 
640,come,arriver,to come to that conclusion|to come to a conclusion|to come to a decision|to come to an agreement|arrive | happen | get | reach | achieve | arrive | manage | occur | ,произойти,happen | occur | took place | 
641,come,arriver,to come to that conclusion|to come to a conclusion|to come to a decision|to come to an agreement|arrive | happen | get | reach | achieve | arrive | manage | occur | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
642,come,comprendre,include | understand | understand | feature | contain | comprise | offer | consist of | realize | ,произойти,happen | occur | took place | 
643,come,disposer,to come with a balcony|to come with a TV|have | feature | offer | provide | prepare | open | dispose of | equip | ,приходить,to come again|to come over here|to now come to power|to come quickly|arrive | come in | come up | 
644,come,entrer,to come in|to come to Parliament|enter | come into | go | type | enter | get | fall | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
645,come,parvenir,to come to a final conclusion|to come to this conclusion|to come to any conclusion|to come to the following conclusions|achieve | manage | reach | succeed | send | arrive | achieve | get | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
646,come,être,be | have | become | get | remain | occur | ,no_equality,
647,come,se présenter,to come as yellow film-coated tablets|to come to the committee|arise | appear | occur | stand | attend | up-~-show up | arrive | come up | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
648,come,passer,to now come to the vote|to come through my own country|spend | pass | go | move | proceed | increase | switch | change | get | ,идти,go | walk | go | move | keep | run | walk | follow | 
649,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
650,come,arriver,to come to that conclusion|to come to a conclusion|to come to a decision|to come to an agreement|arrive | happen | get | reach | achieve | arrive | manage | occur | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
651,come,entrer,to come in|to come to Parliament|enter | come into | go | type | enter | get | fall | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
652,come,parvenir,to come to a final conclusion|to come to this conclusion|to come to any conclusion|to come to the following conclusions|achieve | manage | reach | succeed | send | arrive | achieve | get | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
653,come,se présenter,to come as yellow film-coated tablets|to come to the committee|arise | appear | occur | stand | attend | up-~-show up | arrive | come up | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
654,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приходить,to come again|to come over here|to now come to power|to come quickly|arrive | come in | come up | 
655,come,disposer,to come with a balcony|to come with a TV|have | feature | offer | provide | prepare | open | dispose of | equip | ,приходить,to come again|to come over here|to now come to power|to come quickly|arrive | come in | come up | 
656,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,быть,to come down|to come over|have | be | include | feature | get | go | offer | become | 
657,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приехать,to come here again|to come from somewhere|arrive | travel | come out | 
658,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,прислать,to come in yesterday|send | arrive | agree | submit | 
659,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приезжать,to come from all over the world|arrive | travel | come here | 
660,come,arriver,to come to that conclusion|to come to a conclusion|to come to a decision|to come to an agreement|arrive | happen | get | reach | achieve | arrive | manage | occur | ,произойти,happen | occur | took place | 
661,come,comprendre,include | understand | understand | feature | contain | comprise | offer | consist of | realize | ,произойти,happen | occur | took place | 
662,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
663,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,идти,go | walk | go | move | keep | run | walk | follow | 
664,come,passer,to now come to the vote|to come through my own country|spend | pass | go | move | proceed | increase | switch | change | get | ,идти,go | walk | go | move | keep | run | walk | follow | 
665,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go out | go | come out | leave | reach | release | emerge | enter | step | 
666,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | go out | emerge | qualify | get out | advance | step | 
667,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выступить,speak | perform | act | issue | deliver | address | come out | speak out | come up | 
668,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,получиться,succeed | come out | turn out | work out | could | result | get there | 
669,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,получаться,turn out | come out | work out | 
670,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,приехать,come | arrive | travel | come | come out | 
671,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,высказаться,speak out | come out | comment | speak up | 
672,come out,ressortir,emerge | resort | highlight | out-~-stand out | come out of | reveal | out-~-come out | ,no_equality,
673,come out,se prononcer,vote | decide | rule | comment | pronounce | out-~-speak out | vote | out-~-come out | ,no_equality,
674,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go out | go | come out | leave | reach | release | emerge | enter | step | 
675,come out,no_equality,,выходить,go | come out | go out | face | extend | enter | overlook | emerge | withdraw | 
676,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | go out | emerge | qualify | get out | advance | step | 
677,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выступить,speak | perform | act | issue | deliver | address | come out | speak out | come up | 
678,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,получиться,succeed | come out | turn out | work out | could | result | get there | 
679,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,получаться,turn out | come out | work out | 
680,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,приехать,come | arrive | travel | come | come out | 
681,come out,no_equality,,появляться,appear | emerge | show up | appear | arise | 
682,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,высказаться,speak out | come out | comment | speak up | 
683,come together,s'unir,unite | together-~-come together | unite | get together | join together | band together | join forces | coalesce | ,объедениться,unite | come together | team up | merge | join | join together | get together | reunite | combine | 
684,come together,s'unir,unite | together-~-come together | unite | get together | join together | band together | join forces | coalesce | ,объеденяться,unite | join | combine | join together | come together | merge | aggregate | get together | come together | 
685,come together,se réunir,meet | gather | get together | convene | meet | together-~-come together | ,собраться,gather | assemble | come together | convene | get together | rally | brought together | gather together | mass | 
686,come together,se réunir,meet | gather | get together | convene | meet | together-~-come together | ,встречаться,meet | occur | meet | confer | encounter | date | come together | date | 
687,come together,se rejoindre,together-~-come together | get together | converge | ,собираться,gather | go | collect | assemble | come together | plan | congregate | get together | intend | 
688,come together,se rejoindre,together-~-come together | get together | converge | ,соединяться,connect | incorporate | come together | combine | connect | 
689,come together,se rejoindre,together-~-come together | get together | converge | ,сложиться,develop | establish | come together | fold | spell | form | 
690,come together,se rejoindre,together-~-come together | get together | converge | ,объедениться,unite | come together | team up | merge | join | join together | get together | reunite | combine | 
691,come together,se rassembler,gather | assemble | congregate | get together | together-~-come together | gather together | congregate | rally | join together | ,собраться,gather | assemble | come together | convene | get together | rally | brought together | gather together | mass | 
692,come together,se regrouper,regroup | cluster | band together | together-~-come together | congregate | congregate | join together | get together | band together | ,объеденяться,unite | join | combine | join together | come together | merge | aggregate | get together | come together | 
693,come together,converger,converge | together-~-come together | converge | ,no_equality,
694,come together,se rapprocher,approach | approximate | draw near | near | get close | approach | out-~-reach out | converge | together-~-come together | ,no_equality,
695,come together,se conjuguer,combine | conjugate | together-~-come together | ,no_equality,
696,come together,prendre place,,no_equality,
697,come together,s'unir,unite | together-~-come together | unite | get together | join together | band together | join forces | coalesce | ,объедениться,unite | come together | team up | merge | join | join together | get together | reunite | combine | 
698,come together,se rejoindre,together-~-come together | get together | converge | ,объедениться,unite | come together | team up | merge | join | join together | get together | reunite | combine | 
699,come together,se réunir,meet | gather | get together | convene | meet | together-~-come together | ,собраться,gather | assemble | come together | convene | get together | rally | brought together | gather together | mass | 
700,come together,se rassembler,gather | assemble | congregate | get together | together-~-come together | gather together | congregate | rally | join together | ,собраться,gather | assemble | come together | convene | get together | rally | brought together | gather together | mass | 
701,come together,s'unir,unite | together-~-come together | unite | get together | join together | band together | join forces | coalesce | ,объеденяться,unite | join | combine | join together | come together | merge | aggregate | get together | come together | 
702,come together,se regrouper,regroup | cluster | band together | together-~-come together | congregate | congregate | join together | get together | band together | ,объеденяться,unite | join | combine | join together | come together | merge | aggregate | get together | come together | 
703,come together,se rejoindre,together-~-come together | get together | converge | ,собираться,gather | go | collect | assemble | come together | plan | congregate | get together | intend | 
704,come together,no_equality,,объединить свои усилия,
705,come together,se réunir,meet | gather | get together | convene | meet | together-~-come together | ,встречаться,meet | occur | meet | confer | encounter | date | come together | date | 
706,come together,se rejoindre,together-~-come together | get together | converge | ,соединяться,connect | incorporate | come together | combine | connect | 
707,come together,se rejoindre,together-~-come together | get together | converge | ,сложиться,develop | establish | come together | fold | spell | form | 
708,come together,no_equality,,слиться воедино,
709,come across,rencontrer,to come across several circles|meet | encounter | face | experience | meet | find | ,сталкиваться,face | encounter | confront | collide | deal | clash | suffer | face | hit | 
710,come across,rencontrer,to come across several circles|meet | encounter | face | experience | meet | find | ,встречать,meet | greet | encounter | welcome | meet | meet before | 
711,come across,rencontrer,to come across several circles|meet | encounter | face | experience | meet | find | ,наткнуться,bump | stumble | encounter | 
712,come across,croiser,cross | encounter | intersect | cross | fold | ,пересекать,cross | cross | intersect | 
713,come across,rencontrer,to come across several circles|meet | encounter | face | experience | meet | find | ,сталкиваться,face | encounter | confront | collide | deal | clash | suffer | face | hit | 
714,come across,rencontrer,to come across several circles|meet | encounter | face | experience | meet | find | ,встречать,meet | greet | encounter | welcome | meet | meet before | 
715,come across,rencontrer,to come across several circles|meet | encounter | face | experience | meet | find | ,наткнуться,bump | stumble | encounter | 
716,come across,croiser,cross | encounter | intersect | cross | fold | ,пересекать,cross | cross | intersect | 
717,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,вернуться,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
718,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,возвращаться,to come back home late|return | return | go back | come back | get back | move back | revert | 
719,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,прилетать,fly | arrive | show up | 
720,come back,revenir,to come back online|to come back with a few shillings|to come back in the winter|to always come back into the program|return | go back | come back | go | return | revert | get back | amount | ,вернуться,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
721,come back,réapparaître,reappear | recur | reemerge | reoccur | appear again | resurface | reappear | reemerge | ,no_equality,
722,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,вернуться,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
723,come back,revenir,to come back online|to come back with a few shillings|to come back in the winter|to always come back into the program|return | go back | come back | go | return | revert | get back | amount | ,вернуться,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
724,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,возвращаться,to come back home late|return | return | go back | come back | get back | move back | revert | 
725,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,прилетать,fly | arrive | show up | 
726,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,войти,to come into the room|enter | include | come in | login | walk | go in | comprise | walk in | logon | 
727,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,вступить,to come into force|enter | join | engage | step | take effect | join | exchange | take over | 
728,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,вступать,to come into play|enter | engage | join | come in | embark | enroll | adhere | kick in | 
729,come into,naître,bear | arise | incur | emerge | give rise to | originate | found | bear | ,no_equality,
730,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,войти,to come into the room|enter | include | come in | login | walk | go in | comprise | walk in | logon | 
731,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,вступить,to come into force|enter | join | engage | step | take effect | join | exchange | take over | 
732,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,вступать,to come into play|enter | engage | join | come in | embark | enroll | adhere | kick in | 
733,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,подойти,come | go up | fit | walk | approach | go over | walk up | suit | 
734,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,подходить,suit | fit | approach | walk up | place | go up | match | befit | 
735,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,подниматься,rise | go up | climb | get up | lift | rise up | climb up | 
736,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,выступить,speak | perform | act | issue | deliver | address | come out | speak out | 
737,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,подняться,rise | get up | stand up | go up | climb | rise up | service | jump | access | 
738,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,придти,to come up that decision|come | arrive | come | come in | 
739,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,приходить,come | come | arrive | come in | 
740,come up,arriver,to come up with a strategy|arrive | happen | come | get | reach | achieve | arrive | manage | occur | ,придти,to come up that decision|come | arrive | come | come in | 
741,come up,monter,to come up from my lungs|mount | rise | climb | go up | assemble | ride | fit | climb | ascend | ,подниматься,rise | go up | climb | get up | lift | rise up | climb up | 
742,come up,aboutir,lead | result | achieve | succeed | up-~-end up | arrive | end | achieve | culminate | ,no_equality,
743,come up,se présenter,come | arise | appear | occur | stand | attend | up-~-show up | arrive | ,придти,to come up that decision|come | arrive | come | come in | 
744,come up,inventer,invent | invent | make up | coin | devise | fabricate | contrive | ,no_equality,
745,come up,s'annoncer,loom | loom | herald | up-~-shape up | down-~-come down | ,no_equality,
746,come up,formuler,make | formulate | express | make | word | formulate | put forward | draw up | articulate | ,выступить,speak | perform | act | issue | deliver | address | come out | speak out | 
747,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,подойти,come | go up | fit | walk | approach | go over | walk up | suit | 
748,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,придти,to come up that decision|come | arrive | come | come in | 
749,come up,arriver,to come up with a strategy|arrive | happen | come | get | reach | achieve | arrive | manage | occur | ,придти,to come up that decision|come | arrive | come | come in | 
750,come up,se présenter,come | arise | appear | occur | stand | attend | up-~-show up | arrive | ,придти,to come up that decision|come | arrive | come | come in | 
751,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,подходить,suit | fit | approach | walk up | place | go up | match | befit | 
752,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,подниматься,rise | go up | climb | get up | lift | rise up | climb up | 
753,come up,monter,to come up from my lungs|mount | rise | climb | go up | assemble | ride | fit | climb | ascend | ,подниматься,rise | go up | climb | get up | lift | rise up | climb up | 
754,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,приходить,come | come | arrive | come in | 
755,come up,no_equality,,возникать,arise | occur | appear | emerge | raise | arise | 
756,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,выступить,speak | perform | act | issue | deliver | address | come out | speak out | 
757,come up,formuler,make | formulate | express | make | word | formulate | put forward | draw up | articulate | ,выступить,speak | perform | act | issue | deliver | address | come out | speak out | 
758,come up,no_equality,,возникнуть,arise | emerge | occur | appear | originate | experience | encounter | result | 
759,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,подняться,rise | get up | stand up | go up | climb | rise up | service | jump | access | 
760,come down,s'annoncer,loom | come up | loom | herald | up-~-shape up | down-~-come down | ,no_equality,
761,come down,s'écrouler,collapse | crumble | collapse | crumble | down-~-fall down | tumble | apart-~-fall apart | down-~-come down | unravel | ,no_equality,
762,come down,no_equality,,опускаться,fall | drop | lower | sink | descend | go down | come down | get down | come down | 
763,curriculum,curriculum,community-oriented curriculum|french national curriculum|cross~cultural curriculum|school curricula|resume | ,учебная программа,educational curriculum|
764,curriculum,curriculum,community-oriented curriculum|french national curriculum|cross~cultural curriculum|school curricula|resume | ,школьная программа,school curriculum|
765,curriculum,programme,Research Curricula|core curriculum|national curriculum|common curriculum|programme | agenda | subroutine | ,учебная программа,educational curriculum|
766,curriculum,enseignement,nursing curricula|education | teaching | lesson | instruction | ,учебная программа,educational curriculum|
767,curriculum,cursus,set curriculum|personalized curriculum|syllabus | degree course | learning path | curriculum framework | ,учебная программа,educational curriculum|
768,curriculum,curriculum,community-oriented curriculum|french national curriculum|cross~cultural curriculum|school curricula|resume | ,учебная программа,educational curriculum|
769,curriculum,programme,Research Curricula|core curriculum|national curriculum|common curriculum|programme | agenda | subroutine | ,учебная программа,educational curriculum|
770,curriculum,enseignement,nursing curricula|education | teaching | lesson | instruction | ,учебная программа,educational curriculum|
771,curriculum,cursus,set curriculum|personalized curriculum|syllabus | degree course | learning path | curriculum framework | ,учебная программа,educational curriculum|
772,curriculum,curriculum,community-oriented curriculum|french national curriculum|cross~cultural curriculum|school curricula|resume | ,школьная программа,school curriculum|
773,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,опыт,technical expertise|international expertise|considerable expertise|professional expertise|experience | practice | 
774,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,знание,scientific expertise|knowledge | skill | 
775,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,экспертиза,sanitary-hygienical expertise|local expertise|examination | assessment | review | inspection | evaluation | appraisal | expert review | expert study | 
776,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,компетентность,competence | proficiency | 
777,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,компетенция,competence | jurisdiction | 
778,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,квалификация,qualification | skill | training | proficiency | professional skill | professional development | 
779,expertise,savoir-faire,unique expertise|european expertise|real expertise|SAN expertise|know-how | skill | savoir-faire | craftsmanship | ,ноу-хау,know-how | 
780,expertise,savoir-faire,unique expertise|european expertise|real expertise|SAN expertise|know-how | skill | savoir-faire | craftsmanship | ,знание,scientific expertise|knowledge | skill | 
781,expertise,compétence,global expertise|professional expertise|functional expertise|existing expertise|competence | skill | jurisdiction | power | responsibility | qualification | proficiency | ability | ,знание,scientific expertise|knowledge | skill | 
782,expertise,expérience,practical expertise|experience | experiment | ,опыт,technical expertise|international expertise|considerable expertise|professional expertise|experience | practice | 
783,expertise,expert,external expertise|expertise inside the nhpd|independent technical expertise|clinical expertise|expert | specialist | ,опыт,technical expertise|international expertise|considerable expertise|professional expertise|experience | practice | 
784,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,опыт,technical expertise|international expertise|considerable expertise|professional expertise|experience | practice | 
785,expertise,expérience,practical expertise|experience | experiment | ,опыт,technical expertise|international expertise|considerable expertise|professional expertise|experience | practice | 
786,expertise,expert,external expertise|expertise inside the nhpd|independent technical expertise|clinical expertise|expert | specialist | ,опыт,technical expertise|international expertise|considerable expertise|professional expertise|experience | practice | 
787,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,знание,scientific expertise|knowledge | skill | 
788,expertise,compétence,global expertise|professional expertise|functional expertise|existing expertise|competence | skill | jurisdiction | power | responsibility | qualification | proficiency | ability | ,знание,scientific expertise|knowledge | skill | 
789,expertise,savoir-faire,unique expertise|european expertise|real expertise|SAN expertise|know-how | skill | savoir-faire | craftsmanship | ,знание,scientific expertise|knowledge | skill | 
790,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,экспертиза,sanitary-hygienical expertise|local expertise|examination | assessment | review | inspection | evaluation | appraisal | expert review | expert study | 
791,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,компетентность,competence | proficiency | 
792,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,компетенция,competence | jurisdiction | 
793,expertise,savoir-faire,unique expertise|european expertise|real expertise|SAN expertise|know-how | skill | savoir-faire | craftsmanship | ,ноу-хау,know-how | 
794,expertise,expertise,technical expertise|scientific expertise|canadian expertise|medical expertise|,квалификация,qualification | skill | training | proficiency | professional skill | professional development | 
