,word,local_word,examples,local_examples,examples_and_definitions
318,come,приходить,to come again|to come over here|to now come to power|to come quickly|,приходить еще | приходить сюда | в настоящее время приходить к власти | приходить быстро | ,to come again|to come over here|to now come to power|to come quickly|arrive | come in | come up | 
319,come,быть,to come down|to come over|,быть разобраны | быть перенесена | ,to come down|to come over|have | be | include | feature | get | go | offer | become | 
320,come,приехать,to come here again|to come from somewhere|,снова приехать сюда | приехать откуда-то | ,to come here again|to come from somewhere|arrive | travel | come out | 
321,come,прислать,to come in yesterday|,прислать вчера | ,to come in yesterday|send | arrive | agree | submit | 
322,come,приезжать,to come from all over the world|,приезжать со всего мира | ,to come from all over the world|arrive | travel | come here | 
323,come,произойти,empty_cell,empty_cell,happen | occur | took place | 
324,come,происходить,empty_cell,empty_cell,happen | occur | go on | take place | takes place | happen | took place | derive | 
325,come,идти,empty_cell,empty_cell,go | walk | go | move | keep | run | walk | follow | 
326,come out,выйти,empty_cell,empty_cell,go out | go | come out | leave | reach | release | emerge | enter | step | 
327,come out,выходить,empty_cell,empty_cell,go | come out | go out | face | extend | enter | overlook | emerge | withdraw | 
328,come out,выслать,empty_cell,empty_cell,send | expel | come out | go out | emerge | qualify | get out | advance | step | 
329,come out,выступить,empty_cell,empty_cell,speak | perform | act | issue | deliver | address | come out | speak out | come up | 
330,come out,получиться,empty_cell,empty_cell,succeed | come out | turn out | work out | could | result | get there | 
331,come out,получаться,empty_cell,empty_cell,turn out | come out | work out | 
332,come out,приехать,empty_cell,empty_cell,come | arrive | travel | come | come out | 
333,come out,появляться,empty_cell,empty_cell,appear | emerge | show up | appear | arise | 
334,come out,высказаться,empty_cell,empty_cell,speak out | come out | comment | speak up | 
335,come together,объедениться,empty_cell,empty_cell,unite | come together | team up | merge | join | join together | get together | reunite | combine | 
336,come together,собраться,empty_cell,empty_cell,gather | assemble | come together | convene | get together | rally | brought together | gather together | mass | 
337,come together,объеденяться,empty_cell,empty_cell,unite | join | combine | join together | come together | merge | aggregate | get together | come together | 
338,come together,собираться,empty_cell,empty_cell,gather | go | collect | assemble | come together | plan | congregate | get together | intend | 
339,come together,объединить свои усилия,empty_cell,empty_cell,empty_cell
340,come together,встречаться,empty_cell,empty_cell,meet | occur | meet | confer | encounter | date | come together | date | 
341,come together,соединяться,empty_cell,empty_cell,connect | incorporate | come together | combine | connect | 
342,come together,сложиться,empty_cell,empty_cell,develop | establish | come together | fold | spell | form | 
343,come together,слиться воедино,empty_cell,empty_cell,empty_cell
344,come across,попадаться,empty_cell,empty_cell,empty_cell
345,come across,сталкиваться,empty_cell,empty_cell,face | encounter | confront | collide | deal | clash | suffer | face | hit | 
346,come across,встречать,empty_cell,empty_cell,meet | greet | encounter | welcome | meet | meet before | 
347,come across,наткнуться,empty_cell,empty_cell,bump | stumble | encounter | 
348,come across,попасться,empty_cell,empty_cell,empty_cell
349,come across,пересекать,empty_cell,empty_cell,cross | cross | intersect | 
350,come across,натолкнуться,empty_cell,empty_cell,empty_cell
351,come back,вернуться,to come back quickly|to come back here|,Быстро вернуться назад | вернуться сюда | ,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
352,come back,возвращаться,to come back home late|,возвращаться домой поздно | ,to come back home late|return | return | go back | come back | get back | move back | revert | 
353,come back,прилетать,empty_cell,empty_cell,fly | arrive | show up | 
354,come into,войти,to come into the room|,в комнату войти | ,to come into the room|enter | include | come in | login | walk | go in | comprise | walk in | logon | 
355,come into,вступить,to come into force|,вступить в силу | ,to come into force|enter | join | engage | step | take effect | join | exchange | take over | 
356,come into,вступать,to come into play|,в игру вступать | ,to come into play|enter | engage | join | come in | embark | enroll | adhere | kick in | 
357,come up,подойти,empty_cell,empty_cell,come | go up | fit | walk | approach | go over | walk up | suit | 
358,come up,придти,to come up that decision|,придти к тому решению | ,to come up that decision|come | arrive | come | come in | 
359,come up,подходить,empty_cell,empty_cell,suit | fit | approach | walk up | place | go up | match | befit | 
360,come up,подниматься,empty_cell,empty_cell,rise | go up | climb | get up | lift | rise up | climb up | 
361,come up,приходить,empty_cell,empty_cell,come | come | arrive | come in | 
362,come up,возникать,empty_cell,empty_cell,arise | occur | appear | emerge | raise | arise | 
363,come up,выступить,empty_cell,empty_cell,speak | perform | act | issue | deliver | address | come out | speak out | 
364,come up,возникнуть,empty_cell,empty_cell,arise | emerge | occur | appear | originate | experience | encounter | result | 
365,come up,подняться,empty_cell,empty_cell,rise | get up | stand up | go up | climb | rise up | service | jump | access | 
366,come down,опускаться,empty_cell,empty_cell,fall | drop | lower | sink | descend | go down | come down | get down | come down | 
367,curriculum,учебная программа,educational curriculum|,учебная программа | ,educational curriculum|
368,curriculum,учебный план,empty_cell,empty_cell,empty_cell
369,curriculum,программа обучения,empty_cell,empty_cell,empty_cell
370,curriculum,школьная программа,school curriculum|,школьная программа | ,school curriculum|
371,curriculum,курс обучения,empty_cell,empty_cell,empty_cell
372,curriculum,учебный курс,empty_cell,empty_cell,empty_cell
373,expertise,опыт,technical expertise|international expertise|considerable expertise|professional expertise|,технический опыт | международный опыт | значительный опыт | профессиональный опыт | ,technical expertise|international expertise|considerable expertise|professional expertise|experience | practice | 
374,expertise,знание,scientific expertise|,научное знание | ,scientific expertise|knowledge | skill | 
375,expertise,экспертиза,sanitary-hygienical expertise|local expertise|,санитарно-гигиенической экспертизы | местную экспертизу | ,sanitary-hygienical expertise|local expertise|examination | assessment | review | inspection | evaluation | appraisal | expert review | expert study | 
376,expertise,компетентность,empty_cell,empty_cell,competence | proficiency | 
377,expertise,компетенция,empty_cell,empty_cell,competence | jurisdiction | 
378,expertise,экспертная оценка,empty_cell,empty_cell,empty_cell
379,expertise,ноу-хау,empty_cell,empty_cell,know-how | 
380,expertise,квалификация,empty_cell,empty_cell,qualification | skill | training | proficiency | professional skill | professional development | 
381,expertise,специализация,empty_cell,empty_cell,specialization | specialty | Ms. | major | 
382,freeze,замораживание,credit freeze|price freeze|settlement freeze|armament freeze|,замораживание кредитов | замораживание цен | замораживание поселений | замораживание вооружений | ,credit freeze|price freeze|settlement freeze|armament freeze|refrigeration | freezing | 
383,freeze,мораторий,empty_cell,empty_cell,moratorium | 
384,freeze,мороз,winter freeze|,зимние морозы | ,winter freeze|frost | cold | 
385,freeze,заморозок,empty_cell,empty_cell,frost | deep-freeze | frozen area | 
386,freeze,замирание,empty_cell,empty_cell,empty_cell
387,freeze,заморозить,to freeze history|,заморозить историю | ,to freeze history|halt | 
388,freeze,замораживать,empty_cell,empty_cell,empty_cell
389,freeze,замерзать,empty_cell,empty_cell,empty_cell
390,freeze,замерзнуть,empty_cell,empty_cell,freeze over | 
391,freeze,застыть,empty_cell,empty_cell,empty_cell
392,freeze,замереть,empty_cell,empty_cell,empty_cell
393,freeze,приостановить,empty_cell,empty_cell,suspend | halt | pause | stall | shut down | 
394,freeze,зависать,empty_cell,empty_cell,hang | hover | 
395,freeze,мерзнуть,empty_cell,empty_cell,empty_cell
396,issue,вопрос,key issue|security issue|economic issue|political issue|,ключевой вопрос | вопрос безопасности | экономический вопрос | политический вопрос | ,key issue|security issue|economic issue|political issue|question | matter | problem | affair | 
397,issue,проблема,global issue|environmental issue|social issue|serious issue|,глобальная проблема | экологическая проблема | социальная проблема | серьезная проблема | ,global issue|environmental issue|social issue|serious issue|problem | challenge | concern | trouble | 
398,issue,выпуск,bond issue|special issue|next issue|first issue|,выпуск облигаций | специальный выпуск | следующий выпуск | первый выпуск | ,bond issue|special issue|next issue|first issue|release | production | edition | issuance | output | graduation | release note | 
399,issue,тема,priority issue|global hot-button issue|,приоритетные темы | глобальной темой | ,priority issue|global hot-button issue|theme | topic | subject | 
400,issue,задача,short term issues|foreign - policy issue|current issue|emerging issue|,сиюминутные задачи | внешнеполитическая задача | актуальные задачи | новая задача | ,short term issues|foreign - policy issue|current issue|emerging issue|task | challenge | problem | goal | mission | objective | job | purpose | 
401,issue,издавать,to issue a fatwa|,издавать фетву | ,to issue a fatwa|publish | release | publish | 
402,issue,выдать,to issue a warning|,выдать предупреждение | ,to issue a warning|extradite | hand over | grant | betray | give out | print | 
403,issue,выпустить,empty_cell,empty_cell,release | fire | produce | launch | publish | let out | release | 
404,issue,опубликовать,to issue a report|to issue a hit list|,опубликовать доклад | опубликовать черный список | ,to issue a report|to issue a hit list|publish | release | post | 
405,issue,выдавать,empty_cell,empty_cell,give out | betray | lend out | grant | extradite | hand over | disguise | 
406,issue,вынести,empty_cell,empty_cell,deliver | bear | convict | rule | hand down | endure | pronounce | render | 
407,issue,выпускать,empty_cell,empty_cell,produce | release | manufacture | let out | release | graduate | manufacture | roll out | 
408,issue,распространить,empty_cell,empty_cell,distribute | spread | extend | release | circulate | disseminate | distribute | propagate | 
409,issue,выступить,empty_cell,empty_cell,speak | perform | act | deliver | address | come out | speak out | come up | 
410,parent,родительский,empty_cell,empty_cell,parental | 
411,parent,родитель,genetic parents|Poor parent|American parents|young parent|,генетические родители | бедные родители | американские родители | молодые родители | ,genetic parents|Poor parent|American parents|young parent|
412,member,член,family member|eu member|IMU member|member of parliament|,член семьи | член ЕС | член иду | член парламента | ,family member|eu member|IMU member|member of parliament|membership | 
413,member,участник,party member|system member|program member|active member|,участник отряда | участник системы | участник программы | активный участник | ,party member|system member|program member|active member|participant | attendee | user | exhibitor | player | actor | 
414,band,группа,relatively small band|gothic band|classic band|music band|,небольшая группа | готической группы | классические группы | музыкальная группа | ,relatively small band|gothic band|classic band|music band|group | team | 
415,band,полоса,blues band|,синяя полоса | ,blues band|strip | stripe | lane | streak | swath | belt | bandwidth | 
416,band,диапазон,broad band|frequency band|noise band|,широкий диапазон | частотный диапазон | диапазона шума | ,broad band|frequency band|noise band|range | spectrum | scope | 
417,band,коллектив,italian band|,итальянский коллектив | ,italian band|team | collective | staff | ensemble | 
418,band,банда,armed band|band of thug|,вооруженная банда | банда погромщиков | ,armed band|band of thug|gang | ring | 
419,band,лента,elastic band|steel band|broad rubber band|,резиновая лента | стальной ленты | широкую резиновую ленту | ,elastic band|steel band|broad rubber band|tape | ribbon | belt | feed | strip | stripe | 
420,band,оркестр,brass band|school's marching band|army band|,духового оркестра | школьный оркестр | армейского оркестра | ,brass band|school's marching band|army band|orchestra | 
421,band,ансамбль,empty_cell,empty_cell,ensemble | choir | musician | 
422,order,заказ,individual order|special order|export order|initial order|,индивидуальный заказ | специальный заказ | экспортные заказы | начального заказа | ,individual order|special order|export order|initial order|reservation | booking | search | contract | request | 
423,order,порядок,public order|world order|international order|liberal order|,общественный порядок | мировой порядок | международный порядок | либеральный порядок | ,public order|world order|international order|liberal order|procedure | sequence | formation | 
424,order,приказ,limit order|mental order|government order|court order|,ограниченный приказ | мысленный приказ | приказ правительства | судебные приказы | ,limit order|mental order|government order|court order|directive | writ | decree | 
425,order,ордер,pending order|market order|open order|,отложенный ордер | рыночный ордер | открытый ордер | ,pending order|market order|open order|warrant | order execution | arrest warrant | 
426,order,орден,religious order|teutonic order|Order of the Red Star|,религиозный орден | Тевтонский Орден | орденом Красной Звезды | ,religious order|teutonic order|Order of the Red Star|medal | badge | 
427,order,распоряжение,full order|,полное распоряжение | ,full order|disposal | directive | instruction | possession | 
428,order,поручение,money order|order for collection|,платежное поручение | инкассовое поручение | ,money order|order for collection|assignment | instruction | mandate | errand | 
429,order,постановление,restraining order|Supreme Court order|,постановление суда | постановление верховного суда | ,restraining order|Supreme Court order|resolution | decree | decision | regulation | ruling | ordinance | directive | 
430,order,перевод,empty_cell,empty_cell,translation | transfer | interpretation | transaction | remittance | 
431,order,заказать,to order roast beef|to order room service|to order additional equipment|to order a portrait|,заказать ростбиф | заказать обслуживание номеров | заказать дополнительно оборудование | заказать портрет | ,to order roast beef|to order room service|to order additional equipment|to order a portrait|enjoy | book | serve | reserve | arrange | request | commission | 
432,order,приказать,to order police|to order the Army|to order all opponents|to order authorities|,приказать полиции | приказать армии | приказать всем противникам | приказать властям | ,to order police|to order the Army|to order all opponents|to order authorities|direct | instruct | 
433,order,поручить,to order the government|to order officials|to order law enforcement agencies|,поручить правительству | поручить чиновникам | поручить правоохранительным органам | ,to order the government|to order officials|to order law enforcement agencies|direct | instruct | assign | entrust | task | mandate | commission | 
434,order,заказывать,empty_cell,empty_cell,book | 
435,order,распорядиться,empty_cell,empty_cell,authorize | 
436,order,постановить,empty_cell,empty_cell,rule | decide | direct | decree | affirm | 
437,order,предписать,empty_cell,empty_cell,direct | prescribe | enforce | 
438,order,обязать,empty_cell,empty_cell,owe | oblige | must | have to | commit | should | 
439,order,потребовать,empty_cell,empty_cell,demand | require | seek | request | incur | demand | 
440,hot,горячий,empty_cell,empty_cell,warm | heated | ardent | 
441,hot,гидромассажный,empty_cell,empty_cell,empty_cell
442,hot,жаркий,empty_cell,empty_cell,heated | fierce | fervent | 
443,hot,теплый,empty_cell,empty_cell,warm | 
444,fly,муха,fruit fly|long-probosced fly|,фруктовая муха | длиннохоботковая муха | ,fruit fly|long-probosced fly|
445,fly,мушка,empty_cell,empty_cell,empty_cell
446,fly,летать,empty_cell,empty_cell,fly around | navigate | fly too | 
447,fly,лететь,empty_cell,empty_cell,travel | 
448,fly,вылететь,empty_cell,empty_cell,take off | fly out | shatter | depart | 
449,fly,полететь,empty_cell,empty_cell,depart | 
450,fly,пролететь,empty_cell,empty_cell,fly by | 
451,fly,прилетать,empty_cell,empty_cell,arrive | show up | 
452,fly,пролетать,empty_cell,empty_cell,go around | 
453,fly,взлететь,empty_cell,empty_cell,soar | take off | fly up | fly out | 
454,fly,вылетать,empty_cell,empty_cell,depart | take off | 
455,lie,ложь,usual lie|deliberate lie|shameless lies|,обычной ложью | заведомая ложь | беспардонная ложь | ,usual lie|deliberate lie|shameless lies|lodge | falsehood | pious lie | 
456,lie,лжи,empty_cell,empty_cell,falsehood | mendacity | liar | 
457,lie,неправда,empty_cell,empty_cell,untruth | crook | 
458,lie,вранье,empty_cell,empty_cell,bullshit | bunk | 
459,lie,залог,empty_cell,empty_cell,bail | deposit | collateral | pledge | guarantee | security deposit | keystone | pawn | 
460,lie,лежать,to lie somewhere|to lie solely|to lie in the advanced countries|,лежать где-то | лежать целиком | лежать на развитых странах | ,to lie somewhere|to lie solely|to lie in the advanced countries|lay | underlie | belong | lie there | underpin | rest | bear | 
461,lie,находиться,empty_cell,empty_cell,locate | set | find | situate | sit | remain | stay | contain | 
462,lie,заключаться,empty_cell,empty_cell,consist | be | consist of | concern | relate | stem from | enclose | 
463,lie,расположить,empty_cell,empty_cell,locate | situate | set | offer | find | enjoy | sit | place | 
464,lie,лгать,empty_cell,empty_cell,tell lies | 
465,lie,врать,empty_cell,empty_cell,tell a lie | 
466,lie,крыться,empty_cell,empty_cell,empty_cell
467,lie,располагаться,empty_cell,empty_cell,settle down | set | house | host | 
468,lie,состоять,empty_cell,empty_cell,consist | belong | consist of | comprise | lay | compose | make up | 
469,lie down,ложиться,empty_cell,empty_cell,go to bed | lie down | lay down | 
470,lie down,лечь,empty_cell,empty_cell,lay down | lay | lie down | result | rest | 
471,lie down,прилечь,empty_cell,empty_cell,lie down | lay down | 
472,lie down,лежать,empty_cell,empty_cell,lie | lay | underlie | lie | belong | lie there | underpin | rest | bear | 
473,select,отборный,empty_cell,empty_cell,selective | choice | 
474,select,выбрать,to select a language|to select this option|to select the partition|to select the link below|,выбрать язык | выбрать эту опцию | выбрать раздел | выбрать ссылку ниже | ,to select a language|to select this option|to select the partition|to select the link below|choose | pick | click | elect | choose | dictate | 
475,select,выбирать,to select a program|,выбирать программу | ,to select a program|choose | pick | choose | elect | look for | 
476,select,выделить,empty_cell,empty_cell,allocate | highlight | spend | set aside | identify | contribute | commit | budget | 
477,select,отобрать,empty_cell,empty_cell,pick | take away | 
478,select,подобрать,empty_cell,empty_cell,choose | pick up | pick | adjust | match | 
479,select,указать,to select a country|to select the type of currency|,указать страну | указать валюту | ,to select a country|to select the type of currency|specify | indicate | point | enter | define | set | point out | state | 
480,select,отбирать,empty_cell,empty_cell,take away | 
481,select,выбираться,empty_cell,empty_cell,empty_cell
482,select,выделять,empty_cell,empty_cell,allocate | emit | single out | devote | extract | secrete | highlight | come out of | distinguish | 
483,school,школьный,empty_cell,empty_cell,empty_cell
484,school,учебный,empty_cell,empty_cell,educational | academic | instructional | content | 
485,school,школа,primary school|high school|ski school|public school|,начальная школа | средняя школа | лыжная школа | государственная школа | ,primary school|high school|ski school|public school|
486,cafe,кафе,local cafe|cosy cafe|charming cafe|pavement cafes|,местном кафе | уютное кафе | очаровательное кафе | уличных кафе | ,local cafe|cosy cafe|charming cafe|pavement cafes|café | coffee shop | cafeteria | coffee | 
487,cafe,кафетерий,empty_cell,empty_cell,cafeteria | 
488,buy,покупка,good buy|,хорошая покупка | ,good buy|purchase | shopping | buying | acquisition | 
489,buy,buys,empty_cell,empty_cell,empty_cell
490,buy,купля,empty_cell,empty_cell,empty_cell
491,buy,купить,to buy a ticket|to buy a house|to buy insurance|to buy refrigeration|,купить билеты | купить дом | купить страховку | купить охлаждение | ,to buy a ticket|to buy a house|to buy insurance|to buy refrigeration|purchase | get | 
492,buy,покупать,to buy Turkmen gas|to buy things|to buy Turkmen gas directly|to buy long-term bonds|,покупать туркменский газ | покупать вещи | покупать туркменский газ напрямую | покупать долгосрочные облигации | ,to buy Turkmen gas|to buy things|to buy Turkmen gas directly|to buy long-term bonds|purchase | 
493,buy,приобрести,to buy houses|to buy tickets|,приобретать дома | приобрести билеты | ,to buy houses|to buy tickets|purchase | acquire | get | gain | obtain | purchase | 
494,buy,закупать,empty_cell,empty_cell,purchase | procure | purchase | 
495,buy,закупить,empty_cell,empty_cell,purchase | procure | 
496,buy,скупать,to buy dollars|to actively buy dollars|,скупать доллары | активно скупать доллары | ,to buy dollars|to actively buy dollars|buy up | 
497,buy,скупить,empty_cell,empty_cell,buy up | buy up | 
498,buy,разъезжать,empty_cell,empty_cell,empty_cell
499,buy,оттягивать,empty_cell,empty_cell,delay | 
500,buy up,скупить,empty_cell,empty_cell,buy up | buy | buy up | 
501,buy up,скупать,empty_cell,empty_cell,buy | buy | buy up | 
502,buy out,выкупить,empty_cell,empty_cell,buy | purchase | redeem | buy back | buy out | buy | 
503,tell,сказать,to tell reporters|to tell people|to tell also|to tell police|,сказать журналистам | сказать людям | сказать также | сказать полиции | ,to tell reporters|to tell people|to tell also|to tell police|say | mention | put | discuss | describe | 
504,tell,сообщить,to tell media|to tell investigators|to tell authorities|to tell AP|,сообщить журналистам | сообщить следователям | сообщить власти | сообщить агентству AP | ,to tell media|to tell investigators|to tell authorities|to tell AP|say | report | inform | announce | let | notify | 
505,tell,рассказать,to tell interrogators|to tell their friends|to tell their stories|to tell a story|,рассказать следователям | рассказать друзьям | рассказать свою историю | рассказать историю | ,to tell interrogators|to tell their friends|to tell their stories|to tell a story|explain | speak | 
506,tell,говорить,to tell my students|to tell students|to often tell young coaches|to tell the guy|,говорить своим студентам | говорить ученикам | часто говорить молодым тренерам | говорить парню | ,to tell my students|to tell students|to often tell young coaches|to tell the guy|say | speak | talk | talk about | show | 
507,tell,заявить,to tell the court|to tell Dawn|to tell journalists|to tell K News|,заявить суду | заявить Dawn | заявить журналистам | заявить K News | ,to tell the court|to tell Dawn|to tell journalists|to tell K News|say | state | declare | announce | claim | 
508,tell,рассказывать,to tell stories|to tell the patient|,рассказывать истории | рассказывать пациенту | ,to tell stories|to tell the patient|explain | share | talk about | relate | cover | 
509,tell,сообщать,empty_cell,empty_cell,report | inform | announce | notify | 
510,international,международный,empty_cell,empty_cell,global | 
511,international,интернациональный,empty_cell,empty_cell,empty_cell
512,international,мировой,empty_cell,empty_cell,global | world | worldwide | 
513,international,международный матч,empty_cell,empty_cell,empty_cell
514,stand,стенд,national stand|large stand|exclusive stand|,национальный стенд | крупный стенд | Эксклюзивный стенд | ,national stand|large stand|exclusive stand|booth | exhibition stand | testbed | stall | bench | 
515,stand,позиция,united stand|active stand|decisive stand|principled stand|,единой позиции | активная позиция | решительную позицию | принципиальная позиция | ,united stand|active stand|decisive stand|principled stand|position | stance | ground | attitude | posture | item | 
516,stand,остановка,bus stand|,автобусная остановка | ,bus stand|stop | bus stop | stopover | 
517,stand,трибуна,duma stand|,думская трибуна | ,duma stand|tribune | podium | grandstand | pulpit | bleacher | 
518,stand,стойка,empty_cell,empty_cell,reception | counter | rack | strut | check-in | concierge | crossbar | stud | 
519,stand,подставка,empty_cell,empty_cell,empty_cell
520,stand,киоск,news stand|,газетный киоск | ,news stand|kiosk | stall | booth | newsstand | 
521,stand,стоянка,taxi stand|cab stand|,стоянка такси | таксомоторной стоянки | ,taxi stand|cab stand|parking | parking lot | car park | lot | parking place | parking area | car parking | bike parking | 
522,stand,клеть,empty_cell,empty_cell,cage | kletjah | 
523,stand,постоять,to stand still|to stand there|to stand here|to stand in these legs|,стоять на месте | стоять там | стоять здесь | стоять на этих ногах | ,to stand still|to stand there|to stand here|to stand in these legs|cost | be worth | face | wait | stand up | stand there | 
524,stand,стоить,empty_cell,empty_cell,cost | be worth | face | 
525,stand,выступать,empty_cell,empty_cell,act | perform | speak | argue | compete | appear | oppose | speak out | 
526,stand,находиться,empty_cell,empty_cell,locate | set | find | situate | lie | sit | remain | stay | contain | 
527,stand,встать,empty_cell,empty_cell,rise | get up | stand up | get back | embark | arise | wake up | 
528,stand,остановиться,empty_cell,empty_cell,stop | stay | pause | stand still | stay | halt | dwell | stall | 
529,stand,выдержать,to stand the test of reality|,выдержать испытания действительностью | ,to stand the test of reality|withstand | endure | survive | sustain | pass | weather | bear | handle | 
530,stand,составлять,empty_cell,empty_cell,account for | make | make up | constitute | comprise | represent | form | total | account for | 
531,stand,терпеть,empty_cell,empty_cell,tolerate | suffer | endure | bear | put up with | abide | 
532,stand up,встать,empty_cell,empty_cell,rise | get up | stand up | stand | get back | embark | arise | wake up | 
533,stand up,подняться,empty_cell,empty_cell,rise | get up | stand up | go up | climb | rise up | service | jump | access | 
534,stand up,постоять,empty_cell,empty_cell,stand | cost | be worth | stand | face | wait | stand up | stand there | 
535,stand up,вставать,empty_cell,empty_cell,get up | stand up | wake up | rise | arise | wake up | get up | 
536,stand up,выступить,empty_cell,empty_cell,speak | perform | act | issue | deliver | address | come out | speak out | come up | 
537,stand up,восстать,empty_cell,empty_cell,rise up | revolt | rebel | stand up | 
538,stand up,подниматься,empty_cell,empty_cell,rise | go up | climb | come up | get up | lift | rise up | climb up | come up | 
539,stand up,окрепнуть,empty_cell,empty_cell,stand up | 
540,stand up,отстаивать,empty_cell,empty_cell,assert | defend | advocate | uphold | champion | defend | stand up | 
541,stand out,выделяться,empty_cell,empty_cell,stand out | allocate | excel | 
542,stand out,выделиться,empty_cell,empty_cell,stand out | 
543,stand out,отличаться,empty_cell,empty_cell,differ | vary | feature | distinguish | boast | stand out | diverge | 
544,stand out,заинтересовать,empty_cell,empty_cell,interest | engage | motivate | concern | commit | wonder | 
545,stand out,превосходить,empty_cell,empty_cell,exceed | surpass | excel | outweigh | transcend | surpass | outperform | outstrip | stand out | 
546,stand by,придерживаться,empty_cell,empty_cell,hold | follow | maintain | pursue | embrace | favor | follow | obey | uphold | 
547,stand by,стоять в стороне,empty_cell,empty_cell,empty_cell
548,fish,рыбный,empty_cell,empty_cell,empty_cell
549,fish,рыба,fresh fish|raw fish|freshwater fish|wild fish|,свежая рыба | сырая рыба | пресноводная рыба | дикой рыбы | ,fresh fish|raw fish|freshwater fish|wild fish|
550,fish,рыбка,little white fish|gold fish|white fish|,маленькая белая рыбка | золотая рыбка | белая рыбка | ,little white fish|gold fish|white fish|small fish | goldfish | 
551,fish,рыбачить,empty_cell,empty_cell,empty_cell
552,fish,ловить рыбу,empty_cell,empty_cell,empty_cell
553,fish,удить,empty_cell,empty_cell,empty_cell
554,fish,выловить,empty_cell,empty_cell,empty_cell
555,fish,ловить,empty_cell,empty_cell,catch | catch | bring down | 
556,benefit,выгода,economic benefit|potential benefit|social benefit|maximum benefit|,экономическая выгода | потенциальная выгода | социальные выгоды | максимальной выгоды | ,economic benefit|potential benefit|social benefit|maximum benefit|gain | advantage | profit | reward | 
557,benefit,преимущество,additional benefit|main benefit|benefits of globalization|obvious benefit|,дополнительное преимущество | основное преимущество | преимущества глобализации | очевидное преимущество | ,additional benefit|main benefit|benefits of globalization|obvious benefit|advantage | edge | strength | 
558,benefit,польза,real benefit|benefits of slowness|moral benefit|societal benefit|,Реальная польза | пользе неторопливости | нравственной пользы | пользу общественности | ,real benefit|benefits of slowness|moral benefit|societal benefit|favour | use | advantage | good | utility | usefulness | 
559,benefit,пособие,welfare benefit|Parent’s Benefit|retirement benefit|government benefit|,социальное пособие | Родительское пособие | пенсионное пособие | государственное пособие | ,welfare benefit|Parent’s Benefit|retirement benefit|government benefit|allowance | aid | manual | textbook | grant | welfare | stipend | guide | 
560,benefit,льгота,tax benefit|pension benefit|housing benefit|special benefit|,налоговая льгота | пенсионная льгота | жилищные льготы | специальные льготы | ,tax benefit|pension benefit|housing benefit|special benefit|privilege | break | concession | incentive | perk | exemption | preference | rebate | 
561,benefit,благо,material benefit|free benefit|joint benefit|,материальные блага | бесплатные блага | коллективные блага | ,material benefit|free benefit|joint benefit|goods | blessing | boon | welfare | wealth | good | good cause | common | 
562,benefit,прибыль,net benefit|huge benefit|,чистая прибыль | огромную прибыль | ,net benefit|huge benefit|profit | return | gain | income | revenue | earning | yield | 
563,benefit,выплата,social insurance benefit|monetary benefit|,выплаты по социальному страхованию | денежные выплаты | ,social insurance benefit|monetary benefit|payment | pay | payout | payoff | disbursement | slot | multispin | transfer | 
564,benefit,выиграть,empty_cell,empty_cell,win | win | gain | beat | 
565,benefit,принести пользу,empty_cell,empty_cell,empty_cell
566,benefit,извлечь выгоду,empty_cell,empty_cell,empty_cell
567,benefit,выигрывать,empty_cell,empty_cell,win | gain | win | 
568,benefit,извлекать выгоду,empty_cell,empty_cell,empty_cell
569,benefit,приносить пользу,empty_cell,empty_cell,empty_cell
570,benefit,извлечь пользу,empty_cell,empty_cell,empty_cell
571,benefit,получать выгоду,empty_cell,empty_cell,empty_cell
572,benefit,получить выгоду,empty_cell,empty_cell,empty_cell
573,intelligent,умный,most intelligent|,самый умный | ,most intelligent|smart | clever | bright | wise | 
574,intelligent,интеллектуальный,empty_cell,empty_cell,intellectual | smart | mental | 
575,intelligent,разумный,empty_cell,empty_cell,reasonable | sensible | sound | smart | rational | wise | prudent | meaningful | 
576,intelligent,интеллигентный,empty_cell,empty_cell,empty_cell
577,intelligent,грамотный,empty_cell,empty_cell,literate | competent | educated | well-informed | 
578,follow,следовать,to follow the on-screen instructions|to follow the instructions|to follow the signs|to follow the rules|,следовать инструкциям на экране | следовать инструкциям | следовать указателям | следовать правилам | ,to follow the on-screen instructions|to follow the instructions|to follow the signs|to follow the rules|pursue | have to | 
579,follow,последовать,to follow suit|to follow the troop deployment|to follow that advice|,последовать этому примеру | последовать рассредоточению войск | последовать этому совету | ,to follow suit|to follow the troop deployment|to follow that advice|embrace | ensue | result | emulate | 
580,follow,соблюдать,to follow any comments|to follow any comments here|,соблюдать все комментарии | соблюдать все комментарии здесь | ,to follow any comments|to follow any comments here|observe | respect | obey | honor | enforce | uphold | practice | adhere | 
581,follow,следить,to follow our news|to follow my cards|,следить за нашими новостями | следить за картами | ,to follow our news|to follow my cards|watch | monitor | track | care | watch out | maintain | keep track of | 
582,follow,придерживаться,to follow policy|,придерживаться политики | ,to follow policy|hold | maintain | pursue | embrace | favor | obey | uphold | 
583,follow,выполнить,empty_cell,empty_cell,perform | do | fulfill | meet | execute | complete | accomplish | carry out | implement | 
584,follow,идти,empty_cell,empty_cell,go | come | walk | go | move | keep | run | walk | 
585,follow,вытекать,to follow from inequality|,вытекать из неравенства | ,to follow from inequality|derive | result | arise | stem | 
