,word_id,word_value,lemma_id,definition,local_word,examples,definition_local,examples_local,word_rating
92,50661,having,19197,,имеющих,"['Such policy completely ensures enrolment in the higher education system of students having such social status.', 'Article 120 of the Labour Code fixes the duration of basic leave for employees recognized as having rendered special service to Azerbaijan.', 'Such persons should be coded as having no fixed place of work.']",,"['Такая политика полностью обеспечивает зачисление в систему высшего образования студентов, имеющих такой социальный статус.', 'Статья 120 Трудового кодекса устанавливает продолжительность основного отпуска для работников, признанных оказавшими особую услугу Азербайджану.', 'Такие лица должны быть закодированы как не имеющие определенного места работы.']",имеющих
93,50661,having,19197,,имеющие,"['The President was given the authority to issue decrees having the force of law.', 'The Indian Supreme Court has interpreted such provisions as having real significance.', 'Grant me, Divine Father, the delegation of having power over malevolent spirits.']",,"['Президенту были даны полномочия издавать указы, имеющие силу закона.', 'Верховный суд Индии истолковал такие положения как имеющие реальное значение.', 'Даруй мне, Божественный отец, делегирование власти над злыми духами.']",имеющие
94,50661,having,19197,,имея,"['Not having a rope, you can easily lose each other.', ""It's like I'm having some kind of a breakdown."", ""They're just having a big meeting about next fall's chorus program.""]",,"['Не имея веревки, вы легко можете потерять друг друга.', 'Как будто у меня какой-то нервный срыв.', 'У них просто большая встреча по поводу хоровой программы следующей осени.']",имея
95,50661,having,19197,,весело,"['You know, for a moment there, you were actually having fun, Detective.', 'It looked like you were having so much fun together.']",,"['Знаете, на мгновение вы действительно повеселились, детектив.', 'Похоже, вам было так весело вместе.']",весело
96,104690,haves,19197,,имущими,"['There is a strong sense of injustice and discrimination between the haves and have-nots.', 'Effective solidarity between the haves and the have nots is an essential part of the solution to the problems of marginalization and poverty.', 'In line with the Copenhagen Declaration, the Government of Uganda believes that the gap between the haves and have-nots must be narrowed.']",,"['Есть сильное чувство несправедливости и дискриминации между имущими и неимущими.', 'Эффективная солидарность между имущими и неимущими является важной частью решения проблем маргинализации и нищеты.', 'В соответствии с Копенгагенской декларацией правительство Уганды считает, что разрыв между имущими и неимущими должен быть сокращен.']",имущими
97,104690,haves,19197,,имущих,"['The same division between the haves and the have-nots is reflected within many nations.', 'The whole country today is becoming the haves and have-nots.', 'It is true that the world is still divided between the haves and the have nots.']",,"['Такое же разделение между имущими и неимущими отражено во многих странах.', 'Вся страна сегодня становится имущими и неимущими.', 'Это правда, что мир все еще разделен между имущими и неимущими.']",имущих
98,23727,letter,23727,"a written message that you send to someone, usually by post",письмо,"['I got a letter from Paul this morning.', 'This letter must be signed by the executive officer of the organization or the leader of the community.', 'The letter sent to the police is one of a crazy person.', 'The Permanent Mission of the Republic of the Sudan kindly requests that the enclosed letter be handed over to the High Commissioner.']","письменное сообщение, которое вы отправляете кому-то, как правило, по почте","['Сегодня утром я получил письмо от пола.', 'Это письмо должно быть подписано исполнительным директором организации или лидером сообщества.', 'Письмо, отправленное в полицию, является одним из сумасшедших людей.', 'Постоянное Представительство Республики Судан убедительно просит передать прилагаемое письмо верховному комиссару.']",письмо
99,23727,letter,23727,a symbol that is used in written language and that represents a sound in that language,буква,"['the letter K', 'A capital letter is used at the beginning of a sentence.', 'At the beginning of a sentence a capital letter is used.', 'Each one of these symbols has a small letter next to it...']","символ, который используется в письменном языке и который представляет собой звук на этом языке","['буква К', 'Заглавная буква используется в начале предложения.', 'В начале предложения используется заглавная буква.', 'Каждый из этих символов имеет маленькую букву рядом с ним...']",буква
100,54581,letters,23727,,писем,"['Presentation of candidature is being made in the form of letters to the Security Council.', ""I've written a lot of letters to the next of kin."", 'Following implementation of the automated system, the Administration will examine the possibility of issuing quarterly reminder letters.']",,"['Представление кандидатур осуществляется в форме писем в Совет Безопасности.', 'Я написал много писем ближайшим родственникам.', 'После внедрения автоматизированной системы администрация рассмотрит возможность выдачи ежеквартальных писем-напоминаний.']",писем
101,54581,letters,23727,,письмах,"['As indicated in their letters, both parties have rejected the options put before them.', 'Following these consultations, in its subsequent letters to Belarus, Lithuania requested the holding of another public hearing.', ""No reference to such measures had been made in the Committee's letters.""]",,"['Как указывается в их письмах, обе стороны отвергли предложенные им варианты.', 'После этих консультаций в своих последующих письмах к Беларуси Литва просила провести еще одно публичное слушание.', 'В письмах комитета не упоминалось о таких мерах.']",письмах
102,54581,letters,23727,,письмами,"['After that result, the Presidents of the two bodies will exchange letters and give the names of the candidates.', 'It is rather improbable that a general multilateral treaty could consist of an exchange of letters.', 'The Group also addressed letters to the two oil and gas companies in the country.']",,"['После этого председатели двух органов обменяются письмами и назовут имена кандидатов.', 'Весьма маловероятно, что общий многосторонний договор может состоять из обмена письмами.', 'Группа также направила письма двум нефтегазовым компаниям страны.']",письмами
103,54581,letters,23727,,письмам,"['The banks have not yet completed the checks following the last two letters.', 'And of those letters, we still have no explanation whatsoever.', 'The Group continued to request information related to 16 letters that were sent during the previous mandate but remained unanswered.']",,"['Банки еще не завершили проверки после двух последних писем.', 'И из этих писем у нас до сих пор нет никаких объяснений.', 'Группа продолжала запрашивать информацию, касающуюся 16 писем, которые были направлены в течение предыдущего мандата, но остались без ответа.']",письмам
104,54581,letters,23727,,переписки,"['Patients are entitled to send and receive letters and receive packages and visits.', 'A great number of formal and informal meetings were held, including negotiations in the capitals of some nuclear States, as well as exchanges of letters.']",,"['Пациенты имеют право отправлять и получать письма, а также получать посылки и визиты.', 'Было проведено большое число официальных и неофициальных встреч, включая переговоры в столицах некоторых ядерных государств, а также обмен письмами.']",переписки
105,30934,plate,30934,"a flat, round object that is used for putting food on",тарелка,"['a dinner plate', 'a plate of biscuits', 'This is the life - bit of Shaky, enormous plate of chips.', ""No, it's just a paper plate.""]","плоский, круглый объект, который используется для размещения пищи на","['обеденная тарелка', 'тарелка печенья', 'Это жизненный бит шаткой, огромной тарелки чипсов.', 'Нет, это просто бумажная тарелка.']",тарелка
106,30934,plate,30934,a flat piece of metal or glass,"пластина, лист (металла, стекла)",['I had a metal plate put in my knee after the accident.'],плоский кусок металла или стекла,['После аварии мне в колено вставили металлическую пластину.'],"пластина, лист (металла, стекла)"
107,30934,plate,30934,metal with a thin layer of gold or silver on top,позолота/серебрение,[],металл с тонким слоем золота или серебра поверх,[],позолота/серебрение
108,30934,plate,30934,a picture in a book,иллюстрация,[],картинка в книге,[],иллюстрация
109,50715,plates,30934,,тарелки,"['Fireflies... the flaming plates of the insect world.', ""I'll just have to run home first and take some plates out of the bathroom."", 'You can make dinner plates with that lot.']",,"['Светляки... пылающие пластины мира насекомых.', 'Мне просто нужно сначала сбегать домой и взять несколько тарелок из ванной.', 'Вы можете сделать обеденные тарелки с этой партией.']",тарелки
110,50715,plates,30934,,пластин,"['I accidentally scratched one of the glass plates with one of my rings.', 'It s used for the quick simultaneous erasure of the plates throughout of their lengths.', 'It is also used for the storage of the plates at the intervals between exposures.']",,"['Я случайно поцарапал одну из стеклянных пластин одним из моих колец.', 'Используется для быстрого одновременного стирания пластин по всей их длине.', 'Он также используется для хранения пластин в интервалах между экспозициями.']",пластин
111,50715,plates,30934,,номерами,"['Suspects are traveling in a gold minivan with Texas license plates.', ""He's looking for a white convertible with Madrid plates."", 'I saw your car with the Illinois plates.']",,"['Подозреваемые путешествуют в золотом микроавтобусе с техасскими номерами.', 'Он ищет белый кабриолет с мадридскими номерами.', 'Я видел вашу машину с иллинойскими номерами.']",номерами
112,50715,plates,30934,,номерные знаки,"['A concerned citizen tried to catch some of their license plates on camera.', 'Kosovo license plates are still not recognized by the Serbian Government, which exacerbates limitations on freedom of movement for the Kosovo Serb population.', 'UNMIK-issued Kosovo licence plates and registration are now also recognized by the former Yugoslav Republic of Macedonia.']",,"['Обеспокоенный гражданин попытался поймать некоторые из их номерных знаков на камеру.', 'Косовские номерные знаки по-прежнему не признаются сербским правительством, что усугубляет ограничения на свободу передвижения для населения косовских сербов.', 'Выданные МООНК косовские номерные знаки и регистрация теперь также признаются бывшей югославской республикой Македонией.']",номерные знаки
113,50715,plates,30934,,тарелок,"['And we want to sell thousands of those plates.', 'I carry too many plates and drinks at the restaurant.', 'A few years and whole lot of enchilada plates, a whole lot.']",,"['И мы хотим продать тысячи таких пластинок.', 'Я ношу слишком много тарелок и напитков в ресторане.', 'Несколько лет и целая куча тарелок энчилады, целая куча.']",тарелок
114,50715,plates,30934,,табличек,"['Alternating such loads and deliveries, coupled with the requirement to change plates, is not easy to manage.', 'On the monument there are many plates with words of gratitude to this great Bolivian.', 'This issue has been addressed in ATP by the introduction of ATP plates which are allowed to replace the certificate and markings on small containers.']",,"['Чередовать такие нагрузки и поставки, соединенные с требованием изменить плиты, не легок для того чтобы управлять.', 'На памятнике много табличек со словами благодарности этому великому боливийцу.', 'Этот вопрос был урегулирован в СПС путем введения табличек СПС, которые могут заменять свидетельство и маркировку на малых контейнерах.']",табличек
115,50715,plates,30934,,номеров,"['On 13 January, the Kosovo police began confiscating Serbian plates issued for Kosovo.']",,"['13 января косовская полиция начала конфискацию сербских номерных знаков, выданных для Косово.']",номеров
116,50715,plates,30934,,пластинами,"['The main control unit shall be positioned within the central one third of the longitudinal, vertical and transverse dimensions of the space between the parallel plates.', 'Looks like they welded metal plates over the windows.', 'The inventive distance lattice comprises cells which are used for mounting the fuel elements or guide channels and are formed by perpendicular crossing plates.']",,"['Главный блок управления должен располагаться в пределах центральной трети продольного, вертикального и поперечного размеров пространства между параллельными пластинами.', 'Похоже, они сварили металлические пластины на окнах.', 'Сущность изобретения: дистанционная решетка содержит ячейки, которые используются для монтажа ТВЭЛов или направляющих каналов и образованы перпендикулярными пересекающимися пластинами.']",пластинами
117,50715,plates,30934,,плит,"['The geology and landscape of Indonesia were formed millions of years ago by the collision of three geodesic plates.', ""This is nature, it's tectonic plates shifting."", 'There are, as you know, 14 major tectonic plates.']",,"['Геология и ландшафт Индонезии сформировались миллионы лет назад в результате столкновения трех геодезических плит.', 'Это природа, это тектонические сдвиги плит.', 'Здесь, как известно, 14 крупных тектонических плит.']",плит
118,50715,plates,30934,,плиты,"['In the world economy, the tectonic plates are in motion and new actors are emerging.', ""The Earth's temperature is rising; tectonic plates are shifting; and lands are drying up."", ""It's like the tectonic plates have shifted.""]",,"['В мировой экономике тектонические плиты находятся в движении и появляются новые субъекты.', 'Температура Земли повышается; тектонические плиты смещаются; и земли высыхают.', 'Как будто тектонические плиты сдвинулись.']",плиты
119,42018,treat,42018,to behave towards or deal with someone in a particular way,"обращаться, обходиться (с кем-либо)","['He treats her really badly.', ""She felt she'd been unfairly treated by her employer."", 'They treat her like one of their own children.']",вести себя по отношению или иметь дело с кем-то определенным образом,"['Он очень плохо с ней обращается.', 'Она чувствовала, что ее работодатель несправедливо обошелся с ней.', 'Они обращаются с ней как с одним из своих детей.']","обращаться, обходиться (с кем-либо)"
120,42018,treat,42018,to consider something in a particular way,"относиться, воспринимать",['He treated my suggestion as a joke.'],рассмотреть что-то определенным образом,['Он воспринял мое предложение как шутку.'],"относиться, воспринимать"
121,42018,treat,42018,to give medical care to someone for an illness or injury,лечить,"[""He's being treated for cancer at a hospital in California."", 'Directors of all public and private health-care establishments were required to admit and treat victims of FGM.', 'And the legal profession has never really known how to treat them.', ""Dr. Hudson, I don't want to treat him anymore.""]",оказание медицинской помощи кому-либо в связи с болезнью или травмой,"['Он лечится от рака в больнице в Калифорнии.', 'Директора всех государственных и частных медицинских учреждений обязаны принимать и лечить жертв КЖПО.', 'А юристы никогда толком не знали, как с ними обращаться.', 'Доктор Хадсон, Я больше не хочу его лечить.']",лечить
122,42018,treat,42018,to do or buy something special for someone,"угощать, доставлять удовольствие","[""I'm going to treat her to dinner at that nice Italian restaurant.""]",чтобы сделать или купить что-то особенное для кого-то,['Я собираюсь угостить ее ужином в этом милом итальянском ресторане.'],"угощать, доставлять удовольствие"
123,42018,treat,42018,to put a substance on something in order to protect it,обрабатывать,['The wood is then treated with a special chemical to protect it from the rain.'],"чтобы положить вещество на что-то, чтобы защитить его",['Затем древесину обрабатывают специальным химическим веществом для защиты от дождя.'],обрабатывать
124,42018,treat,42018,something special that you buy or do for someone else,"подарок, угощение","['a birthday treat', ""As a special treat I'm taking him out for dinner."", 'Annie, put your money away, this is my treat (= I am paying).']","что-то особенное, что вы покупаете или делаете для кого-то другого","['угощение на день рождения', 'В качестве особого удовольствия я приглашаю его на ужин.', 'Энни, убери свои деньги, это мое угощение (=я плачу).']","подарок, угощение"
125,50961,treats,42018,,обращается с,"['It has often been said that the degree of civilization of a State can be measured by the way in which it treats prisoners.', 'He treats a flower girl as if she were a duchess.', 'As in, the way Zombie High treats science.']",,"['Часто говорят, что степень цивилизованности государства можно измерить тем, как оно обращается с заключенными.', 'Он обращается с цветочницей, как с герцогиней.', 'Как и в том, как Zombie High относится к науке.']",обращается с
126,50961,treats,42018,,обращается со,"['He does not treat me as his proper wife, as the King treats you.', 'She treats the rest of us like that regularly.', ""He still treats me like I'm a baby.""]",,"['Он обращается со мной не как со своей законной женой, как король обращается с тобой.', 'Она регулярно так обращается со всеми нами.', 'Он все еще относится ко мне как к ребенку.']",обращается со
127,50961,treats,42018,,угощения,"['The master has left a couple of treats on the pillow.', 'Saint Nicholas brings treats for the good boys and girls, but...', ""And you don't want to lose your treats.""]",,"['Хозяин оставил на подушке пару угощений.', 'Святой Николай приносит угощения для хороших мальчиков и девочек, но...', 'И ты не хочешь потерять свои лакомства.']",угощения
128,51140,treating,42018,,лечил,"['ENZO: Martin was treating me for heroin addiction.', 'He was treating himself without even knowing it.', 'And one which we should pose to whoever was treating her.']",,"['Мартин лечил меня от героиновой зависимости.', 'Он лечил себя, даже не подозревая об этом.', 'И тот, который мы должны представить тому, кто лечил ее.']",лечил
129,51140,treating,42018,,относиться ко,"['They are also charged with treating all staff with respect.', 'Then you have to stop treating me like I am a criminal.', ""I'm off him until he starts treating me better.""]",,"['Они также обязаны относиться ко всем сотрудникам с уважением.', 'Тогда ты должен перестать обращаться со мной как с преступником.', 'Я уйду от него, пока он не начнет относиться ко мне лучше.']",относиться ко
130,51140,treating,42018,,обращаться со,"['Stop treating me like a kid.', ""He keeps treating me like this little kid, like I can't do anything."", ""Stop treating me like I can't handle myself.""]",,"['Перестань обращаться со мной как с ребенком.', 'Он продолжает обращаться со мной как с маленьким ребенком, как будто я ничего не могу сделать.', 'Перестань обращаться со мной так, будто я не могу справиться сама.']",обращаться со
131,51882,treated,42018,,рассматривается,['The content of the second part of the documentation package shall be treated as strictly confidential.'],,['Содержание второй части пакета документации должно рассматриваться как строго конфиденциальное.'],рассматривается
132,51882,treated,42018,,обращаются,"['All children, irrespective of their racial or ethnic backgrounds, are treated alike.']",,"['Все дети, независимо от их расовой или этнической принадлежности, подвергаются одинаковому обращению.']",обращаются
133,51882,treated,42018,,обращались,"['The way you treated me really messed me up for a long time.', 'In Daroca and Valladolid prisons he was treated normally.', 'Those who had committed minor offences had been treated with leniency.']",,"['То, как ты со мной обращался, очень долго меня бесило.', 'В тюрьмах Дароки и Вальядолида с ним обращались нормально.', 'К тем, кто совершил незначительные правонарушения, было применено снисходительное отношение.']",обращались
134,51882,treated,42018,,обращаться,['He or she must be treated as a member of the family.'],,['Он или она должны рассматриваться как член семьи.'],обращаться
135,51882,treated,42018,,лечили,"[""We treated her for Anaphylaxis, but her symptoms didn't respond to treatment."", 'We tried pain meds and treated him for pyelonephritis.', ""The conclusions of the forensic medical examination have been confirmed by doctors who treated the author's son and by other materials.""]",,"['Мы лечили ее от анафилаксии, но ее симптомы не поддавались лечению.', 'Мы пробовали обезболивающие и лечили его от пиелонефрита.', 'Выводы судебно-медицинской экспертизы были подтверждены врачами, лечившими сына автора, а также другими материалами.']",лечили
136,51882,treated,42018,,обработанных,"['Concentrations of PCB in the treated oils are in the range of < 5 ng/g.', 'The area treated in Pakistan is not known as of now.', 'These seeds are from specially treated plants.']",,"['Концентрации ПХБ в обработанных маслах находятся в диапазоне < 5 нг/г.', 'Площадь, обрабатываемая в Пакистане, на данный момент неизвестна.', 'Эти семена из специально обработанных растений.']",обработанных
137,51882,treated,42018,,обращался с,"['China had always treated them in accordance with its domestic legislation and with international law in a humanitarian spirit.', 'Villagers from Busumba testified that Ntibaturana treated brutally landowners who had attempted to retrieve their land or to lodge complaints with regular authorities.', 'Look, I treated you like a child For having feelings.']",,"['Китай всегда относился к ним в соответствии со своим внутренним законодательством и международным правом в гуманитарном духе.', 'Жители деревни Бусумба свидетельствовали, что Нтибатурана жестоко обращалась с землевладельцами, которые пытались вернуть свою землю или подать жалобы в обычные органы власти.', 'Слушай, я обращался с тобой как с ребенком за то, что у тебя есть чувства.']",обращался с
138,51882,treated,42018,,лечил,"['We are looking for the doctor who treated Timothy Hartley.', 'This is Glen Durant, the physician who treated Cooper.', ""Two thousand years ago, that's how Galen treated schizophrenics.""]",,"['Мы ищем врача, который лечил Тимоти Хартли.', 'Это Глен Дюрант, врач, который лечил Купера.', 'Две тысячи лет назад именно так Гален лечил шизофреников.']",лечил
139,51882,treated,42018,,относился к,"['I treated you like you were my own son.', 'I treated you like a friend.', 'You told me he treated you like a skivvy.']",,"['Я обращался с тобой как с собственным сыном.', 'Я относился к тебе как к другу.', 'Ты говорила, что он обращался с тобой как с Трусом.']",относился к
140,12252,dinner,12252,the main meal of the day that people usually eat in the evening,"обед, ужин","[""What's for dinner tonight?""]","основная еда дня, которую люди обычно едят вечером",['Что сегодня на ужин?'],"обед, ужин"
141,7592059,dinners,12252,,ужинов,"[""That way, we'll get the benefit of all your knowledge for the price of a couple of dinners."", 'They get sucked into this feminine sphere of TV-series and nice dinners.', ""Lots of dinners, jewelry, women's lingerie.""]",,"['Таким образом, мы получим выгоду от всех ваших знаний по цене нескольких обедов.', 'Они втягиваются в эту женскую сферу сериалов и приятных ужинов.', 'Много ужинов, украшений, женского белья.']",ужинов
142,7592059,dinners,12252,,обедов,"['An important part of this participation has been the organization of high-profile side events each year, including symposia, press conferences, policy luncheons and discussion dinners.']",,"['Важной частью этого участия является организация ежегодно важных параллельных мероприятий, включая симпозиумы, пресс-конференции, Политические обеды и дискуссионные обеды.']",обедов
143,26930,necessary,26930,needed in order to achieve something,необходимый,"['Is it really necessary to give so much detail?', 'Does he have the necessary skills and experience?', 'The police are prepared to use force, if necessary.', 'This is a necessary instrument for States to be in a position to implement the sanctions effectively.']","нужно для того, чтобы чего-то добиться","['Действительно ли нужно давать так много деталей?', 'Есть ли у него необходимые навыки и опыт?', 'Полиция готова применить силу в случае необходимости.', 'Это необходимый инструмент для того, чтобы государства могли эффективно осуществлять санкции.']",необходимый
144,18018,go,18018,to move or travel somewhere,"идти, ехать","[""I'd love to go to America."", 'We went into the house.', 'Are you going by train?']",чтобы двигаться или путешествовать куда-то,"['Я бы с удовольствием поехала в Америку.', 'Мы вошли в дом.', 'Вы едете на поезде?']","идти, ехать"
145,18018,go,18018,to move or travel somewhere in order to do something,"идти, ехать","[""Let's go for a walk."", ""We're going camping tomorrow.""]","чтобы двигаться или путешествовать куда-то, чтобы что-то сделать","['Идём погуляем!', 'Завтра мы отправимся в поход.']","идти, ехать"
146,18018,go,18018,to disappear or no longer exist,"исчезать, проходить",['When I turned round the man had gone.'],исчезнуть или больше не существовать,"['Когда я обернулся, мужчина уже ушел.']","исчезать, проходить"
147,18018,go,18018,to develop in a particular way,"проходить, протекать хорошо/плохо и т. д.",['My exams went really badly.'],развиваться определенным образом,['Мои экзамены прошли очень плохо.'],"проходить, протекать хорошо/плохо и т. д."
148,18018,go,18018,to continue to be in a particular state,оставаться (в каком-либо состоянии),"[""We won't let anyone go hungry.""]",продолжать находиться в определенном состоянии,['Мы не позволим никому голодать.'],оставаться (в каком-либо состоянии)
149,18018,go,18018,to work correctly,"работать, функционировать",['Did you manage to get the car going?'],работать правильно,['Вам удалось завести машину?'],"работать, функционировать"
150,18018,go,18018,to stop working correctly,"пропадать, слабеть","['Her hearing is going, so speak loudly.']",чтобы перестать работать правильно,"['У нее слух идет, так что говори громко.']","пропадать, слабеть"
151,18018,go,18018,"If two things go, they match each other.","подходить, годиться",['Any colour goes with jeans.'],"Если две вещи идут, они совпадают друг с другом.",['Любой цвет идет с джинсами.'],"подходить, годиться"
152,18018,go,18018,"If time goes, it passes.","идти, проходить (о времени)",['The day went very quickly.'],"Если время идет,оно проходит.",['День прошел очень быстро.'],"идти, проходить (о времени)"
153,18018,go,18018,to have a particular tune or words,"иметь мелодию или слова, звучать","[""I can't remember how it goes.""]",чтобы иметь определенную мелодию или слова,"['Я не могу вспомнить, как это происходит.']","иметь мелодию или слова, звучать"
154,18018,go,18018,to make a particular sound or movement,"издавать звук, двигаться определенным образом",['My dog goes like this when he wants some food.'],чтобы сделать определенный звук или движение,"['Моя собака так ходит, когда хочет поесть.']","издавать звук, двигаться определенным образом"
155,18018,go,18018,an attempt to do something,попытка,"['I had a go at catching a fish.', ""If you think you might like skiing, why don't you give it a go (= try to do it)?""]",попытка что-то сделать,"['Я попробовал поймать рыбу.', 'Если вы думаете, что вам может понравиться катание на лыжах, почему бы вам не попробовать (= попытаться сделать это)?']",попытка
156,18018,go,18018,someone's turn to do something,очередь,"[""Throw the dice Jane, it's your go.""]",чья-то очередь что-то делать,"['Брось кости Джейн, это твой ход.']",очередь
157,18018,go,18018,to criticize someone angrily,ругать кого-либо,"[""My mother's always having a go at me about my hair.""]",критиковать кого-то гневно,['Моя мать всегда ворчит на меня из-за моих волос.'],ругать кого-либо
158,18018,go,18018,"to try to make something succeed, usually by working hard",добиваться успеха,[],"чтобы попытаться сделать что-то успешным, как правило, упорно работая",[],добиваться успеха
159,18073,going,18018,,пойду,"[""I'm just going to take a look at the stadium."", ""OK. I'm going to bring you some green tea."", 'I am not going to dinner with you.']",,"['Я просто хочу взглянуть на стадион.', 'ЛАДНО. Я принесу тебе немного зеленого чая.', 'Я не собираюсь ужинать с тобой.']",пойду
160,18073,going,18018,,собирается,"[""Francois Seurel, my cousin the one who's going to be a teacher."", ""Barging in here isn't going to help your situation, Mr. Langton."", ""Chief O'Brien is going to run a quantum scan on the crystal in the morning.""]",,"['Франсуа Сэрель, мой двоюродный брат, который собирается стать учителем.', 'Вторжение сюда не поможет вашей ситуации, Мистер Лэнгтон.', ""Шеф О'Брайен собирается провести квантовое сканирование кристалла утром.""]",собирается
161,18073,going,18018,,идем,"[""We got one dance left, then we're going home."", ""We have no clue where we're going."", ""We're going out for a drink to celebrate the return of Cho.""]",,"['У нас остался один танец, а потом мы идем домой.', 'Мы понятия не имеем, куда идем.', 'Мы идем выпить, чтобы отпраздновать возвращение Чо.']",идем
162,18073,going,18018,,собираемся,"[""Why? We need to know if we're going to relocate them."", 'We are going to get the particulars of all the Russian units in Latvia.', 'We are going to be investigating This horrible attack that has taken place today.']",,"['Зачем? Нам нужно знать, собираемся ли мы их переселить.', 'Мы собираемся получить сведения обо всех российских подразделениях в Латвии.', 'Мы будем расследовать это ужасное нападение, которое произошло сегодня.']",собираемся
163,18073,going,18018,,едем,"[""Johnny, it's a woman we're going to see."", 'Actually me and Kev are taking the ice cream truck to Indiana, going on a fireworks run.', 'What? - Me and Nora are going on tour.']",,"['Джонни, это женщина, которую мы собираемся увидеть.', 'Вообще-то мы с Кевом едем на грузовике с мороженым в Индиану, чтобы устроить фейерверк.', 'Что? - Мы с Норой едем на гастроли.']",едем
164,18073,going,18018,,идет,"[""Are you going for a walk? It's a very interesting town.""]",,['Ты идешь на прогулку? Это очень интересный город.'],идет
165,18073,going,18018,,идешь,"['Not as long as you keep going down this path.', ""You're not going to the mines with Indra."", ""You're going the wrong way, Morgan. I'm just grabbing dinner, sarge.""]",,"['Не до тех пор, пока ты продолжаешь идти по этому пути.', 'Ты не пойдешь в шахты с Индрой.', 'Ты идешь не в ту сторону, Морган. Я просто забираю ужин, сержант.']",идешь
166,18073,going,18018,,собирался,"[""Well, actually, I was going over to Trey's to celebrate."", 'I was going to suggest that you use a master key.', ""At first, he's going to break off the engagement... then he doesn't.""]",,"['Ну, вообще-то, я собиралась отпраздновать у Трея.', 'Я собирался предложить вам использовать мастер-ключ.', 'Сначала он собирается разорвать помолвку... тогда он не делает этого.']",собирался
167,18073,going,18018,,пойдешь,"[""You're going to buy yourself a new dress for the party."", ""Boy, you're not going to school in no sneakers.""]",,"['Ты купишь себе новое платье для вечеринки.', 'Парень, ты не пойдешь в школу без кроссовок.']",пойдешь
168,18073,going,18018,,пойдем,"[""We are going to listen in on Darryl's presentation at the warehouse.""]",,['Мы собираемся послушать презентацию Дэррила на складе.'],пойдем
169,18073,going,18018,,поеду,"[""I'm going back to Boston to see your aunt Jean Avery."", ""I am going to that party and I'm having a really good time."", ""I'm not going on a language learning trip.""]",,"['Я возвращаюсь в Бостон, чтобы повидаться с твоей тетей Джин Эйвери.', 'Я иду на эту вечеринку и очень хорошо провожу время.', 'Я не собираюсь в путешествие по изучению языка.']",поеду
170,50928,goes,18018,,идет,['Over 56 per cent of the budget goes for the servicing of meetings and travel of participants.'],,['Более 56 процентов бюджета идет на обслуживание заседаний и поездки участников.'],идет
171,50928,goes,18018,,пойдет,"[""Stall her for now, let's see how the meeting goes."", 'If this goes according to plan, she will be your mother-in-law.', 'And if this strike drags on, Prescott goes down.']",,"['Задержи ее пока, посмотрим, как пройдет встреча.', 'Если все пойдет по плану, она станет твоей тещей.', 'И если этот удар затянется, Прескотт погибнет.']",пойдет
172,50928,goes,18018,,ходит,"[""He goes to the local kids' home every other weekend."", ""That's why he goes to the Center."", 'Every year, he goes to a double feature at the Bijou.']",,"['Он ходит в местный детский дом каждые выходные.', 'Вот почему он идет в центр.', 'Каждый год он ходит на двойной спектакль в Бижу.']",ходит
173,50928,goes,18018,,проходит,"['A lot of stuff goes in and out of that place.', 'Mexico has pointed to the fact that real work goes on elsewhere.']",,"['Много вещей входит и выходит из этого места.', 'Мексика указала на то, что реальная работа идет в другом месте.']",проходит
174,50928,goes,18018,,уходит,"[""Uruguay's principled position goes back to the original moment of creation of the United Nations."", ""Then goes like he doesn't want to be here."", 'He just comes and goes like he pleases.']",,"['Принципиальная позиция Уругвая восходит к первоначальному моменту создания Организации Объединенных Наций.', 'А потом уходит, как будто не хочет быть здесь.', 'Он просто приходит и уходит, как ему заблагорассудится.']",уходит
175,50928,goes,18018,,пройдет,"['Even if everything goes perfectly well, there will be scarring.', ""If that all goes well, I'll be out of your hair."", 'Uncle, I... I hope all goes well.']",,"['Даже если все пройдет отлично, останутся шрамы.', 'Если все пойдет хорошо, я не буду тебе мешать.', 'Дядя, Я... Надеюсь, все пройдет хорошо.']",пройдет
176,50928,goes,18018,,уйдет,"[""If anyone goes before then, there's a chance you'll spend the money."", ""This doesn't end until we go or Rowan goes.""]",,"['Если кто-то пойдет до этого, есть шанс, что вы потратите деньги.', 'Это не закончится, пока мы не уйдем или Роуэн не уйдет.']",уйдет
177,50928,goes,18018,,отправляется,"['The merchant goes to a certain place and offers his goods.', 'A one-hour appointment with The Kissing Magician goes to Dwight Shrute.', 'You know, he goes to the bank, takes out a lot of cash and leaves it here.']",,"['Купец идет в определенное место и предлагает свой товар.', 'Одночасовая встреча с целующимся магом идет к Дуайту Шруту.', 'Знаешь, он идет в банк, берет много наличных и оставляет их здесь.']",отправляется
178,45107,went,18018,,пошел,"[""He just took off and went to your mother's."", 'He went to the S.E.C., and he confessed.', 'Brewer went with him, but it was just to stop him.']",,"['Он просто сбежал и пошел к твоей матери.', 'Он подошел к С. С. Е., и он признался.', 'Брюер пошел с ним, но только для того, чтобы остановить его.']",пошел
179,45107,went,18018,,пошла,"['I went into the bedroom to get changed.', 'I thought he fell or something, so I went in to check on him.', 'She gave me your dinner and went to bed.']",,"['Я пошел в спальню переодеться.', 'Я подумал, что он упал или что-то в этом роде, поэтому пошел проверить его.', 'Она дала мне твой ужин и пошла спать.']",пошла
