,word,russian_word,local_word,examples,local_examples
405,farmer,крестьянин,paysan,['wealthy farmer'],['riche fermier']
406,farmer,колхозник,kolkhozien,['young farmer'],['les jeunes agriculteurs']
407,farmer,земледелец,laboureur,['sedentary farmers'],['agriculteurs sédentaires']
408,farmer,фармер,Farmer,[],[]
409,farmer,фермерство,les fermiers,[],[]
410,farmer,хозяин,maître,[],[]
411,farmer,животновод,éleveur,[],[]
412,farmer,огородник,maraîcher,[],[]
413,farmer,хлебороб,laboureur,[],[]
414,farmer,сельский хозяин,agriculteur,[],[]
415,farmer,единоличник,exploitant individuel,[],[]
416,farmer,фермерша,fermière,[],[]
417,farmer,фермерский,fermier,['farmers market'],['marché des agriculteurs']
418,stand,стоять,être,"['stand around', 'stand on end', 'stand on tiptoe']","['debout autour', 'debout sur la fin', 'debout sur la pointe des pieds']"
419,stand,устоять,résister,['stand alone'],['autonome']
420,stand,выдерживать,résister,['stand the test'],"[""résister à l'épreuve""]"
421,stand,отстаивать,défendre,['stand for freedom'],['défendons la liberté']
422,stand,выступать,prendre la parole,[],[]
423,stand,остановиться,arrêter,[],[]
424,stand,предстать,comparaître,[],[]
425,stand,остаться,rester,[],[]
426,stand,замереть,se figer,[],[]
427,stand,стенд,stand,['exhibition stand'],"[""stand d'exposition""]"
428,stand,подставка,socle,"['printer stand', 'floor stand']","[""support de l'imprimante"", 'pied de sol']"
429,stand,позиция,position,['civic stand'],['position civile']
430,stand,трибуна,tribune,['government stand'],['le gouvernement stand']
431,drawing,рисунок,figure,"['drawings by old masters', 'general arrangement drawing', 'complete set of drawings', 'own drawing']","[""dessins d'anciens maîtres"", 'disposition générale de dessin', 'jeu complet de dessins', 'propre dessin']"
432,drawing,рисование,dessin,"['drawing tool', 'drawing area']","['outil de dessin', 'zone de dessin']"
433,drawing,волочение,tréfilage,['cold drawing'],['étirage à froid']
434,drawing,розыгрыш,tirage,['big drawing'],['grand dessin']
435,drawing,заимствование,emprunt,"['special drawing right', 'drawing attention']","['droit de tirage spécial', ""en attirant l'attention""]"
436,drawing,графика,graphique,['book drawing'],['livre de dessin']
437,drawing,нанесение,enduction,[],[]
438,drawing,составление,rédaction,[],[]
439,drawing,вытяжка,hotte,['deep drawing'],"[""l'emboutissage profond""]"
440,drawing,тираж,tirage,[],[]
441,drawing,чертежный,à dessin,['drawing board'],['planche à dessin']
442,drawing,графический,graphique,['drawing object'],['objet de dessin']
443,drawing,рисующий,dessinateur,[],[]
444,drawing,привлекающий,attachant,[],[]
445,drawing,рисуемый,dessiné,[],[]
446,explain,объяснять,expliquer,"['explain the difference', 'explain to people', 'explain the phenomena']","['expliquer la différence', 'expliquer aux gens', 'expliquer les phénomènes']"
447,explain,раскрывать,divulguer,[],[]
448,explain,изложить,énoncer,['explain briefly'],['expliquer brièvement']
449,explain,растолковать,expliquer,[],[]
450,explain,объясниться,s'expliquer,[],[]
451,explain,изъяснять,expliquer,[],[]
452,explain,давать объяснения,donner des explications,[],[]
453,typhus,сыпной тиф,typhus,['abdominal typhus'],['le typhus abdominal']
454,typhus,сыпняк,krypnyak,[],[]
455,typhus,тифозный,typhoïde,[],[]
456,precedent,прецедент,précédent,['historical precedent'],['précédent historique']
457,precedent,предыдущий,précédent,[],[]
458,precedent,прецедентный,faisant jurisprudence,['precedent case'],['précédent cas']
459,precedent,предшествующий,antérieur,[],[]
460,advertisement,реклама,publicité,"['television advertisement', 'public service advertisement', 'advertisements in newspapers']","['publicité à la télévision', 'publicité dans la fonction publique', 'des annonces dans les journaux']"
461,advertisement,анонс,annonce,[],[]
462,advertisement,рекламный материал,matériel publicitaire,[],[]
463,advertisement,рекламный ролик,spot publicitaire,[],[]
464,advertisement,рекламное сообщение,message publicitaire,[],[]
465,advertisement,рекламоноситель,publicité,[],[]
466,advertisement,рекламирование,publicité,[],[]
467,advertisement,рекламный,publicitaire,['advertisement banner'],['bannière publicitaire']
468,issue,вопрос,question,"['key issue', ""women's issue"", 'foreign policy issue', 'issue of death penalty', 'national security issue', 'human rights issue', 'important global issue', 'sensitive issue', 'priority issue']","['question clé', 'les femmes', 'question de politique étrangère', 'question de la peine de mort', 'question de sécurité nationale', 'question de droits humains', 'enjeu planétaire', 'sensible à la question', 'question prioritaire']"
469,issue,выпуск,édition,['special issue'],['numéro spécial']
470,issue,выдача,délivrance,['place of issue'],['lieu de délivrance']
471,issue,номер,chambre,"[""today's issue""]","[""l'édition d'aujourd'hui""]"
472,issue,вытекание,écoulement,[],[]
473,issue,эмиссия,émission,[],[]
474,issue,выдавать,délivrer,['issue certificates'],['délivrer des certificats']
475,issue,выпускать,produire,"['issue shares', 'issued share capital']","[""d'émettre des actions"", 'le capital-actions émis']"
476,issue,издавать,publier,"['issue orders', 'issue a decree', 'issue a report']","[""ordonnances d'émission"", 'un décret', 'un rapport']"
477,issue,оформить,décorer,[],[]
478,issue,эмиссионный,émissif,[],[]
479,fifty,пятьдесят,cinquante,[],[]
480,fifty,полсотни,cinquante,[],[]
481,fifty,пятьдесят человек,cinquante personnes,[],[]
482,fifty,полусотня,полусотня,[],[]
483,fifty,полтинник,poltinnik,[],[]
484,fifty,пятидесятый,cinquantième,[],[]
485,thousand,тыс.,mille,[],[]
486,thousand,тысячелетие,millénaire,[],[]
487,thousand,множество,multitude,[],[]
488,thousand,тысяча долларов,mille dollars,[],[]
489,thousand,тысяча,millier,[],[]
490,thousand,тысячный,millième,[],[]
491,aged,престарелый,âgé,[],[]
492,aged,взрослый,adulte,[],[]
493,aged,выдержанный,vieilli,[],[]
494,aged,состаренный,vieillis,[],[]
495,aged,достигший,atteignit,[],[]
496,aged,постаревший,vieilli,[],[]
497,aged,в возрасте,à l'âge de,[],[]
498,file,папка,dossier,"['green file', 'medical files', 'new file', 'file name extension', 'transaction log file', 'file transfer protocol', 'file allocation table', 'package definition file', 'workgroup information file', 'data text file', 'executable file']","['vert de fichier', 'les dossiers médicaux', 'nouveau fichier', 'extension de nom de fichier', 'fichier journal des transactions', 'protocole de transfert de fichier', ""tableau d'attribution des fichiers"", 'fichier de définition du paquet', 'fichier de groupe de travail', 'données du fichier texte', 'fichier exécutable']"
499,file,напильник,lime,['round file'],['lime ronde']
500,file,досье,dossier,['credit file'],['dossier de crédit']
501,file,дело,affaire,['personal file'],['dossier personnel']
502,file,массив,massif,[],[]
503,file,подача,alimentation,[],[]
504,file,картотека,classeur,['electronic file'],['fichier électronique']
505,file,файловый,gestionnaire de fichiers,['root file system'],['système de fichiers racine']
506,file,подавать,servir,[],[]
507,file,хранить,stocker,[],[]
508,pen,ручка,poignée,"['ballpoint pen', 'ball point pen', 'light pen']","['stylo à bille', 'stylo à bille', 'stylo lumière']"
509,pen,рейсфедер,reisfeder,[],[]
510,pen,фломастер,feutre,[],[]
511,pen,загон,enclos,['sheep pen'],['enclos à moutons']
512,pen,Перу,Pérou,[],[]
513,pen,пена,mousse,[],[]
514,pen,пенал,plumier,[],[]
515,pen,световое перо,photostyle,[],[]
516,pen,писать,écrire,[],[]
517,pen,перьевой,plume,['pen tablet'],['la tablette à stylet']
518,fan,вентилятор,ventilateur,"['ceiling fan', 'axial flow fan']","['ventilateur de plafond', 'ventilateur axial']"
519,fan,фанат,fanatique,"['real fan', 'fans of football club', 'ice hockey fan', 'fan of computer games', 'true fans', 'fan of classical music', 'long time fan', 'loyal fan']","['vrai fan', 'fans de football club', 'fan de hockey sur glace', ""fan de jeux d'ordinateur"", 'les vrais fans', 'fan de musique classique', 'fan de longue date', 'fan fidèle']"
520,fan,веер,eventail,['fan of peacock feathers'],['fan de plumes de paon']
521,fan,фэн,Feng,['new fans'],['de nouveaux fans']
522,fan,болельщица,болельщица,[],[]
523,fan,веялка,tarare,[],[]
524,fan,обмахивать,éventer,[],[]
525,fan,раздувать,gonfler,['fan the flames'],['attiser les flammes']
526,fan,дуть,souffler,[],[]
527,fan,вентиляторный,fan,[],[]
528,fan,фанатский,fanatique,['fan group'],['fan du groupe']
529,fan,веерный,en éventail,['fan palm'],['fan palm']
530,pasta,паста,pâte,['type of pasta'],['type de pâtes']
531,pasta,блюда из макарон,plats de pâtes,[],[]
532,hot,горячий,chaud,"['hot spot', 'hot water supply', 'hot plastic deformation', 'hot green tea', 'natural hot spring', 'hot exhaust gas', 'hot apple pie', 'long hot summer', 'hot towel', 'hot desert']","['hot spot', ""l'alimentation en eau chaude"", 'déformation plastique à chaud', 'chaud de thé vert', 'source chaude naturelle', ""des gaz d'échappement chauds"", 'tourte aux pommes chaudes', 'été long et chaud', 'la serviette chaude', 'désert chaud']"
533,hot,острый,pointu,['hot red pepper'],['piment rouge']
534,hot,популярный,populaire,[],[]
535,hot,жгучий,brûlant,['hot taste'],['goût chaud']
536,hot,горячительный,chaud,[],[]
537,hot,жарко,Il fait chaud,[],[]
538,hot,горячо,C'est chaud,['hot cocoa'],['chaud cacao']
539,hot,разгоряченный,échauffé,[],[]
540,hot,горящий,brûlant,[],[]
541,hot,накалиться,chauffer,[],[]
542,that,что,que,[],[]
543,that,будто,comme,[],[]
544,that,дабы,afin que,[],[]
545,that,который,qui,[],[]
546,that,это,ce,[],[]
547,that,тот самый,propre,[],[]
548,that,так,donc,[],[]
549,that,таковой,tel,[],[]
550,engine,двигатель,moteur,"['engine code', 'gas turbine engine', 'engine management system', 'nuclear rocket engine', 'right engine failure', 'litre petrol engine', 'liter gasoline engine', 'aircraft engine', 'boat engine', 'new graphics engine']","['code moteur', 'moteur à turbine à gaz', 'système de gestion du moteur', 'moteur de fusée nucléaire', 'droit à une panne de moteur', 'litre moteur à essence', 'moteur à essence litre', ""moteur d'avion"", 'moteur de bateau', 'nouveau moteur graphique']"
551,engine,машина,machine,['fire engine'],['moteur de feu']
552,engine,локомотив,locomotive,"['powerful engine', 'old engine']","['moteur puissant', 'ancien moteur']"
553,engine,механизм,mécanisme,['print engine'],"[""moteur d'impression""]"
554,engine,ядро,noyau,[],[]
555,engine,движитель,propulsion,[],[]
556,engine,машинный,à la machine,"['engine department', 'engine compartment']","['département de moteur', 'compartiment moteur']"
557,engine,движущий,mouvant,[],[]
558,advanced,передовой,de pointe,['advanced technology'],['la technologie de pointe']
559,advanced,развитой,développé,[],[]
560,advanced,дополнительный,supplémentaire,[],[]
561,advanced,перспективный,prometteur,[],[]
562,advanced,развитый,développé,[],[]
563,advanced,опытный,expérimenté,[],[]
564,advanced,повышенный,élevé,[],[]
565,advanced,преклонный,avancé,[],[]
566,advanced,усовершенствованный,perfectionné,[],[]
567,advanced,расширенный,élargi,[],[]
568,advanced,продвинутый,avancé,[],[]
569,advanced,выдвинутый,avancé,[],[]
570,advanced,углубленный,approfondi,[],[]
571,advanced,опережающий,préalable,[],[]
572,advanced,авансированный,avanças,[],[]
573,be,быть,être,"['be home', 'be the result']","['être à la maison', 'être le résultat']"
574,be,происходить,survenir,[],[]
575,be,находиться,se trouver,['be under control'],"[""d'être sous le contrôle""]"
576,be,составлять,représenter,['be an exception'],['être une exception']
577,be,заключаться,résider,[],[]
578,be,идти,aller,['be on foot'],['être sur pied']
579,be,относиться,se rapporter à,[],[]
580,be,равно,égale,[],[]
581,but,но,mais,['but also'],['mais aussi']
582,but,а,et,[],[]
583,but,однако,cependant,[],[]
584,but,только,seulement,[],[]
585,but,кроме,sauf,[],[]
586,and,и,et,[],[]
587,and,а также,et aussi,[],[]
588,and,причем,et en outre,[],[]
589,and,так и,donc et,[],[]
590,and,с,avec,[],[]
591,expertise,экспертиза,examen,['expertise of industrial safety'],['expertise de la sécurité industrielle']
592,expertise,компетентность,compétence,['functional expertise'],['expertise fonctionnelle']
593,expertise,мастерство,habileté,['technological expertise'],['expertise technologique']
594,expertise,квалификация,qualification,['professional expertise'],"[""des professionnels de l'expertise""]"
595,expertise,опыт,expérience,['design expertise'],['expertise en conception']
596,expertise,экспертные знания,expertise,[],[]
597,expertise,эксперт,expert,[],[]
598,expertise,профессионализм,professionnalisme,[],[]
599,expertise,экспертный потенциал,capacités d'experts,[],[]
600,expertise,знание дела,expertise,[],[]
601,expertise,деловой опыт,expérience commerciale,[],[]
602,expertise,экспертный,d'expertise,['center of expertise'],"[""centre d'expertise""]"
603,dry,сухой,sec,[],[]
604,dry,суховатый,un peu sec,[],[]
605,dry,высыхание,dessèchement,"['dry time', 'method of drying']","['le temps de séchage', 'méthode de séchage']"
606,dry,сухость,sécheresse,[],[]
607,dry,сушить,sécher,"['dry things', 'dried blood', 'dry completely']","['choses sèches', 'de sang séché', 'sécher complètement']"
608,dry,вытереть,essuyer,[],[]
609,dry,просушивать,sécher,[],[]
610,dry,насухо,à sec,[],[]
611,fantastic,фантастический,fantastique,"['fantastic story', 'fantastic character', 'fantastic view']","['histoire fantastique', 'un caractère fantastique', 'vue fantastique']"
612,fantastic,причудливый,fantasque,['fantastic shapes'],['des formes fantastiques']
613,fantastic,замечательный,merveilleux,"['fantastic team', 'fantastic things', 'fantastic place']","['équipe fantastique', 'choses fantastiques', 'endroit fantastique']"
614,fantastic,отличный,excellent,[],[]
615,fantastic,сказовый,fantastique,[],[]
616,fantastic,просто фантастический,juste fantastique,[],[]
617,fantastic,небывалый,sans précédent,[],[]
618,fantastic,умопомрачительный,abracadabrant,[],[]
619,fantastic,потрясающий,magnifique,[],[]
620,fantastic,фантастически,fantastiquement,[],[]
621,eighty,восемьдесят,quatre-vingts,[],[]
622,eighty,восемьдесят лет,quatre-vingts ans,[],[]
623,eighty,восьмидесятый,quatre-vingtième,[],[]
624,bedroom,спальня,chambre à coucher,"['bedroom window', 'master bedroom suite']","['la fenêtre de la chambre', 'suite chambre des maîtres']"
625,bedroom,спальная,endormie,[],[]
626,tell,рассказывать,raconter,['tell different stories'],['raconter des histoires différentes']
627,tell,говорить,dire,"['tell the truth', 'tell the lord']","['dire la vérité', 'dire au seigneur']"
628,tell,сообщать,signaler,['tell the user'],"[""indiquer à l'utilisateur""]"
629,tell,указывать,indiquer,"['tell the time', 'tell the system']","['dire à la fois', 'dites-le système']"
630,tell,уверять,assurer,[],[]
631,tell,велеть,faire,[],[]
632,tell,подсказать,souffler,[],[]
633,tell,поведать,raconter,['tell the world'],['dis à tout le monde']
634,tell,объяснить,expliquer,['tell the king'],['dites-le roi']
635,tell,передать,transmettre,['tell the president'],['dire le président']
636,tell,попросить,demander,[],[]
637,tell,поделиться,partager,[],[]
638,tell,отличить,distinguer,[],[]
639,tell,сказаться,se dire,[],[]
640,fit,пригонка,ajustement,[],[]
641,fit,припадок,convulsion,['hysterical fit'],['hystérique ajustement']
642,fit,помещаться,se placer,[],[]
643,fit,подходить,convenir,[],[]
644,fit,приспосабливать,adapter,[],[]
645,fit,соответствовать,correspondre à,['fit the facts'],['ajustement des faits']
646,fit,установить,installer,[],[]
647,fit,вписываться,s'inscrire,[],[]
648,fit,поместить,placer,[],[]
649,fit,подогнать,ajuster,[],[]
650,fit,вписать,inscrire,[],[]
651,fit,влезть,grimper,[],[]
652,fit,встраивать,encastrer,[],[]
653,fit,втиснуть,caser,[],[]
654,fit,уложиться,entrer,[],[]
655,fit,пригодный,approprié,[],[]
656,fit,годный,bon à,[],[]
657,fit,нужный,nécessaire,[],[]
658,earn,зарабатывать,gagner,"['earn a living', 'earn good money', 'earn extra points', 'earn a degree']","['gagner sa vie', ""gagner de l'argent bon"", 'gagner des points supplémentaires', 'à obtenir un diplôme']"
659,earn,заслуживать,mériter,"['earn the title', 'earn respect']","['gagner le titre', 'gagner le respect']"
660,earn,приносить,apporter,[],[]
661,earn,неплохо зарабатывать,pas mal de gagner,[],[]
662,earn,получать доход,profit,[],[]
663,aeroplane,самолет,avion,['new aeroplane'],['des nouveaux avions']
664,especially,особенно,particulièrement,"['especially noticeable', 'especially valuable']","['particulièrement sensible', 'particulièrement précieux']"
665,especially,сугубо,purement,[],[]
666,especially,главным образом,principalement,[],[]
667,entrance,вход,entrée,"['own private entrance', 'solemn entrance', 'grand entrance']","['propre entrée privée', ""l'entrée solennelle"", 'grande entrée']"
668,entrance,поступление,recette,['early entrance'],"[""à l'entrée""]"
669,entrance,входная дверь,porte d'entrée,[],[]
670,entrance,доступ,accès,['free entrance'],['entrée libre']
671,entrance,прихожая,antichambre,[],[]
672,entrance,ход,cours,[],[]
673,entrance,проходная,contrôle des entrées,[],[]
674,entrance,входной,d'entrée,"['entrance ticket', 'entrance branch pipe', 'main entrance door']","[""billet d'entrée"", 'entrée raccord de tuyau', ""porte d'entrée principale""]"
675,entrance,вступительный,introductif,"['competitive entrance examination', 'graduate school entrance exams', 'pay an entrance fee']","[""concours d'entrée"", ""diplômé de l'école des examens d'entrée"", ""payer un droit d'entrée""]"
676,entrance,въездной,d'entrée,['entrance visa'],"[""visa d'entrée""]"
677,feel,чувствовать,sentir,"['feel fine', 'feel joy']","['se sentent bien', 'ressentir de la joie']"
678,feel,полагать,croire,['feel differently'],['sentir différemment']
679,feel,ощупывать,palper,['feel the pulse'],['sentir le pouls']
680,feel,испытывать,éprouver,['feel fear'],['ressentir de la peur']
681,feel,стесняться,être gêné,[],[]
682,feel,ощущение,sensation,"['tactile feel', 'feel shame']","['sensation tactile', 'ressentir de la honte']"
683,extra,дополнительный,supplémentaire,"['extra bed', 'extra fuel tank', 'earn extra points', 'extra spatial dimensions', 'extra baggage allowance', 'extra storage space', 'do extra work', 'extra cost']","['lit supplémentaire', 'réservoir de carburant supplémentaire', 'gagner des points supplémentaires', 'dimensions spatiales supplémentaires', 'franchise bagages supplémentaire', ""l'espace de stockage supplémentaire"", 'faire du travail supplémentaire', 'surcoût']"
684,extra,лишний,superflu,"['spend the extra money', 'extra damage', 'extra pressure', 'extra moisture']","[""dépenser l'argent supplémentaire"", 'dommages supplémentaires', 'une pression supplémentaire', 'humidité supplémentaire']"
685,extra,экстренный,urgent,['extra expenses'],['frais supplémentaires']
686,extra,особый,particulier,['take extra care'],['prendre des précautions supplémentaires']
687,extra,заемный,d'emprunt,['extra capital'],['capital supplémentaire']
688,extra,высший,supérieur,[],[]
689,extra,экстра,extra,['extra class'],['classe supplémentaire']
690,extra,доплата,supplément,[],[]
691,extra,статист,comparse,[],[]
692,extra,дополнение,complément,[],[]
693,extra,массовка,meeting,[],[]
694,extra,особо,particulièrement,[],[]
695,extra,дополнительно,supplémentaire,[],[]
696,extra,отдельно,distinct,[],[]
697,extra,сверх,contre,[],[]
698,singular,странный,étrange,"['singular coincidence', 'singular beauty']","['singulière coïncidence', 'beauté singulière']"
699,singular,исключительный,exceptionnel,"['singular form', 'isolated singular point', 'singular facts']","['singulier', 'point singulier isolé', 'singulier faits']"
700,singular,единичный,unitaire,"['singular event', 'singular advantage', 'singular purpose']","['événement singulier', 'avantage unique', 'singulier but']"
701,singular,сингулярный,singulier,"['singular integral equation', 'singular value decomposition']","['singulier équation intégrale', 'décomposition en valeurs singulières']"
702,singular,удивительный,étonnant,[],[]
703,singular,единственное число,singulier,[],[]
704,singular,сингулярно,singulièrement,[],[]
705,earring,серьга,boucle d'oreille,"['diamond earring', 'pearl earring']","[""boucle d'oreille en diamant"", ""boucle d'oreille de perle""]"
706,fall,упасть,tomber,"['fallen tree trunk', 'fall to earth', 'fall overboard']","[""tombé tronc d'arbre"", 'tomber à terre', ""tomber à l'eau""]"
707,fall,снижаться,baisser,[],[]
708,fall,попадать,toucher,['fall directly'],['tomber directement']
709,fall,приходиться,tomber,[],[]
710,fall,впадать,se jeter,"['fall into depression', 'fall into temptation']","['tomber dans la dépression', 'tomber dans la tentation']"
711,fall,подпадать,tomber,[],[]
712,fall,влюбляться,s'éprendre,[],[]
713,fall,обрушиться,s'abattre,[],[]
714,fall,попасться,se faire prendre,[],[]
715,fall,оказаться,s'avérer,[],[]
716,fall,падение,chute,"[""communism's fall"", 'fall in blood pressure', 'fall in oil prices', 'fall in living standards']","['la chute du communisme', 'chute de la pression artérielle', 'chute des prix du pétrole', 'baisse du niveau de vie']"
717,fall,осень,automne,['early fall'],"[""au début de l'automne""]"
718,fall,грехопадение,chute,['fall of adam'],"[""chute d'adam""]"
719,fall,осенний,d'automne,['beautiful fall day'],"[""belle journée d'automne""]"
720,news,новость,nouvelle,"['important news', 'international news stories', 'tragic news', 'news release', 'preach the good news']","['des nouvelles importantes', 'de nouvelles internationales', 'des nouvelles tragiques', 'communiqué de presse', 'prêcher la bonne nouvelle']"
721,news,весточка,nouvelle,[],[]
722,news,Ньюс,News,[],[]
723,news,новинка,nouveauté,['fashion news'],['les nouvelles de la mode']
724,news,выпуск новостей,l'émission de nouvelles,[],[]
725,news,известия,bulletin d'informations,[],[]
726,news,новостной,actualités,['online news site'],['site de nouvelles en ligne']
727,ago,назад,en arrière,[],[]
728,electric,электрический,électrique,[],[]
729,electric,электромонтажный,installation électrique,[],[]
730,electric,электроизмерительный,mesure électrique,[],[]
731,electric,наэлектризованный,électrisé,[],[]
732,enter,входить,entrer,"['enter freely', 'enter the university', 'enter the room', 'enter into force', 'enter the game', 'enter the bloodstream']","['entrez librement', ""entrer à l'université"", 'entrez dans la salle', 'entrée en vigueur', 'entrez dans le jeu', 'entrer dans la circulation sanguine']"
733,enter,заключать,conclure,['enter into contracts'],['conclure des contrats']
734,enter,въезжать,entrer,[],[]
735,enter,проникать,pénétrer,"['enter the cells', 'enter inside']","['entrer dans les cellules', ""entrez à l'intérieur""]"
736,enter,вступить,prendre pied,[],[]
737,enter,ввести,taper,"['enter the password', 'then enter']","['entrez le mot de passe', 'puis entrez']"
738,enter,указать,indiquer,[],[]
739,enter,ввод,entrée,[],[]
740,start,начать,commencer,"['start new businesses', 'start immediately', 'start simultaneously', 'start over again', 'start treatment']","['à démarrer de nouvelles entreprises', 'commencer immédiatement', 'démarrer simultanément', 'recommencer', 'commencer le traitement']"
741,start,запустить,démarrer,"['start the service', 'start games']","['démarrer le service', 'début des jeux']"
742,start,вздрагивать,tressaillir,[],[]
743,start,завести,introduire,[],[]
744,start,заняться,s'occuper de,[],[]
745,start,затеять,entreprendre,[],[]
746,start,начало,début,"['start of fiscal year', 'start of last season', 'start of his career', 'start of program execution', 'start of construction work']","[""début de l'exercice"", 'début de la saison dernière', 'début de sa carrière', ""début de l'exécution du programme"", 'début des travaux de construction']"
747,start,старт,lancement,"['quick start', 'sequence start', 'operating system to start']","['de démarrage rapide', 'la séquence de démarrage', ""système d'exploitation à démarrer""]"
748,start,начальный,initial,"['start address', 'start bit']","['adresse de départ', 'bit de départ']"
749,alcohol,алкоголь,alcool,"['alcohol abuse', 'level of alcohol consumption', 'harmful use of alcohol', 'bottle of alcohol']","['alcoolisme', ""au niveau de la consommation d'alcool"", ""consommation nocive d'alcool"", ""bouteille d'alcool""]"
750,alcohol,спирт,alcool,"['concentration of ethyl alcohol', 'minimum alcohol content']","[""la concentration d'alcool éthylique"", 'teneur minimale en alcool']"
751,alcohol,употребление алкоголя,consommation d'alcool,[],[]
752,alcohol,алкоголизм,alcoolisme,['alcohol treatment'],"[""traitement de l'alcoolisme""]"
753,alcohol,алкогольный,boisson alcoolisé,"['fetal alcohol syndrome', 'acute alcohol intoxication', 'alcohol beverages', 'alcohol production']","[""le syndrome d'alcoolisation fœtale"", ""intoxication aiguë à l'alcool"", 'les boissons alcoolisées', ""la production d'alcool""]"
754,intelligent,умный,intelligent,"['intelligent dog', 'intelligent boy', 'intelligent guy', 'intelligent person']","['chien intelligent', 'garçon intelligent', 'intelligent gars', 'personne intelligente']"
755,intelligent,разумный,raisonnable,"['intelligent human being', 'intelligent life form', 'intelligent design theory']","['intelligent', 'forme de vie intelligente', 'théorie de la conception intelligente']"
756,intelligent,осмысленный,plein de sens,[],[]
757,intelligent,продуманный,réfléchi,[],[]
758,intelligent,неглупый,sot,[],[]
759,intelligent,микропроцессорный,microprocesseur,[],[]
760,intelligent,понятливый,compréhensif,['intelligent student'],['élève intelligent']
761,intelligent,мыслящий,pensant,[],[]
762,intelligent,программируемый,programmable,[],[]
763,intelligent,настраиваемый,personnalisable,[],[]
764,intelligent,понимающий,compréhensif,[],[]
765,refugee,беженец,réfugié,"['refugee camp', 'granted refugee status', 'human rights of refugees', 'political refugee']","['le camp de réfugiés de', 'le statut de réfugié', ""des droits de l'homme des réfugiés"", 'réfugié politique']"
766,refugee,беженка,réfugié,[],[]
767,refugee,беглец,fugitif,[],[]
768,refugee,беженский,bezhensky,[],[]
769,create,создавать,créer,"['often create', 'create favorable conditions', 'create additional problems', 'create beauty', 'newly created position', 'create shortcut', 'create the universe']","['souvent créer', 'créer des conditions favorables', 'créer des problèmes supplémentaires', 'créer de la beauté', 'poste nouvellement créé', 'créer un raccourci', ""créer l'univers""]"
770,create,порождать,engendrer,"['create fear', 'create demand', 'create an order']","['créer la peur', 'créer une demande', 'créer un bon de commande']"
771,create,вызывать,provoquer,['create trust'],['créer la confiance']
772,create,производить,fabriquer,['create the impression'],"[""créer l'impression""]"
773,create,разработать,développer,['create a plan'],['créer un plan de']
774,create,образовать,former,['create connections'],['créer des connexions']
775,enough,достаточно,assez,[],[]
776,enough,предостаточно,abondent,[],[]
777,enough,достаточное количество,suffisance,[],[]
778,enough,маловато,peu,[],[]
779,enough,достаточно многие,assez nombreux,[],[]
780,nobody,никто,quiconque,[],[]
781,nobody,некого,un certain,[],[]
782,nobody,ничей,dont,[],[]
783,nobody,ничтожество,insignifiance,[],[]
784,word,слово,mot,"['last word', 'old english word', 'new word in art', 'sure word of prophecy', 'part of that word', 'man of his word', 'strong word']","['dernier mot', 'le vieux mot anglais', ""nouveau mot dans l'art"", 'parole certaine de prophétie', 'une partie de ce mot', 'homme de parole', 'mot fort']"
785,word,известие,nouvelle,[],[]
786,word,слова,mot,[],[]
787,word,говорить,dire,[],[]
788,word,сформулировать,formuler,[],[]
789,word,текстовый,textuel,['word processing document'],['document de traitement de texte']
790,word,словесный,verbal,['word game'],['jeu de mot']
791,behind,за,pour,['behind bars'],['derrière les barreaux']
792,behind,позади,derrière,['leave behind'],['laisser derrière']
793,behind,сзади,par derrière,[],[]
794,behind,назад,en arrière,[],[]
795,behind,вслед за,après,[],[]
796,behind,за спиной,derrière le dos,[],[]
797,behind,в основе,au principe,[],[]
798,fair,справедливый,équitable,"['fair trade', 'fair market value', 'fair working conditions', 'fair distribution of wealth', 'right to fair trial', 'fair play', 'fair use doctrine', 'office of fair trading']","['le commerce équitable', 'la juste valeur de marché', 'conditions de travail équitables', 'répartition équitable des richesses', 'droit à un procès équitable', 'le fair-play', ""doctrine de l'usage loyal"", 'office of fair trading']"
799,fair,красивый,Joli,"['fair sons', 'fair sex']","['juste fils', 'juste du sexe']"
800,fair,светлый,lumineux,['fair hair'],['les cheveux blonds']
801,fair,беспристрастный,impartial,"['fair hearing', 'fair tests']","['audience équitable', 'juste des tests']"
802,fair,белокурый,blond,[],[]
803,fair,ярмарочный,forain,['fair centre'],['centre de foires']
804,fair,изрядный,considérable,['fair share'],['juste part']
805,fair,удовлетворительно,d'une manière satisfaisante,[],[]
806,fair,попутный,favorable,['fair wind'],['juste le vent']
807,fair,чистовой,propre,[],[]
808,fair,выставка,exposition,"['furniture fair', 'international contemporary art fair']","['salon du meuble de', ""foire internationale d'art contemporain""]"
809,fair,справедливость,équité,[],[]
810,fair,салон,salon,[],[]
811,fair,справедливо,équitablement,[],[]
812,genetically,генетически,génétiquement,['genetically modified organism'],['organisme génétiquement modifié']
813,genetically,генетический,génétique,[],[]
814,mug,кружка,tasse,"['beer mug', 'coffee mug']","['chope de bière', 'tasse à café']"
815,mug,рожица,minois,[],[]
816,mug,бокал,verre,[],[]
817,mug,рыло,groin,[],[]
818,mug,балбес,cancre,[],[]
819,mug,мурло,Murlo,[],[]
820,mug,ебальник,baiseur,[],[]
821,mug,грабить,piller,[],[]
822,countryside,сельская местность,campagne,"['beautiful countryside', 'development of the countryside']","['belle campagne', 'développement de la campagne']"
