,word,local_word,pos,examples,local_examples,examples_and_definitions
236,thing,quelque chose,OTHER,OTHER,OTHER,something | thing | anything | 
237,thing,rien,NOUN,NOUN,NOUN,nothing | thing | anything | nil | nada | She doesn’t know a thing about me. | 
238,thing,choses,OTHER,OTHER,OTHER,"matter | thing | There are lots of things I'd like to buy. | What had he been thinking about? A kitten, of all things!. | The first time I spotted a puffin I thought I was seeing things. | It just does things to me when we kiss. | The sea is the primal source of all living things on earth. | The fear of long-legged beasties and things that go bump in the night. | I didn't manage to go on the tour of Australia, but that was just one of those things. | "
239,thing,heureusement,NOUN,NOUN,NOUN,thing | fortunately | happily | luckily | thankfully | 
240,thing,créature,NOUN,NOUN,NOUN,thing | creature | critter | 
241,coincide,coïncider,OTHER,OTHER,OTHER,overlap | coincide | concur | Publication is timed to coincide with a major exhibition. | 
242,coincidental,de coïncidence,ADJ,ADJ,ADJ,coincidental | 
243,coincidental,fortuit,OTHER,OTHER,OTHER,chance | casual | fortuitous | coincidental | Any resemblance between their reports is purely coincidental. | 
244,dance,danse,OTHER,OTHER,OTHER,"number | country dance | dance | war dance | folk dance | country dancing | dancing | line dancing | ballet | disco dancing | barn dance | ballroom dancing | The rules of classical dance. | The last dance was a waltz. | Dances include the waltz, the quickstep, and the foxtrot. | The last dance had been played. | All the men wanted her to dance with them. | Everyone was taking part in the dance. | Gwen was leading him a merry dance. | She's got that man dancing attendance on her. | She had to stay on her best behaviour and dance to his tune. | They rolled back the carpet and had a dance. | "
245,dance,de danse,NOUN,NOUN,NOUN,dance | dancing | 
246,dance,sauter,VERB,VERB,VERB,spring | dance | pop | jump | jump down | skip | hop | fuse | vault | leap | saute | sauté | 
247,dance,bal,NOUN,NOUN,NOUN,dance | ball | barn dance | masked ball | prom | senior prom | masquerade | ceilidh | Are you going to the dance tonight? | 
248,dance,danser,VERB,VERB,VERB,dance | flicker | To dance the samba. | She wanted to ask him to dance. | To dance to the music. | 
249,dance,soirée dansante,NOUN,NOUN,NOUN,dance | 
250,countryside,campagne,OTHER,OTHER,OTHER,country | drive | active service | sales drive | ad campaign | campaign | advertising campaign | election campaign | countryside | publicity campaign | bombing campaign | crusade | agitation | smear campaign | They explored the surrounding countryside. | The political influence of the countryside remains strong. | A drive in the countryside. | 
251,break,changement,NOUN,NOUN,NOUN,change | sea change | step change | switch | climate change | break | regime change | shift | alteration | changeover | rebranding | 
252,break,être annoncé,VERB,VERB,VERB,break | 
253,break,prendre des vacances,NOUN,NOUN,NOUN,break | vacation | 
254,break,vacances,NOUN,NOUN,NOUN,activity holiday | holiday | break | vacation | school holidays | cycling holiday | skiing holiday | recess | hols | 
255,break,tourner,VERB,VERB,VERB,go off | run | film | turn | turn around | turn off | turn over | get round | round | to go bad | break | bear | shift | roll | throw | shoot | rotate | spin | swim | bend | twist | reel | swivel | to go sour | revolve | veer | twirl | curdle | 
256,break,chance,NOUN,NOUN,NOUN,break | chance | sporting | good luck | luck | mercy | fortune | 
257,break,jour de chance,NOUN,NOUN,NOUN,break | 
258,break,ouverture,NOUN,NOUN,NOUN,opening | break | aperture | openness | overture | 
259,break,faire une pause,VERB,VERB,VERB,break | pause | 
260,break,pause,NOUN,NOUN,NOUN,break | interval | pause | recess | A coffee/lunch break. | 
261,break,tomber en panne,VERB,VERB,VERB,break | break down | fail | crash | stall | conk out | 
262,break,cesser,VERB,VERB,VERB,give up | stop | pass | break | break up | lay off | cease | discontinue | sever | desist | The drought seemed unlikely to break. | 
263,break,battre,VERB,VERB,VERB,better | fight | battle | break | cream | beat | beat up | defeat | pulse | pound | flap | shuffle | whip | batter | whisk | thrash | flutter | throb | thresh | 
264,break,battre un record,VERB,VERB,VERB,set | break | 
265,break,interruption,NOUN,NOUN,NOUN,"time out | break | suspension | withdrawal | termination | interruption | disruption | blackout | curtailment | I tolerate no break from my lesson. | A break in continuity will have serious consequences for the programme ... | ... be concluded before the summer break. | ... sides have simply used the break in the negotiations to ... | To call caring a 'career break' is to show ... | Years of career break in the current enterprise ... | This break may be replaced by breaks of at least ... | ... to present to you after the summer break in 2008. | ... its activities after a break with fish, eggs ... | ... we will have a short break until 5.30 p.m. and then ... | ... but does allow this break to be split into ... | ... its activities after a break with fish, eggs ... | ... its activities after a break with fish, eggs ... | ... its activities after a break with fish, eggs ... | ... driver shall observe a break of at least 45 minutes, ... | "
266,break,annoncer,VERB,VERB,VERB,call | give out | break | publish | spell | announce | advertise | herald | foreshadow | 
267,break,manquer à,VERB,VERB,VERB,break | breach | rat | 
268,break,briser,VERB,VERB,VERB,break | break up | relieve | fracture | bust | smash | wreck | splinter | shatter | debunk | You can not break it. | Do you wish to break her heart? | He will break your arm. | No one can break our happiness! | No whip will break his spirit. | They need to break the chains. | We were given explicit license to break the mold. | You can break his heart. | You must not break it! | Trying to break my hand? | Break away from the ship will be. | Everything that could break a skull. | Then break his heart. | And break open these shackles around me? | We must break your body to win their minds. | 
269,break,briser la glace,VERB,VERB,VERB,ice | break | 
270,break,se briser,VERB,VERB,VERB,break | break up | crack | smash | 
271,break,échapper,VERB,VERB,VERB,get out of | get away | break | break away | escape | 
272,break,fracture,NOUN,NOUN,NOUN,break | compound fracture | fracture | 
273,break,interrompre,VERB,VERB,VERB,stop | cut in | cut short | break | break in | break up | withdraw | terminate | suspend | interrupt | halt | disrupt | abort | 
274,break,rompre,VERB,VERB,VERB,"call off | break | break off | break up | breach | burst | rupture | sever | Your mother said she wanted a clean break. | They were just forced to break up. | I cannot break my oath. | I had to break up with her. | We are not going to break tradition, ok? | Maybe she tried to break it off? | So they had to break up. | Opening doors in order to break the habits of living. | You cannot break our engagement! | So you think we should just break up? | So you going to break up with him? | I think we should break up. | Do you want to break your neck? | Some women you can break up with and stay friends. | She has a growing inclination to break with you. | "
275,break,casser,VERB,VERB,VERB,"break | break off | break up | crack | snap | snap off | bust | slash | smash | cashier | undercut | overrule | Careful, you’ll break something!. | "
276,break,casser en deux,VERB,VERB,VERB,break | 
277,break,se casser,VERB,VERB,VERB,"break | break off | Careful, it’ll break!. | "
278,break,récréation,NOUN,NOUN,NOUN,break | recess | playtime | During morning break. | 
279,break,équilibrer ses comptes,VERB,VERB,VERB,break | 
280,break,brèche,NOUN,NOUN,NOUN,opening | break | hole | breach | 
281,break,éclater,VERB,VERB,VERB,break | break out | pop | to go pop | burst | overflow | flare | flare up | explode | erupt | 
282,break,déchiffrer,VERB,VERB,VERB,make out | break | crack | decipher | unscramble | 
283,break,enfreindre,VERB,VERB,VERB,"break | breach | infringe | contravene | Why break your own rules? | I am not prepared to break our rules. | Sometimes you break the rules. | They invite you to break the law. | I really can't break the law. | For asking you to break your rules. | I have no wish to break the law in order to ... | Afraid to break the law even in a good ... | ... and a chance to break the rules. | ... rule you'll have to break to know the truth. | ... and is an incentive for fishermen to break the rules. | Well, we don't want to break any rules. | ... when you'll be tempted to break the cardinal rule of ... | That doesn't mean you can break the law. | I cannot break the rules for anyone | "
284,break,amortir,VERB,VERB,VERB,break | absorb | cushion | amortize | deaden | 
285,break,désobéir à,VERB,VERB,VERB,break | defy | disobey | 
286,break,muer,VERB,VERB,VERB,break | shed | moult | 
287,break,poindre,VERB,VERB,VERB,break | dawn | 
288,break,félure,NOUN,NOUN,NOUN,break | A break in the glass. | 
289,break,lâcher qqn,NOUN,NOUN,NOUN,break | 
290,mother,mère,OTHER,OTHER,OTHER,mother of god | mother | single mother | mother superior | birth mother | foster mother | tiger mother | surrogate | surrogate mother | unmarried mother | I got stuck in the mother of all traffic jams. | A mother of three. | The initiatives were based on the experience of the mother company. | My mother was born in Germany. | She returned to Bristol to nurse her ageing mother. | 
291,mother,maman,NOUN,NOUN,NOUN,"mother | ma | mama | mum | mam | mummy | My mother needs me at home. | Your mother will be waiting for you. | That was your mother, on the phone. | Mother wondered about purgatory, but he said no. | My mother told me about you. | Where is your mother, anyway? | I bet mother was hitting star again! | You go home to your mother now. | Mother was very upset. | I tell mother what happened today. | The children will have a mother again. | Your mother should be very proud of you. | It was my mother who taught me. | Mother and father's not here. | Your mother is fine. | "
292,mother,dorloter,VERB,VERB,VERB,mother | pamper | coddle | 
293,start,partir,VERB,VERB,VERB,"set out | go | start | get off | go off | start off | take off | drive off | come out | come away | get away | go away | head off | leave | wash off | sail | depart | retire | ‘Oh my!’ she said, starting. | "
294,start,se mettre à,VERB,VERB,VERB,set about | take to | take up | get down to | go about | start | turn to | break into | settle down | 
295,start,début,NOUN,NOUN,NOUN,"first | at the start | start | to start with | front | opening | beginning | in the beginning | initially | onset | outset | From the start, the vacation was a disaster. | If he would tell her who had put him up to it, it would be a start. | The start of the week. | I laughed to think how I had got the start of them. | Make sure you are not over the line at the start. | The season starts in September. | This side are at an advantage—for a start, there are more of them. | An early start enabled us to avoid the traffic. | The event was a shambles from start to finish. | His bicycle was found close to the start of a forest trail. | He takes over as chief executive at the start of next year. | "
296,start,départ,OTHER,OTHER,OTHER,start | going | departure | sailing | voluntary redundancy | They were lined up at the start. | He had a 90-minute start on them. | 
297,start,ligne de départ,NOUN,NOUN,NOUN,start | 
298,start,commencer,OTHER,OTHER,OTHER,get | start | start on | start out | start off | lead off | begin | go ahead | proceed | kick off | commence | She had seen Meg start suddenly from a thicket. | While I was writing this essay my computer froze and I had to start again. | She will start school today. | Treatment should start off with attention to diet. | I shall start with the case you mention first. | The company will start out with a hundred employees. | Could you face going back to school and starting over? | She wasn't very keen on the idea to start with. | I can make a start on cleaning up. | We plan to start building in the autumn. | 
299,start,pour commencer,OTHER,OTHER,OTHER,"start | For an art gallery owner, Naples was a good place to get started. | "
300,start,lancer,VERB,VERB,VERB,"start | call | put out | bring out | flash | launch | mount | deliver | extend | ball | cast | shot put | throw | shoot | pitch | bowl | pioneer | float | hammer throw | flip | chuck | fling | sling | unleash | toss | pelt | heave | hurl | I shall try to start over. | I need to start a line. | You helped us start it all. | Are you going to start the newspaper? | I can use that money to start my own brewery. | We could start a club or something. | Like start fire with his eyes? | How would you like to start you in banking? | Maybe you could start a new style. | ... and led us to start work. | ... the whole area, start searching in teams. | ... enough money put aside to start our new business. | She's been wanting to start entertaining. | Will you start the frigging practice? | Pilots, stand by to start engines. | "
301,start,démarrer,VERB,VERB,VERB,start | start up | run | draw out | boot up | pull away | pull out | The car wouldn’t start. | We had trouble starting the car. | I couldn’t start the engine. | He couldn’t start the car. | He couldn’t get his engine started. | 
302,start,avance,NOUN,NOUN,NOUN,start | advance | paper advance | lead | You must give me 50 metres start. | 
303,start,monter,VERB,VERB,VERB,well | get in | get up | go up | start | start up | come in | put on | put together | put up | turn up | advance | build up | edit | stock | stage | flow | mount | rise | cast on | ride | jump | pitch | climb | to slope up | assemble | surge | to go upstairs | to go uphill | ascend | soar | 
304,start,choc,NOUN,NOUN,NOUN,start | impact | culture shock | shock | collision | knock | bump | anaphylactic shock | jolt | thwack | 
305,start,premièrement,VERB,VERB,VERB,start | firstly | 
306,start,faire ses débuts,VERB,VERB,VERB,start | start off | 
307,start,déclencher,VERB,VERB,VERB,set | start | set off | start off | release | touch off | activate | trigger | trigger off | spark | spark off | ignite | disengage | actuate | 
308,start,débuter,VERB,VERB,VERB,"start | start up | enter on | kick off | I got some good news to start the week. | The show will start in a moment. | I barely know how to start. | Trial was supposed to start next week. | Now we know where to start. | What a way to start the year. | And while new journeys can start with a single step ... | How do you start a conversation with the ... | ... he is lucky to start with you as a captain. | ... what you want to start with today? | ... which it might make sense to start a sector inquiry. | ... and start our family and start the next chapter. | ... who gave me my start. | ... leave town together, start a new life away ... | ... not be possible to start the test immediately after fertilisation ... | "
309,start,entamer,VERB,VERB,VERB,"start | enter into | institute | initiate | I want to start the proceedings. | I cannot start my speech without underlining that the ... | We should start researching to see what ... | It is a chance to start a new discussion process in ... | Maybe you can start a whole new career as an actor ... | ... not the best place to start a relationship. | ... national banks will also start a dialogue with their ... | ... a conclusion on this matter and start the new mandate with ... | ... is not the best way to start the most important job ... | ... necessary than ever that we start with a full impact assessment ... | First, to start the accession procedure with ... | It is very good to start the work of this ... | ... estate, they currently have to start proceedings in all the ... | About to start a new chapter of ... | We are at the start of a new dry season ... | "
310,start,sursaut,NOUN,NOUN,NOUN,start | jump | spurt | gasp | He woke with a start. | 
311,start,sursauter,VERB,VERB,VERB,start | jump | 
312,tip,conseil,NOUN,NOUN,NOUN,national security council | council | board | school board | board of education | staff meeting | town council | district council | word | advice | piece of advice | board of directors | employment tribunal | industrial tribunal | governing body | tip | marriage guidance | cabinet meeting | counsel | senate | caution | hint | disciplinary committee | marriage counselling | counseling | She gave us tips on caring for our skin. | 
313,tip,pointe,NOUN,NOUN,NOUN,"point | end | tip | forefront | hint | stylus | spike | spit | spear | arrowhead | tinge | We got the tip. | What if the tip was broken off? | The tip of the mountain is my orientation. | The tip of the mountain is my landmark. | The laptop is just the tip of the iceberg. | Give me the tip of your dagger. | But this is really just the tip of the iceberg. | Get the tip, get the tip. | Get the tip, get the tip. | We go in through the tip of each horn, ... | The tip has to drive into the ... | But to survive the tip of the end of ... | But they are the tip of an iceberg that ... | ... even soil on the tip. | ... cases exposed are only the tip of an iceberg. | "
314,tip,bout,NOUN,NOUN,NOUN,"way | end | screen test | film test | head | bit | bottom | tag | tip | slip | scrap | toe | stub | stump | fingertip | toecap | Like the tip of your nose. | From the base to the tip? | It was right on the tip of my tongue. | I keep seeing the tip of my nose. | Funny how that was on the tip of your tongue. | It was right there on the tip of my tongue. | It was right on the tip of my tongue. | The tip of his finger. | Our son lost the tip of his finger. | But the tip of your nose turned ... | Tip of the tongue, teeth and the ... | ... if there's a bill with a missing tip. | ... if there's a bill with a missing tip. | ... a name on the tip of your tongue. | ... you should start from the base to the tip. | "
315,tip,tuyau,NOUN,NOUN,NOUN,"pipe | tip | pointer | outlet | outlet pipe | stem | exhaust | garden hose | hose | inlet pipe | tubing | overflow pipe | chimney pot | chimney stack | drainpipe | hosepipe | Get a tip on a horse? | The tip you gave us was compromised. | Some of them even get paid for a good tip. | We got a tip. | We acted on a tip. | So that tip led me to the river. | The tip had to come from your office. | You got a tip? | That tip was good, right? | Seems that my boss had a good tip. | Thanks for the tip, man. | Oh please, it was her tip on the horse. | I appreciate the tip. | My brother gave me a tip on a horse. | Thanks for the tip about the cheese. | "
316,tip,verser,VERB,VERB,VERB,put down | pay in | deposit | empty | tip | pour | pour in | pour out | shed | 
317,tip,décharge,NOUN,NOUN,NOUN,tip | discharge | electric shock | dump | refuse dump | landfill site | rubbish dump | rubbish tip | 
318,tip,pencher,VERB,VERB,VERB,"tip | tend | slope | tilt | lean | dip | cant | slant | droop | It says you can't tip here. | tip the balance has grown from ... | ... similar characteristics, the aid will tip the balance. | ... that I believe will tip the scales back in his ... | "
319,tip,basculer,VERB,VERB,VERB,"tip | tip over | swing | flip | flick | topple | We tip the case over and the relic rolls out, ... | ... you go round behind and tip it backwards. | That'll tip them off too soon. | You'll tip us over! | Don't let it tip over! | Right, tip it backwards. | ... the vehicle must not tip up), | ... land over there because we'll tip over. "" | "
320,tip,truc,NOUN,NOUN,NOUN,"device | tip | catch | stuff | dodge | gimmick | gizmo | thingummy | Here's a tip, though. | ... common misconceptions, here's another important tip: | "
321,tip,renverser,VERB,VERB,VERB,run down | bring down | push over | tip | tip over | reverse | strike | bowl over | upset | knock | knock down | knock over | spill | overthrow | overturn | subvert | topple | dislodge | slop | upend | 
322,tip,incliner,VERB,VERB,VERB,tip | tilt | incline | recline | 
323,tip,déverser,VERB,VERB,VERB,tip | discharge | dump | ladle out | disgorge | 
324,tip,donner un pourboire,VERB,VERB,VERB,tip | 
325,tip,pourboire,NOUN,NOUN,NOUN,tip | tipping | gratuity | To leave a 20% tip. | Shall I give him a tip? | 
326,tip,dépotoir,NOUN,NOUN,NOUN,tip | dump | junk heap | rubbish tip | Your bedroom is a tip. | 
327,tip,pressentir,VERB,VERB,VERB,tip | 
328,tip,terril,NOUN,NOUN,NOUN,tip | slag heap | 
329,tip,pronostiquer,VERB,VERB,VERB,tip | 
330,apologise,m' excuser,VERB,VERB,VERB,apologize | apologise | excuse me | i 'm sorry | pardon | forgive me | I wanted to apologise again. | I wanted to apologise for last night. | I want to apologise. | Thought you might want to apologise about last night. | I wanted to apologise to you for last night. | 
331,apologise,excuser,VERB,VERB,VERB,"excuse | apologize | apologise | apologies | forgive | excuses | condone | Time to apologise is gone. | I suggest you apologise. | If you're coming to apologise, no, thanks. | You've come here to apologise, have you? | So what's he got to apologise for? | "
332,apologise,présente mes excuses,VERB,VERB,VERB,"apologize | apologise | I apologise to the Commissioners for the delay. | I apologise, and I shall convey my apology directly to ... | "
333,apologise,t' excuser,VERB,VERB,VERB,apologize | apologise | apologies | I see you couldn't wait to apologise. | Now it's your turn to apologise. | I think that you have to apologise now. | You have nothing to apologise for. | Do you think you should apologise? | 
334,apologise,excuse-toi,NOUN,NOUN,NOUN,"apologize | apologise | Apologise, like I did! | "
335,come,se faire que,VERB,VERB,VERB,come | 
336,come,en venir à,VERB,VERB,VERB,come | 
337,come,venir,OTHER,OTHER,OTHER,"show up | come | come out | come over | to come along | turn out | turn up | Do you want to come fishing tomorrow? | He continued to come and go as he pleased. | Would you like to come to the lake with us? | I agreed to come in on the project. | You will come to no harm. | It is the most controversial issue to come before the Supreme Court. | Come to think of it, that was very daring of you. | They could come upon us without warning and wreak havoc. | Kings and Queens may come and go, but the Crown goes on forever. | Can I come too? | "
338,come,à venir,OTHER,OTHER,OTHER,come | coming | Films that would inspire generations to come. | In years to come. | 
339,come,se monter à,VERB,VERB,VERB,number | come | come to | 
340,come,revenir de loin,VERB,VERB,VERB,come | 
341,come,arriver,VERB,VERB,VERB,make | get | get in | get into | show up | here | come | come about | come in | come on | come up | come along | turn up | appear | reach | occur | happen | arrive | roll up | befall | Somebody could come with a critical injury. | No one can come without gifts. | We do not want to come off second best here! | It had to come one day. | I was hoping it wouldn't come to this. | You just come in town? | Your moment is about to come. | But the car will come. | I have just come. | This has just come in. | Sometimes you don't think they could come. | When are they going to come? | I would have never come up with that. | We hear her come in. | We need to come up with a workable plan. | 
342,come,exister,VERB,VERB,VERB,come | exist | 
343,come,aboutir,VERB,VERB,VERB,come | 
344,come,approcher,VERB,VERB,VERB,near | come | approach | draw up | to draw near | to draw closer | 
345,come,voilà qqn,VERB,VERB,VERB,come | 
346,curriculum,programme,NOUN,NOUN,NOUN,"set | program | computer program | exchange programme | programme | care plan | exercise programme | schedule | fitness programme | calendar | shell program | listing | exercise routine | curriculum | timetable | outreach programme | syllabus | So the curriculum is on the desk. | The quality of the curriculum, the reputation of ... | ... the library, but also from your curriculum. | ... some universities actually tailor their course curriculum to serve the industry ... | Let's start with the curriculum. | The curriculum is tough and demanding. | ... are still not on the curriculum. | ... physical activities in the school curriculum; | ... make a few changes to the curriculum. | ... as part of the transition year curriculum. | and completely gutted their old math curriculum. | ... of organising a new curriculum that meets the needs of ... | ... define a proposal for a common curriculum for the training of ... | ... as Part of the Regular Curriculum | ... I teach my own curriculum, starting with a ... | "
347,curriculum,programme scolaire,NOUN,NOUN,NOUN,curriculum | 
348,expertise,compétences,NOUN,NOUN,NOUN,"language skills | programming skills | presentation skills | expertise | abilities | interpersonal skills | He is unworthy of my expertise. | We need your particular expertise. | So he has technical expertise. | I brought him for his expertise and his company. | Providing expertise is one thing, taking advice is ... | ... to need you and your expertise. | ... need you and your expertise. | ... more in line with my area of expertise. | ... bring additional resources and expertise, and mobilise action ... | ... in terms of staffing, expertise, and financial means ... | This is slightly above my level of expertise. | The cost of accessing the relevant expertise can be prohibitive and ... | ... reaped the benefit of the combined expertise of all three institutions ... | ... operations, resources and expertise in order to manufacture, market ... | ... derived from his specific expertise in this area. | "
349,freeze,gel,OTHER,OTHER,OTHER,gel | hair gel | shower gel | freeze | wage freeze | frost | silica gel | Workers faced a pay freeze. | A freeze on recruitment. | A price freeze. | The camera will set fast shutter speeds to freeze the action. | She would freeze him with a look when he tried to talk to her. | A freeze warning for tonight. | 
350,freeze,blocage,NOUN,NOUN,NOUN,block | jam | freeze | price freeze | 
351,freeze,bloquer,VERB,VERB,VERB,"block | lock | jam | jam on | foul | freeze | stall | blockade | choke | obstruct | clog | cripple | What gives you the right to freeze my bank account? | ... , he's going to freeze. | "
352,freeze,il gèle,VERB,VERB,VERB,freeze | 
353,freeze,geler,OTHER,OTHER,OTHER,ice over | freeze | freeze over | freeze up | I think it’ll freeze tonight. | 
354,freeze,congeler,VERB,VERB,VERB,"freeze | You want to freeze a spinal injury? | Whatever's leftover you can just freeze for the kids. | And if so, did you freeze his sperm? | You want to freeze my body, | You should freeze some and give it ... | we freeze annual domestic spending for ... | The cooler probably didn't freeze the sperm right, OK? | ... my cryogenic technique to freeze one of my own eggs. | ... the idea that you can freeze someone and bring them ... | This facility should be adequate to freeze Skywalker for his trip ... | ... 24 hours, then freeze at a temperature below ... | "
355,freeze,figer sur place,VERB,VERB,VERB,freeze | 
356,freeze,se figer,VERB,VERB,VERB,freeze | stiffen | congeal | 
357,issue,question,OTHER,OTHER,OTHER,question | issue | leading question | matter | multiple choice | query | bonus question | loaded question | quickie | The issue of notes by the Bank of England. | Emotions and intimacy issues that were largely dealt with through alcohol. | People should let their MPs know where they stand on this issue. | The chance of carrying such a scheme to a successful issue was small. | A website dedicated to the issue of euthanasia. | That’s not the issue. | Raising awareness of environmental issues. | The issue of human rights. | A controversial issue. | The issue of racism. | 
358,issue,no,NOUN,NOUN,NOUN,number | order number | account number | social security number | contact number | box number | act | reference number | item | mobile number | issue | phone number | turn | national insurance number | registration | registration number | character | telephone number | flight number | licence number | party piece | serial number | spot | bonus ball | routine | party trick | cipher | cloakroom ticket | The January/April/October issue of Home and Living Magazine. | The December issue of the magazine. | 
359,issue,problème,OTHER,OTHER,OTHER,"health problem | problem | issue | heart problem | matter | trouble | communication breakdown | headache | lookout | homelessness | I like him, though I have some issues with the guy. | Is it an issue? | A small number of users are experiencing connectivity issues. | "
360,issue,fournir,VERB,VERB,VERB,provide | come up with | issue | put in | put up | supply | feed | volunteer | afford | furnish | Soldiers will be issued with the correct equipment. | Staff will be issued with new uniforms. | 
361,issue,donner,VERB,VERB,VERB,set | call | give | present | give away | issue | allow | hand | hand out | deal | deal out | fruit | contribute | yield | spell | quote | dish out | lend | twitch | 
362,issue,résultat,NOUN,NOUN,NOUN,product | end product | end result | result | issue | bottom line | false negative | false positive | outcome | attainment | culmination | upshot | 
363,issue,sortir,VERB,VERB,VERB,out | get out | take out | go out | come out | come out with | come up with | issue | put out | head out | release | output | bring out | fish out | produce | pass out | exit | draw out | lift out | pop | pop out | pull out | dish up | crack | climb | slip | slip out | emerge | dig out | 
364,issue,émission,NOUN,NOUN,NOUN,program | show | programme | issue | share issue | breakfast show | road show | release | radio programme | current affairs programme | television programme | broadcast | outside broadcast | party political broadcast | radio broadcast | television broadcast | emission | discharge | wildlife programme | sketch show | prerecorded broadcast | A share issue has been launched. | A point of issue. | 
365,issue,distribuer,VERB,VERB,VERB,give out | give away | issue | hand out | pass out | deal | deal out | deliver | distribute | dish out | dispense | dole | 
366,issue,faire paraître,VERB,VERB,VERB,issue | release | 
367,issue,soulever un problème,NOUN,NOUN,NOUN,issue | 
368,issue,émettre,VERB,VERB,VERB,"give off | issue | send out | release | sound | broadcast | discharge | emit | utter | Issue an international warrant. | ... limit the ability to issue electronic money to banks ... | which could issue money created out of ... | ... on which we must issue a vote is arousing some ... | ... the parliamentary procedures and issue this recommendation. | ... to take a decision or to issue a directive. | ... bonds or shares wants to issue again. | ... has the power to issue an injunction. | ... to regulate, to issue individual authorisations and forbid ... | ... coins they want to issue at which nominal value, with ... | ... the customs authorities to issue temporary admission papers and ... | ... a match, this authority may issue an information demand in ... | ... asks the card to issue a challenge in order to ... | ... are already allowed to issue and administer means of ... | ... a formal hearing, issue a ""cease and desist"" ... | "
369,issue,engager une controverse,NOUN,NOUN,NOUN,issue | 
370,issue,descendance,NOUN,NOUN,NOUN,issue | 
371,peremptory,péremptoire,ADJ,ADJ,ADJ,peremptory | A peremptory order of the court. | 
372,parent,père mère,NOUN,NOUN,NOUN,parent | 
373,parent,parents,NOUN,NOUN,NOUN,parent | folk | parental | parentage | God's hand had written in the hearts of our first parents all the rules of good. | 
374,parent,parent,OTHER,OTHER,OTHER,"related | blood relation | relation | relative | parent | single parent | foster parent | lone parent | next of kin | kinsman | All children are special to those who parent them. | His parents are so relaxed and nice. | Exhaustion is incompatible with good parenting. | Stems will root down, creating a new crown near the parent. | "
375,member,membre,NOUN,NOUN,NOUN,member | life member | board member | member of staff | state representative | royal | officer | commissioner | judge | member of congress | royalty | governor | health care worker | associate member | fellow | marshal | limb | phantom limb | msp | mla | congressman | vigilante | assemblyman | clansman | tribesman | congressperson | A team member. | The bird is the sole member of its species left in the wild. | A member of a community chorus. | Interest from members of the public. | A member of the Lily family. | She's an active member of Greenpeace. | The EU's member countries. | The main member that joins the front and rear axles. | Member of the Order of the British Empire. | 
376,member,député,OTHER,OTHER,OTHER,member | am | member of parliament | representative | deputy | mp | congressman | backbench mp | backbencher | Member of Parliament for Stretford. | 
377,band,groupe,NOUN,NOUN,NOUN,set | control group | group | support group | user group | working group | food group | media group | energy company | body | party | interest group | task force | lot | pressure group | target group | focus group | blood group | blood type | band | support band | reading group | rock band | discussion group | cluster | broad church | retail group | think tank | pop band | pop group | tutorial group | coach party | phrase | backing group | blues band | bunch | squad | ginger group | constituency | knot | cohort | troop | fringe group | indie band | splinter group | To play in a band. | A rock/jazz band. | 
378,band,bande,NOUN,NOUN,NOUN,school | pack | band | master tape | tape | crew | magnetic tape | soft shoulder | crowd | soundtrack | gang | cartoon | reel | cushion | ace bandage | bandage | videotape | crepe bandage | waveband | audiotape | A band of greenish light. | 
379,band,tranche,NOUN,NOUN,NOUN,"age group | age range | age band | band | tax band | bracket | demographic | slice | steak | wafer | tranche | rasher | band of monthly hours paid ... | ... (%) for each band, the overall mean ... | "
380,band,ruban,NOUN,NOUN,NOUN,band | tape | fabric ribbon | ribbon | adhesive tape | sticky tape | masking tape | sellotape | hatband | 
381,band,orchestre,NOUN,NOUN,NOUN,"band | dance band | chamber orchestra | orchestra | jazz band | symphony orchestra | stalls | stall | We have a good band. | I play in a band. | Have a band and fireworks! | That band certainly is different. | Them guys gave them to me in the band. | This is from the band teacher. | Tell the band to play on! | But we always have a live band at the auction. | This is the prison band. | We practise our routine with the band. | No overtime, no band practice. | We definitely need a band. | Keep the band going. | First let the band play. | We were supposed to get up a band. | "
382,band,brassard,NOUN,NOUN,NOUN,band | armband | 
383,band,fanfare,NOUN,NOUN,NOUN,"band | brass band | flourish | fanfare | You were in band. | Got the band and everything. | I have to apologise for the band. | Is the band ready? | A band and everything. | But what will the band do without you? | The school band needs instruments. | I also paid for this band, to welcome you back ... | The band was playing, everybody ... | ... get close to a band, you know about it. | ... raising a lot of money for the band. | Oh, the band. | They're in the band. | Where's the band? | We didn't have a band or orchestra | "
384,band,se liguer,VERB,VERB,VERB,band | band together | 
385,order,commande,NOUN,NOUN,NOUN,order | control | commission | command | remote control | repeat order | dot command | The waiter took our order. | The elevator was out of order. | The firm has won an order for 6 tankers. | I put in an order for 10 new laptops. | The helicopters have been on order for two years. | He would deliver special orders for the Sunday dinner. | 
386,order,hors service,NOUN,NOUN,NOUN,out of service | order | commission | 
387,order,mandat,NOUN,NOUN,NOUN,order | money order | term | term of office | draft | mandate | postal order | search warrant | warrant | premiership | 
388,order,en ordre,NOUN,NOUN,NOUN,in order | order | straight | orderly | Everything seems to be in order. | 
